HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity,ResidualError
0,2918.1105980368566,3159.3935625301533,66.29250918639362,-21.600984700729455,506.55770812469
1,2672.5912454273366,2848.73741895357,66.29250918639362,-21.600984700729455,506.55770812469
2,2621.1015835052203,2728.54280752164,66.29250918639362,-21.600984700729455,506.55770812469
3,2986.251527853006,3045.3673734133367,66.29250918639362,-21.600984700729455,506.55770812469
4,3337.04382311891,3402.1343797958175,66.29250918639362,-21.600984700729455,506.55770812469
5,4241.7004311753735,4298.019277036872,66.29250918639362,-21.600984700729455,506.55770812469
6,5060.956053446385,5112.489951462425,66.29250918639362,-21.600984700729455,506.55770812469
7,5344.25713188179,5414.097698193026,66.29250918639362,-21.600984700729455,506.55770812469
8,5473.105866633172,5511.787844880915,66.29250918639362,-21.600984700729455,506.55770812469
9,5815.249169451041,5827.290097872389,66.29250918639362,-21.600984700729455,506.55770812469
10,6010.335636567179,6049.939914605116,66.29250918639362,-21.600984700729455,506.55770812469
11,6014.665377869887,6052.98310619201,66.29250918639362,-21.600984700729455,506.55770812469
12,6006.75084052845,6046.262890593212,66.29250918639362,-21.600984700729455,506.55770812469
13,6000.998144125137,6041.142100964555,66.29250918639362,-21.600984700729455,506.55770812469
14,5998.246221536889,6036.561097604498,66.29250918639362,-21.600984700729455,506.55770812469
15,5983.151339230699,6028.668354948313,66.29250918639362,-21.600984700729455,506.55770812469
16,5946.554485000757,6003.593842648817,66.29250918639362,-21.600984700729455,506.55770812469
17,5924.417002201504,5977.167086018909,66.29250918639362,-21.600984700729455,506.55770812469
18,5922.232306313077,5972.401996429801,66.29250918639362,-21.600984700729455,506.55770812469
19,5823.394333658034,5881.922568190494,66.29250918639362,-21.600984700729455,506.55770812469
20,5682.6449646850715,5704.212521259314,66.29250918639362,-21.600984700729455,506.55770812469
21,5048.148975314511,5199.986845393809,66.29250918639362,-21.600984700729455,506.55770812469
22,4052.1912674870405,4323.882513571549,66.29250918639362,-21.600984700729455,506.55770812469
23,3400.2198718958007,3694.5022167643256,66.29250918639362,-21.600984700729455,506.55770812469
