HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity,ResidualError
0,26773.32931974632,20334.387237745294,0.0,-11251.517634047148,37660.809832097504
1,24999.54627901108,19623.94912900582,0.0,-11251.517634047148,37660.809832097504
2,23826.42617390465,18876.243727463945,0.0,-11251.517634047148,37660.809832097504
3,26038.263439894752,18476.673353928287,0.0,-11251.517634047148,37660.809832097504
4,28959.186050122797,18098.054889385512,0.0,-11251.517634047148,37660.809832097504
5,36534.073708019685,19716.478689340373,0.0,-11251.517634047148,37660.809832097504
6,54646.8011713922,22439.9408991886,0.0,-11251.517634047148,37660.809832097504
7,76097.98636548301,30740.556193522978,0.0,-11251.517634047148,37660.809832097504
8,93010.79051401808,39411.65641995119,0.0,-11251.517634047148,37660.809832097504
9,112545.49029463831,47277.41244874002,0.0,-11251.517634047148,37660.809832097504
10,127582.54181562553,53609.35243920733,0.0,-11251.517634047148,37660.809832097504
11,138767.61608969443,58909.501704602706,0.0,-11251.517634047148,37660.809832097504
12,145258.59144869784,56979.07835983915,0.0,-11251.517634047148,37660.809832097504
13,148823.65013612818,55077.38371585378,0.0,-11251.517634047148,37660.809832097504
14,150343.21042050706,52725.48321358336,0.0,-11251.517634047148,37660.809832097504
15,152085.80671517068,55196.34031623769,0.0,-11251.517634047148,37660.809832097504
16,144903.0569265949,54268.69789699611,0.0,-11251.517634047148,37660.809832097504
17,115305.30337373546,47206.98426972766,0.0,-11251.517634047148,37660.809832097504
18,69133.82982213201,36336.75616676617,0.0,-11251.517634047148,37660.809832097504
19,48332.586990462114,30469.985571257195,0.0,-11251.517634047148,37660.809832097504
20,38886.766845493476,25512.142717073257,0.0,-11251.517634047148,37660.809832097504
21,33608.454784762886,22440.479885741966,0.0,-11251.517634047148,37660.809832097504
22,31042.313223401965,20913.249371117075,0.0,-11251.517634047148,37660.809832097504
23,28146.231740784784,22478.832542861655,0.0,-11251.517634047148,37660.809832097504
