HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,2044.6673887990642,2030.7289475661087,0.0,0.0
1,2037.7690013432286,2030.2132709209716,0.0,0.0
2,2045.5902333460324,2033.8969280536235,0.0,0.0
3,2111.299167209261,2043.3488241342486,0.0,0.0
4,2320.5753576052102,2056.539892343377,0.0,0.0
5,2768.534379864085,2082.306319016672,0.0,0.0
6,3308.5664090562873,2124.1073115422155,0.0,0.0
7,3725.5941840277683,2169.98861811712,0.0,0.0
8,3862.831163662138,2204.8507162240858,0.0,0.0
9,3820.9930550878385,2220.537217360273,0.0,0.0
10,3836.5057873488313,2223.7671579214248,0.0,0.0
11,3836.09192455773,2214.1723891038173,0.0,0.0
12,3782.514213474309,2182.367365910472,0.0,0.0
13,3728.174592818332,2139.956981952375,0.0,0.0
14,3642.033721806889,2103.832102848933,0.0,0.0
15,3483.152439161269,2084.007474459136,0.0,0.0
16,3215.0751087875756,2071.1834810697164,0.0,0.0
17,2823.8469224250134,2057.544478196363,0.0,0.0
18,2445.1500566855093,2048.41586773212,0.0,0.0
19,2220.2981658584554,2041.850927499625,0.0,0.0
20,2123.8352265924473,2037.7483168381937,0.0,0.0
21,2089.390079659073,2036.6502051720238,0.0,0.0
22,2076.1525041719083,2035.5822319617619,0.0,0.0
23,2056.149106782081,-8.106179927371528,0.0,0.0
