HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,148.5528106689391,178.28478739811834,0.0,0.0
1,149.08109040826398,178.2866552793071,0.0,0.0
2,157.06159680829816,178.52865512554234,0.0,0.0
3,198.63933952011638,181.89728120657423,0.0,0.0
4,311.4519574980151,199.51131879366403,0.0,0.0
5,584.8262007556143,244.2328387040361,0.0,0.0
6,1268.9026892651248,310.35685744652403,0.0,0.0
7,1900.2315877863243,367.1311542804448,0.0,0.0
8,2133.18487490365,393.18761488107486,0.0,0.0
9,2201.502716882928,398.68360123267627,0.0,0.0
10,2220.191591226275,398.8366222381598,0.0,0.0
11,2220.726793720343,396.27604103088436,0.0,0.0
12,2220.2196181724776,386.39168607271887,0.0,0.0
13,2189.7428975890875,365.0721523578365,0.0,0.0
14,2022.3333178991506,334.23416167039204,0.0,0.0
15,1607.2215713559417,298.3758506774908,0.0,0.0
16,1036.1433287872678,257.2599970010619,0.0,0.0
17,564.3020073317014,219.2591005472043,0.0,0.0
18,320.9726810966831,187.2139232342065,0.0,0.0
19,223.10036991747225,165.1017868335435,0.0,0.0
20,183.78258517327703,166.9316115746132,0.0,0.0
21,169.77722998140877,175.95456915635427,0.0,0.0
22,157.60274613771603,178.1746186476492,0.0,0.0
23,149.74099918526866,29.73197672917901,0.0,0.0
