HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,560.3648071288951,560.3648071289075,0.0,0.0
1,560.3648071289006,560.3648071289072,0.0,0.0
2,565.082409855039,568.2307439950741,0.0,0.0
3,609.6961803217318,604.5689204289415,0.0,0.0
4,786.7595977198555,675.3773475060107,0.0,0.0
5,1184.5980664249503,805.8536054171032,0.0,0.0
6,1703.9777654304698,1062.4349330021778,0.0,0.0
7,2033.794629093327,1245.8241999699558,0.0,0.0
8,2143.857893318962,1294.9537623478823,0.0,0.0
9,2173.565508261486,1309.8933751032882,0.0,0.0
10,2175.4231700677947,1307.5252227783212,0.0,0.0
11,2175.4231700677947,1297.0913661076484,0.0,0.0
12,2174.121208804777,1278.955060518711,0.0,0.0
13,2161.654117744999,1266.251779409556,0.0,0.0
14,2097.533838264779,1238.0689615102917,0.0,0.0
15,1944.376577560012,1184.219805203952,0.0,0.0
16,1701.746957128536,1119.6087587796742,0.0,0.0
17,1356.2711665712534,1064.3439025878904,0.0,0.0
18,1042.6799978205,981.6208126361555,0.0,0.0
19,860.4355181112953,862.1191324087295,0.0,0.0
20,733.4682074652843,734.1792931189917,0.0,0.0
21,612.2041625976636,611.9549349271347,0.0,0.0
22,560.3648071289106,560.3648071289069,0.0,0.0
23,560.3648071289183,1.0530243343964685e-11,0.0,0.0
