HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity,ResidualError
0,2819.3996582031227,2819.399658203126,0.0,0.0,527.3204555601233
1,2819.3996582031364,2819.3996582031245,0.0,0.0,527.3204555601233
2,2819.399658203127,2819.3996582031277,0.0,0.0,527.3204555601233
3,2819.3996582031255,2819.399658203124,0.0,0.0,527.3204555601233
4,2819.3996582031227,2819.3996582031305,0.0,0.0,527.3204555601233
5,1759.4013490055688,1759.647719474939,0.0,0.0,527.3204555601233
6,1868.7871634220253,1787.0530560534955,0.0,0.0,527.3204555601233
7,2819.3996582031227,2819.3996582031227,0.0,0.0,527.3204555601233
8,2819.3996582031227,2819.3996582031227,0.0,0.0,527.3204555601233
9,2819.3996582031227,2819.3996582031227,0.0,0.0,527.3204555601233
10,2819.3996582031227,2819.3996582031227,0.0,0.0,527.3204555601233
11,2819.3996582031227,2819.3996582031227,0.0,0.0,527.3204555601233
12,2819.3996582031227,2819.3996582031227,0.0,0.0,527.3204555601233
13,2819.3996582031227,2819.3996582031227,0.0,0.0,527.3204555601233
14,2819.3996582031227,2819.3996582031227,0.0,0.0,527.3204555601233
15,2819.3996582031227,2819.3996582031227,0.0,0.0,527.3204555601233
16,138.4701995849632,138.47019958496185,0.0,0.0,527.3204555601233
17,1253.94177398097,1236.6156152578483,0.0,0.0,527.3204555601233
18,2162.011009245546,2189.949109590976,0.0,0.0,527.3204555601233
19,2779.228515624999,2779.228515624997,0.0,0.0,527.3204555601233
20,2779.2285156249973,2779.228515625003,0.0,0.0,527.3204555601233
21,2779.228515625002,2779.2285156250014,0.0,0.0,527.3204555601233
22,2822.8691948784767,2823.0370436448343,0.0,0.0,527.3204555601233
23,2836.458360460068,2836.376347468449,0.0,0.0,527.3204555601233
