HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity,ResidualError
0,736.0558878580589,743.3816692645735,0.0,0.0,67.57560518762362
1,741.6568386033963,754.6693972074069,0.0,0.0,67.57560518762362
2,779.5087733944584,812.1698813805144,0.0,0.0,67.57560518762362
3,901.1345876642864,906.680571922894,0.0,0.0,67.57560518762362
4,1211.2275364901338,1100.5669843233538,0.0,0.0,67.57560518762362
5,1538.5592864171642,1384.7508709247259,0.0,0.0,67.57560518762362
6,1708.480658169489,1580.740093524637,0.0,0.0,67.57560518762362
7,1773.1288042908811,1644.2384901780379,0.0,0.0,67.57560518762362
8,1791.3330891927005,1655.658856905423,0.0,0.0,67.57560518762362
9,1793.6551649305463,1655.9419954740051,0.0,0.0,67.57560518762362
10,1794.3459472656189,1655.947895930363,0.0,0.0,67.57560518762362
11,1794.3937988281173,1655.8260439359221,0.0,0.0,67.57560518762362
12,1794.2306315104115,1655.3731513390226,0.0,0.0,67.57560518762362
13,1792.032090928818,1654.5127328725957,0.0,0.0,67.57560518762362
14,1775.8509591639634,1652.402035052959,0.0,0.0,67.57560518762362
15,1640.779854376193,1522.8725985013516,0.0,0.0,67.57560518762362
16,1399.3260250164678,1300.3442007211543,0.0,0.0,67.57560518762362
17,1157.105309263498,1090.9118846012989,0.0,0.0,67.57560518762362
18,977.5320787685507,968.8341451791606,0.0,0.0,67.57560518762362
19,878.4032188210787,903.410530677208,0.0,0.0,67.57560518762362
20,828.0295573852137,846.2306090134844,0.0,0.0,67.57560518762362
21,789.8333588231181,800.0404492891743,0.0,0.0,67.57560518762362
22,763.0052218967045,770.2536128117472,0.0,0.0,67.57560518762362
23,749.6699557834337,757.0003626896778,0.0,0.0,67.57560518762362
