HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,118.23508453368879,118.23508453369139,0.0,0.0
1,121.60306663074577,121.00022095900357,0.0,0.0
2,143.84686489762686,128.64990278390616,0.0,0.0
3,217.25451022912375,139.82256522545538,0.0,0.0
4,306.9392447636037,160.3181149409367,0.0,0.0
5,364.65825188296776,191.4258047250598,0.0,0.0
6,391.49788855776205,213.46521289531984,0.0,0.0
7,402.0359489470133,220.27079156728962,0.0,0.0
8,406.2735080061276,221.3627319335938,0.0,0.0
9,407.466040834155,221.36273193359358,0.0,0.0
10,407.6104676696068,221.36273193359372,0.0,0.0
11,407.6104676696067,221.36273193359386,0.0,0.0
12,407.0659746776587,221.36273193359483,0.0,0.0
13,401.4728817994563,221.36273193359386,0.0,0.0
14,378.8184363704975,221.36273193359366,0.0,0.0
15,320.1983140382723,205.77107238769543,0.0,0.0
16,237.24867552541787,178.86338864840013,0.0,0.0
17,171.43976555016744,153.64019188514112,0.0,0.0
18,139.17142507034106,138.70277932974005,0.0,0.0
19,127.22559567155314,130.80021858215346,0.0,0.0
20,122.40018267284513,124.33380493750937,0.0,0.0
21,119.43262557691256,119.96259586627674,0.0,0.0
22,118.23508453369205,118.23508453369129,0.0,0.0
23,118.23508453369398,2.4664714715072478e-12,0.0,0.0
