HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,110.82540645087549,90.63264692746696,0.0,0.0
1,133.94216766941906,97.7314962973968,0.0,0.0
2,193.30630803016592,101.21815637441675,0.0,0.0
3,260.1064972274679,102.71323827596937,0.0,0.0
4,306.3488669852182,104.13751719548195,0.0,0.0
5,348.9894998484621,106.93159572894783,0.0,0.0
6,458.366516347141,112.08562660217304,0.0,0.0
7,589.6862441607354,115.00927734375101,0.0,0.0
8,640.2945805107494,114.9419272496151,0.0,0.0
9,642.1553267555659,114.47918187654987,0.0,0.0
10,640.9979813966703,113.4732026320241,0.0,0.0
11,638.0205670353081,111.24113464355496,0.0,0.0
12,631.2875481382632,107.18962551997402,0.0,0.0
13,620.331986350574,97.92070190723197,0.0,0.0
14,606.211797721539,89.81363494579642,0.0,0.0
15,582.747705861525,91.43647318619978,0.0,0.0
16,500.0160956839502,89.99546615894079,0.0,0.0
17,403.45061185990215,85.0572358644931,0.0,0.0
18,316.58082679952986,83.45200619330798,0.0,0.0
19,253.47767975320988,83.8399209976199,0.0,0.0
20,222.47112575253402,84.30746115171009,0.0,0.0
21,190.90632208462563,84.3074611517104,0.0,0.0
22,139.1106749786737,84.95253328176665,0.0,0.0
23,106.00334170403872,-25.809472753835358,0.0,0.0
