HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,215.17228720737683,202.74842176071004,0.0,0.0
1,28.278977134212028,22.125820714695266,0.0,0.0
2,41.48658508725248,103.7104095633227,0.0,0.0
3,374.4376705140435,578.9698177484336,0.0,0.0
4,1074.2409872734565,1269.5888536893576,0.0,0.0
5,1845.095934608426,1923.593085655818,0.0,0.0
6,2361.044511115412,2387.0027019794206,0.0,0.0
7,2628.247223835792,2643.023158146792,0.0,0.0
8,2717.3629898129766,2731.894014798686,0.0,0.0
9,2717.407911571044,2731.8197890061647,0.0,0.0
10,2715.1053942099343,2728.9380234938485,0.0,0.0
11,2691.4878641179666,2705.1313546987703,0.0,0.0
12,2605.977423598479,2618.9759098933378,0.0,0.0
13,2460.518089849833,2471.711414043721,0.0,0.0
14,2321.882563126955,2331.255673922029,0.0,0.0
15,2232.7703721203525,2240.9494535006065,0.0,0.0
16,2181.7874681903927,2189.2696861854006,0.0,0.0
17,2147.2281430708504,2154.2842383751517,0.0,0.0
18,2012.612810390659,2018.9563539945175,0.0,0.0
19,1752.7953294483668,1757.1771345872176,0.0,0.0
20,1304.3197293628682,1305.6737142709621,0.0,0.0
21,901.8338423835016,899.3366957444416,0.0,0.0
22,726.8625364303592,722.2957980816252,0.0,0.0
23,530.4364073685355,308.28082986979183,0.0,0.0
