HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,168.0574493408105,168.05744934082054,0.0,0.0
1,179.02946296779203,168.0574493408217,0.0,0.0
2,284.6803080825406,168.05744934081716,0.0,0.0
3,658.9655654147484,168.0574493408251,0.0,0.0
4,1405.6363428342345,168.0574493408216,0.0,0.0
5,2276.1222923541795,168.0574493408219,0.0,0.0
6,2907.245733502292,168.05744934082108,0.0,0.0
7,3201.2887471516906,168.05744934082466,0.0,0.0
8,3279.7411818230194,168.05744934082009,0.0,0.0
9,3287.7445240239877,168.0574493408228,0.0,0.0
10,3287.7445240239904,168.05744934082173,0.0,0.0
11,3287.7445240239895,168.0574493408215,0.0,0.0
12,3285.9161539479687,168.05744934082497,0.0,0.0
13,3190.2843844241997,168.0574493408232,0.0,0.0
14,2617.942658639954,168.0574493408217,0.0,0.0
15,1738.441987019384,168.0574493408215,0.0,0.0
16,1032.6068829649746,168.05744934082205,0.0,0.0
17,582.4640408219973,168.05744934082267,0.0,0.0
18,325.0785466336598,168.05744934082165,0.0,0.0
19,206.0989855769854,168.0574493408217,0.0,0.0
20,171.69549010996997,168.0574493408205,0.0,0.0
21,168.05744934082708,168.0574493408223,0.0,0.0
22,168.057449340824,168.05744934082136,0.0,0.0
23,168.0574493408302,1.0077272349917621e-11,0.0,0.0
