HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,4480.497395833299,4480.149799053492,0.0,0.0
1,4263.845323350674,4263.290123572717,0.0,0.0
2,4148.363769531224,4148.363769531233,0.0,0.0
3,4148.363769531324,4148.363769531263,0.0,0.0
4,4548.24495442708,4549.78295898438,0.0,0.0
5,3882.689980693225,3884.4333766056952,0.0,0.0
6,2580.6640826113126,2511.101908757136,0.0,0.0
7,1043.0219357077535,1032.7379619892008,0.0,0.0
8,719.7864990234311,719.7864990234448,0.0,0.0
9,719.7864990234248,719.7864990234484,0.0,0.0
10,719.786499023437,719.7864990234498,0.0,0.0
11,719.786499023432,719.7864990234475,0.0,0.0
12,719.7864990234275,719.7864990234584,0.0,0.0
13,719.7864990234384,719.7864990234548,0.0,0.0
14,719.786499023417,719.7864990234484,0.0,0.0
15,1069.4209662543376,1070.765714205238,0.0,0.0
16,3065.6869032118248,3072.289050762476,0.0,0.0
17,5309.04020182291,5301.319514347959,0.0,0.0
18,6316.026204427066,6355.461237980776,0.0,0.0
19,7471.856553819418,7499.13621168871,0.0,0.0
20,7490.278320312516,7490.278320312501,0.0,0.0
21,6482.613661024312,6478.738027719355,0.0,0.0
22,5062.254503038199,5059.892089843752,0.0,0.0
23,4570.872558593788,90.37516276045113,0.0,0.0
