HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,1579.6983904752349,1165.8812612407105,0.0,-613.1112002799309
1,1379.4108011760338,1106.8914532117221,0.0,-613.1112002799309
2,1437.7768570402075,1101.1521613048346,0.0,-613.1112002799309
3,1331.302239662854,1118.1593710093011,0.0,-613.1112002799309
4,1333.9064775080537,1058.9842852079544,0.0,-613.1112002799309
5,1226.2471095159365,1053.735531146801,0.0,-613.1112002799309
6,3636.8559052696346,2235.504599277816,0.0,-613.1112002799309
7,4317.997660225905,2935.647253844526,0.0,-613.1112002799309
8,6209.941180327904,4200.642720160061,0.0,-613.1112002799309
9,7611.021375485894,5175.991355388935,0.0,-613.1112002799309
10,9011.48439343493,5854.975012002519,0.0,-613.1112002799309
11,10295.145920609953,6609.295534210152,0.0,-613.1112002799309
12,11051.918515026284,7112.661307616267,0.0,-613.1112002799309
13,11713.32511475369,7489.044071778759,0.0,-613.1112002799309
14,12112.845698805093,7543.599102673299,0.0,-613.1112002799309
15,12404.697858521122,7881.378498547633,0.0,-613.1112002799309
16,12216.319121122004,7718.932349851129,0.0,-613.1112002799309
17,11236.512675191963,7214.199017809296,0.0,-613.1112002799309
18,10213.687968775395,6436.4805514368145,0.0,-613.1112002799309
19,9753.516957460659,5627.710635346168,0.0,-613.1112002799309
20,8756.636873240597,4949.437687792876,0.0,-613.1112002799309
21,4580.3319741841815,2898.129754167836,0.0,-613.1112002799309
22,2506.1531188096387,1875.9894556535783,0.0,-613.1112002799309
23,1792.3604895706264,-75.55001394957822,0.0,-613.1112002799309
