HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,4608.053686616796,6243.558743990374,0.0,0.0
1,4442.5804401265295,5810.391277606686,0.0,0.0
2,4726.96114609508,5976.306556114691,0.0,0.0
3,5666.44192259374,6786.095834585415,0.0,0.0
4,7984.313777762773,8125.159672663739,0.0,0.0
5,10200.23399709638,9735.104370117144,0.0,0.0
6,11945.485142032434,11907.897507887606,0.0,0.0
7,15399.243620539932,16068.94997934199,0.0,0.0
8,20184.83248772742,21138.99366173376,0.0,0.0
9,25103.723337224485,25795.554800180245,0.0,0.0
10,27991.972734823914,28292.478759765632,0.0,0.0
11,28451.44672683182,28466.88577974761,0.0,0.0
12,26977.577200820102,26937.789532001276,0.0,0.0
13,25246.26472701144,25305.520808293284,0.0,0.0
14,24057.162880148335,24171.467754657446,0.0,0.0
15,24705.3333969408,24893.993426983176,0.0,0.0
16,27585.08008186666,27869.880577674296,0.0,0.0
17,29842.652407357487,30206.961820162232,0.0,0.0
18,28819.73235452576,29334.943415715126,0.0,0.0
19,25330.74481411623,25567.235426682688,0.0,0.0
20,19420.335499730656,19905.738469050466,0.0,0.0
21,13064.602344498424,14164.263117863582,0.0,0.0
22,9256.18062664635,10355.939744215728,0.0,0.0
23,6250.64304021513,3110.1774863850023,0.0,0.0
