Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.1060,0.0016,0.0835,0.0093,0.0005,0.1732,0.0566,0.0821,0.0105,0.0088,0.0177,0.0570,0.0042
1,WEEKDAY,1,0.1187,0.0011,0.0840,0.0095,0.0004,0.1731,0.0566,0.0776,0.0103,0.0072,0.0000,0.0223,0.0012
1,WEEKDAY,2,0.1306,0.0018,0.0840,0.0098,0.0003,0.1733,0.0566,0.0760,0.0102,0.0068,0.0114,0.0051,0.0009
1,WEEKDAY,3,0.1210,0.0028,0.0848,0.0104,0.0005,0.1734,0.0566,0.0837,0.0111,0.0086,0.0769,0.0040,0.0052
1,WEEKDAY,4,0.1107,0.0037,0.0849,0.0118,0.0024,0.1742,0.0566,0.1201,0.0164,0.0153,0.1172,0.0127,0.0099
1,WEEKDAY,5,0.0982,0.0027,0.0854,0.0143,0.0074,0.1843,0.0566,0.1619,0.0277,0.0228,0.1418,0.0297,0.0160
1,WEEKDAY,6,0.0927,0.0083,0.0914,0.0189,0.0171,0.1837,0.0262,0.3405,0.0439,0.0315,0.1561,0.0522,0.0212
1,WEEKDAY,7,0.1087,0.0246,0.4134,0.0248,0.0283,0.1827,0.0000,0.3951,0.0626,0.0407,0.1581,0.0966,0.0255
1,WEEKDAY,8,0.4465,0.0415,0.4985,0.0283,0.0351,0.1838,0.0000,0.4437,0.0767,0.0474,0.1581,0.1302,0.0279
1,WEEKDAY,9,0.3258,0.0878,0.4896,0.0287,0.0374,0.1981,0.0000,0.4497,0.0821,0.0497,0.1581,0.1425,0.0286
1,WEEKDAY,10,0.1431,0.1278,0.4605,0.0286,0.0379,0.2017,0.0000,0.4501,0.0831,0.0500,0.1581,0.1440,0.0287
1,WEEKDAY,11,0.0916,0.1903,0.4560,0.0291,0.0379,0.2048,0.0000,0.4497,0.0831,0.0500,0.1581,0.1440,0.0287
1,WEEKDAY,12,0.0659,0.2620,0.4546,0.0289,0.0377,0.2153,0.0000,0.4497,0.0830,0.0500,0.1581,0.1440,0.0287
1,WEEKDAY,13,0.0489,0.3312,0.4541,0.0282,0.0373,0.2159,0.0000,0.4495,0.0824,0.0500,0.1581,0.1440,0.0287
