Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.1287,0.0004,0.2216,0.0050,0.0002,0.0304,0.0540,0.1065,0.0106,0.0317,0.0000,0.0375,0.0059
1,WEEKDAY,1,0.1477,0.0001,0.2232,0.0049,0.0002,0.0303,0.0540,0.0996,0.0104,0.0312,0.0000,0.0354,0.0054
1,WEEKDAY,2,0.1710,0.0001,0.1436,0.0050,0.0002,0.0304,0.0517,0.0973,0.0104,0.0308,0.0000,0.0324,0.0054
1,WEEKDAY,3,0.1730,0.0000,0.1419,0.0057,0.0002,0.0304,0.0517,0.1147,0.0120,0.0321,0.0001,0.0264,0.0062
1,WEEKDAY,4,0.2012,0.0000,0.1482,0.0075,0.0006,0.0309,0.0517,0.2006,0.0185,0.0441,0.0013,0.0339,0.0115
1,WEEKDAY,5,0.2033,0.0000,0.1501,0.0099,0.0011,0.0327,0.0517,0.3090,0.0279,0.0572,0.0035,0.0508,0.0178
1,WEEKDAY,6,0.2132,0.0000,0.2318,0.0129,0.0022,0.0330,0.0498,0.4083,0.0399,0.0726,0.0053,0.0570,0.0235
1,WEEKDAY,7,0.4010,0.0132,0.2660,0.0166,0.0032,0.0332,0.0017,0.4675,0.0511,0.0843,0.0063,0.0616,0.0279
1,WEEKDAY,8,0.4832,0.0147,0.3236,0.0190,0.0039,0.0335,0.0017,0.4846,0.0579,0.0891,0.0067,0.0640,0.0299
1,WEEKDAY,9,0.5829,0.0163,0.3174,0.0194,0.0041,0.0354,0.0017,0.4872,0.0588,0.0905,0.0067,0.0646,0.0301
1,WEEKDAY,10,0.4716,0.0259,0.2974,0.0195,0.0041,0.0364,0.0017,0.4874,0.0589,0.0905,0.0067,0.0647,0.0301
1,WEEKDAY,11,0.3481,0.0445,0.2860,0.0198,0.0042,0.0374,0.0017,0.4874,0.0589,0.0905,0.0067,0.0647,0.0301
1,WEEKDAY,12,0.2644,0.0670,0.2802,0.0198,0.0042,0.0391,0.0017,0.4874,0.0589,0.0905,0.0067,0.0647,0.0301
1,WEEKDAY,13,0.2010,0.0883,0.2785,0.0192,0.0041,0.0396,0.0017,0.4873,0.0587,0.0905,0.0067,0.0647,0.0301
1,WEEKDAY,14,0.1710,0.1119,0.2801,0.0190,0.0040,0.0411,0.0017,0.4855,0.0578,0.0905,0.0067,0.0647,0.0301
1,WEEKDAY,15,0.1571,0.1232,0.2825,0.0194,0.0037,0.0413,0.0017,0.4758,0.0553,0.0916,0.0066,0.0644,0.0299
1,WEEKDAY,16,0.1615,0.1072,0.2822,0.0190,0.0031,0.0398,0.0022,0.4482,0.0499,0.0907,0.0060,0.0633,0.0287
1,WEEKDAY,17,0.0783,0.0601,0.2498,0.0158,0.0026,0.0384,0.0503,0.3951,0.0418,0.0858,0.0043,0.0607,0.0254
1,WEEKDAY,18,0.0847,0.0418,0.2476,0.0115,0.0020,0.0359,0.0591,0.3357,0.0334,0.0771,0.0023,0.0576,0.0215
1,WEEKDAY,19,0.0427,0.0334,0.2419,0.0085,0.0014,0.0348,0.0603,0.2776,0.0262,0.0680,0.0010,0.0549,0.0178
1,WEEKDAY,20,0.0542,0.0270,0.2409,0.0063,0.0008,0.0341,0.0603,0.2193,0.0205,0.0596,0.0003,0.0483,0.0106
1,WEEKDAY,21,0.0771,0.0065,0.2237,0.0058,0.0005,0.0325,0.0603,0.1855,0.0161,0.0503,0.0000,0.0426,0.0087
1,WEEKDAY,22,0.0803,0.0021,0.2232,0.0062,0.0004,0.0321,0.0603,0.1674,0.0134,0.0403,0.0000,0.0417,0.0112
1,WEEKDAY,23,0.1024,0.0005,0.2220,0.0055,0.0003,0.0305,0.0603,0.1259,0.0115,0.0343,0.0000,0.0402,0.0082
1,SATURDAY,0,0.0525,0.0004,0.2130,0.0051,0.0002,0.0303,0.0540,0.1013,0.0107,0.0307,0.0000,0.0342,0.0074
1,SATURDAY,1,0.0779,0.0003,0.2135,0.0050,0.0002,0.0303,0.0540,0.0928,0.0107,0.0305,0.0000,0.0319,0.0060
1,SATURDAY,2,0.0929,0.0000,0.1369,0.0050,0.0002,0.0303,0.0517,0.0903,0.0116,0.0310,0.0000,0.0262,0.0063
1,SATURDAY,3,0.1214,0.0000,0.1379,0.0053,0.0002,0.0303,0.0517,0.1164,0.0139,0.0354,0.0000,0.0272,0.0113
1,SATURDAY,4,0.1621,0.0000,0.1472,0.0054,0.0003,0.0303,0.0517,0.1429,0.0162,0.0411,0.0000,0.0371,0.0127
1,SATURDAY,5,0.1662,0.0000,0.1477,0.0055,0.0004,0.0314,0.0517,0.1561,0.0182,0.0423,0.0000,0.0493,0.0137
1,SATURDAY,6,0.1910,0.0000,0.2265,0.0056,0.0006,0.0311,0.0498,0.1648,0.0197,0.0426,0.0000,0.0504,0.0141
1,SATURDAY,7,0.1894,0.0000,0.2269,0.0057,0.0007,0.0306,0.0017,0.1743,0.0204,0.0428,0.0000,0.0510,0.0144
1,SATURDAY,8,0.1462,0.0000,0.2304,0.0057,0.0010,0.0304,0.0017,0.1769,0.0210,0.0426,0.0000,0.0512,0.0145
1,SATURDAY,9,0.0996,0.0006,0.2287,0.0056,0.0010,0.0320,0.0017,0.1778,0.0210,0.0424,0.0000,0.0512,0.0145
1,SATURDAY,10,0.0648,0.0167,0.2280,0.0056,0.0010,0.0329,0.0017,0.1752,0.0205,0.0409,0.0000,0.0509,0.0145
1,SATURDAY,11,0.0375,0.0295,0.2266,0.0056,0.0009,0.0339,0.0017,0.1658,0.0194,0.0389,0.0000,0.0502,0.0144
1,SATURDAY,12,0.0229,0.0476,0.2221,0.0056,0.0009,0.0355,0.0017,0.1572,0.0177,0.0356,0.0000,0.0495,0.0144
1,SATURDAY,13,0.0266,0.0794,0.2253,0.0055,0.0009,0.0360,0.0017,0.1530,0.0165,0.0331,0.0000,0.0490,0.0143
1,SATURDAY,14,0.0209,0.0764,0.2198,0.0055,0.0009,0.0376,0.0017,0.1521,0.0162,0.0327,0.0000,0.0488,0.0143
1,SATURDAY,15,0.0207,0.0639,0.2202,0.0055,0.0009,0.0378,0.0017,0.1512,0.0159,0.0339,0.0000,0.0488,0.0143
1,SATURDAY,16,0.0216,0.0552,0.2203,0.0055,0.0009,0.0366,0.0022,0.1484,0.0151,0.0338,0.0000,0.0487,0.0140
1,SATURDAY,17,0.0233,0.0390,0.2193,0.0055,0.0009,0.0359,0.0503,0.1402,0.0131,0.0337,0.0000,0.0485,0.0129
1,SATURDAY,18,0.0414,0.0071,0.2196,0.0055,0.0008,0.0342,0.0591,0.1396,0.0128,0.0335,0.0000,0.0485,0.0132
1,SATURDAY,19,0.0646,0.0047,0.2202,0.0054,0.0007,0.0336,0.0603,0.1328,0.0118,0.0332,0.0000,0.0480,0.0123
1,SATURDAY,20,0.0687,0.0038,0.2216,0.0054,0.0004,0.0333,0.0603,0.1299,0.0114,0.0331,0.0000,0.0430,0.0115
1,SATURDAY,21,0.0777,0.0023,0.2220,0.0054,0.0003,0.0320,0.0603,0.1274,0.0113,0.0317,0.0000,0.0379,0.0108
1,SATURDAY,22,0.0830,0.0017,0.2222,0.0053,0.0002,0.0318,0.0603,0.1230,0.0111,0.0316,0.0000,0.0370,0.0102
1,SATURDAY,23,0.0997,0.0007,0.2212,0.0052,0.0002,0.0304,0.0603,0.1102,0.0109,0.0314,0.0000,0.0357,0.0090
1,SUNDAY,0,0.0554,0.0003,0.0727,0.0053,0.0001,0.0303,0.0540,0.0731,0.0102,0.0283,0.0000,0.0076,0.0105
1,SUNDAY,1,0.0771,0.0000,0.0731,0.0053,0.0001,0.0303,0.0540,0.0676,0.0101,0.0283,0.0000,0.0077,0.0092
1,SUNDAY,2,0.1078,0.0000,0.0865,0.0049,0.0001,0.0303,0.0517,0.0650,0.0100,0.0283,0.0000,0.0080,0.0047
1,SUNDAY,3,0.1132,0.0000,0.0874,0.0052,0.0001,0.0303,0.0517,0.0748,0.0102,0.0283,0.0000,0.0080,0.0094
1,SUNDAY,4,0.1287,0.0000,0.0972,0.0053,0.0001,0.0303,0.0517,0.0783,0.0103,0.0283,0.0000,0.0080,0.0107
