Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0689,0.0490,0.0804,0.0517,0.0032,0.0894,0.2953,0.1142,0.1951,0.0229,0.0473,0.0048
1,WEEKDAY,1,0.1007,0.0484,0.0900,0.0517,0.0032,0.0894,0.2953,0.1075,0.1951,0.0229,0.0475,0.0048
1,WEEKDAY,2,0.1290,0.0496,0.1012,0.0517,0.0033,0.0895,0.2953,0.1068,0.1952,0.0244,0.0854,0.0087
1,WEEKDAY,3,0.1655,0.0497,0.1105,0.0518,0.0041,0.0898,0.2953,0.1119,0.1967,0.0337,0.2764,0.0281
1,WEEKDAY,4,0.2681,0.0506,0.1463,0.0528,0.0062,0.0906,0.2953,0.1325,0.2015,0.0459,0.3522,0.0358
1,WEEKDAY,5,0.3175,0.0498,0.1811,0.0542,0.0083,0.0913,0.2953,0.1800,0.2116,0.0540,0.3908,0.0415
1,WEEKDAY,6,0.3321,0.0513,0.1826,0.0583,0.0159,0.0930,0.2174,0.3696,0.2610,0.0632,0.4069,0.0613
1,WEEKDAY,7,0.5113,0.0655,0.2317,0.0697,0.0360,0.0968,0.0000,0.7113,0.3587,0.0747,0.4167,0.1130
1,WEEKDAY,8,0.6228,0.1321,0.3013,0.0843,0.0623,0.1013,0.0000,1.0634,0.4404,0.0826,0.4224,0.1411
1,WEEKDAY,9,0.2919,0.2258,0.3281,0.0984,0.0791,0.1042,0.0000,1.2455,0.4848,0.0850,0.4255,0.1500
1,WEEKDAY,10,0.1385,0.3068,0.3303,0.1014,0.0832,0.1050,0.0000,1.2696,0.5007,0.0853,0.4259,0.1530
1,WEEKDAY,11,0.0733,0.3829,0.3318,0.0998,0.0833,0.1051,0.0000,1.2368,0.5032,0.0853,0.4259,0.1534
1,WEEKDAY,12,0.0554,0.4580,0.3337,0.1017,0.0819,0.1049,0.0000,1.2322,0.5032,0.0853,0.4259,0.1534
1,WEEKDAY,13,0.0379,0.5052,0.3351,0.0999,0.0797,0.1045,0.0000,1.2438,0.5003,0.0852,0.4259,0.1532
1,WEEKDAY,14,0.0395,0.5279,0.3350,0.0981,0.0743,0.1035,0.0000,1.2423,0.4911,0.0848,0.4252,0.1518
1,WEEKDAY,15,0.0487,0.4813,0.3313,0.0953,0.0639,0.1021,0.0000,1.1713,0.4653,0.0831,0.4206,0.1475
1,WEEKDAY,16,0.0832,0.3335,0.2988,0.0902,0.0484,0.0997,0.0000,0.9906,0.4183,0.0781,0.4106,0.1346
1,WEEKDAY,17,0.1222,0.1854,0.2736,0.0815,0.0308,0.0966,0.2174,0.7973,0.3314,0.0702,0.3850,0.1140
1,WEEKDAY,18,0.1725,0.0728,0.2132,0.0694,0.0185,0.0936,0.2953,0.6034,0.2511,0.0582,0.3481,0.0855
1,WEEKDAY,19,0.0465,0.0611,0.1429,0.0581,0.0114,0.0915,0.2953,0.4436,0.2187,0.0395,0.2899,0.0469
1,WEEKDAY,20,0.0655,0.0551,0.1374,0.0528,0.0081,0.0906,0.2953,0.3207,0.2098,0.0299,0.2046,0.0228
1,WEEKDAY,21,0.0060,0.0522,0.0748,0.0518,0.0047,0.0898,0.2953,0.2360,0.1991,0.0240,0.0718,0.0073
1,WEEKDAY,22,0.0072,0.0517,0.0735,0.0517,0.0034,0.0895,0.2953,0.1697,0.1954,0.0229,0.0473,0.0048
1,WEEKDAY,23,0.0059,0.0503,0.0571,0.0517,0.0032,0.0894,0.2953,0.1305,0.1951,0.0229,0.0473,0.0048
1,SATURDAY,0,0.0079,0.0533,0.0576,0.0517,0.0032,0.0894,0.2953,0.1064,0.1951,0.0229,0.0473,0.0048
1,SATURDAY,1,0.0117,0.0521,0.0587,0.0517,0.0032,0.0894,0.2953,0.1065,0.1951,0.0229,0.0518,0.0053
1,SATURDAY,2,0.0158,0.0520,0.0600,0.0517,0.0034,0.0895,0.2953,0.1097,0.1955,0.0240,0.1002,0.0102
1,SATURDAY,3,0.0168,0.0522,0.0603,0.0519,0.0049,0.0897,0.2953,0.1229,0.1985,0.0323,0.2433,0.0247
1,SATURDAY,4,0.0730,0.0526,0.0963,0.0527,0.0077,0.0902,0.2953,0.1390,0.2052,0.0474,0.3239,0.0335
1,SATURDAY,5,0.1046,0.0520,0.1155,0.0534,0.0101,0.0904,0.2953,0.1924,0.2196,0.0546,0.3820,0.0491
1,SATURDAY,6,0.2619,0.0520,0.1550,0.0547,0.0150,0.0909,0.2174,0.2894,0.2421,0.0641,0.4099,0.0950
1,SATURDAY,7,0.2393,0.0518,0.1661,0.0559,0.0203,0.0913,0.0000,0.3878,0.2652,0.0747,0.4203,0.1389
1,SATURDAY,8,0.0601,0.0817,0.1290,0.0568,0.0226,0.0916,0.0000,0.4480,0.2839,0.0792,0.4252,0.1506
