Month,Weekend,Hour,Heating,Cooling,Ventilation,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors
1,SUNDAY,18,0.1390,0.0000,0.1102,0.0309,0.0529,0.4962,0.3985,0.0277,0.0621,0.0375
1,SUNDAY,19,0.2417,0.0000,0.1125,0.0293,0.0524,0.4962,0.3985,0.0268,0.0621,0.0399
1,SUNDAY,20,0.3207,0.0000,0.1158,0.0257,0.0514,0.4962,0.3764,0.0252,0.0449,0.0411
1,SUNDAY,21,0.3868,0.0000,0.1180,0.0214,0.0497,0.4962,0.3543,0.0244,0.0389,0.0369
1,SUNDAY,22,0.4392,0.0000,0.1204,0.0157,0.0477,0.4962,0.3321,0.0229,0.0232,0.0196
1,SUNDAY,23,0.5830,0.0000,0.1223,0.0000,0.0463,0.4962,0.2214,0.0194,0.0210,0.0094
1,HOLIDAY,0,0.4584,0.0000,0.1168,0.0000,0.0447,0.4962,0.1107,0.0175,0.0172,0.0063
1,HOLIDAY,1,0.4174,0.0000,0.1180,0.0000,0.0427,0.4962,0.1107,0.0165,0.0142,0.0017
1,HOLIDAY,2,0.4244,0.0000,0.1184,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
1,HOLIDAY,3,0.4282,0.0000,0.1186,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
1,HOLIDAY,4,0.3933,0.0000,0.1189,0.0029,0.0444,0.4962,0.1993,0.0168,0.0246,0.0031
1,HOLIDAY,5,0.4357,0.0000,0.1183,0.0157,0.0476,0.4962,0.2657,0.0216,0.0314,0.0187
1,HOLIDAY,6,0.3483,0.0000,0.1174,0.0233,0.0496,0.4962,0.4428,0.0261,0.0486,0.0285
1,HOLIDAY,7,0.3485,0.0000,0.1171,0.0291,0.0511,0.1633,0.4650,0.0290,0.0508,0.0316
1,HOLIDAY,8,0.4603,0.0000,0.1170,0.0262,0.0524,0.0000,0.3321,0.0305,0.0524,0.0315
1,HOLIDAY,9,0.3469,0.0000,0.0922,0.0241,0.0536,0.0000,0.2657,0.0304,0.0647,0.0296
1,HOLIDAY,10,0.1344,0.0000,0.0882,0.0257,0.0539,0.0000,0.2435,0.0290,0.0658,0.0278
1,HOLIDAY,11,0.0170,0.0000,0.0683,0.0287,0.0539,0.0000,0.2214,0.0285,0.0546,0.0272
1,HOLIDAY,12,0.0001,0.0000,0.0660,0.0312,0.0539,0.0000,0.2214,0.0279,0.0307,0.0272
1,HOLIDAY,13,0.0000,0.0000,0.0645,0.0296,0.0539,0.0000,0.2214,0.0284,0.0311,0.0271
1,HOLIDAY,14,0.0000,0.0000,0.0640,0.0277,0.0539,0.0000,0.2214,0.0301,0.0315,0.0278
1,HOLIDAY,15,0.0000,0.0000,0.0826,0.0273,0.0539,0.0000,0.2214,0.0305,0.0457,0.0286
1,HOLIDAY,16,0.0000,0.0000,0.0966,0.0296,0.0539,0.0000,0.3321,0.0301,0.0479,0.0274
1,HOLIDAY,17,0.0139,0.0000,0.1084,0.0320,0.0536,0.4962,0.3321,0.0290,0.0618,0.0255
1,HOLIDAY,18,0.0167,0.0000,0.1089,0.0309,0.0529,0.4962,0.3985,0.0277,0.0621,0.0375
1,HOLIDAY,19,0.0412,0.0000,0.1097,0.0293,0.0524,0.4962,0.3985,0.0268,0.0621,0.0399
1,HOLIDAY,20,0.1336,0.0000,0.1108,0.0257,0.0514,0.4962,0.3764,0.0252,0.0449,0.0411
1,HOLIDAY,21,0.2812,0.0000,0.1126,0.0214,0.0497,0.4962,0.3543,0.0244,0.0389,0.0369
1,HOLIDAY,22,0.2989,0.0000,0.1139,0.0157,0.0477,0.4962,0.3321,0.0229,0.0232,0.0196
1,HOLIDAY,23,0.3845,0.0000,0.1150,0.0000,0.0463,0.4962,0.2214,0.0194,0.0210,0.0094
2,WEEKDAY,0,0.2761,0.0000,0.1140,0.0000,0.0447,0.4962,0.1107,0.0175,0.0172,0.0063
2,WEEKDAY,1,0.3309,0.0000,0.1171,0.0000,0.0427,0.4962,0.1107,0.0165,0.0142,0.0017
2,WEEKDAY,2,0.3882,0.0000,0.1198,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
2,WEEKDAY,3,0.4296,0.0000,0.1209,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
2,WEEKDAY,4,0.4449,0.0000,0.1188,0.0029,0.0444,0.4962,0.1993,0.0168,0.0246,0.0031
2,WEEKDAY,5,0.4700,0.0000,0.1184,0.0157,0.0476,0.4962,0.2657,0.0216,0.0314,0.0187
2,WEEKDAY,6,0.4265,0.0000,0.1094,0.0233,0.0496,0.4962,0.4428,0.0261,0.0486,0.0285
2,WEEKDAY,7,0.4053,0.0000,0.1045,0.0291,0.0511,0.0000,0.4650,0.0290,0.0508,0.0316
2,WEEKDAY,8,0.2403,0.0000,0.0826,0.0262,0.0524,0.0000,0.3321,0.0305,0.0524,0.0315
2,WEEKDAY,9,0.0963,0.0000,0.0735,0.0241,0.0536,0.0000,0.2657,0.0304,0.0647,0.0296
2,WEEKDAY,10,0.0438,0.0000,0.0681,0.0257,0.0539,0.0000,0.2435,0.0290,0.0658,0.0278
2,WEEKDAY,11,0.0301,0.0088,0.0655,0.0287,0.0539,0.0000,0.2214,0.0285,0.0546,0.0272
2,WEEKDAY,12,0.0196,0.0613,0.0633,0.0312,0.0539,0.0000,0.2214,0.0279,0.0307,0.0272
2,WEEKDAY,13,0.0168,0.0891,0.0631,0.0296,0.0539,0.0000,0.2214,0.0284,0.0311,0.0271
2,WEEKDAY,14,0.0132,0.0855,0.0669,0.0277,0.0539,0.0000,0.2214,0.0301,0.0315,0.0278
2,WEEKDAY,15,0.0116,0.0567,0.0732,0.0273,0.0539,0.0000,0.2214,0.0305,0.0457,0.0286
2,WEEKDAY,16,0.0182,0.0160,0.0833,0.0296,0.0539,0.0000,0.3321,0.0301,0.0479,0.0274
2,WEEKDAY,17,0.0324,0.0005,0.1048,0.0320,0.0536,0.0000,0.3321,0.0290,0.0618,0.0255
2,WEEKDAY,18,0.0472,0.0000,0.1060,0.0309,0.0529,0.4962,0.3985,0.0277,0.0621,0.0375
2,WEEKDAY,19,0.0564,0.0000,0.1069,0.0293,0.0524,0.4962,0.3985,0.0268,0.0621,0.0399
2,WEEKDAY,20,0.0781,0.0000,0.1084,0.0257,0.0514,0.4962,0.3764,0.0252,0.0449,0.0411
2,WEEKDAY,21,0.0990,0.0000,0.1100,0.0214,0.0497,0.4962,0.3543,0.0244,0.0389,0.0369
2,WEEKDAY,22,0.1239,0.0000,0.1123,0.0157,0.0477,0.4962,0.3321,0.0229,0.0232,0.0196
2,WEEKDAY,23,0.1868,0.0000,0.1142,0.0000,0.0463,0.4962,0.2214,0.0194,0.0210,0.0094
2,SATURDAY,0,0.3044,0.0000,0.1124,0.0000,0.0447,0.4962,0.1107,0.0175,0.0172,0.0063
2,SATURDAY,1,0.3838,0.0000,0.1204,0.0000,0.0427,0.4962,0.1107,0.0165,0.0142,0.0017
2,SATURDAY,2,0.4377,0.0000,0.1219,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
2,SATURDAY,3,0.5094,0.0000,0.1226,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
2,SATURDAY,4,0.5075,0.0000,0.1176,0.0029,0.0444,0.4962,0.1993,0.0168,0.0246,0.0031
2,SATURDAY,5,0.5114,0.0000,0.1206,0.0157,0.0476,0.4962,0.2657,0.0216,0.0314,0.0187
2,SATURDAY,6,0.4652,0.0000,0.1196,0.0233,0.0496,0.4962,0.4428,0.0261,0.0486,0.0285
2,SATURDAY,7,0.4562,0.0000,0.1101,0.0291,0.0511,0.0000,0.4650,0.0290,0.0508,0.0316
2,SATURDAY,8,0.2206,0.0000,0.0850,0.0262,0.0524,0.0000,0.3321,0.0305,0.0524,0.0315
2,SATURDAY,9,0.0791,0.0000,0.0721,0.0241,0.0536,0.0000,0.2657,0.0304,0.0647,0.0296
2,SATURDAY,10,0.0317,0.0000,0.0673,0.0257,0.0539,0.0000,0.2435,0.0290,0.0658,0.0278
2,SATURDAY,11,0.0084,0.0000,0.0635,0.0287,0.0539,0.0000,0.2214,0.0285,0.0546,0.0272
2,SATURDAY,12,0.0041,0.0358,0.0617,0.0312,0.0539,0.0000,0.2214,0.0279,0.0307,0.0272
2,SATURDAY,13,0.0038,0.0726,0.0607,0.0296,0.0539,0.0000,0.2214,0.0284,0.0311,0.0271
2,SATURDAY,14,0.0034,0.0717,0.0646,0.0277,0.0539,0.0000,0.2214,0.0301,0.0315,0.0278
2,SATURDAY,15,0.0035,0.0308,0.0774,0.0273,0.0539,0.0000,0.2214,0.0305,0.0457,0.0286
2,SATURDAY,16,0.0043,0.0004,0.0864,0.0296,0.0539,0.0000,0.3321,0.0301,0.0479,0.0274
2,SATURDAY,17,0.0190,0.0000,0.1051,0.0320,0.0536,0.0000,0.3321,0.0290,0.0618,0.0255
2,SATURDAY,18,0.0490,0.0000,0.1061,0.0309,0.0529,0.4962,0.3985,0.0277,0.0621,0.0375
2,SATURDAY,19,0.0676,0.0000,0.1076,0.0293,0.0524,0.4962,0.3985,0.0268,0.0621,0.0399
2,SATURDAY,20,0.0978,0.0000,0.1095,0.0257,0.0514,0.4962,0.3764,0.0252,0.0449,0.0411
2,SATURDAY,21,0.1268,0.0000,0.1118,0.0214,0.0497,0.4962,0.3543,0.0244,0.0389,0.0369
2,SATURDAY,22,0.1623,0.0000,0.1146,0.0157,0.0477,0.4962,0.3321,0.0229,0.0232,0.0196
2,SATURDAY,23,0.1986,0.0000,0.1158,0.0000,0.0463,0.4962,0.2214,0.0194,0.0210,0.0094
2,SUNDAY,0,0.3242,0.0000,0.1151,0.0000,0.0447,0.4962,0.1107,0.0175,0.0172,0.0063
2,SUNDAY,1,0.3553,0.0000,0.1190,0.0000,0.0427,0.4962,0.1107,0.0165,0.0142,0.0017
2,SUNDAY,2,0.4416,0.0000,0.1207,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
2,SUNDAY,3,0.5214,0.0000,0.1220,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
2,SUNDAY,4,0.5408,0.0000,0.1223,0.0029,0.0444,0.4962,0.1993,0.0168,0.0246,0.0031
2,SUNDAY,5,0.5896,0.0000,0.1221,0.0157,0.0476,0.4962,0.2657,0.0216,0.0314,0.0187
2,SUNDAY,6,0.5370,0.0000,0.1134,0.0233,0.0496,0.4962,0.4428,0.0261,0.0486,0.0285
2,SUNDAY,7,0.5140,0.0000,0.1074,0.0291,0.0511,0.0000,0.4650,0.0290,0.0508,0.0316
2,SUNDAY,8,0.2450,0.0000,0.0838,0.0262,0.0524,0.0000,0.3321,0.0305,0.0524,0.0315
2,SUNDAY,9,0.0672,0.0000,0.0731,0.0241,0.0536,0.0000,0.2657,0.0304,0.0647,0.0296
2,SUNDAY,10,0.0147,0.0000,0.0640,0.0257,0.0539,0.0000,0.2435,0.0290,0.0658,0.0278
2,SUNDAY,11,0.0110,0.0000,0.0606,0.0287,0.0539,0.0000,0.2214,0.0285,0.0546,0.0272
2,SUNDAY,12,0.0074,0.0994,0.0614,0.0312,0.0539,0.0000,0.2214,0.0279,0.0307,0.0272
2,SUNDAY,13,0.0036,0.1240,0.0593,0.0296,0.0539,0.0000,0.2214,0.0284,0.0311,0.0271
2,SUNDAY,14,0.0039,0.1417,0.0614,0.0277,0.0539,0.0000,0.2214,0.0301,0.0315,0.0278
2,SUNDAY,15,0.0036,0.0833,0.0647,0.0273,0.0539,0.0000,0.2214,0.0305,0.0457,0.0286
2,SUNDAY,16,0.0069,0.0013,0.0798,0.0296,0.0539,0.0000,0.3321,0.0301,0.0479,0.0274
2,SUNDAY,17,0.0127,0.0000,0.1039,0.0320,0.0536,0.0000,0.3321,0.0290,0.0618,0.0255
2,SUNDAY,18,0.0185,0.0000,0.1048,0.0309,0.0529,0.4962,0.3985,0.0277,0.0621,0.0375
2,SUNDAY,19,0.0246,0.0000,0.1059,0.0293,0.0524,0.4962,0.3985,0.0268,0.0621,0.0399
2,SUNDAY,20,0.0354,0.0000,0.1074,0.0257,0.0514,0.4962,0.3764,0.0252,0.0449,0.0411
2,SUNDAY,21,0.0620,0.0000,0.1093,0.0214,0.0497,0.4962,0.3543,0.0244,0.0389,0.0369
2,SUNDAY,22,0.0713,0.0000,0.1119,0.0157,0.0477,0.4962,0.3321,0.0229,0.0232,0.0196
2,SUNDAY,23,0.1307,0.0000,0.1150,0.0000,0.0463,0.4962,0.2214,0.0194,0.0210,0.0094
2,HOLIDAY,0,0.3896,0.0000,0.1206,0.0000,0.0447,0.4962,0.1107,0.0175,0.0172,0.0063
2,HOLIDAY,1,0.4781,0.0000,0.1226,0.0000,0.0427,0.4962,0.1107,0.0165,0.0142,0.0017
2,HOLIDAY,2,0.6642,0.0000,0.1255,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
2,HOLIDAY,3,0.7275,0.0000,0.1259,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
2,HOLIDAY,4,0.8079,0.0000,0.1272,0.0029,0.0444,0.4962,0.1993,0.0168,0.0246,0.0031
2,HOLIDAY,5,0.8127,0.0000,0.1262,0.0157,0.0476,0.4962,0.2657,0.0216,0.0314,0.0187
2,HOLIDAY,6,0.7403,0.0000,0.1256,0.0233,0.0496,0.4962,0.4428,0.0261,0.0486,0.0285
2,HOLIDAY,7,0.6593,0.0000,0.1232,0.0291,0.0511,0.0000,0.4650,0.0290,0.0508,0.0316
2,HOLIDAY,8,0.5382,0.0000,0.0927,0.0262,0.0524,0.0000,0.3321,0.0305,0.0524,0.0315
2,HOLIDAY,9,0.2095,0.0000,0.0807,0.0241,0.0536,0.0000,0.2657,0.0304,0.0647,0.0296
2,HOLIDAY,10,0.0418,0.0000,0.0730,0.0257,0.0539,0.0000,0.2435,0.0290,0.0658,0.0278
2,HOLIDAY,11,0.0201,0.0000,0.0680,0.0287,0.0539,0.0000,0.2214,0.0285,0.0546,0.0272
2,HOLIDAY,12,0.0134,0.0000,0.0644,0.0312,0.0539,0.0000,0.2214,0.0279,0.0307,0.0272
2,HOLIDAY,13,0.0000,0.0000,0.0630,0.0296,0.0539,0.0000,0.2214,0.0284,0.0311,0.0271
2,HOLIDAY,14,0.0000,0.0000,0.0641,0.0277,0.0539,0.0000,0.2214,0.0301,0.0315,0.0278
2,HOLIDAY,15,0.0000,0.0000,0.0800,0.0273,0.0539,0.0000,0.2214,0.0305,0.0457,0.0286
2,HOLIDAY,16,0.0148,0.0000,0.1060,0.0296,0.0539,0.0000,0.3321,0.0301,0.0479,0.0274
2,HOLIDAY,17,0.0186,0.0000,0.1077,0.0320,0.0536,0.0000,0.3321,0.0290,0.0618,0.0255
2,HOLIDAY,18,0.0373,0.0000,0.1087,0.0309,0.0529,0.4962,0.3985,0.0277,0.0621,0.0375
2,HOLIDAY,19,0.1244,0.0000,0.1102,0.0293,0.0524,0.4962,0.3985,0.0268,0.0621,0.0399
2,HOLIDAY,20,0.1718,0.0000,0.1124,0.0257,0.0514,0.4962,0.3764,0.0252,0.0449,0.0411
2,HOLIDAY,21,0.2340,0.0000,0.1142,0.0214,0.0497,0.4962,0.3543,0.0244,0.0389,0.0369
2,HOLIDAY,22,0.3286,0.0000,0.1174,0.0157,0.0477,0.4962,0.3321,0.0229,0.0232,0.0196
2,HOLIDAY,23,0.4297,0.0000,0.1188,0.0000,0.0463,0.4962,0.2214,0.0194,0.0210,0.0094
3,WEEKDAY,0,0.0456,0.0000,0.1073,0.0000,0.0447,0.4962,0.1107,0.0175,0.0172,0.0063
3,WEEKDAY,1,0.0618,0.0000,0.1101,0.0000,0.0427,0.4962,0.1107,0.0165,0.0142,0.0017
3,WEEKDAY,2,0.0865,0.0000,0.1133,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
3,WEEKDAY,3,0.1237,0.0000,0.1148,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
3,WEEKDAY,4,0.1472,0.0000,0.1158,0.0029,0.0444,0.4962,0.1993,0.0168,0.0246,0.0031
3,WEEKDAY,5,0.1765,0.0000,0.1155,0.0157,0.0476,0.4962,0.2657,0.0216,0.0314,0.0187
3,WEEKDAY,6,0.1512,0.0000,0.1001,0.0233,0.0496,0.0000,0.4428,0.0261,0.0486,0.0285
3,WEEKDAY,7,0.0534,0.0000,0.0713,0.0291,0.0511,0.0000,0.4650,0.0290,0.0508,0.0316
3,WEEKDAY,8,0.0157,0.0000,0.0655,0.0262,0.0524,0.0000,0.3321,0.0305,0.0524,0.0315
3,WEEKDAY,9,0.0016,0.0001,0.0622,0.0241,0.0536,0.0000,0.2657,0.0304,0.0647,0.0296
3,WEEKDAY,10,0.0007,0.0005,0.0616,0.0257,0.0539,0.0000,0.2435,0.0290,0.0658,0.0278
3,WEEKDAY,11,0.0000,0.0298,0.0606,0.0287,0.0539,0.0000,0.2214,0.0285,0.0546,0.0272
3,WEEKDAY,12,0.0000,0.0898,0.0604,0.0312,0.0539,0.0000,0.2214,0.0279,0.0307,0.0272
3,WEEKDAY,13,0.0000,0.1084,0.0623,0.0296,0.0539,0.0000,0.2214,0.0284,0.0311,0.0271
3,WEEKDAY,14,0.0000,0.1119,0.0649,0.0277,0.0539,0.0000,0.2214,0.0301,0.0315,0.0278
3,WEEKDAY,15,0.0000,0.0755,0.0703,0.0273,0.0539,0.0000,0.2214,0.0305,0.0457,0.0286
3,WEEKDAY,16,0.0006,0.0394,0.0760,0.0296,0.0539,0.0000,0.3321,0.0301,0.0479,0.0274
3,WEEKDAY,17,0.0007,0.0098,0.1020,0.0320,0.0536,0.0000,0.3321,0.0290,0.0618,0.0255
3,WEEKDAY,18,0.0021,0.0020,0.1038,0.0309,0.0529,0.4962,0.3985,0.0277,0.0621,0.0375
3,WEEKDAY,19,0.0056,0.0007,0.1036,0.0293,0.0524,0.4962,0.3985,0.0268,0.0621,0.0399
3,WEEKDAY,20,0.0106,0.0002,0.1040,0.0257,0.0514,0.4962,0.3764,0.0252,0.0449,0.0411
3,WEEKDAY,21,0.0166,0.0000,0.1047,0.0214,0.0497,0.4962,0.3543,0.0244,0.0389,0.0369
3,WEEKDAY,22,0.0242,0.0000,0.1058,0.0157,0.0477,0.4962,0.3321,0.0229,0.0232,0.0196
3,WEEKDAY,23,0.0362,0.0000,0.1073,0.0000,0.0463,0.4962,0.2214,0.0194,0.0210,0.0094
3,SATURDAY,0,0.0762,0.0000,0.1085,0.0000,0.0447,0.4962,0.1107,0.0175,0.0172,0.0063
3,SATURDAY,1,0.0922,0.0000,0.1104,0.0000,0.0427,0.4962,0.1107,0.0165,0.0142,0.0017
3,SATURDAY,2,0.1184,0.0000,0.1135,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
3,SATURDAY,3,0.1393,0.0000,0.1154,0.0000,0.0419,0.4962,0.1107,0.0157,0.0119,0.0000
3,SATURDAY,4,0.1529,0.0000,0.1159,0.0029,0.0444,0.4962,0.1993,0.0168,0.0246,0.0031
3,SATURDAY,5,0.1724,0.0000,0.1165,0.0157,0.0476,0.4962,0.2657,0.0216,0.0314,0.0187
3,SATURDAY,6,0.1660,0.0000,0.1036,0.0233,0.0496,0.0000,0.4428,0.0261,0.0486,0.0285
3,SATURDAY,7,0.0834,0.0000,0.0762,0.0291,0.0511,0.0000,0.4650,0.0290,0.0508,0.0316
