Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.1290,0.0000,0.0148,0.0432,0.0011,0.1112,0.3627,0.1017,0.0696,0.0119,0.0000,0.0049
1,WEEKDAY,1,0.1464,0.0000,0.0154,0.0432,0.0011,0.1112,0.3627,0.1017,0.0696,0.0119,0.0000,0.0049
1,WEEKDAY,2,0.1550,0.0000,0.0157,0.0432,0.0011,0.1112,0.3627,0.1017,0.0696,0.0119,0.0000,0.0049
1,WEEKDAY,3,0.1634,0.0000,0.0160,0.0432,0.0011,0.1112,0.3627,0.1018,0.0696,0.0122,0.0000,0.0050
1,WEEKDAY,4,0.1663,0.0000,0.0161,0.0432,0.0018,0.1112,0.2237,0.1096,0.0728,0.0156,0.0007,0.0057
1,WEEKDAY,5,0.1669,0.0000,0.0162,0.0440,0.0070,0.1116,0.2237,0.1620,0.0935,0.0296,0.0073,0.0096
1,WEEKDAY,6,1.1467,0.0000,0.0500,0.0484,0.0182,0.1128,0.2237,0.2852,0.1445,0.0667,0.0234,0.0223
1,WEEKDAY,7,0.7293,0.0000,0.0337,0.0548,0.0286,0.1159,0.0000,0.4929,0.2351,0.1301,0.0316,0.0516
1,WEEKDAY,8,0.1714,0.0385,0.0548,0.0671,0.0381,0.1219,0.0000,0.7760,0.3600,0.1936,0.0348,0.0949
1,WEEKDAY,9,0.3141,0.1640,0.1203,0.0790,0.0439,0.1278,0.0000,1.0025,0.4456,0.2327,0.0361,0.1179
1,WEEKDAY,10,0.1246,0.3661,0.1168,0.0848,0.0453,0.1301,0.0000,1.0395,0.4815,0.2422,0.0366,0.1247
1,WEEKDAY,11,0.0646,0.4405,0.1173,0.0839,0.0453,0.1304,0.0000,1.0188,0.4890,0.2420,0.0367,0.1257
1,WEEKDAY,12,0.0301,0.5352,0.1208,0.0851,0.0445,0.1300,0.0000,1.0115,0.4885,0.2365,0.0366,0.1235
1,WEEKDAY,13,0.0369,0.5750,0.1256,0.0836,0.0428,0.1293,0.0000,1.0164,0.4833,0.2220,0.0356,0.1177
1,WEEKDAY,14,0.0320,0.5471,0.1255,0.0819,0.0388,0.1276,0.0000,1.0046,0.4615,0.1947,0.0299,0.1071
1,WEEKDAY,15,0.0504,0.3897,0.1187,0.0794,0.0308,0.1249,0.0000,0.9257,0.4154,0.1497,0.0177,0.0881
1,WEEKDAY,16,0.0933,0.1557,0.0925,0.0750,0.0194,0.1208,0.0000,0.7497,0.3212,0.0944,0.0064,0.0648
1,WEEKDAY,17,0.1463,0.0134,0.0166,0.0679,0.0079,0.1161,0.1943,0.5444,0.1814,0.0457,0.0008,0.0399
1,WEEKDAY,18,0.0177,0.0000,0.0031,0.0581,0.0023,0.1127,0.4442,0.3917,0.0956,0.0199,0.0000,0.0174
1,WEEKDAY,19,0.0236,0.0000,0.0037,0.0492,0.0011,0.1113,0.4994,0.2773,0.0719,0.0126,0.0000,0.0064
1,WEEKDAY,20,0.0415,0.0000,0.0062,0.0440,0.0011,0.1112,0.4994,0.1834,0.0696,0.0119,0.0000,0.0049
1,WEEKDAY,21,0.0656,0.0000,0.0094,0.0432,0.0011,0.1112,0.4994,0.1349,0.0696,0.0119,0.0000,0.0049
1,WEEKDAY,22,0.0871,0.0000,0.0116,0.0432,0.0011,0.1112,0.4994,0.1087,0.0696,0.0119,0.0000,0.0049
