Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0133,0.0029,0.1016,0.0049,0.0013,0.1535,0.0379,0.1272,0.0080,0.0305,0.0091,0.1443,0.0100
1,WEEKDAY,1,0.0162,0.0028,0.1009,0.0049,0.0013,0.1545,0.0379,0.1266,0.0081,0.0319,0.0091,0.1415,0.0100
1,WEEKDAY,2,0.0211,0.0025,0.1010,0.0049,0.0014,0.1548,0.0379,0.1325,0.0086,0.0357,0.0091,0.1447,0.0111
1,WEEKDAY,3,0.0256,0.0021,0.1042,0.0050,0.0016,0.1548,0.0379,0.1475,0.0095,0.0386,0.0091,0.1481,0.0119
1,WEEKDAY,4,0.0144,0.0019,0.1061,0.0058,0.0020,0.1553,0.0379,0.2013,0.0124,0.0440,0.0091,0.1568,0.0153
1,WEEKDAY,5,0.0578,0.0017,0.1444,0.0079,0.0030,0.1647,0.0379,0.2786,0.0197,0.0545,0.0102,0.1691,0.0216
1,WEEKDAY,6,0.0482,0.0026,0.1457,0.0119,0.0050,0.1639,0.0306,0.4036,0.0312,0.0735,0.0128,0.1936,0.0290
1,WEEKDAY,7,0.1710,0.0139,0.1586,0.0149,0.0068,0.1614,0.0000,0.4819,0.0446,0.0883,0.0150,0.2117,0.0340
1,WEEKDAY,8,0.2753,0.0306,0.2313,0.0161,0.0079,0.1606,0.0000,0.5114,0.0535,0.0951,0.0160,0.2223,0.0362
1,WEEKDAY,9,0.2347,0.0599,0.2293,0.0161,0.0084,0.1710,0.0000,0.5128,0.0578,0.0949,0.0160,0.2161,0.0362
1,WEEKDAY,10,0.1581,0.0972,0.2052,0.0162,0.0085,0.1749,0.0000,0.5137,0.0592,0.0949,0.0160,0.2162,0.0362
1,WEEKDAY,11,0.1147,0.1333,0.1914,0.0166,0.0085,0.1787,0.0000,0.5132,0.0593,0.0949,0.0160,0.2162,0.0362
1,WEEKDAY,12,0.0744,0.1719,0.1799,0.0165,0.0084,0.1891,0.0000,0.5076,0.0592,0.0949,0.0160,0.2240,0.0365
1,WEEKDAY,13,0.0481,0.2089,0.1762,0.0160,0.0084,0.1902,0.0000,0.5085,0.0583,0.0949,0.0160,0.2271,0.0367
1,WEEKDAY,14,0.0350,0.2365,0.1758,0.0158,0.0081,0.1979,0.0000,0.5054,0.0567,0.0937,0.0160,0.2298,0.0375
1,WEEKDAY,15,0.0311,0.2222,0.1694,0.0160,0.0070,0.1974,0.0000,0.4884,0.0525,0.0914,0.0160,0.2291,0.0374
1,WEEKDAY,16,0.0358,0.1827,0.1674,0.0155,0.0056,0.1878,0.0000,0.4501,0.0441,0.0881,0.0159,0.2235,0.0363
1,WEEKDAY,17,0.0416,0.1383,0.1605,0.0130,0.0041,0.1841,0.0321,0.3835,0.0319,0.0760,0.0153,0.2069,0.0328
1,WEEKDAY,18,0.0002,0.0572,0.1385,0.0094,0.0028,0.1732,0.0372,0.3047,0.0210,0.0615,0.0136,0.1879,0.0268
1,WEEKDAY,19,0.0002,0.0194,0.1040,0.0067,0.0021,0.1713,0.0373,0.2441,0.0142,0.0507,0.0113,0.1739,0.0217
1,WEEKDAY,20,0.0003,0.0104,0.1012,0.0054,0.0016,0.1704,0.0373,0.1929,0.0102,0.0417,0.0100,0.1604,0.0172
1,WEEKDAY,21,0.0026,0.0072,0.1007,0.0051,0.0014,0.1616,0.0373,0.1591,0.0087,0.0356,0.0093,0.1594,0.0146
1,WEEKDAY,22,0.0043,0.0056,0.1006,0.0052,0.0013,0.1624,0.0373,0.1447,0.0085,0.0346,0.0091,0.1603,0.0136
