Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0792,0.0052,0.0906,0.0141,0.0049,0.0666,0.4272,0.3366,0.0131,0.0318,0.0000,0.0115,0.0113
1,WEEKDAY,1,0.1008,0.0036,0.0879,0.0123,0.0019,0.0664,0.4272,0.3221,0.0121,0.0298,0.0000,0.0114,0.0113
1,WEEKDAY,2,0.1172,0.0024,0.0872,0.0120,0.0013,0.0662,0.4148,0.3197,0.0118,0.0294,0.0000,0.0115,0.0113
1,WEEKDAY,3,0.1490,0.0017,0.0878,0.0122,0.0015,0.0661,0.3775,0.3274,0.0123,0.0302,0.0000,0.0133,0.0127
1,WEEKDAY,4,0.1288,0.0011,0.0978,0.0145,0.0040,0.0664,0.3484,0.3827,0.0162,0.0360,0.0000,0.0254,0.0251
1,WEEKDAY,5,0.0579,0.0017,0.1109,0.0218,0.0154,0.0690,0.3484,0.4977,0.0272,0.0530,0.0066,0.0543,0.0616
1,WEEKDAY,6,0.1826,0.0059,0.1344,0.0311,0.0301,0.0700,0.1841,0.6565,0.0366,0.0728,0.0644,0.0920,0.1098
1,WEEKDAY,7,0.1699,0.0097,0.2020,0.0372,0.0456,0.0712,0.0000,0.8674,0.0470,0.0953,0.2222,0.1328,0.1487
1,WEEKDAY,8,0.4826,0.0198,0.2586,0.0460,0.0553,0.0727,0.0000,1.1010,0.0577,0.1161,0.4539,0.1701,0.1742
1,WEEKDAY,9,0.2374,0.0589,0.2810,0.0495,0.0578,0.0756,0.0000,1.1671,0.0654,0.1275,0.7419,0.2046,0.1897
1,WEEKDAY,10,0.1610,0.2287,0.4786,0.0519,0.0583,0.0768,0.0000,1.1712,0.0703,0.1335,0.8760,0.2180,0.1945
1,WEEKDAY,11,0.1070,0.2992,0.4794,0.0539,0.0595,0.0779,0.0000,1.1719,0.0722,0.1361,0.9000,0.2203,0.1955
1,WEEKDAY,12,0.0634,0.3462,0.4811,0.0540,0.0598,0.0800,0.0000,1.1734,0.0726,0.1364,0.9015,0.2204,0.1956
1,WEEKDAY,13,0.0483,0.3943,0.4833,0.0524,0.0582,0.0805,0.0000,1.1740,0.0728,0.1365,0.9015,0.2204,0.1956
1,WEEKDAY,14,0.0321,0.4121,0.4841,0.0532,0.0563,0.0822,0.0000,1.1731,0.0726,0.1364,0.9015,0.2203,0.1955
1,WEEKDAY,15,0.0443,0.3947,0.4826,0.0540,0.0492,0.0820,0.0005,1.1632,0.0715,0.1353,0.8981,0.2199,0.1950
1,WEEKDAY,16,0.0308,0.3287,0.4775,0.0531,0.0430,0.0799,0.0075,1.1317,0.0693,0.1332,0.8683,0.2181,0.1929
1,WEEKDAY,17,0.0419,0.2704,0.4658,0.0503,0.0384,0.0788,0.3924,1.0934,0.0659,0.1302,0.7622,0.2118,0.1855
1,WEEKDAY,18,0.0581,0.2165,0.4599,0.0447,0.0343,0.0761,0.6729,1.0218,0.0605,0.1250,0.5193,0.1955,0.1675
1,WEEKDAY,19,0.0574,0.1847,0.4539,0.0367,0.0297,0.0749,0.7938,0.9028,0.0513,0.1141,0.2741,0.1674,0.1382
1,WEEKDAY,20,0.0698,0.1557,0.4247,0.0302,0.0238,0.0738,0.7938,0.7965,0.0395,0.0920,0.0948,0.1164,0.0889
1,WEEKDAY,21,0.0369,0.1105,0.2712,0.0229,0.0162,0.0711,0.5929,0.6112,0.0259,0.0648,0.0148,0.0593,0.0385
1,WEEKDAY,22,0.0307,0.0141,0.1661,0.0182,0.0104,0.0699,0.5587,0.4560,0.0187,0.0441,0.0007,0.0227,0.0146
1,WEEKDAY,23,0.0609,0.0077,0.1410,0.0157,0.0069,0.0673,0.5584,0.3723,0.0152,0.0351,0.0000,0.0128,0.0113
1,SATURDAY,0,0.0422,0.0075,0.0868,0.0141,0.0049,0.0666,0.4272,0.3366,0.0131,0.0319,0.0000,0.0115,0.0113
1,SATURDAY,1,0.0687,0.0051,0.0830,0.0123,0.0019,0.0664,0.4272,0.3221,0.0121,0.0298,0.0000,0.0114,0.0113
1,SATURDAY,2,0.0834,0.0039,0.0848,0.0119,0.0013,0.0662,0.4148,0.3196,0.0118,0.0294,0.0000,0.0115,0.0113
1,SATURDAY,3,0.0855,0.0026,0.0829,0.0121,0.0013,0.0661,0.3775,0.3241,0.0121,0.0298,0.0000,0.0125,0.0120
1,SATURDAY,4,0.0984,0.0016,0.0948,0.0136,0.0032,0.0662,0.3484,0.3617,0.0149,0.0333,0.0000,0.0208,0.0199
1,SATURDAY,5,0.0262,0.0012,0.0848,0.0184,0.0131,0.0687,0.3484,0.4553,0.0235,0.0464,0.0039,0.0454,0.0485
1,SATURDAY,6,0.1491,0.0039,0.1123,0.0257,0.0275,0.0695,0.1841,0.6017,0.0318,0.0658,0.0484,0.0819,0.0905
1,SATURDAY,7,0.1198,0.0072,0.2007,0.0349,0.0413,0.0705,0.0000,0.7884,0.0411,0.0861,0.2094,0.1202,0.1250
1,SATURDAY,8,0.4277,0.0189,0.2735,0.0428,0.0495,0.0720,0.0000,0.9873,0.0510,0.1026,0.4520,0.1545,0.1480
1,SATURDAY,9,0.2206,0.0556,0.2838,0.0479,0.0535,0.0750,0.0000,1.1066,0.0589,0.1129,0.7419,0.1836,0.1607
1,SATURDAY,10,0.1348,0.2276,0.4688,0.0509,0.0542,0.0763,0.0000,1.1359,0.0645,0.1186,0.8760,0.1964,0.1650
1,SATURDAY,11,0.0906,0.3035,0.4727,0.0531,0.0554,0.0774,0.0000,1.1383,0.0670,0.1214,0.9000,0.2015,0.1673
1,SATURDAY,12,0.0343,0.3530,0.4746,0.0535,0.0536,0.0795,0.0000,1.1394,0.0674,0.1220,0.9015,0.2030,0.1677
1,SATURDAY,13,0.0293,0.4176,0.4772,0.0521,0.0464,0.0797,0.0000,1.1343,0.0667,0.1215,0.9015,0.2031,0.1671
1,SATURDAY,14,0.0060,0.4355,0.4779,0.0528,0.0403,0.0814,0.0000,1.1197,0.0657,0.1210,0.9015,0.2021,0.1652
1,SATURDAY,15,0.0079,0.4116,0.4759,0.0526,0.0359,0.0813,0.0005,1.1063,0.0645,0.1202,0.9006,0.1994,0.1613
1,SATURDAY,16,0.0094,0.3520,0.4722,0.0496,0.0330,0.0791,0.0075,1.0873,0.0623,0.1186,0.8904,0.1943,0.1551
1,SATURDAY,17,0.0257,0.2740,0.4606,0.0435,0.0308,0.0780,0.3924,1.0408,0.0585,0.1149,0.8453,0.1824,0.1443
1,SATURDAY,18,0.0311,0.2098,0.4510,0.0363,0.0280,0.0754,0.6729,0.9349,0.0524,0.1048,0.7278,0.1599,0.1285
1,SATURDAY,19,0.0415,0.1628,0.3808,0.0313,0.0245,0.0744,0.7938,0.7916,0.0439,0.0908,0.4679,0.1303,0.1066
1,SATURDAY,20,0.0615,0.1405,0.3555,0.0272,0.0206,0.0735,0.7938,0.6913,0.0342,0.0744,0.2146,0.0902,0.0703
1,SATURDAY,21,0.0107,0.1175,0.2709,0.0224,0.0155,0.0710,0.5929,0.5843,0.0245,0.0588,0.0487,0.0491,0.0324
1,SATURDAY,22,0.0310,0.0143,0.1702,0.0182,0.0108,0.0699,0.5587,0.4493,0.0190,0.0460,0.0039,0.0221,0.0140
1,SATURDAY,23,0.0372,0.0076,0.1383,0.0158,0.0071,0.0673,0.5584,0.3643,0.0153,0.0360,0.0000,0.0129,0.0114
1,SUNDAY,0,0.0654,0.0060,0.0874,0.0140,0.0048,0.0666,0.4272,0.3332,0.0130,0.0316,0.0000,0.0114,0.0113
1,SUNDAY,1,0.0646,0.0041,0.0832,0.0123,0.0019,0.0664,0.4272,0.3193,0.0121,0.0298,0.0000,0.0114,0.0113
1,SUNDAY,2,0.0999,0.0032,0.0848,0.0119,0.0013,0.0662,0.4148,0.3167,0.0118,0.0294,0.0000,0.0114,0.0113
1,SUNDAY,3,0.1133,0.0024,0.0838,0.0120,0.0013,0.0661,0.3775,0.3173,0.0120,0.0296,0.0000,0.0117,0.0117
1,SUNDAY,4,0.1680,0.0019,0.0841,0.0127,0.0020,0.0662,0.3484,0.3374,0.0141,0.0317,0.0000,0.0152,0.0170
1,SUNDAY,5,0.1047,0.0016,0.0938,0.0163,0.0060,0.0684,0.3484,0.4123,0.0205,0.0411,0.0000,0.0295,0.0373
1,SUNDAY,6,0.1719,0.0015,0.0991,0.0239,0.0166,0.0690,0.1841,0.5378,0.0271,0.0586,0.0102,0.0539,0.0672
1,SUNDAY,7,0.1468,0.0059,0.1766,0.0329,0.0247,0.0698,0.0000,0.7018,0.0353,0.0766,0.0847,0.0832,0.0944
1,SUNDAY,8,0.0744,0.0116,0.2274,0.0404,0.0301,0.0711,0.0000,0.8785,0.0443,0.0922,0.2386,0.1149,0.1154
1,SUNDAY,9,0.0726,0.0330,0.2483,0.0454,0.0320,0.0741,0.0000,1.0029,0.0521,0.1051,0.4622,0.1473,0.1289
1,SUNDAY,10,0.0471,0.1028,0.3191,0.0489,0.0328,0.0755,0.0000,1.0480,0.0578,0.1135,0.7711,0.1726,0.1345
1,SUNDAY,11,0.0221,0.2909,0.4619,0.0514,0.0336,0.0766,0.0000,1.0521,0.0610,0.1177,0.8865,0.1830,0.1373
1,SUNDAY,12,0.0136,0.3445,0.4665,0.0519,0.0338,0.0788,0.0000,1.0539,0.0618,0.1188,0.9009,0.1857,0.1385
1,SUNDAY,13,0.0079,0.3976,0.4683,0.0508,0.0330,0.0792,0.0000,1.0545,0.0619,0.1191,0.9015,0.1868,0.1391
1,SUNDAY,14,0.0111,0.4239,0.4690,0.0513,0.0325,0.0809,0.0000,1.0505,0.0615,0.1192,0.9015,0.1872,0.1392
