Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0349,0.0042,0.0189,0.0043,0.0009,0.0189,0.0595,0.1400,0.0108,0.0237,0.0829,0.0089
1,WEEKDAY,1,0.0464,0.0033,0.0158,0.0040,0.0008,0.0188,0.0595,0.1286,0.0106,0.0228,0.0877,0.0120
1,WEEKDAY,2,0.0589,0.0032,0.0234,0.0042,0.0010,0.0189,0.0595,0.1278,0.0107,0.0231,0.0950,0.0162
1,WEEKDAY,3,0.0661,0.0031,0.0214,0.0054,0.0015,0.0192,0.0595,0.1628,0.0120,0.0255,0.1065,0.0238
1,WEEKDAY,4,0.0864,0.0032,0.0171,0.0087,0.0023,0.0198,0.0595,0.2630,0.0174,0.0338,0.1198,0.0339
1,WEEKDAY,5,0.0990,0.0244,0.0263,0.0114,0.0033,0.0207,0.0568,0.3832,0.0240,0.0425,0.1305,0.0458
1,WEEKDAY,6,1.2302,0.0338,0.0407,0.0132,0.0043,0.0214,0.0552,0.4930,0.0338,0.0495,0.1406,0.0556
1,WEEKDAY,7,1.6693,0.0336,0.0382,0.0141,0.0054,0.0221,0.0093,0.5521,0.0450,0.0709,0.1486,0.0606
1,WEEKDAY,8,1.7662,0.0426,0.0895,0.0143,0.0062,0.0226,0.0093,0.5738,0.0494,0.0731,0.1535,0.0622
1,WEEKDAY,9,1.0661,0.0567,0.0811,0.0143,0.0065,0.0230,0.0000,0.5775,0.0505,0.0735,0.1550,0.0624
1,WEEKDAY,10,0.7470,0.0708,0.0762,0.0145,0.0066,0.0232,0.0000,0.5765,0.0504,0.0735,0.1551,0.0624
1,WEEKDAY,11,0.5304,0.0782,0.0722,0.0146,0.0066,0.0232,0.0000,0.5739,0.0499,0.0734,0.1551,0.0624
1,WEEKDAY,12,0.3537,0.0882,0.0690,0.0145,0.0066,0.0234,0.0000,0.5717,0.0496,0.0733,0.1551,0.0624
1,WEEKDAY,13,0.2496,0.0959,0.0668,0.0140,0.0065,0.0234,0.0000,0.5698,0.0492,0.0732,0.1551,0.0624
1,WEEKDAY,14,0.1879,0.0997,0.0644,0.0138,0.0062,0.0236,0.0000,0.5626,0.0487,0.0731,0.1549,0.0607
1,WEEKDAY,15,0.1759,0.0993,0.0630,0.0139,0.0055,0.0235,0.0000,0.5423,0.0474,0.0730,0.1530,0.0515
1,WEEKDAY,16,0.2320,0.0893,0.0623,0.0140,0.0045,0.0232,0.0000,0.5063,0.0439,0.0723,0.1479,0.0416
1,WEEKDAY,17,0.0526,0.0666,0.0295,0.0133,0.0038,0.0222,0.0552,0.4225,0.0338,0.0688,0.1373,0.0333
1,WEEKDAY,18,0.0028,0.0206,0.0174,0.0114,0.0028,0.0211,0.0552,0.3366,0.0245,0.0634,0.1227,0.0251
1,WEEKDAY,19,0.0000,0.0158,0.0052,0.0092,0.0020,0.0203,0.0595,0.2665,0.0187,0.0571,0.1050,0.0160
