Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors
1,WEEKDAY,0,0.0000,0.0696,0.0598,0.0589,0.2362,0.6350,0.4304,0.2704,0.0234,0.2545,0.0137
1,WEEKDAY,1,0.0000,0.0533,0.0568,0.0571,0.2209,0.6256,0.4304,0.2563,0.0162,0.2442,0.0113
1,WEEKDAY,2,0.0000,0.0228,0.0497,0.0569,0.1901,0.6153,0.4304,0.2193,0.0111,0.2400,0.0070
1,WEEKDAY,3,0.0000,0.0156,0.0490,0.0569,0.1911,0.6095,0.4304,0.1411,0.0102,0.2394,0.0062
1,WEEKDAY,4,0.0000,0.0159,0.0490,0.0569,0.2060,0.6115,0.4304,0.1557,0.0109,0.2448,0.0062
1,WEEKDAY,5,0.0000,0.0136,0.0508,0.0571,0.2365,0.6286,0.4304,0.1703,0.0127,0.2532,0.0066
1,WEEKDAY,6,0.0000,0.0106,0.0508,0.0613,0.3453,0.6353,0.4304,0.1779,0.0164,0.2620,0.0084
1,WEEKDAY,7,0.0000,0.0163,0.0506,0.0866,0.3797,0.6483,0.0000,0.2764,0.0251,0.2809,0.0107
1,WEEKDAY,8,0.2126,0.0673,0.4659,0.1484,0.3832,0.6732,0.0000,0.3953,0.0387,0.2997,0.0128
1,WEEKDAY,9,0.1423,0.1671,0.5751,0.2595,0.7086,0.7159,0.0000,0.6260,0.0526,0.3142,0.0146
1,WEEKDAY,10,0.1311,0.3752,0.5952,0.4127,1.0392,0.7358,0.0000,0.6295,0.0620,0.3242,0.0153
1,WEEKDAY,11,0.1375,0.5348,0.6113,0.4914,1.0473,0.7475,0.0000,0.6312,0.0652,0.3299,0.0156
1,WEEKDAY,12,0.0921,0.6552,0.6213,0.5046,1.0438,0.7628,0.0000,0.7108,0.0656,0.3307,0.0156
1,WEEKDAY,13,0.0726,0.6311,0.6188,0.4861,1.0243,0.7628,0.0000,0.7161,0.0656,0.3307,0.0156
1,WEEKDAY,14,0.0795,0.6376,0.6252,0.4759,1.0138,0.7727,0.0000,0.7285,0.0656,0.3307,0.0156
1,WEEKDAY,15,0.0671,0.6047,0.6244,0.4806,1.0111,0.7699,0.0000,0.7408,0.0656,0.3307,0.0156
1,WEEKDAY,16,0.1152,0.4470,0.5999,0.4944,1.0353,0.7539,0.0000,0.7584,0.0656,0.3307,0.0156
1,WEEKDAY,17,0.1377,0.3604,0.5916,0.4972,1.0500,0.7453,0.4326,0.7690,0.0656,0.3307,0.0156
1,WEEKDAY,18,0.2969,0.3419,0.5915,0.4795,1.0495,0.7249,0.4326,0.7532,0.0652,0.3307,0.0156
1,WEEKDAY,19,0.4818,0.3305,0.5919,0.4021,1.0416,0.7126,0.8630,0.7439,0.0635,0.3288,0.0156
1,WEEKDAY,20,0.5382,0.3374,0.2016,0.2617,1.0001,0.7007,0.8630,0.7355,0.0592,0.3236,0.0156
1,WEEKDAY,21,0.9199,0.3220,0.2012,0.1536,0.3327,0.6779,0.4304,0.6102,0.0529,0.3119,0.0156
1,WEEKDAY,22,0.0000,0.2601,0.0866,0.0917,0.2981,0.6665,0.4304,0.2851,0.0451,0.2958,0.0155
1,WEEKDAY,23,0.0000,0.2173,0.0801,0.0664,0.2673,0.6444,0.4304,0.2740,0.0353,0.2759,0.0149
1,SATURDAY,0,0.0000,0.6457,0.1398,0.0569,0.2343,0.6326,0.4304,0.2704,0.0182,0.2453,0.0137
1,SATURDAY,1,0.0000,0.4889,0.1224,0.0569,0.2208,0.6243,0.4304,0.2563,0.0156,0.2433,0.0113
1,SATURDAY,2,0.0000,0.0233,0.0493,0.0569,0.1901,0.6149,0.4304,0.2193,0.0111,0.2400,0.0070
1,SATURDAY,3,0.0000,0.0217,0.0493,0.0569,0.1911,0.6095,0.4304,0.1411,0.0102,0.2394,0.0062
1,SATURDAY,4,0.0000,0.0204,0.0486,0.0569,0.2060,0.6115,0.4304,0.1557,0.0109,0.2448,0.0062
1,SATURDAY,5,0.0000,0.0201,0.0507,0.0569,0.2363,0.6286,0.4304,0.1703,0.0127,0.2532,0.0066
1,SATURDAY,6,0.0000,0.0222,0.0506,0.0594,0.3434,0.6349,0.4304,0.1779,0.0158,0.2598,0.0084
1,SATURDAY,7,0.0000,0.0255,0.0501,0.0807,0.3735,0.6459,0.0000,0.2764,0.0197,0.2654,0.0107
1,SATURDAY,8,0.0298,0.0991,0.1221,0.1419,0.3763,0.6680,0.0000,0.3953,0.0256,0.2706,0.0128
1,SATURDAY,9,0.0000,0.2670,0.1965,0.2549,0.7041,0.7108,0.0000,0.6260,0.0368,0.2855,0.0146
1,SATURDAY,10,0.0969,0.5373,0.6090,0.4108,1.0375,0.7338,0.0000,0.6295,0.0541,0.3101,0.0153
1,SATURDAY,11,0.0516,0.8012,0.6301,0.4909,1.0470,0.7470,0.0000,0.6312,0.0636,0.3259,0.0156
1,SATURDAY,12,0.0456,0.9756,0.6427,0.5047,1.0440,0.7627,0.0000,0.7108,0.0655,0.3303,0.0156
1,SATURDAY,13,0.0387,1.0255,0.6486,0.4864,1.0246,0.7628,0.0000,0.7161,0.0656,0.3307,0.0156
1,SATURDAY,14,0.0343,1.0517,0.6574,0.4766,1.0144,0.7726,0.0000,0.7285,0.0656,0.3307,0.0156
1,SATURDAY,15,0.0418,1.0246,0.6607,0.4816,1.0127,0.7697,0.0000,0.7408,0.0656,0.3307,0.0156
1,SATURDAY,16,0.0411,0.8601,0.6349,0.4954,1.0369,0.7535,0.0000,0.7584,0.0656,0.3307,0.0156
1,SATURDAY,17,0.0000,0.6579,0.2353,0.4976,1.0503,0.7446,0.4326,0.7690,0.0655,0.3303,0.0156
1,SATURDAY,18,0.0826,0.5190,0.2254,0.4787,1.0471,0.7236,0.4326,0.7532,0.0642,0.3267,0.0156
1,SATURDAY,19,0.2135,0.5695,0.2316,0.3984,1.0355,0.7106,0.8630,0.7439,0.0588,0.3162,0.0156
1,SATURDAY,20,0.3961,0.6393,0.2438,0.2528,0.9924,0.6978,0.8630,0.7355,0.0473,0.2961,0.0156
1,SATURDAY,21,0.7537,0.7397,0.2587,0.1419,0.3233,0.6745,0.4304,0.6102,0.0347,0.2731,0.0156
1,SATURDAY,22,0.0000,0.7333,0.1523,0.0807,0.2893,0.6629,0.4304,0.2851,0.0249,0.2553,0.0155
1,SATURDAY,23,0.0763,0.7257,0.1781,0.0594,0.2604,0.6411,0.4304,0.2740,0.0200,0.2470,0.0149
1,SUNDAY,0,0.0000,0.6720,0.1437,0.0569,0.2343,0.6301,0.4304,0.2704,0.0182,0.2453,0.0137
1,SUNDAY,1,0.0000,0.5406,0.1266,0.0569,0.2208,0.6232,0.4304,0.2563,0.0156,0.2433,0.0113
1,SUNDAY,2,0.0000,0.0427,0.0504,0.0569,0.1901,0.6147,0.4304,0.2193,0.0111,0.2400,0.0070
1,SUNDAY,3,0.0000,0.0321,0.0501,0.0569,0.1911,0.6095,0.4304,0.1411,0.0102,0.2394,0.0062
1,SUNDAY,4,0.0000,0.0218,0.0500,0.0569,0.2060,0.6115,0.4304,0.1557,0.0109,0.2448,0.0062
1,SUNDAY,5,0.0000,0.0110,0.0519,0.0569,0.2363,0.6286,0.4304,0.1703,0.0127,0.2532,0.0066
1,SUNDAY,6,0.0000,0.0231,0.0524,0.0604,0.3434,0.6351,0.4304,0.1779,0.0158,0.2598,0.0084
1,SUNDAY,7,0.0000,0.0260,0.0516,0.0866,0.3735,0.6471,0.0000,0.2764,0.0199,0.2654,0.0107
1,SUNDAY,8,0.0000,0.1120,0.0712,0.1483,0.3763,0.6693,0.0000,0.3953,0.0259,0.2706,0.0128
1,SUNDAY,9,0.0000,0.2756,0.1990,0.2561,0.7041,0.7111,0.0000,0.6260,0.0369,0.2855,0.0146
1,SUNDAY,10,0.1136,0.5021,0.6093,0.4110,1.0375,0.7338,0.0000,0.6295,0.0541,0.3101,0.0153
1,SUNDAY,11,0.0564,0.6748,0.6299,0.4911,1.0470,0.7470,0.0000,0.6312,0.0636,0.3259,0.0156
1,SUNDAY,12,0.0509,0.8013,0.6424,0.5047,1.0440,0.7627,0.0000,0.7108,0.0655,0.3303,0.0156
1,SUNDAY,13,0.0486,0.8733,0.6481,0.4852,1.0246,0.7627,0.0000,0.7161,0.0656,0.3307,0.0156
1,SUNDAY,14,0.0459,0.8798,0.6583,0.4770,1.0144,0.7724,0.0000,0.7285,0.0656,0.3307,0.0156
1,SUNDAY,15,0.0224,0.8509,0.6579,0.4889,1.0127,0.7692,0.0000,0.7408,0.0656,0.3307,0.0156
1,SUNDAY,16,0.0505,0.6829,0.6324,0.4990,1.0369,0.7520,0.0000,0.7584,0.0656,0.3307,0.0156
