Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.1232,0.1787,0.3370,0.0020,0.0150,0.0875,0.1141,0.4588,0.0042,0.0348,0.0326,0.0033
1,WEEKDAY,1,0.1534,0.1579,0.3367,0.0017,0.0150,0.0850,0.1141,0.4057,0.0040,0.0306,0.0280,0.0028
1,WEEKDAY,2,0.1686,0.1484,0.3364,0.0016,0.0156,0.0839,0.1116,0.3837,0.0040,0.0278,0.0264,0.0027
1,WEEKDAY,3,0.1868,0.1370,0.3364,0.0020,0.0221,0.0842,0.1116,0.3895,0.0044,0.0301,0.0282,0.0028
1,WEEKDAY,4,0.2032,0.1306,0.3363,0.0043,0.0530,0.0888,0.1116,0.4570,0.0064,0.0387,0.0381,0.0036
1,WEEKDAY,5,0.1978,0.1393,0.3362,0.0058,0.1021,0.0944,0.1116,0.5670,0.0091,0.0555,0.0635,0.0075
1,WEEKDAY,6,0.2067,0.1633,0.3612,0.0080,0.1299,0.0975,0.0785,0.6230,0.0117,0.0673,0.0831,0.0100
1,WEEKDAY,7,0.1769,0.1694,0.3710,0.0083,0.1459,0.0996,0.0000,0.6622,0.0142,0.0731,0.0919,0.0115
1,WEEKDAY,8,0.1092,0.2318,0.3747,0.0081,0.1376,0.1013,0.0000,0.6812,0.0157,0.0762,0.0945,0.0122
1,WEEKDAY,9,0.0780,0.2894,0.3760,0.0075,0.1328,0.1037,0.0000,0.6721,0.0163,0.0772,0.0935,0.0124
1,WEEKDAY,10,0.0619,0.3192,0.3781,0.0067,0.1375,0.1044,0.0000,0.6403,0.0164,0.0790,0.0921,0.0125
1,WEEKDAY,11,0.0526,0.3607,0.3798,0.0071,0.1445,0.1047,0.0000,0.6176,0.0164,0.0800,0.0915,0.0125
1,WEEKDAY,12,0.0472,0.3876,0.3811,0.0071,0.1500,0.1053,0.0000,0.6004,0.0163,0.0800,0.0915,0.0125
1,WEEKDAY,13,0.0444,0.4061,0.3821,0.0067,0.1450,0.1053,0.0000,0.5913,0.0162,0.0805,0.0914,0.0125
1,WEEKDAY,14,0.0432,0.4156,0.3824,0.0065,0.1393,0.1059,0.0000,0.5919,0.0163,0.0810,0.0919,0.0125
1,WEEKDAY,15,0.0431,0.4088,0.3822,0.0067,0.1381,0.1058,0.0000,0.6055,0.0159,0.0841,0.0922,0.0122
1,WEEKDAY,16,0.0459,0.3597,0.3807,0.0066,0.1440,0.1050,0.0000,0.6302,0.0148,0.0870,0.0899,0.0116
1,WEEKDAY,17,0.0504,0.3165,0.3775,0.0060,0.1491,0.1042,0.0597,0.6796,0.0132,0.0885,0.0860,0.0111
1,WEEKDAY,18,0.0542,0.3026,0.3772,0.0050,0.1439,0.1025,0.1089,0.7224,0.0120,0.0876,0.0956,0.0105
