Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Air_Compressors
5,SATURDAY,8,0.0000,0.6172,0.3779,0.2477,0.8262,1.1029,0.0000,0.9257,0.0657,0.1751,0.0707
5,SATURDAY,9,0.0000,0.9533,0.4661,0.2694,1.0099,1.1389,0.0000,1.1195,0.1058,0.2117,0.1002
5,SATURDAY,10,0.0000,1.3858,0.5383,0.2777,1.0883,1.1585,0.0000,1.2201,0.1303,0.2329,0.1192
5,SATURDAY,11,0.0000,1.5717,0.5725,0.2762,1.0068,1.1754,0.0000,1.2462,0.1355,0.2388,0.1234
5,SATURDAY,12,0.0000,1.6516,0.5805,0.2658,0.9178,1.1774,0.0000,1.2488,0.1359,0.2394,0.1237
5,SATURDAY,13,0.0000,1.7634,0.5966,0.2592,0.8695,1.1861,0.0000,1.2488,0.1359,0.2393,0.1237
5,SATURDAY,14,0.0000,1.8351,0.6039,0.2580,0.8627,1.1840,0.0000,1.2448,0.1357,0.2384,0.1237
5,SATURDAY,15,0.0000,1.8552,0.6097,0.2655,0.9208,1.1677,0.0000,1.2204,0.1346,0.2349,0.1237
5,SATURDAY,16,0.0000,1.7648,0.5801,0.2710,0.9963,1.1577,0.0000,1.1877,0.1321,0.2303,0.1237
5,SATURDAY,17,0.0000,1.7111,0.5714,0.2697,1.0774,1.1329,0.3885,1.1404,0.1232,0.2218,0.1237
5,SATURDAY,18,0.0000,1.5293,0.5295,0.2596,1.0133,1.1137,0.4167,1.0239,0.1028,0.2033,0.1237
5,SATURDAY,19,0.0000,1.0908,0.4492,0.2211,0.8920,1.0912,0.7013,0.8743,0.0798,0.1782,0.1225
5,SATURDAY,20,0.0000,0.9010,0.3746,0.1518,0.6518,1.0582,0.7013,0.6686,0.0572,0.1433,0.1178
5,SATURDAY,21,0.0000,0.6390,0.3435,0.0824,0.3979,1.0316,0.7013,0.4521,0.0381,0.1054,0.1059
5,SATURDAY,22,0.0000,0.4340,0.3358,0.0424,0.2526,0.9983,0.6289,0.2755,0.0262,0.0746,0.0833
5,SATURDAY,23,0.0000,0.1188,0.2113,0.0320,0.1686,0.9753,0.3280,0.0876,0.0186,0.0540,0.0543
5,SUNDAY,0,0.0000,0.0936,0.2074,0.0310,0.0971,0.9493,0.3280,0.0980,0.0072,0.0250,0.0059
5,SUNDAY,1,0.0000,0.0716,0.2057,0.0310,0.0971,0.9451,0.3280,0.1307,0.0081,0.0271,0.0059
5,SUNDAY,2,0.0000,0.0649,0.2050,0.0325,0.0992,0.9439,0.3280,0.1553,0.0086,0.0284,0.0059
5,SUNDAY,3,0.0000,0.0615,0.2332,0.0443,0.1551,0.9463,0.3280,0.1898,0.0094,0.0354,0.0096
5,SUNDAY,4,0.0000,0.0695,0.2381,0.0719,0.2834,0.9662,0.3280,0.2684,0.0122,0.0584,0.0212
5,SUNDAY,5,0.0000,0.0775,0.2458,0.0936,0.3865,0.9921,0.0435,0.4022,0.0192,0.0915,0.0364
5,SUNDAY,6,0.0000,0.1160,0.3368,0.1198,0.5122,1.0249,0.0000,0.5507,0.0298,0.1209,0.0476
5,SUNDAY,7,0.0000,0.3622,0.3484,0.1663,0.5938,1.0548,0.0000,0.7076,0.0421,0.1418,0.0511
5,SUNDAY,8,0.0000,0.5543,0.3631,0.2254,0.7504,1.0956,0.0000,0.8819,0.0606,0.1571,0.0514
5,SUNDAY,9,0.0000,0.8142,0.4344,0.2638,0.8986,1.1218,0.0000,1.0269,0.0926,0.1696,0.0514
5,SUNDAY,10,0.0000,1.2270,0.5152,0.2777,0.9589,1.1364,0.0000,1.0882,0.1116,0.1752,0.0514
5,SUNDAY,11,0.0000,1.4042,0.5432,0.2768,0.8705,1.1513,0.0000,1.1028,0.1156,0.1766,0.0514
5,SUNDAY,12,0.0000,1.4887,0.5542,0.2659,0.7802,1.1530,0.0000,1.1042,0.1159,0.1767,0.0514
5,SUNDAY,13,0.0000,1.5772,0.5701,0.2598,0.7344,1.1619,0.0000,1.1042,0.1159,0.1767,0.0514
5,SUNDAY,14,0.0000,1.6712,0.5836,0.2610,0.7280,1.1599,0.0000,1.1003,0.1157,0.1758,0.0514
5,SUNDAY,15,0.0000,1.7079,0.5929,0.2678,0.7754,1.1437,0.0000,1.0758,0.1146,0.1723,0.0514
5,SUNDAY,16,0.0000,1.5996,0.5589,0.2704,0.8363,1.1337,0.0000,1.0431,0.1121,0.1675,0.0514
5,SUNDAY,17,0.0000,1.5492,0.5466,0.2631,0.9054,1.1089,0.3885,0.9958,0.1029,0.1576,0.0514
5,SUNDAY,18,0.0000,1.3495,0.5029,0.2290,0.8284,1.0900,0.4167,0.8725,0.0816,0.1370,0.0514
5,SUNDAY,19,0.0000,0.8832,0.4181,0.1648,0.7014,1.0676,0.7013,0.6907,0.0574,0.1084,0.0495
5,SUNDAY,20,0.0000,0.6505,0.3323,0.1057,0.4696,1.0363,0.7013,0.4805,0.0346,0.0764,0.0424
5,SUNDAY,21,0.0000,0.4779,0.3146,0.0632,0.2626,1.0116,0.7013,0.2717,0.0176,0.0470,0.0288
5,SUNDAY,22,0.0000,0.2721,0.3030,0.0400,0.1544,0.9808,0.6289,0.1349,0.0094,0.0280,0.0146
5,SUNDAY,23,0.0000,0.2088,0.2276,0.0320,0.0985,0.9614,0.3280,0.1229,0.0071,0.0232,0.0071
5,HOLIDAY,0,0.0000,0.0837,0.2073,0.0310,0.0995,0.9541,0.3280,0.1027,0.0078,0.0264,0.0081
5,HOLIDAY,1,0.0000,0.0693,0.2063,0.0310,0.0971,0.9476,0.3280,0.1307,0.0081,0.0271,0.0059
5,HOLIDAY,2,0.0000,0.0613,0.2055,0.0325,0.0992,0.9446,0.3280,0.1553,0.0086,0.0284,0.0059
5,HOLIDAY,3,0.0000,0.0554,0.2336,0.0443,0.1564,0.9463,0.3280,0.1914,0.0094,0.0359,0.0096
5,HOLIDAY,4,0.0000,0.0659,0.2383,0.0743,0.2935,0.9665,0.3280,0.2774,0.0124,0.0619,0.0212
5,HOLIDAY,5,0.0000,0.0704,0.2453,0.1129,0.4045,0.9941,0.0435,0.4132,0.0204,0.0964,0.0364
5,HOLIDAY,6,0.0000,0.0988,0.3336,0.1641,0.4975,1.0272,0.0000,0.5702,0.0324,0.1216,0.0476
5,HOLIDAY,7,0.0000,0.3041,0.3421,0.2122,0.5444,1.0501,0.0000,0.6959,0.0436,0.1388,0.0535
5,HOLIDAY,8,0.0000,0.5920,0.3651,0.2477,0.7126,1.0868,0.0000,0.8461,0.0628,0.1641,0.0707
5,HOLIDAY,9,0.0000,0.8951,0.4423,0.2694,0.8749,1.1175,0.0000,1.0129,0.1015,0.1990,0.1002
5,HOLIDAY,10,0.0000,1.2952,0.5080,0.2777,0.9409,1.1345,0.0000,1.1093,0.1255,0.2200,0.1192
5,HOLIDAY,11,0.0000,1.5262,0.5506,0.2762,0.8578,1.1507,0.0000,1.1354,0.1307,0.2258,0.1234
5,HOLIDAY,12,0.0000,1.5867,0.5550,0.2658,0.7778,1.1528,0.0000,1.1380,0.1311,0.2264,0.1237
5,HOLIDAY,13,0.0000,1.6889,0.5744,0.2592,0.7347,1.1619,0.0000,1.1380,0.1310,0.2263,0.1237
5,HOLIDAY,14,0.0000,1.7750,0.5832,0.2580,0.7289,1.1601,0.0000,1.1340,0.1309,0.2254,0.1237
5,HOLIDAY,15,0.0000,1.8202,0.5930,0.2655,0.7823,1.1445,0.0000,1.1096,0.1298,0.2220,0.1237
5,HOLIDAY,16,0.0000,1.7534,0.5682,0.2710,0.8563,1.1356,0.0000,1.0769,0.1273,0.2175,0.1237
5,HOLIDAY,17,0.0000,1.6853,0.5514,0.2697,0.9409,1.1128,0.3885,1.0295,0.1185,0.2097,0.1237
5,HOLIDAY,18,0.0000,1.4599,0.5036,0.2596,0.8917,1.0960,0.4167,0.9177,0.0986,0.1925,0.1237
5,HOLIDAY,19,0.0000,0.9901,0.4215,0.2211,0.7983,1.0764,0.7013,0.7968,0.0766,0.1689,0.1214
5,HOLIDAY,20,0.0000,0.8201,0.3559,0.1518,0.5952,1.0461,0.7013,0.6171,0.0542,0.1353,0.1112
5,HOLIDAY,21,0.0000,0.5917,0.3374,0.0824,0.3623,1.0215,0.7013,0.4053,0.0343,0.0954,0.0885
5,HOLIDAY,22,0.0000,0.3784,0.3247,0.0424,0.2237,0.9898,0.6289,0.2201,0.0206,0.0589,0.0565
5,HOLIDAY,23,0.0000,0.2037,0.2247,0.0320,0.1207,0.9683,0.3280,0.1229,0.0116,0.0347,0.0241
6,WEEKDAY,0,0.0000,0.2236,0.2239,0.0255,0.1032,0.9625,0.3280,0.1085,0.0085,0.0282,0.0109
6,WEEKDAY,1,0.0000,0.1645,0.2156,0.0255,0.0976,0.9550,0.3280,0.1315,0.0082,0.0273,0.0063
6,WEEKDAY,2,0.0000,0.1464,0.2153,0.0267,0.0992,0.9514,0.3280,0.1551,0.0086,0.0284,0.0059
6,WEEKDAY,3,0.0000,0.1304,0.2399,0.0367,0.1564,0.9527,0.3280,0.1912,0.0094,0.0358,0.0096
6,WEEKDAY,4,0.0000,0.1391,0.2474,0.0622,0.2941,0.9727,0.3280,0.2773,0.0124,0.0620,0.0211
6,WEEKDAY,5,0.0000,0.1621,0.2518,0.0940,0.4109,1.0009,0.0435,0.4145,0.0204,0.0968,0.0364
6,WEEKDAY,6,0.0000,0.3372,0.3445,0.1356,0.5194,1.0353,0.0000,0.5752,0.0326,0.1229,0.0476
6,WEEKDAY,7,0.0000,0.6983,0.3584,0.1746,0.5891,1.0616,0.0000,0.7063,0.0443,0.1414,0.0535
6,WEEKDAY,8,0.0000,1.0214,0.3879,0.2034,0.7742,1.1035,0.0000,0.8659,0.0643,0.1675,0.0707
6,WEEKDAY,9,0.0000,1.3895,0.5103,0.2211,0.9479,1.1369,0.0000,1.0396,0.1038,0.2030,0.1002
6,WEEKDAY,10,0.0000,1.8479,0.5963,0.2279,1.0206,1.1545,0.0000,1.1371,0.1280,0.2240,0.1192
6,WEEKDAY,11,0.0000,2.0246,0.6205,0.2267,0.9384,1.1716,0.0000,1.1632,0.1332,0.2299,0.1234
6,WEEKDAY,12,0.0000,2.1154,0.6322,0.2182,0.8535,1.1737,0.0000,1.1657,0.1336,0.2305,0.1237
6,WEEKDAY,13,0.0000,2.2143,0.6440,0.2127,0.8075,1.1827,0.0000,1.1657,0.1336,0.2304,0.1237
6,WEEKDAY,14,0.0000,2.2754,0.6464,0.2117,0.8021,1.1801,0.0000,1.1618,0.1334,0.2295,0.1237
6,WEEKDAY,15,0.0000,2.3044,0.6503,0.2179,0.8589,1.1633,0.0000,1.1373,0.1323,0.2260,0.1237
6,WEEKDAY,16,0.0000,2.0971,0.6207,0.2224,0.9337,1.1538,0.0000,1.1046,0.1299,0.2216,0.1237
6,WEEKDAY,17,0.0000,2.0693,0.6186,0.2213,1.0160,1.1293,0.3885,1.0591,0.1210,0.2139,0.1237
6,WEEKDAY,18,0.0000,1.9467,0.6007,0.2131,0.9576,1.1132,0.4167,0.9552,0.1009,0.1969,0.1237
6,WEEKDAY,19,0.0000,1.4520,0.5224,0.1817,0.8464,1.0912,0.7013,0.8269,0.0782,0.1725,0.1216
6,WEEKDAY,20,0.0000,1.2368,0.3926,0.1251,0.6193,1.0590,0.7013,0.6379,0.0553,0.1378,0.1125
6,WEEKDAY,21,0.0000,0.9319,0.3605,0.0681,0.3728,1.0325,0.7013,0.4192,0.0352,0.0977,0.0920
6,WEEKDAY,22,0.0000,0.7003,0.3497,0.0350,0.2298,1.0002,0.6289,0.2317,0.0217,0.0621,0.0618
6,WEEKDAY,23,0.0000,0.3815,0.2493,0.0263,0.1303,0.9780,0.3280,0.1461,0.0130,0.0386,0.0301
6,SATURDAY,0,0.0000,0.2673,0.2348,0.0255,0.1181,0.9658,0.3280,0.1319,0.0114,0.0356,0.0223
6,SATURDAY,1,0.0000,0.1184,0.2138,0.0255,0.0992,0.9570,0.3280,0.1346,0.0086,0.0283,0.0078
6,SATURDAY,2,0.0000,0.1041,0.2112,0.0267,0.0992,0.9523,0.3280,0.1547,0.0086,0.0284,0.0059
6,SATURDAY,3,0.0000,0.0932,0.2377,0.0367,0.1563,0.9527,0.3280,0.1907,0.0094,0.0357,0.0095
6,SATURDAY,4,0.0000,0.0990,0.2433,0.0622,0.2945,0.9726,0.3280,0.2772,0.0123,0.0621,0.0205
6,SATURDAY,5,0.0000,0.1099,0.2511,0.0940,0.4165,1.0010,0.0435,0.4218,0.0205,0.0982,0.0363
6,SATURDAY,6,0.0000,0.2167,0.3447,0.1356,0.5384,1.0367,0.0000,0.5933,0.0328,0.1264,0.0476
6,SATURDAY,7,0.0000,0.5158,0.3586,0.1746,0.6261,1.0662,0.0000,0.7404,0.0449,0.1472,0.0535
6,SATURDAY,8,0.0000,0.8226,0.3887,0.2034,0.8262,1.1129,0.0000,0.9257,0.0657,0.1751,0.0707
6,SATURDAY,9,0.0000,1.1687,0.4940,0.2211,1.0099,1.1494,0.0000,1.1195,0.1058,0.2117,0.1002
6,SATURDAY,10,0.0000,1.6240,0.5784,0.2279,1.0883,1.1685,0.0000,1.2201,0.1303,0.2329,0.1192
6,SATURDAY,11,0.0000,1.8299,0.6109,0.2267,1.0068,1.1861,0.0000,1.2462,0.1355,0.2388,0.1234
6,SATURDAY,12,0.0000,1.9003,0.6197,0.2182,0.9178,1.1880,0.0000,1.2488,0.1359,0.2394,0.1237
6,SATURDAY,13,0.0000,1.9775,0.6290,0.2127,0.8695,1.1969,0.0000,1.2488,0.1359,0.2393,0.1237
6,SATURDAY,14,0.0000,2.0303,0.6317,0.2117,0.8627,1.1941,0.0000,1.2448,0.1357,0.2384,0.1237
6,SATURDAY,15,0.0000,2.0962,0.6406,0.2179,0.9208,1.1768,0.0000,1.2204,0.1346,0.2349,0.1237
6,SATURDAY,16,0.0000,1.9782,0.6134,0.2224,0.9963,1.1665,0.0000,1.1877,0.1321,0.2303,0.1237
6,SATURDAY,17,0.0000,1.9565,0.6111,0.2213,1.0774,1.1408,0.3885,1.1404,0.1232,0.2218,0.1237
6,SATURDAY,18,0.0000,1.8119,0.5874,0.2131,1.0133,1.1231,0.4167,1.0239,0.1028,0.2033,0.1237
6,SATURDAY,19,0.0000,1.2809,0.4921,0.1817,0.8920,1.0997,0.7013,0.8743,0.0798,0.1782,0.1225
6,SATURDAY,20,0.0000,1.0599,0.3889,0.1251,0.6518,1.0661,0.7013,0.6686,0.0572,0.1433,0.1178
6,SATURDAY,21,0.0000,0.7799,0.3541,0.0681,0.3979,1.0387,0.7013,0.4521,0.0381,0.1054,0.1059
6,SATURDAY,22,0.0000,0.5788,0.3458,0.0350,0.2526,1.0058,0.6289,0.2755,0.0262,0.0746,0.0833
6,SATURDAY,23,0.0000,0.1735,0.2179,0.0263,0.1686,0.9828,0.3280,0.0876,0.0186,0.0540,0.0543
6,SUNDAY,0,0.0000,0.1640,0.2145,0.0255,0.0971,0.9566,0.3280,0.0980,0.0072,0.0250,0.0059
6,SUNDAY,1,0.0000,0.1428,0.2131,0.0255,0.0971,0.9519,0.3280,0.1307,0.0081,0.0271,0.0059
6,SUNDAY,2,0.0000,0.1221,0.2124,0.0267,0.0992,0.9504,0.3280,0.1553,0.0086,0.0284,0.0059
6,SUNDAY,3,0.0000,0.1130,0.2387,0.0367,0.1551,0.9526,0.3280,0.1898,0.0094,0.0354,0.0096
6,SUNDAY,4,0.0000,0.1231,0.2454,0.0602,0.2834,0.9725,0.3280,0.2684,0.0122,0.0584,0.0212
6,SUNDAY,5,0.0000,0.1347,0.2520,0.0784,0.3865,0.9987,0.0435,0.4022,0.0192,0.0915,0.0364
6,SUNDAY,6,0.0000,0.2985,0.3456,0.0997,0.5122,1.0322,0.0000,0.5507,0.0298,0.1209,0.0476
6,SUNDAY,7,0.0000,0.6050,0.3601,0.1374,0.5938,1.0633,0.0000,0.7076,0.0421,0.1418,0.0511
6,SUNDAY,8,0.0000,0.7869,0.3732,0.1853,0.7504,1.1056,0.0000,0.8819,0.0606,0.1571,0.0514
6,SUNDAY,9,0.0000,1.0065,0.4634,0.2166,0.8986,1.1323,0.0000,1.0269,0.0926,0.1696,0.0514
6,SUNDAY,10,0.0000,1.4914,0.5644,0.2279,0.9589,1.1465,0.0000,1.0882,0.1116,0.1752,0.0514
6,SUNDAY,11,0.0000,1.6347,0.5786,0.2271,0.8705,1.1620,0.0000,1.1028,0.1156,0.1766,0.0514
6,SUNDAY,12,0.0000,1.7144,0.5905,0.2183,0.7802,1.1637,0.0000,1.1042,0.1159,0.1767,0.0514
6,SUNDAY,13,0.0000,1.7753,0.5942,0.2132,0.7344,1.1727,0.0000,1.1042,0.1159,0.1767,0.0514
6,SUNDAY,14,0.0000,1.8706,0.6048,0.2142,0.7280,1.1700,0.0000,1.1003,0.1157,0.1758,0.0514
6,SUNDAY,15,0.0000,1.8972,0.6080,0.2198,0.7754,1.1528,0.0000,1.0758,0.1146,0.1723,0.0514
6,SUNDAY,16,0.0000,1.7438,0.5831,0.2219,0.8363,1.1426,0.0000,1.0431,0.1121,0.1675,0.0514
6,SUNDAY,17,0.0000,1.7124,0.5769,0.2160,0.9054,1.1168,0.3885,0.9958,0.1029,0.1576,0.0514
6,SUNDAY,18,0.0000,1.5696,0.5504,0.1883,0.8284,1.0994,0.4167,0.8725,0.0816,0.1370,0.0514
6,SUNDAY,19,0.0000,1.0348,0.4614,0.1361,0.7014,1.0761,0.7013,0.6907,0.0574,0.1084,0.0495
6,SUNDAY,20,0.0000,0.7808,0.3436,0.0877,0.4696,1.0442,0.7013,0.4805,0.0346,0.0764,0.0424
6,SUNDAY,21,0.0000,0.6095,0.3250,0.0525,0.2626,1.0186,0.7013,0.2717,0.0176,0.0470,0.0288
6,SUNDAY,22,0.0000,0.3936,0.3143,0.0330,0.1544,0.9883,0.6289,0.1349,0.0094,0.0280,0.0146
6,SUNDAY,23,0.0000,0.2990,0.2399,0.0259,0.0985,0.9700,0.3280,0.1229,0.0071,0.0232,0.0071
6,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,WEEKDAY,0,0.0000,0.3070,0.2360,0.0236,0.1028,0.9678,0.3280,0.1080,0.0084,0.0281,0.0107
7,WEEKDAY,1,0.0000,0.2475,0.2268,0.0236,0.0975,0.9601,0.3280,0.1314,0.0082,0.0273,0.0063
7,WEEKDAY,2,0.0000,0.2173,0.2254,0.0248,0.0992,0.9564,0.3280,0.1552,0.0086,0.0284,0.0059
7,WEEKDAY,3,0.0000,0.2054,0.2501,0.0344,0.1564,0.9578,0.3280,0.1913,0.0094,0.0358,0.0096
7,WEEKDAY,4,0.0000,0.2335,0.2567,0.0585,0.2940,0.9777,0.3280,0.2772,0.0124,0.0619,0.0211
7,WEEKDAY,5,0.0000,0.2541,0.2576,0.0882,0.4101,1.0048,0.0435,0.4135,0.0204,0.0967,0.0364
7,WEEKDAY,6,0.0000,0.5008,0.3505,0.1265,0.5168,1.0391,0.0000,0.5727,0.0326,0.1224,0.0476
7,WEEKDAY,7,0.0000,0.8648,0.3647,0.1623,0.5839,1.0662,0.0000,0.7016,0.0442,0.1406,0.0535
7,WEEKDAY,8,0.0000,1.2420,0.3953,0.1888,0.7670,1.1093,0.0000,0.8577,0.0641,0.1665,0.0707
7,WEEKDAY,9,0.0000,1.6501,0.5423,0.2052,0.9394,1.1429,0.0000,1.0287,0.1035,0.2018,0.1002
7,WEEKDAY,10,0.0000,2.1466,0.6352,0.2114,1.0114,1.1602,0.0000,1.1257,0.1277,0.2228,0.1192
7,WEEKDAY,11,0.0000,2.3020,0.6517,0.2103,0.9290,1.1774,0.0000,1.1519,0.1329,0.2287,0.1234
7,WEEKDAY,12,0.0000,2.3755,0.6565,0.2024,0.8447,1.1795,0.0000,1.1544,0.1333,0.2293,0.1237
7,WEEKDAY,13,0.0000,2.4628,0.6632,0.1973,0.7991,1.1884,0.0000,1.1544,0.1333,0.2292,0.1237
7,WEEKDAY,14,0.0000,2.5317,0.6649,0.1964,0.7936,1.1854,0.0000,1.1505,0.1331,0.2283,0.1237
7,WEEKDAY,15,0.0000,2.5607,0.6675,0.2021,0.8500,1.1679,0.0000,1.1260,0.1320,0.2248,0.1237
7,WEEKDAY,16,0.0000,2.3063,0.6397,0.2063,0.9248,1.1577,0.0000,1.0933,0.1295,0.2204,0.1237
7,WEEKDAY,17,0.0000,2.2778,0.6393,0.2053,1.0076,1.1324,0.3885,1.0481,0.1207,0.2129,0.1237
7,WEEKDAY,18,0.0000,2.1778,0.6326,0.1978,0.9505,1.1177,0.4167,0.9459,0.1006,0.1960,0.1237
7,WEEKDAY,19,0.0000,1.6635,0.5679,0.1688,0.8415,1.0957,0.7013,0.8207,0.0781,0.1719,0.1216
7,WEEKDAY,20,0.0000,1.4340,0.4078,0.1164,0.6170,1.0638,0.7013,0.6347,0.0552,0.1375,0.1124
7,WEEKDAY,21,0.0000,1.1224,0.3743,0.0635,0.3718,1.0367,0.7013,0.4178,0.0351,0.0975,0.0917
7,WEEKDAY,22,0.0000,0.8997,0.3642,0.0326,0.2293,1.0054,0.6289,0.2307,0.0216,0.0618,0.0613
7,WEEKDAY,23,0.0000,0.5052,0.2642,0.0243,0.1294,0.9830,0.3280,0.1397,0.0129,0.0382,0.0296
7,SATURDAY,0,0.0000,0.4760,0.2609,0.0236,0.1181,0.9712,0.3280,0.1319,0.0114,0.0356,0.0223
7,SATURDAY,1,0.0000,0.2625,0.2353,0.0236,0.0992,0.9622,0.3280,0.1346,0.0086,0.0283,0.0078
7,SATURDAY,2,0.0000,0.2411,0.2287,0.0248,0.0992,0.9573,0.3280,0.1547,0.0086,0.0284,0.0059
7,SATURDAY,3,0.0000,0.2239,0.2544,0.0344,0.1563,0.9578,0.3280,0.1907,0.0094,0.0357,0.0095
7,SATURDAY,4,0.0000,0.2637,0.2612,0.0585,0.2945,0.9775,0.3280,0.2772,0.0123,0.0621,0.0205
7,SATURDAY,5,0.0000,0.2753,0.2620,0.0882,0.4165,1.0049,0.0435,0.4218,0.0205,0.0982,0.0363
7,SATURDAY,6,0.0000,0.5976,0.3571,0.1265,0.5384,1.0407,0.0000,0.5933,0.0328,0.1264,0.0476
7,SATURDAY,7,0.0000,0.9811,0.3743,0.1623,0.6261,1.0715,0.0000,0.7404,0.0449,0.1472,0.0535
7,SATURDAY,8,0.0000,1.3634,0.4076,0.1888,0.8262,1.1200,0.0000,0.9257,0.0657,0.1751,0.0707
7,SATURDAY,9,0.0000,1.7668,0.5602,0.2052,1.0099,1.1572,0.0000,1.1195,0.1058,0.2117,0.1002
7,SATURDAY,10,0.0000,2.4040,0.6711,0.2114,1.0883,1.1761,0.0000,1.2201,0.1303,0.2329,0.1192
7,SATURDAY,11,0.0000,2.5526,0.6885,0.2103,1.0068,1.1938,0.0000,1.2462,0.1355,0.2388,0.1234
7,SATURDAY,12,0.0000,2.6316,0.6876,0.2024,0.9178,1.1958,0.0000,1.2488,0.1359,0.2394,0.1237
7,SATURDAY,13,0.0000,2.7144,0.6917,0.1973,0.8695,1.2045,0.0000,1.2488,0.1359,0.2393,0.1237
7,SATURDAY,14,0.0000,2.7667,0.6911,0.1964,0.8627,1.2012,0.0000,1.2448,0.1357,0.2384,0.1237
7,SATURDAY,15,0.0000,2.7829,0.6931,0.2021,0.9208,1.1832,0.0000,1.2204,0.1346,0.2349,0.1237
7,SATURDAY,16,0.0000,2.5065,0.6643,0.2063,0.9963,1.1722,0.0000,1.1877,0.1321,0.2303,0.1237
7,SATURDAY,17,0.0000,2.4825,0.6647,0.2053,1.0774,1.1453,0.3885,1.1404,0.1232,0.2218,0.1237
7,SATURDAY,18,0.0000,2.3965,0.6613,0.1978,1.0133,1.1289,0.4167,1.0239,0.1028,0.2033,0.1237
7,SATURDAY,19,0.0000,1.7370,0.5827,0.1688,0.8920,1.1052,0.7013,0.8743,0.0798,0.1782,0.1225
7,SATURDAY,20,0.0000,1.4955,0.4202,0.1164,0.6518,1.0716,0.7013,0.6686,0.0572,0.1433,0.1178
7,SATURDAY,21,0.0000,1.1819,0.3816,0.0635,0.3979,1.0435,0.7013,0.4521,0.0381,0.1054,0.1059
7,SATURDAY,22,0.0000,0.9888,0.3720,0.0326,0.2526,1.0114,0.6289,0.2755,0.0262,0.0746,0.0833
7,SATURDAY,23,0.0000,0.3496,0.2417,0.0244,0.1686,0.9881,0.3280,0.0876,0.0186,0.0540,0.0543
7,SUNDAY,0,0.0000,0.2959,0.2363,0.0236,0.0971,0.9620,0.3280,0.0980,0.0072,0.0250,0.0059
