Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.1218,0.1503,0.1089,0.0410,0.0009,0.0733,0.2600,0.2188,0.2598,0.0093,0.0135,0.0059
1,WEEKDAY,1,0.1381,0.0931,0.1008,0.0410,0.0009,0.0733,0.2600,0.2179,0.2598,0.0093,0.0135,0.0059
1,WEEKDAY,2,0.1470,0.0916,0.1003,0.0410,0.0009,0.0733,0.2600,0.2179,0.2598,0.0093,0.0135,0.0059
1,WEEKDAY,3,0.1564,0.0910,0.1003,0.0410,0.0009,0.0734,0.2600,0.2180,0.2598,0.0095,0.0136,0.0060
1,WEEKDAY,4,0.1590,0.0911,0.1003,0.0416,0.0015,0.0735,0.1862,0.2301,0.2618,0.0114,0.0147,0.0062
1,WEEKDAY,5,0.1632,0.0922,0.1003,0.0430,0.0051,0.0738,0.1862,0.2865,0.2866,0.0202,0.0188,0.0077
1,WEEKDAY,6,1.0024,0.0956,0.1220,0.0487,0.0129,0.0747,0.1862,0.4288,0.3374,0.0455,0.0325,0.0130
1,WEEKDAY,7,0.6452,0.1559,0.2208,0.0554,0.0210,0.0769,0.0000,0.6252,0.4312,0.0891,0.0677,0.0256
1,WEEKDAY,8,0.1702,0.1985,0.2344,0.0668,0.0280,0.0808,0.0000,0.8285,0.5354,0.1317,0.0852,0.0423
1,WEEKDAY,9,0.2937,0.3030,0.2771,0.0758,0.0321,0.0846,0.0000,0.9853,0.6020,0.1571,0.0904,0.0509
1,WEEKDAY,10,0.1328,0.4563,0.2752,0.0799,0.0332,0.0860,0.0000,1.0088,0.6291,0.1630,0.0923,0.0535
1,WEEKDAY,11,0.0819,0.5194,0.2757,0.0796,0.0337,0.0861,0.0000,0.9920,0.6343,0.1629,0.0925,0.0539
1,WEEKDAY,12,0.0510,0.5944,0.2781,0.0802,0.0334,0.0859,0.0000,0.9875,0.6338,0.1597,0.0925,0.0531
1,WEEKDAY,13,0.0570,0.6251,0.2823,0.0789,0.0320,0.0855,0.0000,0.9914,0.6274,0.1511,0.0923,0.0510
1,WEEKDAY,14,0.0526,0.6074,0.2828,0.0773,0.0287,0.0845,0.0000,0.9844,0.6101,0.1346,0.0896,0.0471
1,WEEKDAY,15,0.0685,0.4918,0.2776,0.0747,0.0235,0.0828,0.0000,0.9292,0.5704,0.1071,0.0805,0.0400
1,WEEKDAY,16,0.1042,0.3199,0.2587,0.0701,0.0158,0.0802,0.0000,0.8015,0.4922,0.0724,0.0635,0.0311
