Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0127,0.0028,0.0998,0.0051,0.0013,0.0461,0.0376,0.1242,0.0082,0.0289,0.0074,0.0866,0.0062
1,WEEKDAY,1,0.0154,0.0027,0.0990,0.0051,0.0013,0.0464,0.0376,0.1231,0.0083,0.0306,0.0074,0.0881,0.0063
1,WEEKDAY,2,0.0203,0.0024,0.0992,0.0051,0.0015,0.0468,0.0376,0.1249,0.0087,0.0345,0.0074,0.0917,0.0065
1,WEEKDAY,3,0.0247,0.0021,0.1024,0.0053,0.0016,0.0471,0.0376,0.1373,0.0096,0.0373,0.0074,0.0948,0.0065
1,WEEKDAY,4,0.0144,0.0019,0.1034,0.0059,0.0020,0.0477,0.0376,0.1831,0.0121,0.0416,0.0074,0.1001,0.0094
1,WEEKDAY,5,0.0584,0.0016,0.1423,0.0081,0.0031,0.0501,0.0376,0.2570,0.0193,0.0519,0.0086,0.1150,0.0164
1,WEEKDAY,6,0.0474,0.0025,0.1428,0.0123,0.0052,0.0514,0.0306,0.3891,0.0315,0.0719,0.0114,0.1418,0.0251
1,WEEKDAY,7,0.1631,0.0141,0.1551,0.0156,0.0071,0.0526,0.0000,0.4735,0.0459,0.0877,0.0138,0.1665,0.0314
1,WEEKDAY,8,0.2703,0.0310,0.2290,0.0169,0.0083,0.0533,0.0000,0.5066,0.0555,0.0951,0.0149,0.1786,0.0341
1,WEEKDAY,9,0.2311,0.0606,0.2271,0.0169,0.0088,0.0552,0.0000,0.5104,0.0602,0.0948,0.0149,0.1805,0.0345
1,WEEKDAY,10,0.1555,0.0982,0.2029,0.0170,0.0090,0.0561,0.0000,0.5117,0.0617,0.0948,0.0149,0.1806,0.0345
1,WEEKDAY,11,0.1142,0.1337,0.1890,0.0174,0.0090,0.0568,0.0000,0.5111,0.0618,0.0948,0.0149,0.1806,0.0345
1,WEEKDAY,12,0.0746,0.1707,0.1770,0.0173,0.0089,0.0582,0.0000,0.5079,0.0617,0.0948,0.0149,0.1806,0.0345
1,WEEKDAY,13,0.0485,0.2056,0.1726,0.0168,0.0089,0.0583,0.0000,0.5088,0.0607,0.0948,0.0149,0.1797,0.0345
1,WEEKDAY,14,0.0354,0.2311,0.1717,0.0166,0.0085,0.0589,0.0000,0.5065,0.0591,0.0935,0.0149,0.1782,0.0352
1,WEEKDAY,15,0.0314,0.2218,0.1665,0.0168,0.0074,0.0585,0.0000,0.4908,0.0548,0.0910,0.0149,0.1729,0.0349
1,WEEKDAY,16,0.0362,0.1819,0.1644,0.0163,0.0059,0.0564,0.0000,0.4466,0.0458,0.0875,0.0148,0.1621,0.0333
1,WEEKDAY,17,0.0421,0.1372,0.1576,0.0136,0.0042,0.0539,0.0324,0.3758,0.0327,0.0745,0.0141,0.1430,0.0291
1,WEEKDAY,18,0.0002,0.0552,0.1353,0.0097,0.0028,0.0510,0.0371,0.2922,0.0209,0.0590,0.0123,0.1213,0.0219
1,WEEKDAY,19,0.0002,0.0176,0.1010,0.0069,0.0021,0.0496,0.0371,0.2306,0.0138,0.0477,0.0098,0.1067,0.0162
1,WEEKDAY,20,0.0003,0.0094,0.0993,0.0056,0.0017,0.0489,0.0371,0.1874,0.0103,0.0399,0.0084,0.0981,0.0127
1,WEEKDAY,21,0.0025,0.0066,0.0989,0.0053,0.0014,0.0476,0.0371,0.1554,0.0089,0.0338,0.0077,0.0936,0.0107
1,WEEKDAY,22,0.0039,0.0052,0.0988,0.0053,0.0013,0.0474,0.0371,0.1364,0.0083,0.0316,0.0074,0.0908,0.0092
1,WEEKDAY,23,0.0062,0.0043,0.0992,0.0052,0.0013,0.0461,0.0382,0.1298,0.0082,0.0313,0.0074,0.0898,0.0085
1,SATURDAY,0,0.0061,0.0054,0.0396,0.0051,0.0013,0.0461,0.0376,0.1064,0.0082,0.0254,0.0074,0.0847,0.0048
1,SATURDAY,1,0.0123,0.0041,0.0400,0.0052,0.0013,0.0462,0.0376,0.1059,0.0082,0.0249,0.0074,0.0847,0.0049
1,SATURDAY,2,0.0129,0.0030,0.0401,0.0052,0.0013,0.0462,0.0376,0.1054,0.0082,0.0233,0.0074,0.0850,0.0052
1,SATURDAY,3,0.0135,0.0026,0.0401,0.0052,0.0013,0.0462,0.0376,0.1045,0.0085,0.0212,0.0074,0.0832,0.0038
1,SATURDAY,4,0.0138,0.0023,0.0399,0.0052,0.0014,0.0463,0.0376,0.1123,0.0088,0.0201,0.0074,0.0822,0.0031
1,SATURDAY,5,0.0147,0.0017,0.0399,0.0053,0.0014,0.0473,0.0376,0.1323,0.0103,0.0189,0.0074,0.0817,0.0028
1,SATURDAY,6,0.0208,0.0014,0.0401,0.0059,0.0015,0.0470,0.0306,0.1635,0.0130,0.0195,0.0074,0.0813,0.0024
1,SATURDAY,7,0.0786,0.0013,0.0823,0.0063,0.0015,0.0468,0.0000,0.1841,0.0165,0.0215,0.0074,0.0813,0.0024
1,SATURDAY,8,0.0454,0.0025,0.0821,0.0064,0.0016,0.0466,0.0000,0.2012,0.0196,0.0215,0.0074,0.0813,0.0024
1,SATURDAY,9,0.0443,0.0107,0.0827,0.0064,0.0016,0.0478,0.0000,0.1984,0.0205,0.0197,0.0074,0.0813,0.0024
1,SATURDAY,10,0.0224,0.0238,0.0819,0.0064,0.0016,0.0485,0.0000,0.1908,0.0197,0.0195,0.0074,0.0813,0.0024
1,SATURDAY,11,0.0083,0.0315,0.0809,0.0064,0.0014,0.0491,0.0000,0.1617,0.0166,0.0192,0.0074,0.0813,0.0024
1,SATURDAY,12,0.0001,0.0323,0.0497,0.0062,0.0014,0.0504,0.0000,0.1378,0.0144,0.0186,0.0074,0.0813,0.0024
1,SATURDAY,13,0.0000,0.0263,0.0395,0.0058,0.0014,0.0505,0.0000,0.1130,0.0125,0.0181,0.0074,0.0813,0.0024
1,SATURDAY,14,0.0000,0.0266,0.0395,0.0054,0.0014,0.0516,0.0000,0.0998,0.0106,0.0171,0.0074,0.0813,0.0024
1,SATURDAY,15,0.0001,0.0219,0.0395,0.0052,0.0014,0.0517,0.0000,0.0928,0.0094,0.0161,0.0074,0.0813,0.0024
