Month,Weekend,Hour,Heating,Cooling,Ventilation,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0918,0.0989,0.1666,0.0096,0.0933,0.1322,0.2610,0.0159,0.0562,0.0322,0.0020
1,WEEKDAY,1,0.1074,0.0800,0.1657,0.0044,0.0898,0.1322,0.2162,0.0133,0.0462,0.0244,0.0016
1,WEEKDAY,2,0.1205,0.0691,0.1647,0.0033,0.0882,0.1322,0.2039,0.0115,0.0388,0.0217,0.0015
1,WEEKDAY,3,0.1345,0.0594,0.1629,0.0044,0.0882,0.1322,0.2070,0.0115,0.0399,0.0218,0.0015
1,WEEKDAY,4,0.1441,0.0547,0.1624,0.0135,0.0928,0.1322,0.2240,0.0141,0.0432,0.0268,0.0017
1,WEEKDAY,5,0.1375,0.0627,0.1632,0.0669,0.0994,0.1322,0.3428,0.0253,0.0671,0.0518,0.0029
1,WEEKDAY,6,0.1319,0.0667,0.1706,0.1037,0.1031,0.0776,0.4077,0.0361,0.0853,0.0687,0.0037
1,WEEKDAY,7,0.1181,0.0777,0.1698,0.1230,0.1056,0.0024,0.4426,0.0431,0.0932,0.0749,0.0039
1,WEEKDAY,8,0.0837,0.1270,0.1759,0.1153,0.1079,0.0024,0.4756,0.0469,0.0984,0.0753,0.0039
1,WEEKDAY,9,0.0499,0.1673,0.1895,0.1106,0.1107,0.0024,0.4408,0.0466,0.0997,0.0726,0.0038
1,WEEKDAY,10,0.0359,0.2193,0.1982,0.1175,0.1117,0.0024,0.4126,0.0436,0.1035,0.0701,0.0036
1,WEEKDAY,11,0.0251,0.2553,0.2012,0.1256,0.1120,0.0024,0.3988,0.0425,0.1060,0.0691,0.0036
1,WEEKDAY,12,0.0236,0.2930,0.2077,0.1325,0.1127,0.0024,0.3965,0.0413,0.1060,0.0691,0.0036
1,WEEKDAY,13,0.0197,0.3224,0.2105,0.1271,0.1127,0.0024,0.3952,0.0423,0.1073,0.0690,0.0036
1,WEEKDAY,14,0.0177,0.3365,0.2101,0.1179,0.1133,0.0024,0.3974,0.0462,0.1085,0.0700,0.0036
1,WEEKDAY,15,0.0196,0.3251,0.2074,0.1166,0.1133,0.0024,0.4037,0.0470,0.1161,0.0713,0.0037
1,WEEKDAY,16,0.0259,0.2639,0.1970,0.1235,0.1126,0.0139,0.4354,0.0460,0.1235,0.0694,0.0036
1,WEEKDAY,17,0.0378,0.2220,0.1924,0.1320,0.1118,0.0891,0.4639,0.0434,0.1296,0.0665,0.0034
1,WEEKDAY,18,0.0448,0.1998,0.1896,0.1288,0.1099,0.1436,0.4975,0.0403,0.1306,0.0850,0.0044
1,WEEKDAY,19,0.0458,0.1897,0.1873,0.1246,0.1089,0.1436,0.5264,0.0381,0.1302,0.0887,0.0046
1,WEEKDAY,20,0.0486,0.1789,0.1864,0.1126,0.1071,0.1436,0.5413,0.0340,0.1119,0.0901,0.0046
1,WEEKDAY,21,0.0527,0.1601,0.1850,0.0946,0.1034,0.1436,0.5141,0.0321,0.0904,0.0827,0.0043
1,WEEKDAY,22,0.0664,0.1327,0.1794,0.0690,0.0996,0.1322,0.3701,0.0284,0.0769,0.0547,0.0030
1,WEEKDAY,23,0.0791,0.1168,0.1750,0.0075,0.0964,0.1322,0.2886,0.0198,0.0689,0.0373,0.0022
1,SATURDAY,0,0.0697,0.1090,0.1673,0.0096,0.0932,0.1322,0.2624,0.0158,0.0562,0.0322,0.0020
1,SATURDAY,1,0.0851,0.0977,0.1667,0.0044,0.0898,0.1322,0.2161,0.0133,0.0462,0.0244,0.0016
1,SATURDAY,2,0.1015,0.0835,0.1643,0.0033,0.0882,0.1322,0.2038,0.0115,0.0387,0.0217,0.0015
1,SATURDAY,3,0.1113,0.0763,0.1638,0.0044,0.0882,0.1322,0.2070,0.0115,0.0395,0.0218,0.0015
1,SATURDAY,4,0.1260,0.0650,0.1638,0.0135,0.0928,0.1322,0.2131,0.0141,0.0428,0.0268,0.0017
1,SATURDAY,5,0.1326,0.0661,0.1654,0.0668,0.0992,0.1322,0.2618,0.0253,0.0667,0.0518,0.0029
1,SATURDAY,6,0.1252,0.0710,0.1724,0.1036,0.1029,0.0776,0.3618,0.0361,0.0851,0.0687,0.0037
1,SATURDAY,7,0.1132,0.0774,0.1699,0.1229,0.1054,0.0024,0.4230,0.0431,0.0930,0.0749,0.0039
1,SATURDAY,8,0.0811,0.1187,0.1754,0.1153,0.1076,0.0024,0.4748,0.0468,0.0984,0.0753,0.0039
1,SATURDAY,9,0.0396,0.1669,0.1825,0.1106,0.1104,0.0024,0.4403,0.0466,0.0997,0.0726,0.0038
1,SATURDAY,10,0.0245,0.2057,0.1842,0.1175,0.1114,0.0024,0.4126,0.0436,0.1035,0.0701,0.0036
1,SATURDAY,11,0.0137,0.2599,0.1940,0.1256,0.1117,0.0024,0.3990,0.0424,0.1060,0.0691,0.0036
1,SATURDAY,12,0.0078,0.3069,0.1985,0.1323,0.1124,0.0024,0.3965,0.0411,0.1060,0.0691,0.0036
1,SATURDAY,13,0.0092,0.3523,0.2057,0.1267,0.1125,0.0024,0.3949,0.0421,0.1073,0.0690,0.0036
1,SATURDAY,14,0.0101,0.3640,0.2085,0.1173,0.1130,0.0024,0.3967,0.0460,0.1085,0.0700,0.0036
1,SATURDAY,15,0.0081,0.3296,0.2002,0.1157,0.1130,0.0024,0.4027,0.0468,0.1161,0.0713,0.0037
1,SATURDAY,16,0.0131,0.2761,0.1924,0.1223,0.1124,0.0139,0.4342,0.0457,0.1235,0.0694,0.0036
1,SATURDAY,17,0.0228,0.2397,0.1892,0.1305,0.1115,0.0891,0.4626,0.0432,0.1298,0.0665,0.0034
1,SATURDAY,18,0.0280,0.2167,0.1880,0.1271,0.1097,0.1436,0.4961,0.0400,0.1308,0.0850,0.0044
1,SATURDAY,19,0.0302,0.2064,0.1870,0.1229,0.1087,0.1436,0.5249,0.0378,0.1303,0.0887,0.0046
1,SATURDAY,20,0.0316,0.1960,0.1864,0.1110,0.1069,0.1436,0.5397,0.0336,0.1111,0.0901,0.0046
1,SATURDAY,21,0.0352,0.1788,0.1859,0.0937,0.1032,0.1436,0.5127,0.0317,0.0902,0.0827,0.0043
1,SATURDAY,22,0.0542,0.1468,0.1805,0.0683,0.0995,0.1322,0.3688,0.0281,0.0769,0.0547,0.0030
1,SATURDAY,23,0.0636,0.1279,0.1753,0.0073,0.0963,0.1322,0.2870,0.0196,0.0689,0.0373,0.0022
1,SUNDAY,0,0.0812,0.1047,0.1685,0.0096,0.0932,0.1322,0.2624,0.0158,0.0562,0.0323,0.0020
1,SUNDAY,1,0.0969,0.0832,0.1677,0.0044,0.0898,0.1322,0.2161,0.0133,0.0462,0.0245,0.0016
1,SUNDAY,2,0.1097,0.0736,0.1654,0.0033,0.0882,0.1322,0.2038,0.0115,0.0387,0.0218,0.0015
1,SUNDAY,3,0.1216,0.0646,0.1643,0.0044,0.0882,0.1322,0.2069,0.0115,0.0395,0.0218,0.0015
1,SUNDAY,4,0.1316,0.0566,0.1639,0.0135,0.0928,0.1322,0.2131,0.0141,0.0428,0.0269,0.0017
1,SUNDAY,5,0.1390,0.0580,0.1659,0.0668,0.0992,0.1322,0.2616,0.0253,0.0667,0.0519,0.0029
1,SUNDAY,6,0.1358,0.0647,0.1736,0.1036,0.1029,0.0776,0.3614,0.0360,0.0851,0.0687,0.0037
1,SUNDAY,7,0.1208,0.0718,0.1690,0.1229,0.1054,0.0024,0.4224,0.0429,0.0930,0.0749,0.0039
1,SUNDAY,8,0.0870,0.1228,0.1729,0.1153,0.1076,0.0024,0.4741,0.0466,0.0984,0.0753,0.0039
1,SUNDAY,9,0.0505,0.1588,0.1856,0.1106,0.1104,0.0024,0.4397,0.0464,0.0997,0.0726,0.0038
1,SUNDAY,10,0.0289,0.1984,0.1943,0.1175,0.1114,0.0024,0.4121,0.0434,0.1035,0.0701,0.0036
1,SUNDAY,11,0.0267,0.2302,0.1966,0.1256,0.1117,0.0024,0.3987,0.0423,0.1060,0.0691,0.0036
1,SUNDAY,12,0.0168,0.2786,0.2002,0.1323,0.1124,0.0024,0.3964,0.0411,0.1060,0.0691,0.0036
1,SUNDAY,13,0.0152,0.3118,0.2070,0.1267,0.1125,0.0024,0.3948,0.0421,0.1073,0.0690,0.0036
1,SUNDAY,14,0.0165,0.3215,0.2053,0.1173,0.1130,0.0024,0.3967,0.0460,0.1085,0.0700,0.0036
