Month,Daytype,Hour,Heating,Cooling,Ventilation,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,SUNDAY,6,0.1563,0.0617,0.0975,0.1131,0.1018,0.0836,0.2492,0.0265,0.0637,0.0459,0.0019
1,SUNDAY,7,0.1657,0.0707,0.0974,0.1262,0.1040,0.0000,0.2895,0.0293,0.0697,0.0523,0.0021
1,SUNDAY,8,0.1203,0.0821,0.0922,0.1259,0.1061,0.0000,0.3274,0.0318,0.0733,0.0561,0.0022
1,SUNDAY,9,0.0969,0.1021,0.0912,0.1016,0.1085,0.0000,0.3111,0.0322,0.0873,0.0592,0.0023
1,SUNDAY,10,0.0838,0.1231,0.0947,0.0756,0.1093,0.0000,0.2866,0.0316,0.0903,0.0591,0.0022
1,SUNDAY,11,0.0797,0.1417,0.0978,0.0920,0.1096,0.0000,0.2459,0.0314,0.1030,0.0585,0.0022
1,SUNDAY,12,0.0690,0.1651,0.1010,0.0998,0.1101,0.0000,0.2383,0.0310,0.1030,0.0585,0.0022
1,SUNDAY,13,0.0599,0.1876,0.1039,0.0950,0.1101,0.0000,0.2399,0.0313,0.1036,0.0584,0.0022
1,SUNDAY,14,0.0623,0.2221,0.1050,0.0713,0.1105,0.0000,0.2384,0.0325,0.1042,0.0592,0.0022
1,SUNDAY,15,0.0650,0.2137,0.1038,0.0710,0.1105,0.0000,0.2421,0.0328,0.1078,0.0602,0.0023
1,SUNDAY,16,0.0683,0.1693,0.0994,0.1104,0.1099,0.0000,0.2589,0.0325,0.1112,0.0588,0.0022
1,SUNDAY,17,0.0732,0.1457,0.0976,0.1797,0.1092,0.0621,0.2837,0.0313,0.1142,0.0565,0.0021
1,SUNDAY,18,0.0754,0.1369,0.0962,0.1853,0.1076,0.1051,0.3588,0.0301,0.1148,0.0692,0.0028
1,SUNDAY,19,0.0773,0.1352,0.0949,0.1234,0.1067,0.1265,0.3964,0.0290,0.1139,0.0704,0.0029
1,SUNDAY,20,0.0799,0.1299,0.0942,0.0941,0.1051,0.1265,0.4056,0.0272,0.1103,0.0674,0.0028
1,SUNDAY,21,0.0842,0.1217,0.0932,0.0849,0.1019,0.1265,0.3912,0.0256,0.0924,0.0583,0.0025
1,SUNDAY,22,0.0906,0.1078,0.0928,0.0654,0.0986,0.1265,0.2825,0.0239,0.0645,0.0359,0.0013
1,SUNDAY,23,0.1165,0.0815,0.0918,0.0266,0.0959,0.1265,0.2254,0.0212,0.0582,0.0244,0.0007
1,HOLIDAY,0,0.1382,0.0786,0.0920,0.0081,0.0931,0.1265,0.1620,0.0199,0.0354,0.0209,0.0005
1,HOLIDAY,1,0.1380,0.0657,0.0935,0.0081,0.0901,0.1265,0.1525,0.0192,0.0307,0.0156,0.0003
1,HOLIDAY,2,0.1550,0.0623,0.0949,0.0078,0.0887,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
1,HOLIDAY,3,0.1737,0.0591,0.0963,0.0074,0.0886,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
1,HOLIDAY,4,0.1877,0.0560,0.0981,0.0133,0.0927,0.1240,0.1536,0.0195,0.0283,0.0172,0.0003
1,HOLIDAY,5,0.1984,0.0564,0.0994,0.0450,0.0986,0.1240,0.2069,0.0229,0.0472,0.0348,0.0013
1,HOLIDAY,6,0.2134,0.0549,0.1014,0.1131,0.1018,0.0836,0.2537,0.0265,0.0637,0.0459,0.0019
1,HOLIDAY,7,0.2169,0.0595,0.1027,0.1262,0.1040,0.0000,0.2914,0.0293,0.0697,0.0523,0.0021
1,HOLIDAY,8,0.1667,0.0692,0.0930,0.1259,0.1061,0.0000,0.3274,0.0318,0.0733,0.0561,0.0022
1,HOLIDAY,9,0.1228,0.0771,0.0875,0.1016,0.1085,0.0000,0.3111,0.0322,0.0873,0.0592,0.0023
1,HOLIDAY,10,0.0950,0.0872,0.0856,0.0756,0.1093,0.0000,0.2866,0.0316,0.0903,0.0591,0.0022
1,HOLIDAY,11,0.0911,0.0956,0.0867,0.0920,0.1096,0.0000,0.2459,0.0314,0.1030,0.0585,0.0022
1,HOLIDAY,12,0.0898,0.1083,0.0898,0.0998,0.1101,0.0000,0.2383,0.0310,0.1030,0.0585,0.0022
1,HOLIDAY,13,0.0896,0.1131,0.0913,0.0950,0.1101,0.0000,0.2399,0.0313,0.1036,0.0584,0.0022
1,HOLIDAY,14,0.0898,0.1112,0.0906,0.0713,0.1105,0.0000,0.2384,0.0325,0.1042,0.0592,0.0022
1,HOLIDAY,15,0.0897,0.1107,0.0886,0.0710,0.1105,0.0000,0.2421,0.0328,0.1078,0.0602,0.0023
1,HOLIDAY,16,0.0894,0.1007,0.0896,0.1104,0.1099,0.0000,0.2589,0.0325,0.1112,0.0588,0.0022
1,HOLIDAY,17,0.0884,0.0915,0.0899,0.1797,0.1092,0.0621,0.2837,0.0313,0.1142,0.0565,0.0021
1,HOLIDAY,18,0.0894,0.0920,0.0897,0.1853,0.1076,0.1051,0.3588,0.0301,0.1148,0.0692,0.0028
1,HOLIDAY,19,0.0986,0.0870,0.0908,0.1234,0.1067,0.1265,0.3964,0.0290,0.1139,0.0704,0.0029
1,HOLIDAY,20,0.1009,0.0868,0.0914,0.0941,0.1051,0.1265,0.4056,0.0272,0.1103,0.0674,0.0028
1,HOLIDAY,21,0.1040,0.0839,0.0912,0.0849,0.1019,0.1265,0.3912,0.0256,0.0924,0.0583,0.0025
1,HOLIDAY,22,0.1126,0.0767,0.0914,0.0654,0.0986,0.1265,0.2825,0.0239,0.0645,0.0359,0.0013
1,HOLIDAY,23,0.1242,0.0694,0.0915,0.0266,0.0959,0.1265,0.2254,0.0212,0.0582,0.0244,0.0007
2,WEEKDAY,0,0.0962,0.0904,0.0902,0.0081,0.0932,0.1265,0.1620,0.0199,0.0354,0.0209,0.0005
2,WEEKDAY,1,0.1040,0.0813,0.0903,0.0081,0.0901,0.1265,0.1525,0.0192,0.0307,0.0156,0.0003
2,WEEKDAY,2,0.1091,0.0792,0.0906,0.0078,0.0887,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
2,WEEKDAY,3,0.1155,0.0753,0.0913,0.0074,0.0887,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
2,WEEKDAY,4,0.1253,0.0696,0.0921,0.0133,0.0928,0.1240,0.1536,0.0195,0.0283,0.0172,0.0003
2,WEEKDAY,5,0.1335,0.0654,0.0931,0.0450,0.0986,0.1240,0.2069,0.0229,0.0472,0.0348,0.0013
2,WEEKDAY,6,0.1407,0.0665,0.0939,0.1131,0.1018,0.0836,0.2537,0.0265,0.0637,0.0459,0.0019
2,WEEKDAY,7,0.1290,0.0737,0.0902,0.1262,0.1041,0.0000,0.2914,0.0293,0.0697,0.0523,0.0021
2,WEEKDAY,8,0.1031,0.0937,0.0915,0.1259,0.1062,0.0000,0.3274,0.0318,0.0733,0.0561,0.0022
2,WEEKDAY,9,0.0876,0.1234,0.0924,0.1016,0.1086,0.0000,0.3111,0.0322,0.0873,0.0592,0.0023
2,WEEKDAY,10,0.0763,0.1595,0.0980,0.0756,0.1094,0.0000,0.2866,0.0316,0.0903,0.0591,0.0022
2,WEEKDAY,11,0.0720,0.1860,0.1031,0.0920,0.1095,0.0000,0.2459,0.0314,0.1030,0.0585,0.0022
2,WEEKDAY,12,0.0635,0.2234,0.1068,0.0998,0.1100,0.0000,0.2383,0.0310,0.1030,0.0585,0.0022
2,WEEKDAY,13,0.0611,0.2521,0.1099,0.0950,0.1100,0.0000,0.2399,0.0313,0.1036,0.0584,0.0022
2,WEEKDAY,14,0.0555,0.2795,0.1124,0.0713,0.1105,0.0000,0.2384,0.0325,0.1042,0.0592,0.0022
2,WEEKDAY,15,0.0561,0.2964,0.1126,0.0710,0.1104,0.0000,0.2421,0.0328,0.1078,0.0602,0.0023
2,WEEKDAY,16,0.0567,0.2634,0.1084,0.1104,0.1099,0.0000,0.2589,0.0325,0.1112,0.0588,0.0022
2,WEEKDAY,17,0.0582,0.2008,0.1009,0.1797,0.1092,0.0621,0.2837,0.0313,0.1142,0.0565,0.0021
2,WEEKDAY,18,0.0593,0.1762,0.0979,0.1853,0.1076,0.1051,0.3588,0.0301,0.1148,0.0692,0.0028
2,WEEKDAY,19,0.0620,0.1634,0.0954,0.1234,0.1067,0.1265,0.3964,0.0290,0.1139,0.0704,0.0029
2,WEEKDAY,20,0.0675,0.1491,0.0937,0.0941,0.1051,0.1265,0.4056,0.0272,0.1103,0.0674,0.0028
2,WEEKDAY,21,0.0712,0.1387,0.0923,0.0849,0.1019,0.1265,0.3912,0.0256,0.0924,0.0583,0.0025
2,WEEKDAY,22,0.0773,0.1178,0.0913,0.0654,0.0986,0.1265,0.2825,0.0239,0.0645,0.0359,0.0013
2,WEEKDAY,23,0.0863,0.1031,0.0901,0.0266,0.0959,0.1265,0.2254,0.0212,0.0582,0.0244,0.0007
2,SATURDAY,0,0.1029,0.0835,0.0905,0.0081,0.0932,0.1265,0.1620,0.0199,0.0354,0.0209,0.0005
2,SATURDAY,1,0.1062,0.0781,0.0911,0.0081,0.0901,0.1265,0.1525,0.0192,0.0307,0.0156,0.0003
2,SATURDAY,2,0.1126,0.0727,0.0918,0.0078,0.0887,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
2,SATURDAY,3,0.1210,0.0699,0.0929,0.0074,0.0887,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
2,SATURDAY,4,0.1329,0.0689,0.0940,0.0133,0.0928,0.1240,0.1525,0.0195,0.0283,0.0172,0.0003
2,SATURDAY,5,0.1413,0.0683,0.0947,0.0450,0.0986,0.1240,0.1988,0.0229,0.0472,0.0348,0.0013
2,SATURDAY,6,0.1491,0.0677,0.0958,0.1131,0.1018,0.0836,0.2492,0.0265,0.0637,0.0459,0.0019
2,SATURDAY,7,0.1374,0.0747,0.0918,0.1262,0.1041,0.0000,0.2895,0.0293,0.0697,0.0523,0.0021
2,SATURDAY,8,0.1056,0.0897,0.0910,0.1259,0.1062,0.0000,0.3274,0.0318,0.0733,0.0561,0.0022
2,SATURDAY,9,0.0880,0.1133,0.0903,0.1016,0.1086,0.0000,0.3111,0.0322,0.0873,0.0592,0.0023
2,SATURDAY,10,0.0815,0.1417,0.0942,0.0756,0.1094,0.0000,0.2866,0.0316,0.0903,0.0591,0.0022
2,SATURDAY,11,0.0786,0.1506,0.0991,0.0920,0.1095,0.0000,0.2459,0.0314,0.1030,0.0585,0.0022
2,SATURDAY,12,0.0686,0.1790,0.1024,0.0998,0.1100,0.0000,0.2383,0.0310,0.1030,0.0585,0.0022
2,SATURDAY,13,0.0682,0.1971,0.1062,0.0950,0.1100,0.0000,0.2399,0.0313,0.1036,0.0584,0.0022
2,SATURDAY,14,0.0594,0.2367,0.1086,0.0713,0.1105,0.0000,0.2384,0.0325,0.1042,0.0592,0.0022
2,SATURDAY,15,0.0594,0.2578,0.1092,0.0710,0.1104,0.0000,0.2421,0.0328,0.1078,0.0602,0.0023
2,SATURDAY,16,0.0601,0.2292,0.1061,0.1104,0.1099,0.0000,0.2589,0.0325,0.1112,0.0588,0.0022
2,SATURDAY,17,0.0619,0.1697,0.0997,0.1797,0.1092,0.0621,0.2837,0.0313,0.1142,0.0565,0.0021
2,SATURDAY,18,0.0656,0.1469,0.0974,0.1853,0.1076,0.1051,0.3588,0.0301,0.1148,0.0692,0.0028
2,SATURDAY,19,0.0693,0.1402,0.0957,0.1234,0.1067,0.1265,0.3964,0.0290,0.1139,0.0704,0.0029
2,SATURDAY,20,0.0707,0.1344,0.0940,0.0941,0.1051,0.1265,0.4056,0.0272,0.1103,0.0674,0.0028
2,SATURDAY,21,0.0748,0.1253,0.0928,0.0849,0.1019,0.1265,0.3912,0.0256,0.0924,0.0583,0.0025
2,SATURDAY,22,0.0888,0.1016,0.0920,0.0654,0.0986,0.1265,0.2825,0.0239,0.0645,0.0359,0.0013
2,SATURDAY,23,0.0940,0.0965,0.0914,0.0266,0.0959,0.1265,0.2254,0.0212,0.0582,0.0244,0.0007
2,SUNDAY,0,0.1011,0.0914,0.0915,0.0081,0.0932,0.1265,0.1620,0.0199,0.0354,0.0209,0.0005
2,SUNDAY,1,0.1055,0.0872,0.0920,0.0081,0.0901,0.1265,0.1525,0.0192,0.0307,0.0156,0.0003
2,SUNDAY,2,0.1322,0.0633,0.0925,0.0078,0.0887,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
2,SUNDAY,3,0.1376,0.0626,0.0933,0.0074,0.0887,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
2,SUNDAY,4,0.1463,0.0604,0.0945,0.0133,0.0928,0.1240,0.1525,0.0195,0.0283,0.0172,0.0003
2,SUNDAY,5,0.1534,0.0577,0.0953,0.0450,0.0986,0.1240,0.1988,0.0229,0.0472,0.0348,0.0013
2,SUNDAY,6,0.1631,0.0592,0.0961,0.1131,0.1018,0.0836,0.2492,0.0265,0.0637,0.0459,0.0019
2,SUNDAY,7,0.1550,0.0640,0.0936,0.1262,0.1041,0.0000,0.2895,0.0293,0.0697,0.0523,0.0021
2,SUNDAY,8,0.1278,0.0777,0.0937,0.1259,0.1062,0.0000,0.3274,0.0318,0.0733,0.0561,0.0022
2,SUNDAY,9,0.1047,0.1084,0.0931,0.1016,0.1086,0.0000,0.3111,0.0322,0.0873,0.0592,0.0023
2,SUNDAY,10,0.0848,0.1421,0.0965,0.0756,0.1094,0.0000,0.2866,0.0316,0.0903,0.0591,0.0022
2,SUNDAY,11,0.0716,0.1661,0.1005,0.0920,0.1095,0.0000,0.2459,0.0314,0.1030,0.0585,0.0022
2,SUNDAY,12,0.0695,0.1821,0.1026,0.0998,0.1100,0.0000,0.2383,0.0310,0.1030,0.0585,0.0022
2,SUNDAY,13,0.0595,0.2237,0.1064,0.0950,0.1100,0.0000,0.2399,0.0313,0.1036,0.0584,0.0022
2,SUNDAY,14,0.0596,0.2476,0.1080,0.0713,0.1105,0.0000,0.2384,0.0325,0.1042,0.0592,0.0022
2,SUNDAY,15,0.0598,0.2586,0.1096,0.0710,0.1104,0.0000,0.2421,0.0328,0.1078,0.0602,0.0023
2,SUNDAY,16,0.0603,0.2270,0.1068,0.1104,0.1099,0.0000,0.2589,0.0325,0.1112,0.0588,0.0022
2,SUNDAY,17,0.0635,0.1660,0.1016,0.1797,0.1092,0.0621,0.2837,0.0313,0.1142,0.0565,0.0021
2,SUNDAY,18,0.0705,0.1481,0.0991,0.1853,0.1076,0.1051,0.3588,0.0301,0.1148,0.0692,0.0028
2,SUNDAY,19,0.0744,0.1427,0.0971,0.1234,0.1067,0.1265,0.3964,0.0290,0.1139,0.0704,0.0029
2,SUNDAY,20,0.0773,0.1337,0.0957,0.0941,0.1051,0.1265,0.4056,0.0272,0.1103,0.0674,0.0028
2,SUNDAY,21,0.0810,0.1259,0.0945,0.0849,0.1019,0.1265,0.3912,0.0256,0.0924,0.0583,0.0025
2,SUNDAY,22,0.0972,0.1009,0.0938,0.0654,0.0986,0.1265,0.2825,0.0239,0.0645,0.0359,0.0013
2,SUNDAY,23,0.1041,0.0939,0.0931,0.0266,0.0959,0.1265,0.2254,0.0212,0.0582,0.0244,0.0007
2,HOLIDAY,0,0.1836,0.0605,0.0990,0.0081,0.0932,0.1265,0.1620,0.0199,0.0354,0.0209,0.0005
2,HOLIDAY,1,0.1872,0.0570,0.0993,0.0081,0.0901,0.1265,0.1525,0.0192,0.0307,0.0156,0.0003
2,HOLIDAY,2,0.2274,0.0557,0.1009,0.0078,0.0887,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
2,HOLIDAY,3,0.2366,0.0525,0.1022,0.0074,0.0887,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
2,HOLIDAY,4,0.2604,0.0480,0.1039,0.0133,0.0928,0.1240,0.1536,0.0195,0.0283,0.0172,0.0003
2,HOLIDAY,5,0.2636,0.0486,0.1042,0.0450,0.0986,0.1240,0.2069,0.0229,0.0472,0.0348,0.0013
2,HOLIDAY,6,0.2644,0.0491,0.1044,0.1131,0.1018,0.0836,0.2537,0.0265,0.0637,0.0459,0.0019
2,HOLIDAY,7,0.1856,0.0542,0.0945,0.1262,0.1041,0.0000,0.2914,0.0293,0.0697,0.0523,0.0021
2,HOLIDAY,8,0.1385,0.0673,0.0953,0.1259,0.1062,0.0000,0.3274,0.0318,0.0733,0.0561,0.0022
2,HOLIDAY,9,0.1219,0.0762,0.0928,0.1016,0.1086,0.0000,0.3111,0.0322,0.0873,0.0592,0.0023
2,HOLIDAY,10,0.1017,0.0905,0.0932,0.0756,0.1094,0.0000,0.2866,0.0316,0.0903,0.0591,0.0022
2,HOLIDAY,11,0.0967,0.0986,0.0987,0.0920,0.1095,0.0000,0.2459,0.0314,0.1030,0.0585,0.0022
2,HOLIDAY,12,0.0899,0.1018,0.0997,0.0998,0.1100,0.0000,0.2383,0.0310,0.1030,0.0585,0.0022
2,HOLIDAY,13,0.0904,0.1050,0.0996,0.0950,0.1100,0.0000,0.2399,0.0313,0.1036,0.0584,0.0022
2,HOLIDAY,14,0.0884,0.1191,0.1018,0.0713,0.1105,0.0000,0.2384,0.0325,0.1042,0.0592,0.0022
2,HOLIDAY,15,0.0892,0.1203,0.1021,0.0710,0.1104,0.0000,0.2421,0.0328,0.1078,0.0602,0.0023
2,HOLIDAY,16,0.0899,0.1127,0.0986,0.1104,0.1099,0.0000,0.2589,0.0325,0.1112,0.0588,0.0022
2,HOLIDAY,17,0.0943,0.0955,0.0945,0.1797,0.1092,0.0621,0.2837,0.0313,0.1142,0.0565,0.0021
2,HOLIDAY,18,0.1102,0.0844,0.0942,0.1853,0.1076,0.1051,0.3588,0.0301,0.1148,0.0692,0.0028
2,HOLIDAY,19,0.1177,0.0779,0.0934,0.1234,0.1067,0.1265,0.3964,0.0290,0.1139,0.0704,0.0029
2,HOLIDAY,20,0.1205,0.0741,0.0930,0.0941,0.1051,0.1265,0.4056,0.0272,0.1103,0.0674,0.0028
2,HOLIDAY,21,0.1302,0.0722,0.0934,0.0849,0.1019,0.1265,0.3912,0.0256,0.0924,0.0583,0.0025
2,HOLIDAY,22,0.1540,0.0659,0.0956,0.0654,0.0986,0.1265,0.2825,0.0239,0.0645,0.0359,0.0013
2,HOLIDAY,23,0.1633,0.0635,0.0963,0.0266,0.0959,0.1265,0.2254,0.0212,0.0582,0.0244,0.0007
3,WEEKDAY,0,0.0713,0.1140,0.0889,0.0081,0.0933,0.1265,0.1620,0.0199,0.0354,0.0209,0.0005
3,WEEKDAY,1,0.0777,0.1023,0.0887,0.0081,0.0903,0.1265,0.1525,0.0192,0.0307,0.0156,0.0003
3,WEEKDAY,2,0.0887,0.0892,0.0890,0.0078,0.0889,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
3,WEEKDAY,3,0.0929,0.0841,0.0894,0.0074,0.0889,0.1265,0.1479,0.0187,0.0271,0.0137,0.0002
3,WEEKDAY,4,0.1015,0.0767,0.0898,0.0133,0.0930,0.1240,0.1536,0.0195,0.0283,0.0172,0.0003
3,WEEKDAY,5,0.1052,0.0753,0.0908,0.0450,0.0988,0.1240,0.2069,0.0229,0.0472,0.0348,0.0013
3,WEEKDAY,6,0.1044,0.0778,0.0897,0.1131,0.1020,0.0215,0.2537,0.0265,0.0637,0.0459,0.0019
3,WEEKDAY,7,0.0957,0.0900,0.0917,0.1262,0.1043,0.0000,0.2914,0.0293,0.0697,0.0523,0.0021
3,WEEKDAY,8,0.0847,0.1308,0.0949,0.1259,0.1066,0.0000,0.3274,0.0318,0.0733,0.0561,0.0022
3,WEEKDAY,9,0.0666,0.1804,0.0977,0.1016,0.1090,0.0000,0.3111,0.0322,0.0873,0.0592,0.0023
3,WEEKDAY,10,0.0588,0.2101,0.1019,0.0756,0.1097,0.0000,0.2866,0.0316,0.0903,0.0591,0.0022
3,WEEKDAY,11,0.0559,0.2333,0.1067,0.0920,0.1098,0.0000,0.2459,0.0314,0.1030,0.0585,0.0022
3,WEEKDAY,12,0.0515,0.2647,0.1102,0.0998,0.1102,0.0000,0.2383,0.0310,0.1030,0.0585,0.0022
3,WEEKDAY,13,0.0509,0.2936,0.1137,0.0950,0.1102,0.0000,0.2399,0.0313,0.1036,0.0584,0.0022
3,WEEKDAY,14,0.0494,0.3170,0.1160,0.0713,0.1106,0.0000,0.2384,0.0325,0.1042,0.0592,0.0022
