Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0000,0.0000,0.0429,0.0108,0.0000,0.0421,0.0777,0.1550,0.0318,0.0070,0.0005,0.0005
1,WEEKDAY,1,0.0074,0.0000,0.0488,0.0108,0.0000,0.0421,0.0777,0.1550,0.0318,0.0070,0.0005,0.0005
1,WEEKDAY,2,0.0018,0.0000,0.0508,0.0109,0.0000,0.0421,0.0777,0.1551,0.0319,0.0071,0.0006,0.0005
1,WEEKDAY,3,0.0116,0.0000,0.0584,0.0114,0.0000,0.0422,0.0777,0.1572,0.0336,0.0081,0.0009,0.0005
1,WEEKDAY,4,0.0111,0.0000,0.0584,0.0148,0.0002,0.0425,0.0777,0.1736,0.0408,0.0109,0.0018,0.0007
1,WEEKDAY,5,0.0178,0.0000,0.0640,0.0241,0.0012,0.0436,0.0777,0.2259,0.0548,0.0159,0.0040,0.0013
1,WEEKDAY,6,0.4586,0.0000,0.1808,0.0331,0.0036,0.0450,0.0777,0.3231,0.0694,0.0227,0.0079,0.0020
1,WEEKDAY,7,0.5246,0.0035,0.4039,0.0466,0.0068,0.0468,0.0000,0.5420,0.0930,0.0333,0.0123,0.0028
1,WEEKDAY,8,0.3403,0.0387,0.4497,0.0648,0.0120,0.0488,0.0000,0.6868,0.1276,0.0471,0.0173,0.0033
1,WEEKDAY,9,0.1692,0.1340,0.4537,0.0798,0.0177,0.0506,0.0000,0.7706,0.1569,0.0596,0.0188,0.0036
1,WEEKDAY,10,0.0864,0.1942,0.4536,0.0793,0.0287,0.0513,0.0000,0.7865,0.1668,0.0627,0.0186,0.0037
1,WEEKDAY,11,0.0534,0.2440,0.4536,0.0811,0.0371,0.0519,0.0000,0.7774,0.1665,0.0589,0.0166,0.0037
1,WEEKDAY,12,0.0418,0.2912,0.4535,0.0818,0.0361,0.0517,0.0000,0.7843,0.1645,0.0501,0.0129,0.0037
1,WEEKDAY,13,0.0403,0.3002,0.4464,0.0742,0.0143,0.0505,0.0000,0.7706,0.1579,0.0370,0.0100,0.0037
1,WEEKDAY,14,0.0473,0.2624,0.4125,0.0625,0.0081,0.0494,0.0000,0.6922,0.1349,0.0263,0.0079,0.0036
1,WEEKDAY,15,0.0613,0.1913,0.2587,0.0466,0.0042,0.0482,0.0000,0.5517,0.0982,0.0190,0.0056,0.0033
1,WEEKDAY,16,0.0930,0.0384,0.1703,0.0288,0.0028,0.0458,0.0000,0.4794,0.0666,0.0134,0.0029,0.0022
1,WEEKDAY,17,0.0749,0.0024,0.0520,0.0173,0.0017,0.0445,0.2080,0.3892,0.0437,0.0097,0.0015,0.0013
1,WEEKDAY,18,0.0000,0.0000,0.0065,0.0126,0.0008,0.0435,0.2080,0.3388,0.0340,0.0076,0.0008,0.0007
1,WEEKDAY,19,0.0000,0.0000,0.0117,0.0110,0.0001,0.0429,0.2080,0.2950,0.0319,0.0070,0.0006,0.0005
1,WEEKDAY,20,0.0000,0.0000,0.0188,0.0108,0.0000,0.0427,0.2080,0.2631,0.0318,0.0070,0.0005,0.0005
1,WEEKDAY,21,0.0000,0.0000,0.0260,0.0108,0.0000,0.0424,0.2080,0.2197,0.0318,0.0070,0.0005,0.0005
1,WEEKDAY,22,0.0000,0.0000,0.0295,0.0108,0.0000,0.0423,0.2080,0.1850,0.0318,0.0070,0.0005,0.0005
1,WEEKDAY,23,0.0021,0.0000,0.0324,0.0108,0.0000,0.0421,0.1875,0.1678,0.0318,0.0070,0.0005,0.0005
1,SATURDAY,0,0.0000,0.0000,0.0273,0.0108,0.0000,0.0421,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,1,0.0000,0.0000,0.0273,0.0108,0.0000,0.0421,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,2,0.0000,0.0000,0.0280,0.0108,0.0000,0.0421,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,3,0.0000,0.0000,0.0273,0.0108,0.0000,0.0421,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,4,0.0103,0.0000,0.0503,0.0108,0.0000,0.0421,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,5,0.0000,0.0000,0.0369,0.0108,0.0000,0.0423,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,6,0.0106,0.0000,0.0404,0.0108,0.0000,0.0423,0.0777,0.1685,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,7,0.0220,0.0000,0.0442,0.0108,0.0000,0.0422,0.0000,0.2128,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,8,0.0090,0.0000,0.0158,0.0108,0.0000,0.0423,0.0000,0.2133,0.0319,0.0070,0.0005,0.0005
1,SATURDAY,9,0.0000,0.0000,0.0005,0.0108,0.0000,0.0427,0.0000,0.2174,0.0321,0.0070,0.0005,0.0005
1,SATURDAY,10,0.0000,0.0001,0.0035,0.0108,0.0000,0.0427,0.0000,0.2195,0.0320,0.0070,0.0005,0.0005
1,SATURDAY,11,0.0000,0.0041,0.0040,0.0108,0.0000,0.0428,0.0000,0.2188,0.0320,0.0070,0.0005,0.0005
1,SATURDAY,12,0.0000,0.0143,0.0090,0.0108,0.0000,0.0430,0.0000,0.2194,0.0321,0.0070,0.0005,0.0005
1,SATURDAY,13,0.0000,0.0355,0.0189,0.0108,0.0000,0.0431,0.0000,0.2171,0.0319,0.0070,0.0005,0.0005
1,SATURDAY,14,0.0000,0.0174,0.0106,0.0108,0.0000,0.0433,0.0000,0.1953,0.0318,0.0070,0.0005,0.0005
1,SATURDAY,15,0.0000,0.0167,0.0187,0.0108,0.0000,0.0432,0.0000,0.1861,0.0318,0.0070,0.0005,0.0005
1,SATURDAY,16,0.0000,0.0001,0.0091,0.0108,0.0000,0.0430,0.0000,0.1815,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,17,0.0000,0.0000,0.0259,0.0108,0.0000,0.0429,0.2080,0.1690,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,18,0.0000,0.0000,0.0273,0.0108,0.0000,0.0426,0.2080,0.1593,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,19,0.0000,0.0000,0.0356,0.0108,0.0000,0.0425,0.2080,0.1593,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,20,0.0000,0.0000,0.0273,0.0108,0.0000,0.0425,0.2080,0.1593,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,21,0.0000,0.0000,0.0356,0.0108,0.0000,0.0423,0.2080,0.1593,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,22,0.0000,0.0000,0.0273,0.0108,0.0000,0.0423,0.2080,0.1593,0.0317,0.0070,0.0005,0.0005
1,SATURDAY,23,0.0000,0.0000,0.0440,0.0108,0.0000,0.0421,0.1875,0.1593,0.0317,0.0070,0.0005,0.0005
1,SUNDAY,0,0.0087,0.0000,0.0389,0.0108,0.0000,0.0421,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SUNDAY,1,0.0000,0.0000,0.0517,0.0108,0.0000,0.0421,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SUNDAY,2,0.0174,0.0000,0.0533,0.0108,0.0000,0.0421,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SUNDAY,3,0.0000,0.0000,0.0692,0.0108,0.0000,0.0421,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SUNDAY,4,0.0188,0.0000,0.0597,0.0108,0.0000,0.0421,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SUNDAY,5,0.0095,0.0000,0.0641,0.0108,0.0000,0.0423,0.0777,0.1593,0.0317,0.0070,0.0005,0.0005
1,SUNDAY,6,0.0194,0.0000,0.0681,0.0108,0.0000,0.0423,0.0777,0.1685,0.0317,0.0070,0.0005,0.0005
1,SUNDAY,7,0.0278,0.0000,0.0643,0.0108,0.0000,0.0422,0.0000,0.2128,0.0317,0.0070,0.0005,0.0005
1,SUNDAY,8,0.0089,0.0000,0.0143,0.0108,0.0000,0.0423,0.0000,0.2133,0.0319,0.0070,0.0005,0.0005
1,SUNDAY,9,0.0065,0.0000,0.0048,0.0108,0.0000,0.0427,0.0000,0.2174,0.0321,0.0070,0.0005,0.0005
