Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0368,0.0495,0.0596,0.0124,0.0091,0.0219,0.1319,0.2483,0.0615,0.0255,0.0131,0.0306,0.0075
1,WEEKDAY,1,0.0368,0.0472,0.0592,0.0124,0.0086,0.0216,0.1319,0.2357,0.0604,0.0245,0.0120,0.0271,0.0074
1,WEEKDAY,2,0.0374,0.0451,0.0591,0.0126,0.0087,0.0215,0.1319,0.2369,0.0619,0.0243,0.0121,0.0265,0.0074
1,WEEKDAY,3,0.0372,0.0414,0.0592,0.0135,0.0097,0.0215,0.1319,0.2447,0.0660,0.0251,0.0126,0.0276,0.0080
1,WEEKDAY,4,0.0375,0.0398,0.0593,0.0187,0.0131,0.0220,0.1319,0.2795,0.0756,0.0288,0.0144,0.0357,0.0123
1,WEEKDAY,5,0.0375,0.0398,0.0597,0.0358,0.0216,0.0229,0.1319,0.3660,0.0894,0.0378,0.0193,0.0547,0.0225
1,WEEKDAY,6,0.7706,0.1314,0.2940,0.0434,0.0264,0.0236,0.0401,0.4830,0.1065,0.0459,0.0258,0.0752,0.0306
1,WEEKDAY,7,0.8306,0.1455,0.3977,0.0493,0.0284,0.0244,0.0000,0.6901,0.1290,0.0556,0.0353,0.1011,0.0377
1,WEEKDAY,8,0.7137,0.1705,0.4675,0.0550,0.0283,0.0252,0.0000,0.8903,0.1545,0.0705,0.0505,0.1361,0.0434
1,WEEKDAY,9,0.6134,0.2386,0.4670,0.0576,0.0289,0.0260,0.0000,1.0815,0.1875,0.0801,0.0701,0.1517,0.0460
1,WEEKDAY,10,0.5416,0.3226,0.4683,0.0583,0.0295,0.0264,0.0000,1.1253,0.1971,0.0826,0.0762,0.1539,0.0465
1,WEEKDAY,11,0.4938,0.3977,0.4702,0.0575,0.0304,0.0265,0.0000,1.1291,0.1978,0.0830,0.0767,0.1538,0.0465
1,WEEKDAY,12,0.4647,0.4472,0.4720,0.0565,0.0306,0.0267,0.0000,1.1293,0.1972,0.0829,0.0767,0.1538,0.0465
1,WEEKDAY,13,0.4465,0.4727,0.4731,0.0546,0.0296,0.0266,0.0000,1.1283,0.1945,0.0824,0.0765,0.1537,0.0465
1,WEEKDAY,14,0.4330,0.4810,0.4736,0.0543,0.0298,0.0267,0.0000,1.1180,0.1866,0.0803,0.0751,0.1535,0.0465
1,WEEKDAY,15,0.4312,0.4566,0.4719,0.0543,0.0301,0.0265,0.0000,1.0842,0.1666,0.0782,0.0740,0.1531,0.0464
1,WEEKDAY,16,0.4394,0.3915,0.4546,0.0534,0.0296,0.0261,0.0000,1.0526,0.1587,0.0747,0.0728,0.1514,0.0462
1,WEEKDAY,17,0.4569,0.2994,0.4464,0.0514,0.0297,0.0257,0.0401,1.0274,0.1461,0.0706,0.0707,0.1476,0.0457
1,WEEKDAY,18,0.4738,0.2537,0.4355,0.0478,0.0269,0.0252,0.0812,0.9949,0.1313,0.0670,0.0666,0.1468,0.0443
1,WEEKDAY,19,0.4973,0.2221,0.4306,0.0422,0.0231,0.0248,0.1319,0.9147,0.1153,0.0637,0.0619,0.1401,0.0416
