Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0142,0.0003,0.0443,0.0411,0.0049,0.0739,0.1446,0.0992,0.0202,0.0172,0.0192,0.0038
1,WEEKDAY,1,0.0157,0.0006,0.0486,0.0411,0.0049,0.0739,0.1446,0.0992,0.0202,0.0172,0.0192,0.0038
1,WEEKDAY,2,0.0158,0.0006,0.0494,0.0411,0.0052,0.0739,0.1446,0.0997,0.0202,0.0174,0.0194,0.0038
1,WEEKDAY,3,0.0175,0.0007,0.0515,0.0411,0.0057,0.0739,0.1446,0.1035,0.0203,0.0178,0.0198,0.0038
1,WEEKDAY,4,0.0200,0.0001,0.0680,0.0441,0.0069,0.0741,0.1446,0.1283,0.0204,0.0185,0.0208,0.0038
1,WEEKDAY,5,0.0180,0.0001,0.0645,0.0675,0.0124,0.0754,0.0979,0.1979,0.0219,0.0224,0.0262,0.0039
1,WEEKDAY,6,0.1887,0.0001,0.1654,0.1276,0.0294,0.0773,0.0711,0.3406,0.0285,0.0360,0.0372,0.0042
1,WEEKDAY,7,0.4794,0.0085,0.2919,0.2301,0.0527,0.0807,0.0000,0.6060,0.0448,0.0655,0.0509,0.0045
1,WEEKDAY,8,0.4448,0.0307,0.3103,0.3438,0.0766,0.0847,0.0000,0.8059,0.0689,0.1063,0.0622,0.0050
1,WEEKDAY,9,0.2687,0.0587,0.3052,0.3667,0.0945,0.0880,0.0000,0.9025,0.0895,0.1444,0.0680,0.0052
1,WEEKDAY,10,0.1513,0.1023,0.3045,0.3410,0.0933,0.0889,0.0000,0.9236,0.0936,0.1548,0.0694,0.0052
1,WEEKDAY,11,0.0800,0.2086,0.3062,0.3616,0.0911,0.0892,0.0000,0.9224,0.0921,0.1488,0.0694,0.0052
1,WEEKDAY,12,0.0598,0.2795,0.3033,0.3767,0.0871,0.0894,0.0000,0.8960,0.0909,0.1215,0.0682,0.0050
1,WEEKDAY,13,0.0647,0.3265,0.3054,0.3448,0.0747,0.0883,0.0000,0.8291,0.0838,0.0874,0.0615,0.0047
1,WEEKDAY,14,0.0765,0.2999,0.3049,0.2868,0.0552,0.0872,0.0000,0.6669,0.0658,0.0606,0.0512,0.0045
1,WEEKDAY,15,0.0602,0.1953,0.2368,0.1998,0.0345,0.0852,0.0000,0.4980,0.0464,0.0415,0.0434,0.0043
1,WEEKDAY,16,0.0141,0.0593,0.1476,0.1090,0.0224,0.0809,0.0000,0.3742,0.0327,0.0295,0.0360,0.0041
1,WEEKDAY,17,0.0110,0.0148,0.0831,0.0703,0.0156,0.0782,0.0877,0.2593,0.0254,0.0222,0.0300,0.0040
1,WEEKDAY,18,0.0012,0.0013,0.0319,0.0510,0.0099,0.0763,0.1888,0.1683,0.0220,0.0184,0.0231,0.0039
1,WEEKDAY,19,0.0032,0.0001,0.0311,0.0424,0.0063,0.0755,0.1978,0.1199,0.0206,0.0174,0.0204,0.0039
1,WEEKDAY,20,0.0045,0.0001,0.0289,0.0412,0.0050,0.0753,0.1933,0.1046,0.0203,0.0172,0.0196,0.0038
1,WEEKDAY,21,0.0061,0.0002,0.0317,0.0411,0.0049,0.0747,0.1933,0.1024,0.0203,0.0172,0.0194,0.0038
1,WEEKDAY,22,0.0093,0.0001,0.0340,0.0411,0.0049,0.0746,0.1933,0.0994,0.0202,0.0172,0.0193,0.0038
1,WEEKDAY,23,0.0097,0.0004,0.0358,0.0411,0.0049,0.0739,0.1855,0.0993,0.0202,0.0172,0.0192,0.0038
1,SATURDAY,0,0.0069,0.0003,0.0340,0.0411,0.0046,0.0739,0.1446,0.1016,0.0201,0.0158,0.0192,0.0038
1,SATURDAY,1,0.0071,0.0003,0.0371,0.0411,0.0046,0.0739,0.1446,0.1016,0.0201,0.0158,0.0192,0.0038
1,SATURDAY,2,0.0110,0.0006,0.0364,0.0411,0.0048,0.0739,0.1446,0.1018,0.0201,0.0159,0.0193,0.0038
1,SATURDAY,3,0.0147,0.0009,0.0417,0.0411,0.0051,0.0739,0.1446,0.1026,0.0201,0.0161,0.0195,0.0038
1,SATURDAY,4,0.0152,0.0009,0.0386,0.0411,0.0055,0.0740,0.1446,0.1068,0.0202,0.0164,0.0200,0.0038
1,SATURDAY,5,0.0159,0.0006,0.0411,0.0411,0.0058,0.0746,0.0979,0.1152,0.0203,0.0172,0.0205,0.0038
1,SATURDAY,6,0.0714,0.0003,0.0869,0.0412,0.0061,0.0745,0.0711,0.1237,0.0204,0.0179,0.0211,0.0038
1,SATURDAY,7,0.0595,0.0007,0.0973,0.0413,0.0064,0.0744,0.0000,0.1329,0.0205,0.0183,0.0226,0.0038
1,SATURDAY,8,0.0474,0.0001,0.0905,0.0417,0.0071,0.0743,0.0000,0.1427,0.0207,0.0184,0.0263,0.0038
1,SATURDAY,9,0.0197,0.0034,0.0820,0.0425,0.0083,0.0751,0.0000,0.1550,0.0213,0.0186,0.0328,0.0038
1,SATURDAY,10,0.0038,0.0167,0.0823,0.0433,0.0091,0.0755,0.0000,0.1683,0.0219,0.0187,0.0415,0.0038
1,SATURDAY,11,0.0000,0.0272,0.0780,0.0434,0.0089,0.0759,0.0000,0.1669,0.0220,0.0184,0.0419,0.0038
1,SATURDAY,12,0.0000,0.0309,0.0771,0.0431,0.0085,0.0765,0.0000,0.1586,0.0219,0.0178,0.0387,0.0038
1,SATURDAY,13,0.0000,0.0472,0.0791,0.0426,0.0077,0.0766,0.0000,0.1470,0.0215,0.0170,0.0341,0.0038
1,SATURDAY,14,0.0000,0.0410,0.0730,0.0419,0.0071,0.0771,0.0000,0.1352,0.0210,0.0167,0.0294,0.0038
1,SATURDAY,15,0.0000,0.0368,0.0728,0.0414,0.0060,0.0770,0.0000,0.1230,0.0205,0.0163,0.0243,0.0038
