Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0907,0.0919,0.2410,0.0237,0.0017,0.0432,0.1093,0.2269,0.3011,0.0588,0.0084,0.0375,0.0065
1,WEEKDAY,1,0.0937,0.0850,0.2419,0.0236,0.0017,0.0432,0.1088,0.2244,0.3006,0.0585,0.0084,0.0372,0.0064
1,WEEKDAY,2,0.0992,0.0809,0.2428,0.0236,0.0019,0.0432,0.1088,0.2237,0.3011,0.0581,0.0084,0.0374,0.0064
1,WEEKDAY,3,0.1018,0.0799,0.2449,0.0238,0.0029,0.0434,0.1088,0.2285,0.3056,0.0587,0.0084,0.0389,0.0070
1,WEEKDAY,4,0.1090,0.0840,0.2594,0.0244,0.0038,0.0435,0.1081,0.2590,0.3116,0.0604,0.0087,0.0439,0.0080
1,WEEKDAY,5,0.1140,0.0800,0.2754,0.0263,0.0063,0.0441,0.1053,0.3371,0.3372,0.0662,0.0116,0.0597,0.0108
1,WEEKDAY,6,0.1526,0.1054,0.3524,0.0306,0.0136,0.0451,0.0946,0.5131,0.4111,0.0824,0.0221,0.0952,0.0175
1,WEEKDAY,7,0.3016,0.1583,0.4393,0.0366,0.0233,0.0470,0.0232,0.7136,0.5011,0.1040,0.0354,0.1443,0.0291
1,WEEKDAY,8,0.2837,0.1662,0.4611,0.0426,0.0301,0.0488,0.0023,0.8348,0.5653,0.1220,0.0414,0.1698,0.0352
1,WEEKDAY,9,0.2205,0.2127,0.4614,0.0461,0.0322,0.0500,0.0023,0.8783,0.5957,0.1316,0.0433,0.1799,0.0377
1,WEEKDAY,10,0.1948,0.2474,0.4607,0.0468,0.0327,0.0502,0.0023,0.8809,0.6067,0.1338,0.0440,0.1839,0.0387
1,WEEKDAY,11,0.1708,0.2819,0.4624,0.0470,0.0332,0.0504,0.0023,0.8702,0.6065,0.1340,0.0441,0.1845,0.0388
1,WEEKDAY,12,0.1566,0.3204,0.4618,0.0469,0.0328,0.0505,0.0023,0.8692,0.6058,0.1339,0.0441,0.1845,0.0389
1,WEEKDAY,13,0.1466,0.3458,0.4653,0.0462,0.0316,0.0504,0.0023,0.8722,0.5993,0.1336,0.0440,0.1842,0.0388
1,WEEKDAY,14,0.1409,0.3645,0.4645,0.0454,0.0299,0.0503,0.0023,0.8730,0.5890,0.1309,0.0430,0.1806,0.0380
1,WEEKDAY,15,0.1459,0.3571,0.4621,0.0442,0.0268,0.0497,0.0023,0.8491,0.5612,0.1236,0.0393,0.1673,0.0348
1,WEEKDAY,16,0.1670,0.3094,0.4543,0.0418,0.0222,0.0484,0.0029,0.7881,0.5116,0.1110,0.0322,0.1405,0.0281
1,WEEKDAY,17,0.1823,0.2615,0.4284,0.0374,0.0159,0.0468,0.0833,0.6973,0.4335,0.0920,0.0228,0.1058,0.0201
1,WEEKDAY,18,0.1465,0.2064,0.3267,0.0317,0.0098,0.0452,0.0909,0.5601,0.3611,0.0759,0.0136,0.0726,0.0135
1,WEEKDAY,19,0.0937,0.1346,0.2528,0.0271,0.0055,0.0444,0.1129,0.4516,0.3246,0.0661,0.0097,0.0528,0.0098
1,WEEKDAY,20,0.0693,0.1162,0.2399,0.0248,0.0035,0.0441,0.1157,0.3683,0.3108,0.0620,0.0086,0.0444,0.0080
1,WEEKDAY,21,0.0730,0.1046,0.2318,0.0241,0.0023,0.0436,0.1114,0.3116,0.3042,0.0602,0.0084,0.0408,0.0072
1,WEEKDAY,22,0.0777,0.0986,0.2348,0.0240,0.0019,0.0435,0.1110,0.2755,0.3024,0.0595,0.0084,0.0395,0.0068
1,WEEKDAY,23,0.0819,0.0930,0.2377,0.0239,0.0018,0.0433,0.1110,0.2489,0.3016,0.0590,0.0084,0.0384,0.0065
1,SATURDAY,0,0.0751,0.0873,0.2141,0.0236,0.0016,0.0432,0.1093,0.2196,0.3003,0.0581,0.0084,0.0374,0.0064
1,SATURDAY,1,0.0846,0.0817,0.2124,0.0236,0.0016,0.0432,0.1088,0.2193,0.2996,0.0580,0.0084,0.0372,0.0063
1,SATURDAY,2,0.0870,0.0753,0.2153,0.0236,0.0018,0.0432,0.1088,0.2200,0.3004,0.0580,0.0084,0.0374,0.0064
1,SATURDAY,3,0.0933,0.0745,0.2184,0.0236,0.0028,0.0433,0.1088,0.2235,0.3037,0.0584,0.0084,0.0385,0.0068
1,SATURDAY,4,0.0955,0.0727,0.2228,0.0237,0.0033,0.0433,0.1081,0.2275,0.3060,0.0587,0.0084,0.0407,0.0072
1,SATURDAY,5,0.1019,0.0721,0.2256,0.0240,0.0039,0.0436,0.1053,0.2357,0.3097,0.0596,0.0086,0.0453,0.0084
1,SATURDAY,6,0.1066,0.0779,0.2631,0.0247,0.0056,0.0437,0.0946,0.2589,0.3196,0.0626,0.0089,0.0532,0.0105
1,SATURDAY,7,0.1112,0.0887,0.2821,0.0259,0.0093,0.0439,0.0232,0.3018,0.3357,0.0693,0.0097,0.0637,0.0136
1,SATURDAY,8,0.1366,0.0897,0.2902,0.0274,0.0125,0.0440,0.0023,0.3516,0.3553,0.0776,0.0104,0.0747,0.0169
1,SATURDAY,9,0.1418,0.1051,0.2934,0.0284,0.0140,0.0444,0.0023,0.3889,0.3698,0.0840,0.0106,0.0831,0.0187
1,SATURDAY,10,0.1226,0.1295,0.2994,0.0288,0.0143,0.0445,0.0023,0.4023,0.3788,0.0865,0.0106,0.0863,0.0192
1,SATURDAY,11,0.1146,0.1479,0.2958,0.0288,0.0138,0.0446,0.0023,0.4007,0.3795,0.0852,0.0106,0.0859,0.0191
1,SATURDAY,12,0.1074,0.1667,0.2915,0.0285,0.0118,0.0447,0.0023,0.3937,0.3733,0.0808,0.0106,0.0839,0.0184
1,SATURDAY,13,0.0988,0.1762,0.2881,0.0278,0.0094,0.0446,0.0023,0.3596,0.3580,0.0772,0.0105,0.0805,0.0172
1,SATURDAY,14,0.1005,0.1801,0.2850,0.0271,0.0075,0.0447,0.0023,0.3288,0.3440,0.0740,0.0104,0.0753,0.0157
1,SATURDAY,15,0.0979,0.1785,0.2836,0.0265,0.0061,0.0446,0.0023,0.3000,0.3325,0.0704,0.0102,0.0677,0.0139
1,SATURDAY,16,0.1015,0.1665,0.2651,0.0259,0.0048,0.0444,0.0029,0.2790,0.3236,0.0675,0.0098,0.0609,0.0124
1,SATURDAY,17,0.1151,0.1348,0.2549,0.0249,0.0036,0.0442,0.0833,0.2589,0.3163,0.0650,0.0089,0.0532,0.0109
1,SATURDAY,18,0.1130,0.1163,0.2393,0.0242,0.0025,0.0439,0.0909,0.2420,0.3107,0.0625,0.0085,0.0468,0.0091
1,SATURDAY,19,0.1049,0.1028,0.2263,0.0239,0.0019,0.0438,0.1129,0.2316,0.3064,0.0608,0.0084,0.0429,0.0078
1,SATURDAY,20,0.0834,0.0990,0.2251,0.0237,0.0017,0.0437,0.1157,0.2259,0.3026,0.0591,0.0084,0.0402,0.0069
1,SATURDAY,21,0.0881,0.0932,0.2215,0.0236,0.0017,0.0435,0.1114,0.2235,0.3012,0.0585,0.0084,0.0394,0.0067
1,SATURDAY,22,0.0922,0.0879,0.2235,0.0236,0.0016,0.0435,0.1110,0.2239,0.3007,0.0583,0.0084,0.0391,0.0066
1,SATURDAY,23,0.0940,0.0858,0.2228,0.0236,0.0016,0.0432,0.1110,0.2220,0.3007,0.0581,0.0084,0.0383,0.0065
1,SUNDAY,0,0.0896,0.0632,0.1726,0.0236,0.0016,0.0432,0.1093,0.2195,0.3003,0.0571,0.0096,0.0470,0.0089
1,SUNDAY,1,0.0897,0.0620,0.1705,0.0236,0.0016,0.0432,0.1088,0.2192,0.2996,0.0569,0.0096,0.0473,0.0088
1,SUNDAY,2,0.0944,0.0580,0.1702,0.0236,0.0018,0.0432,0.1088,0.2199,0.3004,0.0570,0.0096,0.0475,0.0089
1,SUNDAY,3,0.0938,0.0566,0.1727,0.0236,0.0028,0.0433,0.1088,0.2232,0.3037,0.0573,0.0096,0.0480,0.0091
1,SUNDAY,4,0.1049,0.0566,0.1795,0.0237,0.0032,0.0433,0.1081,0.2265,0.3054,0.0576,0.0096,0.0488,0.0093
1,SUNDAY,5,0.1061,0.0561,0.1774,0.0239,0.0036,0.0436,0.1053,0.2308,0.3069,0.0579,0.0096,0.0500,0.0097
1,SUNDAY,6,0.1130,0.0579,0.1888,0.0243,0.0043,0.0436,0.0946,0.2407,0.3108,0.0586,0.0098,0.0515,0.0104
1,SUNDAY,7,0.1137,0.0585,0.1981,0.0249,0.0056,0.0436,0.0232,0.2536,0.3165,0.0598,0.0102,0.0534,0.0112
1,SUNDAY,8,0.1209,0.0630,0.1900,0.0256,0.0066,0.0436,0.0023,0.2682,0.3243,0.0617,0.0105,0.0553,0.0118
