SegID,Mth,Dy,Hr,Heating,Cooling,Vent,WaterHeat,Cooking,Refrig,ExtLight,IntLight,OfficeEquip,Misc,Process,Motors,AirComp,GasHeating,GasCooling,GasHotWater,GasCooking,GasMisc,GasProcess
FCZ01_LOFF,1,11,13,0,0,176.6903381,8.427654266,5.780995369,14.10286999,0,638.4800415,138.0079651,30.29751968,0,191.4382172,35.68696594,10366.20898,0,133.2548828,0,0,0
FCZ01_LOFF,1,11,14,0,0,176.6903381,8.043617249,4.389859676,14.05579853,0,585.8539429,123.0153885,29.41259956,0,181.9291077,33.91432571,9540.242188,0,127.1941299,0,0,0
FCZ01_LOFF,1,11,15,0,0,176.6903381,7.663815022,2.913602591,13.95536995,0,492.1812744,98.79675293,27.33303833,0,161.654892,30.13491821,8958.003906,0,121.1944199,0,0,0
FCZ01_LOFF,1,11,16,0,0,176.6903381,7.228948593,1.641638041,13.76551151,0,358.4978943,66.85118103,23.54999352,0,122.3625488,22.81023026,10224.48926,0,114.3201599,0,0,0
FCZ01_LOFF,1,11,17,0,0,0,6.388865948,1.25250864,13.46424866,0,194.6884308,33.63703156,15.89541149,0,43.59838104,8.127398491,0,0,101.0190887,0,0,0
FCZ01_LOFF,1,11,18,0,0,0,6.229319096,1.216027975,13.34971142,93.35877991,106.4761124,20.72041702,7.06831646,0,5.023682117,0.936490357,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,11,19,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,11,20,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,11,21,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,11,22,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,11,23,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,11,24,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,12,1,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,101.0119019,18.83014488,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,12,2,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,101.0119019,18.83014488,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,12,3,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,101.0119019,18.83014488,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,12,4,0,0,0,6.229319096,1.216027975,13.34499741,93.35877991,94.14334106,19.22115898,5.530764103,0,101.9089813,18.99737549,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,12,5,0,0,0,6.367686749,1.347359061,13.39678288,93.35877991,110.8067017,22.21966171,5.995348454,0,108.3679962,20.201437,0,0,100.6936569,0,0,0
FCZ01_LOFF,1,12,6,0,0,0,7.169648647,2.376117945,13.51916504,93.35877991,220.3894958,43.74735641,9.258499146,0,123.2595825,22.97746086,0,0,113.3642731,0,0,0
FCZ01_LOFF,1,12,7,0,0,0,7.946196079,4.567399979,13.76080894,93.35877991,394.5547485,82.92007446,15.7073698,0,152.8635254,28.49606514,0,0,125.6485291,0,0,0
FCZ01_LOFF,1,12,8,0,0,176.6903381,8.460128784,5.985289097,13.98989296,93.35877991,566.1780396,109.9065781,23.30664253,0,179.9555054,33.54642105,21918.93359,0,133.7632904,0,0,0
FCZ01_LOFF,1,12,9,0,0,176.6903381,8.573081017,6.542230129,14.13267994,0,632.0782471,127.0518341,28.28432846,0,191.0793457,35.62007904,19584.3457,0,135.5531006,0,0,0
FCZ01_LOFF,1,12,10,0,0,176.6903381,8.509545326,6.688153744,14.18132401,0,644.881897,136.4317932,30.18691444,0,193.5911865,36.0883255,15540.85742,0,134.5565338,0,0,0
FCZ01_LOFF,1,12,11,0,0,176.6903381,8.482720375,6.683289528,14.18446636,0,644.6935425,139.891571,30.4192009,0,193.7705688,36.12176895,12857.21094,0,134.1294098,0,0,0
FCZ01_LOFF,1,12,12,0,0,176.6903381,8.523665428,6.493587971,14.16720486,0,642.9990234,140.3144073,30.4192009,0,193.5911865,36.0883255,11909.88184,0,134.7802277,0,0,0
FCZ01_LOFF,1,12,13,0,0,176.6903381,8.427654266,5.780995369,14.10286999,0,638.4800415,138.0079651,30.29751968,0,192.5147095,35.88764191,10041.25391,0,133.2548828,0,0,0
FCZ01_LOFF,1,12,14,0,0,176.6903381,8.043617249,4.389859676,14.05579853,0,585.8539429,123.0153885,29.41259956,0,188.0292664,35.05149841,9394.378906,0,127.1941299,0,0,0
FCZ01_LOFF,1,12,15,0,0,176.6903381,7.663815022,2.913602591,13.95536995,0,492.1812744,98.79675293,27.33303833,0,178.3406677,33.24540329,9659.699219,0,121.1944199,0,0,0
FCZ01_LOFF,1,12,16,0,0,176.6903381,7.228948593,1.641638041,13.76551151,0,358.4978943,66.85118103,23.54999352,0,157.3488312,29.33221817,10286.39941,0,114.3201599,0,0,0
FCZ01_LOFF,1,12,17,0,0,0,6.388865948,1.25250864,13.46424866,0,194.6884308,33.63703156,15.89541149,0,91.86161804,17.12439346,0,0,101.0190887,0,0,0
FCZ01_LOFF,1,12,18,0,0,0,6.229319096,1.216027975,13.34971142,93.35877991,106.4761124,20.72041702,7.06831646,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,12,19,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,28.88616943,5.384818554,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,12,20,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,90.06744385,16.78993225,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,12,21,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,101.0119019,18.83014488,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,12,22,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,101.0119019,18.83014488,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,12,23,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,101.0119019,18.83014488,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,12,24,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,101.0119019,18.83014488,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,1,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,2,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,3,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,4,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,5,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,6,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,7,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,8,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,9,0,0,0,6.229319096,1.216027975,13.33716393,0,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,10,0,0,0,6.229319096,1.216027975,13.33716393,0,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,11,0,0,0,6.229319096,1.216027975,13.33716393,0,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,12,0,0,0,6.229319096,1.216027975,13.33716393,0,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,13,0,0,0,6.229319096,1.216027975,13.33716393,0,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,14,0,0,0,6.229319096,1.216027975,13.33716393,0,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,15,0,0,0,6.229319096,1.216027975,13.33716393,0,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,16,0,0,0,6.229319096,1.216027975,13.33716393,0,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,17,0,0,0,6.229319096,1.216027975,13.33716393,0,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,18,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,19,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,20,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,21,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,22,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,23,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,13,24,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,14,1,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,14,2,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,14,3,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,98.1914978,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,14,4,0,0,0,6.426987171,1.330334067,13.359128,93.35877991,151.1001282,21.79680252,6.128087044,0,2.870675802,0.535137415,0,0,101.6292191,0,0,0
FCZ01_LOFF,1,14,5,0,0,0,7.732997894,2.286132813,13.59605885,93.35877991,340.7047119,42.59408569,10.57482243,0,33.37160492,6.220971584,0,0,122.2723312,0,0,0
FCZ01_LOFF,1,14,6,0,0,0,9.739314079,4.523623466,14.30841827,93.35877991,498.5831909,87.07183838,19.15856743,0,122.0037003,22.74334335,0,0,153.9996796,0,0,0
FCZ01_LOFF,1,14,7,0,0,176.6903381,11.25428772,5.822342396,14.86387444,93.35877991,582.55896,111.7518311,24.91056633,0,163.0902557,30.40249062,31469.33984,0,177.9578552,0,0,0
FCZ01_LOFF,1,14,8,0,0,176.6903381,11.83599091,6.442515373,15.22945881,93.35877991,621.8167725,126.3598862,28.39494896,0,180.8524933,33.71364975,28197.38086,0,187.1506958,0,0,0
FCZ01_LOFF,1,14,9,0,0,176.6903381,11.72586346,6.661399364,15.42716217,0,644.5994873,135.3554382,30.1647892,0,188.9263916,35.21873093,23479.38672,0,185.4016571,0,0,0
FCZ01_LOFF,1,14,10,0,0,176.6903381,11.46889496,6.688153744,15.45541286,0,644.881897,139.2380371,30.4192009,0,192.6940765,35.9210968,20488.55469,0,181.3544006,0,0,0
FCZ01_LOFF,1,14,11,0,0,176.6903381,11.58043575,6.683289528,15.45384216,0,638.1976929,140.1991272,30.4192009,0,193.5911865,36.0883255,18000.26563,0,183.1034393,0,0,0
FCZ01_LOFF,1,14,12,0,0,176.6903381,11.66232681,6.651672363,15.44599628,0,633.0197754,140.3144073,30.4192009,0,193.7705688,36.12176895,16015.64453,0,184.4050903,0,0,0
FCZ01_LOFF,1,14,13,0,0,176.6903381,11.50701809,6.578710079,15.42403221,0,633.3963623,139.7762909,30.4192009,0,193.7705688,36.12176895,13866.35742,0,181.9442139,0,0,0
FCZ01_LOFF,1,14,14,0,0,176.6903381,11.36865044,6.454676628,15.37224579,0,635.8440552,136.4317932,30.27539635,0,193.2323151,36.02142715,13309.49121,0,179.7476501,0,0,0
FCZ01_LOFF,1,14,15,0,0,176.6903381,11.1738081,6.184716225,15.26241112,0,636.2207642,131.741806,29.20243454,0,187.8497772,35.01805496,11979.5752,0,176.6765747,0,0,0
FCZ01_LOFF,1,14,16,0,0,176.6903381,10.85048199,5.686146259,15.0929594,0,617.9569702,121.708374,26.80208778,0,171.3433838,31.94101143,12335.64551,0,171.5717468,0,0,0
FCZ01_LOFF,1,14,17,0,0,176.6903381,10.29419136,4.895728111,14.83249378,0,575.9689331,103.909584,22.96373558,0,139.0483551,25.92071533,12572.40332,0,162.7653961,0,0,0
FCZ01_LOFF,1,14,18,0,0,176.6903381,9.27197361,3.689428091,14.38687229,93.35877991,520.2360229,76.80774689,17.3997879,0,88.99095154,16.58925819,13916.2168,0,146.5966339,0,0,0
FCZ01_LOFF,1,14,19,0,0,0,7.538155556,1.974830031,13.72158337,93.35877991,452.8294067,38.25011444,9.645652771,0,28.70676041,5.351372719,0,0,119.180954,0,0,0
FCZ01_LOFF,1,14,20,0,0,0,6.400160789,1.293853998,13.38266373,93.35877991,349.7424927,21.29704857,5.995348454,0,3.050093174,0.568583429,0,0,101.2021179,0,0,0
FCZ01_LOFF,1,14,21,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,240.5362549,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,14,22,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,157.5959778,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,14,23,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,114.5724487,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,14,24,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,96.59106445,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,15,1,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,15,2,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,15,3,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,98.1914978,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,15,4,0,0,0,6.426987171,1.330334067,13.359128,93.35877991,151.1001282,21.79680252,6.128087044,0,2.870675802,0.535137415,0,0,101.6292191,0,0,0
FCZ01_LOFF,1,15,5,0,0,0,7.732997894,2.286132813,13.59605885,93.35877991,340.7047119,42.59408569,10.57482243,0,33.37160492,6.220971584,0,0,122.2723312,0,0,0
FCZ01_LOFF,1,15,6,0,0,0,9.739314079,4.523623466,14.30841827,93.35877991,498.5831909,87.07183838,19.15856743,0,122.0037003,22.74334335,0,0,153.9996796,0,0,0
FCZ01_LOFF,1,15,7,0,0,176.6903381,11.25428772,5.822342396,14.86387444,93.35877991,582.55896,111.7518311,24.91056633,0,163.0902557,30.40249062,20052.56055,0,177.9578552,0,0,0
FCZ01_LOFF,1,15,8,0,0,176.6903381,11.83599091,6.442515373,15.22945881,93.35877991,621.8167725,126.3598862,28.39494896,0,180.8524933,33.71364975,20035.90039,0,187.1506958,0,0,0
FCZ01_LOFF,1,15,9,0,0,176.6903381,11.72586346,6.661399364,15.42716217,0,644.5994873,135.3554382,30.1647892,0,188.9263916,35.21873093,15438.61719,0,185.4016571,0,0,0
FCZ01_LOFF,1,15,10,0,0,176.6903381,11.46889496,6.688153744,15.45541286,0,644.881897,139.2380371,30.4192009,0,192.6940765,35.9210968,10527.19434,0,181.3544006,0,0,0
FCZ01_LOFF,1,15,11,0,0,176.6903381,11.58043575,6.683289528,15.45384216,0,638.1976929,140.1991272,30.4192009,0,193.5911865,36.0883255,7288.54541,0,183.1034393,0,0,0
FCZ01_LOFF,1,15,12,0,0,176.6903381,11.66232681,6.651672363,15.44599628,0,633.0197754,140.3144073,30.4192009,0,193.7705688,36.12176895,4589.719238,0,184.4050903,0,0,0
FCZ01_LOFF,1,15,13,0,0,176.6903381,11.50701809,6.578710079,15.42403221,0,633.3963623,139.7762909,30.4192009,0,193.7705688,36.12176895,2933.934082,0,181.9442139,0,0,0
FCZ01_LOFF,1,15,14,0,0,176.6903381,11.36865044,6.454676628,15.37224579,0,635.8440552,136.4317932,30.27539635,0,193.2323151,36.02142715,865.5397339,0,179.7476501,0,0,0
FCZ01_LOFF,1,15,15,0,0,176.6903381,11.1738081,6.184716225,15.26241112,0,636.2207642,131.741806,29.20243454,0,187.8497772,35.01805496,1717.792358,0,176.6765747,0,0,0
FCZ01_LOFF,1,15,16,0,0,176.6903381,10.85048199,5.686146259,15.0929594,0,617.9569702,121.708374,26.80208778,0,171.3433838,31.94101143,821.4338989,0,171.5717468,0,0,0
FCZ01_LOFF,1,15,17,0,0,176.6903381,10.29419136,4.895728111,14.83249378,0,575.9689331,103.909584,22.96373558,0,139.0483551,25.92071533,1335.549438,0,162.7653961,0,0,0
FCZ01_LOFF,1,15,18,0,0,176.6903381,9.27197361,3.689428091,14.38687229,93.35877991,520.2360229,76.80774689,17.3997879,0,88.99095154,16.58925819,3883.084717,0,146.5966339,0,0,0
FCZ01_LOFF,1,15,19,0,0,0,7.538155556,1.974830031,13.72158337,93.35877991,452.8294067,38.25011444,9.645652771,0,28.70676041,5.351372719,0,0,119.180954,0,0,0
FCZ01_LOFF,1,15,20,0,0,0,6.400160789,1.293853998,13.38266373,93.35877991,349.7424927,21.29704857,5.995348454,0,3.050093174,0.568583429,0,0,101.2021179,0,0,0
FCZ01_LOFF,1,15,21,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,240.5362549,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,15,22,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,157.5959778,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,15,23,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,114.5724487,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,15,24,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,96.59106445,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,16,1,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,16,2,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,94.14334106,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
FCZ01_LOFF,1,16,3,0,0,0,6.229319096,1.216027975,13.33716393,93.35877991,98.1914978,19.22115898,5.530764103,0,0,0,0,0,98.49716187,0,0,0
