Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.1704,0.1439,0.4410,0.0502,0.0029,0.0774,0.1288,0.2983,0.0442,0.1123,0.0687,0.0313,0.0229
1,WEEKDAY,1,0.1742,0.1381,0.4405,0.0502,0.0029,0.0753,0.1288,0.2800,0.0438,0.1076,0.0687,0.0270,0.0228
1,WEEKDAY,2,0.1773,0.1324,0.4403,0.0502,0.0032,0.0745,0.1288,0.2713,0.0436,0.1050,0.0687,0.0264,0.0239
1,WEEKDAY,3,0.1796,0.1162,0.4402,0.0502,0.0038,0.0746,0.1288,0.2783,0.0442,0.1099,0.0687,0.0284,0.0261
1,WEEKDAY,4,0.1834,0.1186,0.4409,0.0504,0.0091,0.0776,0.1288,0.3145,0.0482,0.1303,0.0699,0.0389,0.0338
1,WEEKDAY,5,0.1843,0.1411,0.4465,0.0518,0.0259,0.0821,0.1288,0.4339,0.0602,0.1898,0.0835,0.0702,0.0504
1,WEEKDAY,6,0.1781,0.1726,0.4631,0.0542,0.0428,0.0850,0.0875,0.6078,0.0754,0.2488,0.1350,0.0919,0.0623
1,WEEKDAY,7,0.1738,0.1889,0.4643,0.0701,0.0529,0.0875,0.0000,0.7154,0.0902,0.2976,0.1900,0.1028,0.0668
1,WEEKDAY,8,0.1639,0.2393,0.4680,0.0845,0.0529,0.0895,0.0000,0.7589,0.0998,0.3261,0.2116,0.1073,0.0685
1,WEEKDAY,9,0.1464,0.3257,0.4717,0.0999,0.0603,0.0917,0.0000,0.7651,0.1054,0.3502,0.2185,0.1083,0.0689
1,WEEKDAY,10,0.1302,0.4041,0.4751,0.0983,0.0748,0.0923,0.0000,0.7654,0.1067,0.3509,0.2213,0.1087,0.0691
1,WEEKDAY,11,0.1178,0.4723,0.4784,0.0952,0.0853,0.0926,0.0000,0.7642,0.1050,0.3532,0.2215,0.1087,0.0691
1,WEEKDAY,12,0.1102,0.5201,0.4810,0.0982,0.0871,0.0932,0.0000,0.7631,0.1034,0.3529,0.2215,0.1087,0.0691
1,WEEKDAY,13,0.1085,0.5488,0.4833,0.0959,0.0792,0.0931,0.0000,0.7640,0.1043,0.3511,0.2214,0.1087,0.0691
1,WEEKDAY,14,0.1060,0.5640,0.4845,0.0947,0.0530,0.0935,0.0000,0.7618,0.1053,0.3441,0.2180,0.1084,0.0690
1,WEEKDAY,15,0.1070,0.5345,0.4827,0.0924,0.0500,0.0932,0.0000,0.7547,0.1034,0.3239,0.2036,0.1067,0.0681
1,WEEKDAY,16,0.1155,0.4617,0.4770,0.0882,0.0685,0.0921,0.0000,0.7290,0.0993,0.2944,0.1763,0.0961,0.0609
1,WEEKDAY,17,0.1266,0.3877,0.4720,0.0792,0.0786,0.0907,0.0835,0.6991,0.0852,0.2562,0.1428,0.0843,0.0514
1,WEEKDAY,18,0.1343,0.3301,0.4664,0.0669,0.0747,0.0888,0.1216,0.6687,0.0735,0.2218,0.1171,0.0718,0.0420
1,WEEKDAY,19,0.1401,0.2644,0.4491,0.0547,0.0516,0.0877,0.1347,0.6295,0.0643,0.1936,0.1037,0.0623,0.0354
1,WEEKDAY,20,0.1418,0.2387,0.4461,0.0526,0.0309,0.0861,0.1347,0.5329,0.0566,0.1723,0.0925,0.0534,0.0312
1,WEEKDAY,21,0.1496,0.2075,0.4444,0.0511,0.0203,0.0834,0.1347,0.4352,0.0507,0.1505,0.0753,0.0462,0.0269
1,WEEKDAY,22,0.1571,0.1816,0.4430,0.0503,0.0142,0.0811,0.1347,0.3677,0.0467,0.1356,0.0693,0.0390,0.0234
1,WEEKDAY,23,0.1626,0.1597,0.4421,0.0502,0.0029,0.0791,0.1347,0.3249,0.0448,0.1170,0.0687,0.0342,0.0229
