Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.1097,0.0021,0.0601,0.0072,0.0006,0.0994,0.0559,0.0724,0.0058,0.0062,0.0186,0.0649,0.0042
1,WEEKDAY,1,0.1228,0.0014,0.0602,0.0076,0.0005,0.0991,0.0559,0.0681,0.0056,0.0046,0.0000,0.0245,0.0012
1,WEEKDAY,2,0.1352,0.0024,0.0596,0.0079,0.0004,0.0990,0.0559,0.0665,0.0055,0.0044,0.0119,0.0045,0.0010
1,WEEKDAY,3,0.1250,0.0037,0.0596,0.0085,0.0006,0.0990,0.0559,0.0730,0.0064,0.0062,0.0805,0.0032,0.0054
1,WEEKDAY,4,0.1144,0.0048,0.0596,0.0096,0.0028,0.0995,0.0559,0.0994,0.0120,0.0109,0.1228,0.0131,0.0104
1,WEEKDAY,5,0.1016,0.0036,0.0596,0.0117,0.0088,0.1054,0.0559,0.1358,0.0234,0.0165,0.1486,0.0330,0.0168
1,WEEKDAY,6,0.0960,0.0105,0.0676,0.0152,0.0199,0.1054,0.0318,0.3387,0.0368,0.0228,0.1635,0.0597,0.0222
1,WEEKDAY,7,0.1131,0.0317,0.5118,0.0182,0.0322,0.1050,0.0000,0.3671,0.0481,0.0277,0.1657,0.1118,0.0265
1,WEEKDAY,8,0.4502,0.0192,0.5909,0.0194,0.0394,0.1041,0.0000,0.3758,0.0534,0.0297,0.1657,0.1509,0.0290
1,WEEKDAY,9,0.3298,0.0389,0.5727,0.0192,0.0419,0.1104,0.0000,0.3778,0.0547,0.0300,0.1657,0.1653,0.0297
1,WEEKDAY,10,0.1499,0.0757,0.5320,0.0193,0.0423,0.1118,0.0000,0.3777,0.0550,0.0300,0.1657,0.1670,0.0298
1,WEEKDAY,11,0.0960,0.1536,0.5261,0.0196,0.0423,0.1135,0.0000,0.3772,0.0551,0.0300,0.1657,0.1670,0.0298
1,WEEKDAY,12,0.0690,0.2383,0.5236,0.0194,0.0421,0.1192,0.0000,0.3772,0.0550,0.0300,0.1657,0.1670,0.0298
1,WEEKDAY,13,0.0512,0.3249,0.5229,0.0189,0.0417,0.1196,0.0000,0.3771,0.0547,0.0300,0.1657,0.1670,0.0298
1,WEEKDAY,14,0.0526,0.4047,0.5234,0.0185,0.0403,0.1248,0.0000,0.3751,0.0537,0.0300,0.1657,0.1670,0.0298
1,WEEKDAY,15,0.0643,0.4204,0.5245,0.0182,0.0359,0.1250,0.0000,0.3700,0.0507,0.0300,0.1657,0.1663,0.0296
1,WEEKDAY,16,0.0896,0.3890,0.5268,0.0175,0.0307,0.1198,0.0000,0.3579,0.0435,0.0295,0.1657,0.1614,0.0283
1,WEEKDAY,17,0.0178,0.0797,0.1070,0.0149,0.0225,0.1185,0.0318,0.2797,0.0326,0.0266,0.1657,0.1481,0.0247
1,WEEKDAY,18,0.0249,0.0574,0.0977,0.0119,0.0152,0.1124,0.0559,0.2361,0.0222,0.0227,0.1653,0.1314,0.0203
1,WEEKDAY,19,0.0338,0.0389,0.0932,0.0100,0.0098,0.1117,0.0559,0.1961,0.0144,0.0189,0.1640,0.1195,0.0175
1,WEEKDAY,20,0.0479,0.0246,0.0802,0.0081,0.0039,0.1116,0.0559,0.1572,0.0096,0.0146,0.1585,0.1121,0.0156
1,WEEKDAY,21,0.0625,0.0096,0.0616,0.0072,0.0012,0.1059,0.0559,0.1236,0.0072,0.0123,0.1488,0.1051,0.0143
1,WEEKDAY,22,0.0684,0.0077,0.0611,0.0074,0.0007,0.1054,0.0559,0.0945,0.0066,0.0124,0.1297,0.0981,0.0127
1,WEEKDAY,23,0.0803,0.0038,0.0605,0.0070,0.0006,0.0996,0.0559,0.0837,0.0063,0.0102,0.0959,0.0852,0.0100
1,SATURDAY,0,0.0685,0.0019,0.0305,0.0069,0.0005,0.0992,0.0559,0.0641,0.0059,0.0039,0.0000,0.0000,0.0000
1,SATURDAY,1,0.0751,0.0000,0.0303,0.0069,0.0004,0.0990,0.0559,0.0611,0.0056,0.0038,0.0000,0.0000,0.0000
1,SATURDAY,2,0.0819,0.0000,0.0300,0.0071,0.0002,0.0989,0.0559,0.0572,0.0050,0.0041,0.0000,0.0001,0.0000
1,SATURDAY,3,0.0766,0.0000,0.0300,0.0073,0.0009,0.0988,0.0559,0.0827,0.0060,0.0058,0.0000,0.0014,0.0003
1,SATURDAY,4,0.0680,0.0027,0.0301,0.0075,0.0030,0.0989,0.0559,0.1247,0.0098,0.0085,0.0000,0.0077,0.0015
1,SATURDAY,5,0.0635,0.0027,0.0300,0.0080,0.0057,0.1042,0.0559,0.1672,0.0139,0.0117,0.0000,0.0154,0.0030
1,SATURDAY,6,0.0626,0.0000,0.0309,0.0094,0.0119,0.1035,0.0318,0.2051,0.0177,0.0175,0.0000,0.0174,0.0034
1,SATURDAY,7,0.0853,0.0313,0.4148,0.0104,0.0230,0.1025,0.0000,0.2400,0.0218,0.0224,0.0000,0.0181,0.0035
1,SATURDAY,8,0.0256,0.0209,0.4772,0.0110,0.0296,0.1012,0.0000,0.2712,0.0244,0.0232,0.0000,0.0182,0.0036
1,SATURDAY,9,0.0208,0.0349,0.4783,0.0109,0.0307,0.1073,0.0000,0.2868,0.0254,0.0232,0.0000,0.0182,0.0036
1,SATURDAY,10,0.0145,0.0524,0.4815,0.0109,0.0304,0.1086,0.0000,0.2875,0.0257,0.0227,0.0000,0.0182,0.0036
1,SATURDAY,11,0.0298,0.1679,0.4825,0.0107,0.0285,0.1101,0.0000,0.2817,0.0253,0.0206,0.0000,0.0182,0.0036
