Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0954,0.0050,0.0969,0.0886,0.3073,1.0000,0.1684,0.2513,0.0116,0.0415,0.0000,0.0508,0.0058
1,WEEKDAY,1,0.0838,0.0050,0.0575,0.0894,0.2555,0.9875,0.1624,0.1435,0.0106,0.0380,0.0000,0.0506,0.0022
1,WEEKDAY,2,0.0975,0.0046,0.0533,0.0986,0.2486,0.9816,0.1528,0.1313,0.0104,0.0368,0.0000,0.0517,0.0006
1,WEEKDAY,3,0.1091,0.0062,0.0577,0.1381,0.3154,0.9822,0.1528,0.1342,0.0107,0.0396,0.0000,0.0552,0.0001
1,WEEKDAY,4,0.0795,0.0072,0.0783,0.2294,0.4140,0.9932,0.1528,0.1935,0.0122,0.0494,0.0000,0.0649,0.0000
1,WEEKDAY,5,0.0160,0.0078,0.0985,0.3561,0.5915,1.0283,0.1793,0.2468,0.0153,0.0626,0.0000,0.0752,0.0000
1,WEEKDAY,6,0.3639,0.0082,0.1419,0.4672,0.8213,1.0430,0.1783,0.3304,0.0189,0.0766,0.0000,0.0810,0.0000
1,WEEKDAY,7,0.2129,0.0091,0.1884,0.5652,0.9681,1.0614,0.0299,0.4207,0.0246,0.0916,0.0000,0.0938,0.0000
1,WEEKDAY,8,0.1236,0.0123,0.2379,0.6534,1.1910,1.0817,0.0265,0.6215,0.0346,0.1040,0.2622,0.1252,0.0006
1,WEEKDAY,9,0.1020,0.0208,0.2817,0.7140,1.4558,1.1189,0.0265,0.8223,0.0540,0.1130,0.5193,0.1580,0.0046
1,WEEKDAY,10,0.0131,0.1112,0.3139,0.7509,1.6426,1.1471,0.0265,1.0425,0.0827,0.1198,0.5193,0.1783,0.0117
1,WEEKDAY,11,0.0051,0.3757,0.3441,0.7656,1.7735,1.1652,0.0265,1.0787,0.0994,0.1225,0.5193,0.1948,0.0162
1,WEEKDAY,12,0.0033,0.5065,0.3471,0.7633,1.8918,1.1846,0.0265,1.1047,0.1031,0.1250,0.5193,0.2029,0.0173
1,WEEKDAY,13,0.0007,0.5822,0.3469,0.7346,1.7910,1.1898,0.0265,1.1345,0.1037,0.1265,0.5193,0.2051,0.0173
1,WEEKDAY,14,0.0007,0.5946,0.3496,0.7391,1.7682,1.2033,0.0265,1.1481,0.1039,0.1273,0.5193,0.2053,0.0173
1,WEEKDAY,15,0.0030,0.6330,0.3537,0.7238,1.8574,1.2029,0.0265,1.1468,0.1038,0.1274,0.5193,0.2050,0.0173
1,WEEKDAY,16,0.0043,0.4955,0.3486,0.6025,1.9175,1.1851,0.0497,1.1291,0.1029,0.1249,0.5193,0.2036,0.0173
1,WEEKDAY,17,0.0070,0.3929,0.3475,0.4739,1.9038,1.1732,0.2695,1.1197,0.1010,0.1185,0.2622,0.1879,0.0173
1,WEEKDAY,18,0.0046,0.3510,0.3407,0.3901,1.8125,1.1480,0.2790,1.0842,0.0982,0.1114,0.0000,0.1668,0.0173
1,WEEKDAY,19,0.0147,0.2786,0.3228,0.3336,1.6116,1.1278,0.2790,1.0329,0.0921,0.1034,0.0000,0.1456,0.0173
1,WEEKDAY,20,0.0256,0.2373,0.3206,0.2609,1.2758,1.1088,0.2760,0.9704,0.0783,0.0947,0.0000,0.1214,0.0173
1,WEEKDAY,21,0.0237,0.1944,0.3013,0.1759,1.0267,1.0747,0.2760,0.7265,0.0563,0.0805,0.0000,0.0935,0.0166
1,WEEKDAY,22,0.0778,0.0393,0.2075,0.1119,0.6720,1.0524,0.2091,0.4319,0.0329,0.0643,0.0000,0.0680,0.0148
1,WEEKDAY,23,0.1867,0.0140,0.2012,0.0911,0.4722,1.0176,0.1684,0.2978,0.0169,0.0499,0.0000,0.0550,0.0111
1,SATURDAY,0,0.2282,0.0048,0.1482,0.0910,0.3597,1.0046,0.1684,0.2579,0.0122,0.0431,0.0000,0.0513,0.0138
1,SATURDAY,1,0.0562,0.0045,0.0770,0.0896,0.2937,0.9909,0.1624,0.1661,0.0108,0.0392,0.0000,0.0506,0.0098
1,SATURDAY,2,0.0764,0.0041,0.0545,0.0986,0.2580,0.9837,0.1528,0.1530,0.0105,0.0372,0.0000,0.0517,0.0033
1,SATURDAY,3,0.0924,0.0058,0.0623,0.1369,0.3152,0.9832,0.1528,0.1545,0.0107,0.0392,0.0000,0.0551,0.0004
1,SATURDAY,4,0.0630,0.0068,0.0784,0.2190,0.4054,0.9931,0.1528,0.1960,0.0121,0.0489,0.0000,0.0646,0.0000
1,SATURDAY,5,0.0038,0.0074,0.0976,0.3254,0.5506,1.0268,0.1793,0.2499,0.0150,0.0625,0.0000,0.0752,0.0000
1,SATURDAY,6,0.0551,0.0078,0.1389,0.4262,0.7562,1.0403,0.1783,0.3237,0.0186,0.0764,0.0000,0.0816,0.0000
1,SATURDAY,7,0.1557,0.0082,0.1823,0.5177,0.8923,1.0578,0.0299,0.4153,0.0241,0.0918,0.0000,0.0969,0.0000
1,SATURDAY,8,0.1177,0.0092,0.2369,0.6018,1.1063,1.0776,0.0265,0.5381,0.0341,0.1052,0.0000,0.1179,0.0006
1,SATURDAY,9,0.1333,0.0138,0.2797,0.6594,1.3577,1.1137,0.0265,0.7414,0.0537,0.1145,0.0000,0.1409,0.0046
1,SATURDAY,10,0.0058,0.0565,0.3121,0.6942,1.5346,1.1399,0.0265,0.8835,0.0823,0.1207,0.0000,0.1645,0.0117
1,SATURDAY,11,0.0126,0.1746,0.3142,0.7073,1.6591,1.1568,0.0265,0.9207,0.0988,0.1224,0.0000,0.1825,0.0162
1,SATURDAY,12,0.0290,0.2584,0.3178,0.7057,1.8176,1.1757,0.0265,0.9476,0.1024,0.1245,0.0000,0.1908,0.0173
1,SATURDAY,13,0.0000,0.3327,0.3184,0.6828,1.7222,1.1812,0.0265,0.9782,0.1029,0.1262,0.0000,0.1930,0.0173
1,SATURDAY,14,0.0000,0.3532,0.3197,0.6949,1.7215,1.1959,0.0265,0.9933,0.1031,0.1276,0.0000,0.1932,0.0173
1,SATURDAY,15,0.0000,0.3648,0.3205,0.6906,1.8388,1.1982,0.0265,1.0770,0.1033,0.1282,0.0000,0.1929,0.0173
1,SATURDAY,16,0.0141,0.2804,0.3188,0.5872,1.9249,1.1872,0.0497,1.0601,0.1033,0.1259,0.0000,0.1915,0.0173
1,SATURDAY,17,0.0014,0.3902,0.3364,0.4652,1.9525,1.1782,0.2695,1.1363,0.1016,0.1197,0.0000,0.1894,0.0173
1,SATURDAY,18,0.0000,0.3560,0.3362,0.3889,1.9034,1.1537,0.2790,1.0810,0.0989,0.1128,0.0000,0.1808,0.0173
1,SATURDAY,19,0.0144,0.2789,0.3202,0.3518,1.7628,1.1339,0.2790,1.0442,0.0929,0.1055,0.0000,0.1550,0.0173
1,SATURDAY,20,0.0637,0.2448,0.3194,0.2983,1.4362,1.1145,0.2760,0.9831,0.0796,0.0980,0.0000,0.1268,0.0173
1,SATURDAY,21,0.0205,0.2093,0.3014,0.2033,1.1657,1.0793,0.2760,0.8357,0.0580,0.0856,0.0000,0.0961,0.0173
1,SATURDAY,22,0.0271,0.0308,0.2071,0.1307,0.8397,1.0574,0.2091,0.5450,0.0353,0.0695,0.0000,0.0696,0.0172
1,SATURDAY,23,0.1356,0.0259,0.2070,0.1000,0.5654,1.0229,0.1684,0.4039,0.0190,0.0532,0.0000,0.0569,0.0160
1,SUNDAY,0,0.0451,0.0049,0.0998,0.0886,0.3261,0.9939,0.1684,0.1674,0.0112,0.0418,0.0000,0.0507,0.0041
1,SUNDAY,1,0.0779,0.0047,0.0531,0.0894,0.2764,0.9852,0.1624,0.1492,0.0106,0.0395,0.0000,0.0506,0.0005
1,SUNDAY,2,0.0922,0.0046,0.0533,0.0986,0.2541,0.9813,0.1528,0.1423,0.0104,0.0392,0.0000,0.0517,0.0000
1,SUNDAY,3,0.1081,0.0061,0.0577,0.1369,0.3115,0.9820,0.1528,0.1464,0.0107,0.0414,0.0000,0.0552,0.0000
1,SUNDAY,4,0.0798,0.0072,0.0786,0.2190,0.3908,0.9928,0.1528,0.1853,0.0121,0.0497,0.0000,0.0650,0.0000
1,SUNDAY,5,0.0135,0.0078,0.1026,0.3254,0.5218,1.0261,0.1793,0.2347,0.0149,0.0618,0.0000,0.0751,0.0000
1,SUNDAY,6,0.1777,0.0083,0.1384,0.4262,0.7323,1.0380,0.1783,0.3065,0.0182,0.0754,0.0000,0.0784,0.0000
1,SUNDAY,7,0.1798,0.0092,0.1823,0.5177,0.8656,1.0522,0.0299,0.3959,0.0237,0.0902,0.0000,0.0801,0.0000
1,SUNDAY,8,0.1180,0.0094,0.2274,0.6018,1.0583,1.0654,0.0265,0.5011,0.0328,0.1026,0.0000,0.0812,0.0006
1,SUNDAY,9,0.0333,0.0189,0.2594,0.6594,1.2901,1.0992,0.0265,0.6850,0.0497,0.1106,0.0000,0.0829,0.0046
1,SUNDAY,10,0.0046,0.0951,0.2921,0.6942,1.4529,1.1227,0.0265,0.7865,0.0742,0.1154,0.0000,0.0884,0.0117
1,SUNDAY,11,0.0000,0.1683,0.2957,0.7070,1.5674,1.1382,0.0265,0.8055,0.0883,0.1176,0.0000,0.0983,0.0162
1,SUNDAY,12,0.0000,0.3017,0.3059,0.7033,1.6278,1.1562,0.0265,0.8199,0.0914,0.1188,0.0000,0.1055,0.0173
1,SUNDAY,13,0.0000,0.3640,0.3093,0.6739,1.5036,1.1608,0.0265,0.8447,0.0919,0.1199,0.0000,0.1076,0.0173
1,SUNDAY,14,0.0000,0.3414,0.3077,0.6750,1.4848,1.1739,0.0265,0.8644,0.0920,0.1217,0.0000,0.1078,0.0173
