Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0140,0.0008,0.0280,0.0375,0.0013,0.0587,0.1716,0.1211,0.0925,0.0103,0.0043,0.0005
1,WEEKDAY,1,0.0192,0.0001,0.0340,0.0375,0.0013,0.0587,0.1716,0.1139,0.0925,0.0103,0.0043,0.0005
1,WEEKDAY,2,0.0279,0.0001,0.0376,0.0375,0.0013,0.0587,0.1716,0.1107,0.0925,0.0103,0.0043,0.0005
1,WEEKDAY,3,0.0332,0.0001,0.0408,0.0375,0.0013,0.0587,0.1716,0.1124,0.0925,0.0103,0.0043,0.0005
1,WEEKDAY,4,0.0376,0.0001,0.0457,0.0380,0.0014,0.0587,0.1716,0.1395,0.0948,0.0108,0.0051,0.0005
1,WEEKDAY,5,0.0968,0.0001,0.0758,0.0413,0.0026,0.0590,0.1716,0.2465,0.1133,0.0155,0.0134,0.0009
1,WEEKDAY,6,0.1036,0.0063,0.1006,0.0469,0.0093,0.0605,0.0807,0.4842,0.1849,0.0329,0.0394,0.0073
1,WEEKDAY,7,0.3732,0.0186,0.1430,0.0566,0.0223,0.0637,0.0093,0.7970,0.2892,0.0651,0.0670,0.0292
1,WEEKDAY,8,0.3021,0.0529,0.1864,0.0647,0.0337,0.0666,0.0000,1.0490,0.3589,0.1016,0.0912,0.0381
1,WEEKDAY,9,0.2692,0.1051,0.2268,0.0721,0.0390,0.0682,0.0000,1.1398,0.3970,0.1254,0.1034,0.0404
1,WEEKDAY,10,0.1580,0.1830,0.2297,0.0726,0.0401,0.0685,0.0000,1.1461,0.4099,0.1313,0.1073,0.0415
1,WEEKDAY,11,0.1021,0.2474,0.2329,0.0718,0.0401,0.0685,0.0000,1.1170,0.4115,0.1318,0.1080,0.0415
1,WEEKDAY,12,0.0814,0.3163,0.2357,0.0727,0.0394,0.0684,0.0000,1.1160,0.4109,0.1318,0.1081,0.0415
1,WEEKDAY,13,0.0585,0.3757,0.2395,0.0713,0.0384,0.0681,0.0000,1.1264,0.4061,0.1311,0.1078,0.0415
1,WEEKDAY,14,0.0455,0.4221,0.2414,0.0701,0.0360,0.0673,0.0000,1.1275,0.3938,0.1256,0.1043,0.0400
1,WEEKDAY,15,0.0426,0.3720,0.2376,0.0681,0.0311,0.0660,0.0000,1.0660,0.3634,0.1086,0.0922,0.0333
1,WEEKDAY,16,0.0673,0.2399,0.2227,0.0643,0.0232,0.0639,0.0035,0.8883,0.3130,0.0805,0.0698,0.0205
1,WEEKDAY,17,0.0850,0.1312,0.1930,0.0574,0.0127,0.0615,0.0776,0.7118,0.2016,0.0469,0.0427,0.0074
1,WEEKDAY,18,0.0754,0.0610,0.0858,0.0480,0.0053,0.0596,0.1672,0.5443,0.1324,0.0221,0.0192,0.0009
1,WEEKDAY,19,0.0807,0.0128,0.0463,0.0404,0.0026,0.0590,0.1791,0.3986,0.1039,0.0131,0.0097,0.0005
1,WEEKDAY,20,0.0167,0.0047,0.0396,0.0387,0.0020,0.0588,0.1791,0.2818,0.0972,0.0118,0.0073,0.0005
1,WEEKDAY,21,0.0183,0.0036,0.0223,0.0383,0.0018,0.0588,0.1791,0.2018,0.0959,0.0113,0.0053,0.0005
1,WEEKDAY,22,0.0188,0.0007,0.0200,0.0380,0.0016,0.0588,0.1791,0.1533,0.0949,0.0109,0.0044,0.0005
1,WEEKDAY,23,0.0218,0.0001,0.0220,0.0376,0.0014,0.0587,0.1791,0.1308,0.0930,0.0104,0.0043,0.0005
1,SATURDAY,0,0.0112,0.0002,0.0314,0.0375,0.0013,0.0587,0.1716,0.1102,0.0925,0.0103,0.0043,0.0005
1,SATURDAY,1,0.0079,0.0001,0.0271,0.0375,0.0013,0.0587,0.1716,0.1102,0.0925,0.0103,0.0043,0.0005
1,SATURDAY,2,0.0082,0.0001,0.0275,0.0375,0.0013,0.0587,0.1716,0.1102,0.0925,0.0103,0.0043,0.0005
1,SATURDAY,3,0.0120,0.0001,0.0333,0.0375,0.0013,0.0587,0.1716,0.1102,0.0925,0.0103,0.0043,0.0005
1,SATURDAY,4,0.0132,0.0001,0.0370,0.0375,0.0014,0.0587,0.1716,0.1119,0.0937,0.0105,0.0044,0.0005
1,SATURDAY,5,0.0633,0.0001,0.0747,0.0378,0.0022,0.0587,0.1716,0.1263,0.1029,0.0121,0.0049,0.0005
1,SATURDAY,6,0.0647,0.0001,0.0751,0.0384,0.0048,0.0589,0.0807,0.1676,0.1237,0.0176,0.0059,0.0005
1,SATURDAY,7,0.0860,0.0001,0.1003,0.0394,0.0089,0.0592,0.0093,0.2280,0.1448,0.0285,0.0081,0.0005
1,SATURDAY,8,0.1324,0.0014,0.0930,0.0401,0.0118,0.0594,0.0000,0.2838,0.1601,0.0384,0.0104,0.0005
1,SATURDAY,9,0.1896,0.0192,0.1290,0.0407,0.0127,0.0594,0.0000,0.2963,0.1689,0.0434,0.0110,0.0005
1,SATURDAY,10,0.0735,0.0471,0.1311,0.0406,0.0124,0.0594,0.0000,0.2839,0.1707,0.0432,0.0110,0.0005
1,SATURDAY,11,0.0603,0.0691,0.1344,0.0406,0.0092,0.0593,0.0000,0.2462,0.1603,0.0372,0.0110,0.0005
1,SATURDAY,12,0.0687,0.0842,0.1369,0.0399,0.0041,0.0591,0.0000,0.2042,0.1415,0.0277,0.0109,0.0005
1,SATURDAY,13,0.0487,0.0879,0.0987,0.0392,0.0019,0.0589,0.0000,0.1679,0.1234,0.0241,0.0106,0.0005
1,SATURDAY,14,0.0511,0.0789,0.0804,0.0382,0.0014,0.0588,0.0000,0.1429,0.1079,0.0205,0.0102,0.0005
1,SATURDAY,15,0.0320,0.0588,0.0726,0.0376,0.0013,0.0587,0.0000,0.1276,0.0980,0.0153,0.0094,0.0005
1,SATURDAY,16,0.0297,0.0305,0.0228,0.0375,0.0013,0.0587,0.0035,0.1200,0.0941,0.0114,0.0083,0.0005
1,SATURDAY,17,0.0319,0.0123,0.0126,0.0375,0.0013,0.0587,0.0776,0.1167,0.0930,0.0106,0.0057,0.0005
1,SATURDAY,18,0.0090,0.0155,0.0174,0.0375,0.0013,0.0587,0.1672,0.1151,0.0927,0.0104,0.0045,0.0005
1,SATURDAY,19,0.0121,0.0005,0.0088,0.0375,0.0013,0.0587,0.1791,0.1145,0.0926,0.0103,0.0043,0.0005
1,SATURDAY,20,0.0116,0.0004,0.0117,0.0375,0.0013,0.0587,0.1791,0.1137,0.0926,0.0103,0.0043,0.0005
1,SATURDAY,21,0.0139,0.0003,0.0185,0.0375,0.0013,0.0587,0.1791,0.1127,0.0926,0.0103,0.0043,0.0005
1,SATURDAY,22,0.0180,0.0036,0.0222,0.0375,0.0013,0.0587,0.1791,0.1106,0.0926,0.0103,0.0043,0.0005
1,SATURDAY,23,0.0215,0.0001,0.0290,0.0375,0.0013,0.0587,0.1791,0.1102,0.0925,0.0103,0.0043,0.0005
1,SUNDAY,0,0.0080,0.0001,0.0260,0.0375,0.0013,0.0587,0.1716,0.1102,0.0925,0.0103,0.0043,0.0005
1,SUNDAY,1,0.0115,0.0001,0.0310,0.0375,0.0013,0.0587,0.1716,0.1102,0.0925,0.0103,0.0043,0.0005
1,SUNDAY,2,0.0207,0.0001,0.0343,0.0375,0.0013,0.0587,0.1716,0.1102,0.0925,0.0103,0.0043,0.0005
1,SUNDAY,3,0.0292,0.0001,0.0414,0.0375,0.0013,0.0587,0.1716,0.1102,0.0925,0.0103,0.0043,0.0005
1,SUNDAY,4,0.0494,0.0001,0.0408,0.0375,0.0013,0.0587,0.1716,0.1102,0.0925,0.0103,0.0043,0.0005
1,SUNDAY,5,0.0594,0.0001,0.0476,0.0375,0.0013,0.0587,0.1716,0.1106,0.0925,0.0103,0.0043,0.0005
1,SUNDAY,6,0.0473,0.0001,0.0451,0.0375,0.0013,0.0587,0.0807,0.1130,0.0926,0.0103,0.0043,0.0005
1,SUNDAY,7,0.0662,0.0001,0.0497,0.0375,0.0013,0.0587,0.0093,0.1142,0.0928,0.0103,0.0043,0.0005
1,SUNDAY,8,0.0249,0.0001,0.0224,0.0375,0.0013,0.0587,0.0000,0.1149,0.0929,0.0104,0.0043,0.0005
1,SUNDAY,9,0.0121,0.0114,0.0126,0.0375,0.0013,0.0587,0.0000,0.1154,0.0929,0.0104,0.0043,0.0005
1,SUNDAY,10,0.0055,0.0271,0.0190,0.0375,0.0013,0.0587,0.0000,0.1156,0.0929,0.0104,0.0043,0.0005
1,SUNDAY,11,0.0032,0.0587,0.0290,0.0375,0.0013,0.0587,0.0000,0.1157,0.0929,0.0104,0.0043,0.0005
1,SUNDAY,12,0.0030,0.0659,0.0317,0.0375,0.0013,0.0587,0.0000,0.1157,0.0928,0.0103,0.0043,0.0005
1,SUNDAY,13,0.0044,0.0858,0.0427,0.0375,0.0013,0.0587,0.0000,0.1157,0.0928,0.0103,0.0043,0.0005
1,SUNDAY,14,0.0018,0.0781,0.0362,0.0375,0.0013,0.0587,0.0000,0.1157,0.0928,0.0103,0.0043,0.0005
1,SUNDAY,15,0.0014,0.0581,0.0275,0.0375,0.0013,0.0587,0.0000,0.1155,0.0927,0.0103,0.0043,0.0005
1,SUNDAY,16,0.0049,0.0212,0.0148,0.0375,0.0013,0.0587,0.0035,0.1154,0.0927,0.0103,0.0043,0.0005
1,SUNDAY,17,0.0071,0.0122,0.0176,0.0375,0.0013,0.0587,0.0776,0.1152,0.0927,0.0103,0.0043,0.0005
1,SUNDAY,18,0.0066,0.0014,0.0030,0.0375,0.0013,0.0587,0.1672,0.1150,0.0927,0.0103,0.0043,0.0005
1,SUNDAY,19,0.0095,0.0009,0.0039,0.0375,0.0013,0.0587,0.1791,0.1145,0.0926,0.0103,0.0043,0.0005
