Month,Daytype,Hour,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Air_Compressors
5,SUNDAY,18,1.6357,0.3155,0.8943,1.4214,0.9275,0.0000,0.7948,0.1897,0.3569,0.1091
5,SUNDAY,19,1.4414,0.3155,0.8876,1.4003,0.9236,0.3530,0.7948,0.1897,0.3560,0.1091
5,SUNDAY,20,1.2875,0.3155,0.8632,1.3822,0.9131,0.3530,0.7948,0.1893,0.3503,0.1085
5,SUNDAY,21,1.1367,0.3155,0.7824,1.3569,0.9072,0.3530,0.7931,0.1883,0.3409,0.1048
5,SUNDAY,22,0.9550,0.3155,0.6375,1.2943,0.8965,0.3530,0.7796,0.1863,0.3254,0.0960
5,SUNDAY,23,0.8298,0.3895,0.4288,1.1615,0.8898,0.3530,0.7431,0.1829,0.2995,0.0795
5,HOLIDAY,0,0.6720,0.3155,0.1963,0.8669,0.8800,0.3530,0.6837,0.1764,0.2603,0.0538
5,HOLIDAY,1,0.4098,0.2515,0.1113,0.6020,0.8624,0.3530,0.5930,0.1546,0.2110,0.0423
5,HOLIDAY,2,0.0000,0.0674,0.1022,0.3044,0.8393,0.3530,0.3239,0.0777,0.1047,0.0409
5,HOLIDAY,3,0.0000,0.0674,0.1022,0.1024,0.8187,0.3530,0.0833,0.0113,0.0249,0.0409
5,HOLIDAY,4,0.0000,0.0674,0.1022,0.0752,0.8125,0.3530,0.0448,0.0007,0.0135,0.0415
5,HOLIDAY,5,0.0000,0.0674,0.1113,0.1346,0.8117,0.0000,0.0529,0.0009,0.0250,0.0482
5,HOLIDAY,6,0.0000,0.1315,0.1963,0.3831,0.8193,0.0000,0.0847,0.0030,0.0647,0.0728
5,HOLIDAY,7,0.0000,0.1315,0.4388,0.6527,0.8345,0.0000,0.1423,0.0089,0.1023,0.0996
5,HOLIDAY,8,0.2571,0.1315,0.6982,0.7799,0.8495,0.0000,0.1788,0.0135,0.1198,0.1082
5,HOLIDAY,9,0.4793,0.3155,0.8536,0.8999,0.8555,0.0000,0.1935,0.0169,0.1257,0.1091
5,HOLIDAY,10,0.9396,0.3155,0.9097,1.0452,0.8654,0.0000,0.2554,0.0294,0.1495,0.1091
5,HOLIDAY,11,1.1265,0.3155,0.9118,1.1789,0.8857,0.0000,0.3591,0.0557,0.1925,0.1091
5,HOLIDAY,12,1.4032,0.3155,0.8848,1.2399,0.9062,0.0000,0.4803,0.1007,0.2480,0.1091
5,HOLIDAY,13,1.5597,0.3155,0.8630,1.2786,0.9261,0.0000,0.6127,0.1426,0.2924,0.1091
5,HOLIDAY,14,1.8037,0.3155,0.8506,1.3096,0.9346,0.0000,0.7229,0.1734,0.3259,0.1091
5,HOLIDAY,15,1.8580,0.3155,0.8487,1.3349,0.9328,0.0000,0.7683,0.1861,0.3487,0.1091
5,HOLIDAY,16,1.8909,0.3155,0.8698,1.3813,0.9350,0.0000,0.7862,0.1894,0.3561,0.1091
5,HOLIDAY,17,1.7777,0.3155,0.8877,1.4139,0.9285,0.0000,0.7938,0.1897,0.3569,0.1091
5,HOLIDAY,18,1.6059,0.3155,0.8943,1.4214,0.9275,0.0000,0.7948,0.1897,0.3569,0.1091
5,HOLIDAY,19,1.4562,0.3155,0.8876,1.4003,0.9236,0.3530,0.7948,0.1897,0.3560,0.1091
5,HOLIDAY,20,1.2410,0.3155,0.8632,1.3822,0.9131,0.3530,0.7948,0.1893,0.3503,0.1085
5,HOLIDAY,21,1.0761,0.3155,0.7824,1.3569,0.9072,0.3530,0.7931,0.1883,0.3409,0.1048
5,HOLIDAY,22,0.9555,0.3155,0.6375,1.2943,0.8965,0.3530,0.7796,0.1863,0.3254,0.0960
5,HOLIDAY,23,0.9365,0.4141,0.4288,1.1615,0.8898,0.3530,0.7431,0.1829,0.2995,0.0795
6,WEEKDAY,0,1.3221,0.4141,0.1670,0.8698,0.8851,0.3530,0.6837,0.1764,0.2603,0.0538
6,WEEKDAY,1,0.9601,0.3629,0.0948,0.6277,0.8676,0.3530,0.5949,0.1546,0.2119,0.0423
6,WEEKDAY,2,0.2422,0.2864,0.0869,0.3900,0.8486,0.3530,0.3421,0.0782,0.1132,0.0409
6,WEEKDAY,3,0.2027,0.1756,0.0869,0.2816,0.8399,0.3530,0.1428,0.0129,0.0536,0.0409
6,WEEKDAY,4,0.1848,0.1788,0.0869,0.3069,0.8499,0.3530,0.1412,0.0040,0.0639,0.0415
6,WEEKDAY,5,0.1972,0.2076,0.0948,0.4067,0.8647,0.0000,0.1854,0.0060,0.0958,0.0482
6,WEEKDAY,6,0.3142,0.2300,0.1670,0.6833,0.8804,0.0000,0.2581,0.0096,0.1498,0.0728
6,WEEKDAY,7,0.5275,0.2561,0.3735,0.9764,0.9023,0.0000,0.3533,0.0169,0.1998,0.0996
6,WEEKDAY,8,0.9216,0.2648,0.5943,1.1171,0.9226,0.0000,0.4048,0.0221,0.2265,0.1082
6,WEEKDAY,9,1.5805,0.4141,0.7266,1.2475,0.9323,0.0000,0.4290,0.0258,0.2398,0.1091
6,WEEKDAY,10,2.1036,0.4141,0.7743,1.3979,0.9438,0.0000,0.4950,0.0383,0.2649,0.1091
6,WEEKDAY,11,2.3756,0.4141,0.7760,1.5459,0.9654,0.0000,0.6013,0.0646,0.3079,0.1091
6,WEEKDAY,12,2.7396,0.4141,0.7530,1.6277,0.9785,0.0000,0.7085,0.1091,0.3550,0.1091
6,WEEKDAY,13,2.9388,0.4141,0.7345,1.4897,0.9748,0.0000,0.7595,0.1479,0.3541,0.1091
6,WEEKDAY,14,3.0743,0.4141,0.7240,1.3959,0.9711,0.0000,0.8026,0.1761,0.3555,0.1091
6,WEEKDAY,15,3.1215,0.4141,0.7223,1.3604,0.9610,0.0000,0.7980,0.1871,0.3589,0.1091
6,WEEKDAY,16,3.1034,0.4141,0.7403,1.3841,0.9559,0.0000,0.7900,0.1895,0.3573,0.1091
6,WEEKDAY,17,3.0184,0.4141,0.7555,1.4139,0.9423,0.0000,0.7938,0.1897,0.3569,0.1091
6,WEEKDAY,18,2.8555,0.4141,0.7610,1.4214,0.9378,0.0000,0.7948,0.1897,0.3569,0.1091
6,WEEKDAY,19,2.5888,0.4141,0.7554,1.4003,0.9304,0.3530,0.7948,0.1897,0.3560,0.1091
6,WEEKDAY,20,2.3185,0.4141,0.7348,1.3822,0.9186,0.3530,0.7948,0.1893,0.3503,0.1085
6,WEEKDAY,21,2.0916,0.4141,0.6659,1.3569,0.9120,0.3530,0.7931,0.1883,0.3409,0.1048
6,WEEKDAY,22,1.8472,0.4141,0.5426,1.2943,0.9016,0.3530,0.7796,0.1863,0.3254,0.0960
6,WEEKDAY,23,1.5307,0.4141,0.3650,1.1615,0.8951,0.3530,0.7431,0.1829,0.2995,0.0795
6,SATURDAY,0,0.9873,0.4141,0.1670,0.8698,0.8851,0.3530,0.6837,0.1764,0.2603,0.0538
6,SATURDAY,1,0.6433,0.3501,0.0948,0.6277,0.8676,0.3530,0.5949,0.1546,0.2119,0.0423
6,SATURDAY,2,0.0930,0.2008,0.0869,0.3900,0.8486,0.3530,0.3421,0.0782,0.1132,0.0409
6,SATURDAY,3,0.0943,0.1660,0.0869,0.2816,0.8399,0.3530,0.1428,0.0129,0.0536,0.0409
6,SATURDAY,4,0.0945,0.1660,0.0869,0.3069,0.8499,0.3530,0.1412,0.0040,0.0639,0.0415
6,SATURDAY,5,0.0956,0.1916,0.0948,0.4067,0.8647,0.0000,0.1854,0.0060,0.0958,0.0482
6,SATURDAY,6,0.1628,0.2300,0.1670,0.6833,0.8804,0.0000,0.2581,0.0096,0.1498,0.0728
6,SATURDAY,7,0.2981,0.2300,0.3735,0.9764,0.9023,0.0000,0.3533,0.0169,0.1998,0.0996
6,SATURDAY,8,0.6505,0.2300,0.5943,1.1171,0.9226,0.0000,0.4048,0.0221,0.2265,0.1082
6,SATURDAY,9,1.0923,0.4141,0.7266,1.2475,0.9323,0.0000,0.4290,0.0258,0.2398,0.1091
6,SATURDAY,10,1.6087,0.4141,0.7743,1.3979,0.9438,0.0000,0.4950,0.0383,0.2649,0.1091
6,SATURDAY,11,1.8318,0.4141,0.7760,1.5459,0.9654,0.0000,0.6013,0.0646,0.3079,0.1091
6,SATURDAY,12,2.1705,0.4141,0.7530,1.6277,0.9785,0.0000,0.7085,0.1091,0.3550,0.1091
6,SATURDAY,13,2.3096,0.4141,0.7345,1.4897,0.9748,0.0000,0.7596,0.1479,0.3541,0.1091
6,SATURDAY,14,2.4608,0.4141,0.7240,1.3959,0.9711,0.0000,0.8026,0.1761,0.3555,0.1091
6,SATURDAY,15,2.5655,0.4141,0.7223,1.3604,0.9610,0.0000,0.7980,0.1871,0.3589,0.1091
6,SATURDAY,16,2.5800,0.4141,0.7403,1.3841,0.9559,0.0000,0.7900,0.1895,0.3573,0.1091
6,SATURDAY,17,2.5389,0.4141,0.7555,1.4139,0.9423,0.0000,0.7938,0.1897,0.3569,0.1091
6,SATURDAY,18,2.3785,0.4141,0.7610,1.4214,0.9378,0.0000,0.7948,0.1897,0.3569,0.1091
6,SATURDAY,19,2.1102,0.4141,0.7554,1.4003,0.9304,0.3530,0.7948,0.1897,0.3560,0.1091
6,SATURDAY,20,1.8141,0.4141,0.7348,1.3822,0.9186,0.3530,0.7948,0.1893,0.3503,0.1085
6,SATURDAY,21,1.6289,0.4141,0.6659,1.3569,0.9120,0.3530,0.7931,0.1883,0.3409,0.1048
6,SATURDAY,22,1.4126,0.4141,0.5426,1.2943,0.9016,0.3530,0.7796,0.1863,0.3254,0.0960
6,SATURDAY,23,0.9645,0.3155,0.3650,1.1615,0.8951,0.3530,0.7431,0.1829,0.2995,0.0795
6,SUNDAY,0,0.8375,0.3155,0.1670,0.8669,0.8851,0.3530,0.6837,0.1764,0.2603,0.0538
6,SUNDAY,1,0.5953,0.2643,0.0948,0.6020,0.8671,0.3530,0.5930,0.1546,0.2110,0.0423
6,SUNDAY,2,0.0093,0.1498,0.0869,0.3044,0.8438,0.3530,0.3239,0.0777,0.1047,0.0409
6,SUNDAY,3,0.0047,0.0802,0.0869,0.1024,0.8231,0.3530,0.0833,0.0113,0.0249,0.0409
6,SUNDAY,4,0.0026,0.0674,0.0869,0.0752,0.8168,0.3530,0.0448,0.0007,0.0135,0.0415
6,SUNDAY,5,0.0054,0.0930,0.0948,0.1346,0.8163,0.0000,0.0529,0.0009,0.0250,0.0482
6,SUNDAY,6,0.0437,0.1315,0.1670,0.3831,0.8243,0.0000,0.0847,0.0030,0.0647,0.0728
6,SUNDAY,7,0.1255,0.1315,0.3735,0.6527,0.8403,0.0000,0.1423,0.0089,0.1023,0.0996
6,SUNDAY,8,0.3602,0.1662,0.5943,0.7799,0.8564,0.0000,0.1788,0.0135,0.1198,0.1082
6,SUNDAY,9,0.7959,0.3155,0.7266,0.8999,0.8626,0.0000,0.1935,0.0169,0.1257,0.1091
6,SUNDAY,10,1.1763,0.3155,0.7743,1.0452,0.8720,0.0000,0.2554,0.0294,0.1495,0.1091
6,SUNDAY,11,1.3704,0.3155,0.7760,1.1789,0.8927,0.0000,0.3591,0.0557,0.1925,0.1091
6,SUNDAY,12,1.6018,0.3155,0.7530,1.2399,0.9132,0.0000,0.4803,0.1007,0.2480,0.1091
6,SUNDAY,13,1.7946,0.3155,0.7345,1.2786,0.9332,0.0000,0.6127,0.1426,0.2924,0.1091
6,SUNDAY,14,1.9505,0.3155,0.7240,1.3096,0.9411,0.0000,0.7229,0.1734,0.3259,0.1091
6,SUNDAY,15,2.0040,0.3155,0.7223,1.3349,0.9388,0.0000,0.7683,0.1861,0.3487,0.1091
6,SUNDAY,16,1.9411,0.3155,0.7403,1.3813,0.9408,0.0000,0.7862,0.1894,0.3561,0.1091
6,SUNDAY,17,1.9207,0.3155,0.7555,1.4139,0.9336,0.0000,0.7938,0.1897,0.3569,0.1091
6,SUNDAY,18,1.8232,0.3155,0.7610,1.4214,0.9339,0.0000,0.7948,0.1897,0.3569,0.1091
6,SUNDAY,19,1.6505,0.3155,0.7554,1.4003,0.9293,0.3530,0.7948,0.1897,0.3560,0.1091
6,SUNDAY,20,1.5155,0.3155,0.7348,1.3822,0.9185,0.3530,0.7948,0.1893,0.3503,0.1085
6,SUNDAY,21,1.3896,0.3155,0.6659,1.3569,0.9120,0.3530,0.7931,0.1883,0.3409,0.1048
6,SUNDAY,22,1.2104,0.3155,0.5426,1.2943,0.9016,0.3530,0.7796,0.1863,0.3254,0.0960
6,SUNDAY,23,1.2841,0.4141,0.3615,1.1615,0.8958,0.3530,0.7431,0.1829,0.2995,0.0795
6,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,WEEKDAY,0,1.7978,0.4141,0.1590,0.8698,0.8891,0.3530,0.6837,0.1764,0.2603,0.0538
7,WEEKDAY,1,1.4009,0.3937,0.0902,0.6277,0.8714,0.3530,0.5949,0.1546,0.2119,0.0423
7,WEEKDAY,2,0.4923,0.3923,0.0827,0.3900,0.8525,0.3530,0.3421,0.0782,0.1132,0.0409
7,WEEKDAY,3,0.3638,0.2205,0.0827,0.2816,0.8437,0.3530,0.1428,0.0129,0.0536,0.0409
7,WEEKDAY,4,0.3380,0.2068,0.0827,0.3069,0.8535,0.3530,0.1412,0.0040,0.0639,0.0415
7,WEEKDAY,5,0.3444,0.2271,0.0902,0.4067,0.8676,0.0000,0.1854,0.0060,0.0958,0.0482
7,WEEKDAY,6,0.4857,0.2458,0.1590,0.6833,0.8835,0.0000,0.2581,0.0096,0.1498,0.0728
7,WEEKDAY,7,0.7681,0.3091,0.3556,0.9764,0.9062,0.0000,0.3533,0.0169,0.1998,0.0996
7,WEEKDAY,8,1.2704,0.3407,0.5658,1.1171,0.9278,0.0000,0.4048,0.0221,0.2265,0.1082
7,WEEKDAY,9,2.0540,0.4141,0.6917,1.2475,0.9379,0.0000,0.4290,0.0258,0.2398,0.1091
7,WEEKDAY,10,2.5147,0.4141,0.7371,1.3979,0.9492,0.0000,0.4950,0.0383,0.2649,0.1091
7,WEEKDAY,11,2.8122,0.4141,0.7388,1.5459,0.9707,0.0000,0.6013,0.0646,0.3079,0.1091
7,WEEKDAY,12,3.1432,0.4141,0.7169,1.6277,0.9838,0.0000,0.7085,0.1091,0.3550,0.1091
7,WEEKDAY,13,3.3228,0.4141,0.6992,1.4897,0.9800,0.0000,0.7595,0.1479,0.3541,0.1091
7,WEEKDAY,14,3.4684,0.4141,0.6891,1.3959,0.9761,0.0000,0.8026,0.1761,0.3555,0.1091
7,WEEKDAY,15,3.5045,0.4141,0.6877,1.3604,0.9654,0.0000,0.7980,0.1871,0.3589,0.1091
7,WEEKDAY,16,3.5027,0.4141,0.7047,1.3841,0.9598,0.0000,0.7900,0.1895,0.3573,0.1091
7,WEEKDAY,17,3.4375,0.4141,0.7193,1.4139,0.9455,0.0000,0.7938,0.1897,0.3569,0.1091
7,WEEKDAY,18,3.2971,0.4141,0.7246,1.4214,0.9421,0.0000,0.7948,0.1897,0.3569,0.1091
7,WEEKDAY,19,3.0564,0.4141,0.7192,1.4003,0.9344,0.3530,0.7948,0.1897,0.3560,0.1091
7,WEEKDAY,20,2.7750,0.4141,0.6994,1.3822,0.9226,0.3530,0.7948,0.1893,0.3503,0.1085
7,WEEKDAY,21,2.6021,0.4141,0.6339,1.3569,0.9156,0.3530,0.7931,0.1883,0.3409,0.1048
7,WEEKDAY,22,2.3426,0.4141,0.5165,1.2943,0.9058,0.3530,0.7796,0.1863,0.3254,0.0960
7,WEEKDAY,23,2.0502,0.4096,0.3469,1.1615,0.8990,0.3530,0.7431,0.1829,0.2995,0.0795
7,SATURDAY,0,1.8588,0.4141,0.1590,0.8698,0.8891,0.3530,0.6837,0.1764,0.2603,0.0538
7,SATURDAY,1,1.4123,0.3981,0.0902,0.6277,0.8714,0.3530,0.5949,0.1546,0.2119,0.0423
7,SATURDAY,2,0.4778,0.4039,0.0827,0.3900,0.8525,0.3530,0.3421,0.0782,0.1132,0.0409
7,SATURDAY,3,0.3453,0.2140,0.0827,0.2816,0.8437,0.3530,0.1428,0.0129,0.0536,0.0409
7,SATURDAY,4,0.3435,0.2140,0.0827,0.3069,0.8535,0.3530,0.1412,0.0040,0.0639,0.0415
7,SATURDAY,5,0.3385,0.2300,0.0902,0.4067,0.8676,0.0000,0.1854,0.0060,0.0958,0.0482
7,SATURDAY,6,0.5029,0.2735,0.1590,0.6833,0.8835,0.0000,0.2581,0.0096,0.1498,0.0728
7,SATURDAY,7,0.8538,0.3170,0.3556,0.9764,0.9062,0.0000,0.3533,0.0169,0.1998,0.0996
7,SATURDAY,8,1.3155,0.3605,0.5658,1.1171,0.9278,0.0000,0.4048,0.0221,0.2265,0.1082
7,SATURDAY,9,2.1596,0.4141,0.6917,1.2475,0.9379,0.0000,0.4290,0.0258,0.2398,0.1091
7,SATURDAY,10,2.6285,0.4141,0.7371,1.3979,0.9492,0.0000,0.4950,0.0383,0.2649,0.1091
7,SATURDAY,11,2.9270,0.4141,0.7388,1.5459,0.9707,0.0000,0.6013,0.0646,0.3079,0.1091
7,SATURDAY,12,3.2617,0.4141,0.7169,1.6277,0.9838,0.0000,0.7085,0.1091,0.3550,0.1091
7,SATURDAY,13,3.4520,0.4141,0.6992,1.4897,0.9800,0.0000,0.7596,0.1479,0.3541,0.1091
7,SATURDAY,14,3.5443,0.4141,0.6891,1.3959,0.9761,0.0000,0.8026,0.1761,0.3555,0.1091
7,SATURDAY,15,3.5689,0.4141,0.6877,1.3604,0.9654,0.0000,0.7980,0.1871,0.3589,0.1091
7,SATURDAY,16,3.5493,0.4141,0.7047,1.3841,0.9598,0.0000,0.7900,0.1895,0.3573,0.1091
7,SATURDAY,17,3.5039,0.4141,0.7193,1.4139,0.9455,0.0000,0.7938,0.1897,0.3569,0.1091
7,SATURDAY,18,3.3840,0.4141,0.7246,1.4214,0.9421,0.0000,0.7948,0.1897,0.3569,0.1091
7,SATURDAY,19,3.0852,0.4141,0.7192,1.4003,0.9344,0.3530,0.7948,0.1897,0.3560,0.1091
7,SATURDAY,20,2.7809,0.4141,0.6994,1.3822,0.9226,0.3530,0.7948,0.1893,0.3503,0.1085
7,SATURDAY,21,2.6492,0.4141,0.6339,1.3569,0.9156,0.3530,0.7931,0.1883,0.3409,0.1048
7,SATURDAY,22,2.4023,0.4141,0.5165,1.2943,0.9058,0.3530,0.7796,0.1863,0.3254,0.0960
7,SATURDAY,23,1.5857,0.3155,0.3475,1.1615,0.8990,0.3530,0.7431,0.1829,0.2995,0.0795
7,SUNDAY,0,1.3314,0.3155,0.1590,0.8669,0.8891,0.3530,0.6837,0.1764,0.2603,0.0538
7,SUNDAY,1,0.9624,0.2995,0.0902,0.6020,0.8710,0.3530,0.5930,0.1546,0.2110,0.0423
7,SUNDAY,2,0.1323,0.3054,0.0827,0.3044,0.8476,0.3530,0.3239,0.0777,0.1047,0.0409
7,SUNDAY,3,0.0255,0.0994,0.0827,0.1024,0.8269,0.3530,0.0833,0.0113,0.0249,0.0409
7,SUNDAY,4,0.0148,0.0834,0.0827,0.0752,0.8204,0.3530,0.0448,0.0007,0.0135,0.0415
7,SUNDAY,5,0.0158,0.1315,0.0902,0.1346,0.8193,0.0000,0.0529,0.0009,0.0250,0.0482
7,SUNDAY,6,0.0869,0.1749,0.1590,0.3831,0.8274,0.0000,0.0847,0.0030,0.0647,0.0728
7,SUNDAY,7,0.2499,0.1749,0.3556,0.6527,0.8442,0.0000,0.1423,0.0089,0.1023,0.0996
7,SUNDAY,8,0.5153,0.1749,0.5658,0.7799,0.8617,0.0000,0.1788,0.0135,0.1198,0.1082
7,SUNDAY,9,1.1167,0.3155,0.6917,0.8999,0.8682,0.0000,0.1935,0.0169,0.1257,0.1091
7,SUNDAY,10,1.5259,0.3155,0.7371,1.0452,0.8774,0.0000,0.2554,0.0294,0.1495,0.1091
7,SUNDAY,11,1.7438,0.3155,0.7388,1.1789,0.8980,0.0000,0.3591,0.0557,0.1925,0.1091
7,SUNDAY,12,2.0553,0.3155,0.7169,1.2399,0.9186,0.0000,0.4803,0.1007,0.2480,0.1091
7,SUNDAY,13,2.2575,0.3155,0.6992,1.2786,0.9384,0.0000,0.6127,0.1426,0.2924,0.1091
7,SUNDAY,14,2.4156,0.3155,0.6891,1.3096,0.9460,0.0000,0.7229,0.1734,0.3259,0.1091
7,SUNDAY,15,2.4536,0.3155,0.6877,1.3349,0.9431,0.0000,0.7683,0.1861,0.3487,0.1091
7,SUNDAY,16,2.4755,0.3155,0.7047,1.3813,0.9447,0.0000,0.7862,0.1894,0.3561,0.1091
7,SUNDAY,17,2.4574,0.3155,0.7193,1.4139,0.9368,0.0000,0.7938,0.1897,0.3569,0.1091
7,SUNDAY,18,2.3203,0.3155,0.7246,1.4214,0.9382,0.0000,0.7948,0.1897,0.3569,0.1091
7,SUNDAY,19,2.1758,0.3155,0.7192,1.4003,0.9333,0.3530,0.7948,0.1897,0.3560,0.1091
7,SUNDAY,20,2.0178,0.3155,0.6994,1.3822,0.9225,0.3530,0.7948,0.1893,0.3503,0.1085
7,SUNDAY,21,1.8902,0.3155,0.6339,1.3569,0.9156,0.3530,0.7931,0.1883,0.3409,0.1048
7,SUNDAY,22,1.6996,0.3155,0.5165,1.2943,0.9058,0.3530,0.7796,0.1863,0.3254,0.0960
7,SUNDAY,23,1.8011,0.4141,0.3475,1.1615,0.8990,0.3530,0.7431,0.1829,0.2995,0.0795
7,HOLIDAY,0,1.0943,0.3155,0.1590,0.8669,0.8891,0.3530,0.6837,0.1764,0.2603,0.0538
7,HOLIDAY,1,0.6823,0.3155,0.0902,0.6020,0.8710,0.3530,0.5930,0.1546,0.2110,0.0423
7,HOLIDAY,2,0.0000,0.3054,0.0827,0.3044,0.8476,0.3530,0.3239,0.0777,0.1047,0.0409
7,HOLIDAY,3,0.0000,0.0674,0.0827,0.1024,0.8269,0.3530,0.0833,0.0113,0.0249,0.0409
7,HOLIDAY,4,0.0000,0.0674,0.0827,0.0752,0.8204,0.3530,0.0448,0.0007,0.0135,0.0415
7,HOLIDAY,5,0.0000,0.1315,0.0902,0.1346,0.8193,0.0000,0.0529,0.0009,0.0250,0.0482
7,HOLIDAY,6,0.0000,0.1315,0.1590,0.3831,0.8274,0.0000,0.0847,0.0030,0.0647,0.0728
7,HOLIDAY,7,0.1528,0.1315,0.3556,0.6527,0.8442,0.0000,0.1423,0.0089,0.1023,0.0996
7,HOLIDAY,8,0.3763,0.1315,0.5658,0.7799,0.8617,0.0000,0.1788,0.0135,0.1198,0.1082
7,HOLIDAY,9,0.9308,0.3155,0.6917,0.8999,0.8682,0.0000,0.1935,0.0169,0.1257,0.1091
7,HOLIDAY,10,1.3840,0.3155,0.7371,1.0452,0.8774,0.0000,0.2554,0.0294,0.1495,0.1091
7,HOLIDAY,11,1.5785,0.3155,0.7388,1.1789,0.8980,0.0000,0.3591,0.0557,0.1925,0.1091
7,HOLIDAY,12,1.9187,0.3155,0.7169,1.2399,0.9186,0.0000,0.4803,0.1007,0.2480,0.1091
7,HOLIDAY,13,2.0752,0.3155,0.6992,1.2786,0.9384,0.0000,0.6127,0.1426,0.2924,0.1091
7,HOLIDAY,14,2.1997,0.3155,0.6891,1.3096,0.9460,0.0000,0.7229,0.1734,0.3259,0.1091
7,HOLIDAY,15,2.2739,0.3155,0.6877,1.3349,0.9431,0.0000,0.7683,0.1861,0.3487,0.1091
7,HOLIDAY,16,2.2883,0.3155,0.7047,1.3813,0.9447,0.0000,0.7862,0.1894,0.3561,0.1091
7,HOLIDAY,17,2.2817,0.3155,0.7193,1.4139,0.9368,0.0000,0.7938,0.1897,0.3569,0.1091
7,HOLIDAY,18,2.1729,0.3155,0.7246,1.4214,0.9382,0.0000,0.7948,0.1897,0.3569,0.1091
7,HOLIDAY,19,1.9605,0.3155,0.7192,1.4003,0.9333,0.3530,0.7948,0.1897,0.3560,0.1091
7,HOLIDAY,20,1.8315,0.3155,0.6994,1.3822,0.9225,0.3530,0.7948,0.1893,0.3503,0.1085
7,HOLIDAY,21,1.6267,0.3155,0.6339,1.3569,0.9156,0.3530,0.7931,0.1883,0.3409,0.1048
7,HOLIDAY,22,1.4339,0.3155,0.5165,1.2943,0.9058,0.3530,0.7796,0.1863,0.3254,0.0960
7,HOLIDAY,23,1.5047,0.4141,0.3475,1.1615,0.8990,0.3530,0.7431,0.1829,0.2995,0.0795
8,WEEKDAY,0,1.7234,0.4141,0.1529,0.8698,0.8885,0.3530,0.6837,0.1764,0.2603,0.0538
8,WEEKDAY,1,1.2827,0.3937,0.0868,0.6277,0.8710,0.3530,0.5949,0.1546,0.2119,0.0423
8,WEEKDAY,2,0.4381,0.3707,0.0795,0.3900,0.8520,0.3530,0.3421,0.0782,0.1132,0.0409
8,WEEKDAY,3,0.3219,0.2176,0.0795,0.2816,0.8434,0.3530,0.1428,0.0129,0.0536,0.0409
