Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors
1,SATURDAY,1,0.0000,0.0450,0.3699,0.0202,0.0360,2.6351,0.2640,0.5804,0.0220,0.0763,0.0012
1,SATURDAY,2,0.0000,0.0481,0.3699,0.0205,0.0348,2.6258,0.2640,0.5699,0.0205,0.0756,0.0012
1,SATURDAY,3,0.0000,0.0420,0.3699,0.0217,0.0428,2.6199,0.2640,0.5937,0.0209,0.0769,0.0012
1,SATURDAY,4,0.0000,0.0448,0.3699,0.0271,0.1168,2.6245,0.2640,0.6625,0.0264,0.0882,0.0013
1,SATURDAY,5,0.0997,0.0446,0.4768,0.0408,0.1657,2.7686,0.2640,0.7370,0.0377,0.1055,0.0018
1,SATURDAY,6,0.4681,0.0484,0.5027,0.0712,0.1998,2.7562,0.1812,0.8686,0.0515,0.1171,0.0027
1,SATURDAY,7,0.4416,0.0497,0.5747,0.0942,0.2353,2.7040,0.0000,1.0025,0.0648,0.1200,0.0037
1,SATURDAY,8,0.3041,0.0835,0.5749,0.0996,0.2362,2.6897,0.0000,1.0355,0.0729,0.1204,0.0042
1,SATURDAY,9,0.0000,0.1278,0.5751,0.0989,0.2362,2.8854,0.0000,1.0380,0.0754,0.1204,0.0042
1,SATURDAY,10,0.0000,0.2075,0.5753,0.0966,0.2461,2.9614,0.0000,1.0380,0.0757,0.1204,0.0042
1,SATURDAY,11,0.0000,0.3156,0.5754,0.0954,0.2459,3.0379,0.0000,1.0380,0.0757,0.1204,0.0042
1,SATURDAY,12,0.0000,0.3944,0.5756,0.0951,0.2466,3.2009,0.0000,1.0380,0.0757,0.1204,0.0042
1,SATURDAY,13,0.0000,0.4439,0.5757,0.0940,0.2369,3.2111,0.0000,1.0380,0.0757,0.1204,0.0042
1,SATURDAY,14,0.0000,0.4393,0.5761,0.0952,0.2174,3.3415,0.0000,1.0375,0.0757,0.1204,0.0042
1,SATURDAY,15,0.0000,0.4238,0.5761,0.0965,0.2099,3.3367,0.0000,1.0324,0.0757,0.1204,0.0042
1,SATURDAY,16,0.0000,0.3804,0.5754,0.0987,0.2057,3.1848,0.0000,1.0182,0.0757,0.1203,0.0042
1,SATURDAY,17,0.0000,0.3158,0.5752,0.0994,0.1770,3.1591,0.1894,1.0044,0.0756,0.1200,0.0042
1,SATURDAY,18,0.0000,0.2370,0.5751,0.0984,0.1604,3.0141,0.2685,1.0150,0.0745,0.1180,0.0041
1,SATURDAY,19,0.0000,0.2034,0.5751,0.0908,0.1406,2.9988,0.2685,1.0151,0.0704,0.1134,0.0038
1,SATURDAY,20,0.0000,0.1604,0.5750,0.0765,0.0861,2.9905,0.2685,0.9899,0.0617,0.1040,0.0034
1,SATURDAY,21,0.0000,0.1206,0.5749,0.0575,0.0734,2.8344,0.2685,0.8933,0.0507,0.0944,0.0027
1,SATURDAY,22,0.0000,0.0800,0.4067,0.0369,0.0567,2.8392,0.2685,0.7655,0.0388,0.0860,0.0016
1,SATURDAY,23,0.0000,0.0593,0.3708,0.0244,0.0402,2.6669,0.2685,0.6920,0.0241,0.0778,0.0012
1,SUNDAY,0,0.0000,0.0381,0.3256,0.0204,0.0321,2.6451,0.2640,0.6361,0.0213,0.0762,0.0012
1,SUNDAY,1,0.0000,0.0448,0.3699,0.0202,0.0365,2.6346,0.2640,0.5802,0.0220,0.0761,0.0012
1,SUNDAY,2,0.0000,0.0482,0.3699,0.0205,0.0386,2.6258,0.2640,0.5703,0.0206,0.0756,0.0012
1,SUNDAY,3,0.0000,0.0422,0.3699,0.0216,0.0557,2.6203,0.2640,0.5985,0.0220,0.0777,0.0012
1,SUNDAY,4,0.0000,0.0468,0.3699,0.0268,0.1516,2.6249,0.2640,0.6894,0.0289,0.0880,0.0013
1,SUNDAY,5,0.0000,0.0456,0.3698,0.0396,0.2027,2.7680,0.2640,0.8006,0.0420,0.1039,0.0018
1,SUNDAY,6,0.0000,0.0497,0.5022,0.0667,0.2333,2.7532,0.1812,0.9517,0.0561,0.1154,0.0027
1,SUNDAY,7,0.5740,0.0550,0.5746,0.0875,0.2714,2.6974,0.0000,1.0282,0.0680,0.1200,0.0037
1,SUNDAY,8,0.3090,0.0827,0.5749,0.0973,0.2739,2.6855,0.0000,1.0851,0.0756,0.1210,0.0042
1,SUNDAY,9,0.0924,0.1152,0.5751,0.0989,0.2742,2.8842,0.0000,1.1023,0.0785,0.1210,0.0042
1,SUNDAY,10,0.0000,0.1551,0.5752,0.0969,0.2841,2.9624,0.0000,1.1038,0.0790,0.1210,0.0042
1,SUNDAY,11,0.0000,0.1983,0.5754,0.0955,0.2837,3.0399,0.0000,1.1038,0.0791,0.1210,0.0042
1,SUNDAY,12,0.0000,0.2527,0.5755,0.0952,0.2833,3.2030,0.0000,1.1038,0.0791,0.1210,0.0042
1,SUNDAY,13,0.0000,0.2830,0.5756,0.0941,0.2693,3.2133,0.0000,1.1038,0.0791,0.1210,0.0042
1,SUNDAY,14,0.0000,0.2906,0.5760,0.0954,0.2448,3.3435,0.0000,1.1023,0.0791,0.1210,0.0042
1,SUNDAY,15,0.0000,0.2771,0.5761,0.0969,0.2348,3.3383,0.0000,1.0937,0.0791,0.1210,0.0042
1,SUNDAY,16,0.0000,0.2394,0.5754,0.0990,0.2294,3.1864,0.0000,1.0797,0.0790,0.1205,0.0042
1,SUNDAY,17,0.0000,0.2086,0.5751,0.0991,0.1999,3.1608,0.1894,1.0717,0.0787,0.1188,0.0042
1,SUNDAY,18,0.0817,0.1877,0.5750,0.0959,0.1823,3.0131,0.2685,1.0790,0.0768,0.1140,0.0041
1,SUNDAY,19,0.1088,0.1615,0.5750,0.0853,0.1609,2.9941,0.2685,1.0584,0.0715,0.1083,0.0038
1,SUNDAY,20,0.0000,0.1377,0.3972,0.0692,0.1036,2.9822,0.2685,0.9981,0.0615,0.0998,0.0034
1,SUNDAY,21,0.0000,0.1034,0.3708,0.0499,0.0827,2.8233,0.2685,0.8434,0.0497,0.0920,0.0027
1,SUNDAY,22,0.0000,0.0649,0.3707,0.0318,0.0538,2.8290,0.2685,0.7015,0.0379,0.0852,0.0016
1,SUNDAY,23,0.0000,0.0541,0.3700,0.0224,0.0362,2.6597,0.2685,0.6779,0.0238,0.0774,0.0012
1,HOLIDAY,0,0.0000,0.0323,0.2746,0.0202,0.0413,2.6487,0.2640,0.6504,0.0327,0.0783,0.0012
1,HOLIDAY,1,0.0000,0.0322,0.2746,0.0201,0.0406,2.6363,0.2640,0.6309,0.0289,0.0773,0.0012
1,HOLIDAY,2,0.0000,0.0317,0.2746,0.0201,0.0397,2.6274,0.2640,0.6010,0.0252,0.0765,0.0012
1,HOLIDAY,3,0.0000,0.0307,0.2746,0.0202,0.0416,2.6209,0.2640,0.5892,0.0224,0.0764,0.0012
1,HOLIDAY,4,0.0000,0.0299,0.2746,0.0228,0.0932,2.6243,0.2640,0.6053,0.0227,0.0837,0.0013
1,HOLIDAY,5,0.0000,0.0297,0.2752,0.0291,0.1391,2.7661,0.2640,0.6526,0.0263,0.0957,0.0018
1,HOLIDAY,6,0.0000,0.0300,0.2987,0.0522,0.1708,2.7519,0.1812,0.7824,0.0342,0.1039,0.0027
1,HOLIDAY,7,0.0000,0.0325,0.3723,0.0724,0.2063,2.6984,0.0000,0.9052,0.0432,0.1060,0.0037
1,HOLIDAY,8,0.0000,0.0358,0.3725,0.0777,0.2095,2.6834,0.0000,0.9377,0.0499,0.1066,0.0042
1,HOLIDAY,9,0.0000,0.0578,0.3727,0.0774,0.2163,2.8791,0.0000,0.9488,0.0538,0.1077,0.0042
1,HOLIDAY,10,0.0000,0.0775,0.3728,0.0757,0.2313,2.9556,0.0000,0.9834,0.0584,0.1087,0.0042
1,HOLIDAY,11,0.0000,0.0951,0.3730,0.0747,0.2328,3.0329,0.0000,1.0036,0.0633,0.1090,0.0042
1,HOLIDAY,12,0.0000,0.1331,0.4174,0.0745,0.2347,3.1965,0.0000,1.0067,0.0663,0.1091,0.0042
1,HOLIDAY,13,0.0000,0.1493,0.4175,0.0736,0.2275,3.2072,0.0000,1.0068,0.0671,0.1091,0.0042
1,HOLIDAY,14,0.0000,0.1493,0.4178,0.0745,0.2101,3.3378,0.0000,1.0067,0.0672,0.1091,0.0042
1,HOLIDAY,15,0.0000,0.1422,0.4175,0.0753,0.2051,3.3331,0.0000,1.0043,0.0672,0.1091,0.0042
1,HOLIDAY,16,0.0000,0.1381,0.4172,0.0772,0.2015,3.1809,0.0000,0.9872,0.0672,0.1091,0.0042
1,HOLIDAY,17,0.0000,0.1373,0.4172,0.0778,0.1716,3.1556,0.1894,0.9748,0.0672,0.1090,0.0042
1,HOLIDAY,18,0.0000,0.1282,0.4171,0.0788,0.1550,3.0114,0.2685,0.9908,0.0668,0.1079,0.0041
1,HOLIDAY,19,0.0000,0.1209,0.4171,0.0758,0.1362,2.9948,0.2685,0.9899,0.0647,0.1055,0.0038
1,HOLIDAY,20,0.0000,0.1035,0.4170,0.0674,0.0864,2.9863,0.2685,0.9850,0.0585,0.0988,0.0034
1,HOLIDAY,21,0.0000,0.0935,0.3414,0.0498,0.0824,2.8298,0.2685,0.9127,0.0503,0.0918,0.0027
1,HOLIDAY,22,0.0000,0.0622,0.3198,0.0293,0.0700,2.8345,0.2685,0.7302,0.0415,0.0856,0.0016
1,HOLIDAY,23,0.0000,0.0560,0.3191,0.0209,0.0461,2.6646,0.2685,0.6839,0.0361,0.0794,0.0012
2,WEEKDAY,0,0.0000,0.0383,0.3256,0.0204,0.0322,2.6773,0.2640,0.6365,0.0213,0.0764,0.0012
2,WEEKDAY,1,0.0000,0.0462,0.3699,0.0203,0.0360,2.6702,0.2640,0.5804,0.0220,0.0763,0.0012
2,WEEKDAY,2,0.0000,0.0494,0.3699,0.0206,0.0349,2.6615,0.2640,0.5700,0.0205,0.0757,0.0012
2,WEEKDAY,3,0.0000,0.0434,0.3699,0.0218,0.0458,2.6559,0.2640,0.5943,0.0209,0.0772,0.0012
2,WEEKDAY,4,0.0000,0.0467,0.3699,0.0274,0.1247,2.6595,0.2640,0.6682,0.0266,0.0889,0.0013
2,WEEKDAY,5,0.0646,0.0463,0.4775,0.0411,0.1952,2.8072,0.2640,0.7570,0.0384,0.1063,0.0018
2,WEEKDAY,6,0.4955,0.0520,0.5049,0.0713,0.2362,2.7976,0.1812,0.9323,0.0533,0.1178,0.0027
2,WEEKDAY,7,0.3646,0.0585,0.5747,0.0946,0.2733,2.7464,0.0000,1.0688,0.0675,0.1207,0.0037
2,WEEKDAY,8,0.0998,0.0986,0.5750,0.1001,0.2742,2.7531,0.0000,1.1013,0.0761,0.1210,0.0042
2,WEEKDAY,9,0.0000,0.1450,0.5752,0.0994,0.2742,2.9389,0.0000,1.1038,0.0787,0.1210,0.0042
2,WEEKDAY,10,0.0000,0.2062,0.5753,0.0972,0.2841,2.9862,0.0000,1.1038,0.0790,0.1210,0.0042
2,WEEKDAY,11,0.0000,0.2660,0.5755,0.0959,0.2839,3.0412,0.0000,1.1038,0.0791,0.1210,0.0042
2,WEEKDAY,12,0.0000,0.3176,0.5756,0.0956,0.2839,3.1936,0.0000,1.1038,0.0791,0.1210,0.0042
2,WEEKDAY,13,0.0000,0.3417,0.5757,0.0945,0.2703,3.1946,0.0000,1.1038,0.0791,0.1210,0.0042
2,WEEKDAY,14,0.0000,0.3392,0.5760,0.0957,0.2451,3.3265,0.0000,1.1033,0.0791,0.1210,0.0042
2,WEEKDAY,15,0.0000,0.3391,0.5763,0.0971,0.2352,3.3299,0.0000,1.0977,0.0791,0.1210,0.0042
2,WEEKDAY,16,0.0000,0.3047,0.5759,0.0994,0.2299,3.1803,0.0000,1.0780,0.0791,0.1210,0.0042
2,WEEKDAY,17,0.0000,0.2571,0.5752,0.1001,0.2003,3.1700,0.1894,1.0658,0.0789,0.1206,0.0042
2,WEEKDAY,18,0.0000,0.2202,0.5751,0.0990,0.1833,3.0227,0.2685,1.0825,0.0778,0.1185,0.0041
2,WEEKDAY,19,0.0000,0.1891,0.5750,0.0908,0.1624,3.0101,0.2685,1.0811,0.0734,0.1138,0.0038
2,WEEKDAY,20,0.0000,0.1580,0.5749,0.0749,0.1066,3.0058,0.2685,1.0528,0.0637,0.1040,0.0034
2,WEEKDAY,21,0.1059,0.1195,0.5067,0.0533,0.0918,2.8541,0.2685,0.9360,0.0516,0.0942,0.0027
2,WEEKDAY,22,0.0000,0.0820,0.3820,0.0314,0.0676,2.8637,0.2685,0.7407,0.0387,0.0856,0.0016
2,WEEKDAY,23,0.0000,0.0622,0.3758,0.0218,0.0374,2.6928,0.2685,0.6840,0.0239,0.0774,0.0012
2,SATURDAY,0,0.0000,0.0402,0.3256,0.0208,0.0327,2.6792,0.2640,0.6370,0.0214,0.0765,0.0012
2,SATURDAY,1,0.0000,0.0452,0.3699,0.0203,0.0360,2.6705,0.2640,0.5804,0.0220,0.0763,0.0012
2,SATURDAY,2,0.0000,0.0484,0.3699,0.0206,0.0348,2.6615,0.2640,0.5699,0.0205,0.0756,0.0012
2,SATURDAY,3,0.0000,0.0424,0.3699,0.0218,0.0428,2.6557,0.2640,0.5937,0.0209,0.0769,0.0012
2,SATURDAY,4,0.0000,0.0454,0.3699,0.0271,0.1168,2.6584,0.2640,0.6625,0.0264,0.0882,0.0013
2,SATURDAY,5,0.0962,0.0450,0.4768,0.0408,0.1657,2.8059,0.2640,0.7370,0.0377,0.1055,0.0018
2,SATURDAY,6,0.5471,0.0491,0.4924,0.0713,0.1998,2.7962,0.1812,0.8686,0.0515,0.1171,0.0027
2,SATURDAY,7,0.5294,0.0532,0.5747,0.0947,0.2353,2.7447,0.0000,1.0025,0.0648,0.1200,0.0037
2,SATURDAY,8,0.2246,0.0859,0.5749,0.1002,0.2362,2.7512,0.0000,1.0355,0.0729,0.1204,0.0042
2,SATURDAY,9,0.0914,0.1314,0.5751,0.0995,0.2362,2.9368,0.0000,1.0380,0.0754,0.1204,0.0042
2,SATURDAY,10,0.0000,0.1869,0.5753,0.0972,0.2461,2.9840,0.0000,1.0380,0.0757,0.1204,0.0042
2,SATURDAY,11,0.0000,0.2368,0.5754,0.0960,0.2459,3.0390,0.0000,1.0380,0.0757,0.1204,0.0042
2,SATURDAY,12,0.0000,0.3004,0.5755,0.0957,0.2466,3.1915,0.0000,1.0380,0.0757,0.1204,0.0042
2,SATURDAY,13,0.0000,0.3113,0.5757,0.0946,0.2369,3.1925,0.0000,1.0380,0.0757,0.1204,0.0042
2,SATURDAY,14,0.0000,0.3195,0.5759,0.0958,0.2174,3.3243,0.0000,1.0375,0.0757,0.1204,0.0042
2,SATURDAY,15,0.0000,0.3020,0.5766,0.0971,0.2099,3.3279,0.0000,1.0324,0.0757,0.1204,0.0042
2,SATURDAY,16,0.0000,0.2803,0.5762,0.0993,0.2057,3.1785,0.0000,1.0182,0.0757,0.1203,0.0042
2,SATURDAY,17,0.0000,0.2257,0.5753,0.1000,0.1770,3.1681,0.1894,1.0044,0.0756,0.1200,0.0042
2,SATURDAY,18,0.0000,0.1971,0.5751,0.0990,0.1604,3.0206,0.2685,1.0150,0.0745,0.1180,0.0041
2,SATURDAY,19,0.0000,0.1715,0.5750,0.0916,0.1406,3.0096,0.2685,1.0151,0.0704,0.1134,0.0038
2,SATURDAY,20,0.0847,0.1467,0.5749,0.0773,0.0861,3.0065,0.2685,0.9899,0.0617,0.1040,0.0034
2,SATURDAY,21,0.1138,0.1106,0.5749,0.0582,0.0734,2.8564,0.2685,0.8933,0.0507,0.0944,0.0027
2,SATURDAY,22,0.0000,0.0780,0.3758,0.0373,0.0567,2.8673,0.2685,0.7655,0.0388,0.0860,0.0016
2,SATURDAY,23,0.0000,0.0587,0.3707,0.0246,0.0402,2.6965,0.2685,0.6920,0.0241,0.0778,0.0012
2,SUNDAY,0,0.0000,0.0374,0.3256,0.0205,0.0321,2.6760,0.2640,0.6361,0.0213,0.0762,0.0012
2,SUNDAY,1,0.0000,0.0455,0.3699,0.0203,0.0365,2.6700,0.2640,0.5802,0.0220,0.0761,0.0012
2,SUNDAY,2,0.0000,0.0498,0.3699,0.0206,0.0386,2.6615,0.2640,0.5703,0.0206,0.0756,0.0012
2,SUNDAY,3,0.0000,0.0442,0.3699,0.0217,0.0557,2.6561,0.2640,0.5985,0.0220,0.0777,0.0012
2,SUNDAY,4,0.0000,0.0482,0.3699,0.0268,0.1516,2.6588,0.2640,0.6894,0.0289,0.0880,0.0013
2,SUNDAY,5,0.0000,0.0475,0.3698,0.0396,0.2027,2.8052,0.2640,0.8006,0.0420,0.1039,0.0018
2,SUNDAY,6,0.0000,0.0536,0.5023,0.0668,0.2333,2.7932,0.1812,0.9517,0.0561,0.1154,0.0027
2,SUNDAY,7,0.4729,0.0674,0.5747,0.0878,0.2714,2.7381,0.0000,1.0282,0.0680,0.1200,0.0037
2,SUNDAY,8,0.2651,0.1089,0.5750,0.0978,0.2739,2.7470,0.0000,1.0851,0.0756,0.1210,0.0042
2,SUNDAY,9,0.1035,0.1448,0.5752,0.0995,0.2742,2.9356,0.0000,1.1023,0.0785,0.1210,0.0042
2,SUNDAY,10,0.0000,0.2039,0.5753,0.0975,0.2841,2.9850,0.0000,1.1038,0.0790,0.1210,0.0042
2,SUNDAY,11,0.0000,0.2478,0.5754,0.0961,0.2837,3.0410,0.0000,1.1038,0.0791,0.1210,0.0042
2,SUNDAY,12,0.0000,0.2895,0.5755,0.0958,0.2833,3.1936,0.0000,1.1038,0.0791,0.1210,0.0042
2,SUNDAY,13,0.0000,0.3017,0.5757,0.0947,0.2693,3.1946,0.0000,1.1038,0.0791,0.1210,0.0042
2,SUNDAY,14,0.0000,0.3056,0.5761,0.0960,0.2448,3.3264,0.0000,1.1023,0.0791,0.1210,0.0042
2,SUNDAY,15,0.0000,0.3088,0.5765,0.0975,0.2348,3.3294,0.0000,1.0937,0.0791,0.1210,0.0042
2,SUNDAY,16,0.0000,0.2652,0.5761,0.0996,0.2294,3.1801,0.0000,1.0797,0.0790,0.1205,0.0042
2,SUNDAY,17,0.0000,0.2242,0.5752,0.0997,0.1999,3.1698,0.1894,1.0717,0.0787,0.1188,0.0042
2,SUNDAY,18,0.0965,0.1958,0.5751,0.0966,0.1823,3.0196,0.2685,1.0790,0.0768,0.1140,0.0041
2,SUNDAY,19,0.1269,0.1729,0.5750,0.0860,0.1609,3.0049,0.2685,1.0584,0.0715,0.1083,0.0038
2,SUNDAY,20,0.0000,0.1454,0.4239,0.0699,0.1036,2.9982,0.2685,0.9981,0.0615,0.0998,0.0034
2,SUNDAY,21,0.0000,0.1132,0.3708,0.0504,0.0827,2.8452,0.2685,0.8434,0.0497,0.0920,0.0027
2,SUNDAY,22,0.0000,0.0703,0.3707,0.0320,0.0538,2.8571,0.2685,0.7015,0.0379,0.0852,0.0016
2,SUNDAY,23,0.0000,0.0544,0.3700,0.0226,0.0362,2.6894,0.2685,0.6779,0.0238,0.0774,0.0012
2,HOLIDAY,0,0.0000,0.0345,0.3254,0.0203,0.0321,2.6768,0.2640,0.6364,0.0213,0.0764,0.0012
2,HOLIDAY,1,0.0000,0.0407,0.3698,0.0203,0.0360,2.6701,0.2640,0.5804,0.0220,0.0763,0.0012
2,HOLIDAY,2,0.0000,0.0468,0.3698,0.0206,0.0349,2.6615,0.2640,0.5700,0.0205,0.0757,0.0012
2,HOLIDAY,3,0.0000,0.0416,0.3698,0.0218,0.0458,2.6560,0.2640,0.5943,0.0209,0.0772,0.0012
2,HOLIDAY,4,0.0000,0.0436,0.3698,0.0275,0.1248,2.6596,0.2640,0.6683,0.0267,0.0889,0.0013
2,HOLIDAY,5,0.0000,0.0448,0.4775,0.0412,0.1952,2.8074,0.2640,0.7572,0.0384,0.1063,0.0018
2,HOLIDAY,6,0.8916,0.0488,0.4990,0.0714,0.2362,2.7977,0.1812,0.9328,0.0533,0.1178,0.0027
2,HOLIDAY,7,0.9017,0.0524,0.5746,0.0946,0.2733,2.7464,0.0000,1.0689,0.0675,0.1207,0.0037
2,HOLIDAY,8,0.5481,0.0797,0.5749,0.1001,0.2742,2.7531,0.0000,1.1013,0.0761,0.1210,0.0042
2,HOLIDAY,9,0.0000,0.1005,0.5750,0.0994,0.2742,2.9389,0.0000,1.1038,0.0787,0.1210,0.0042
2,HOLIDAY,10,0.0000,0.1227,0.5751,0.0971,0.2841,2.9862,0.0000,1.1038,0.0790,0.1210,0.0042
2,HOLIDAY,11,0.0000,0.1390,0.5752,0.0959,0.2839,3.0412,0.0000,1.1038,0.0791,0.1210,0.0042
2,HOLIDAY,12,0.0000,0.1627,0.5753,0.0956,0.2839,3.1936,0.0000,1.1038,0.0791,0.1210,0.0042
2,HOLIDAY,13,0.0000,0.1731,0.5753,0.0945,0.2703,3.1946,0.0000,1.1038,0.0791,0.1210,0.0042
2,HOLIDAY,14,0.0000,0.1754,0.5753,0.0957,0.2450,3.3265,0.0000,1.1033,0.0791,0.1210,0.0042
2,HOLIDAY,15,0.0000,0.1618,0.5752,0.0971,0.2351,3.3299,0.0000,1.0976,0.0791,0.1210,0.0042
2,HOLIDAY,16,0.0000,0.1481,0.5751,0.0995,0.2298,3.1802,0.0000,1.0777,0.0791,0.1210,0.0042
2,HOLIDAY,17,0.0000,0.1298,0.5749,0.1001,0.2003,3.1700,0.1894,1.0659,0.0789,0.1206,0.0042
2,HOLIDAY,18,0.0000,0.1210,0.5749,0.0990,0.1833,3.0227,0.2685,1.0829,0.0778,0.1185,0.0041
2,HOLIDAY,19,0.0000,0.1010,0.5748,0.0906,0.1623,3.0097,0.2685,1.0812,0.0734,0.1137,0.0038
2,HOLIDAY,20,0.4363,0.0827,0.5747,0.0743,0.1066,3.0052,0.2685,1.0527,0.0636,0.1039,0.0034
2,HOLIDAY,21,0.5625,0.0714,0.4992,0.0520,0.0916,2.8531,0.2685,0.9336,0.0514,0.0941,0.0027
2,HOLIDAY,22,0.0000,0.0490,0.3705,0.0298,0.0672,2.8625,0.2685,0.7328,0.0386,0.0855,0.0016
2,HOLIDAY,23,0.0000,0.0456,0.3698,0.0211,0.0366,2.6918,0.2685,0.6819,0.0238,0.0773,0.0012
3,WEEKDAY,0,0.0000,0.0473,0.3307,0.0207,0.0322,2.7231,0.2640,0.6365,0.0213,0.0764,0.0012
3,WEEKDAY,1,0.0000,0.0529,0.3700,0.0205,0.0360,2.7148,0.2640,0.5804,0.0220,0.0763,0.0012
3,WEEKDAY,2,0.0000,0.0549,0.3700,0.0209,0.0349,2.7082,0.2640,0.5700,0.0205,0.0757,0.0012
3,WEEKDAY,3,0.0000,0.0484,0.3700,0.0221,0.0457,2.7033,0.2640,0.5943,0.0209,0.0772,0.0012
3,WEEKDAY,4,0.0000,0.0521,0.3700,0.0278,0.1247,2.7086,0.2640,0.6682,0.0266,0.0889,0.0013
3,WEEKDAY,5,0.2155,0.0523,0.4776,0.0417,0.1952,2.8604,0.2640,0.7569,0.0384,0.1063,0.0018
3,WEEKDAY,6,0.1859,0.0594,0.5086,0.0723,0.2362,2.8510,0.0000,0.9322,0.0533,0.1178,0.0027
3,WEEKDAY,7,0.0300,0.0890,0.5749,0.0957,0.2733,2.8225,0.0000,1.0688,0.0675,0.1207,0.0037
3,WEEKDAY,8,0.0000,0.1413,0.5751,0.1012,0.2742,2.8453,0.0000,1.1013,0.0761,0.1210,0.0042
3,WEEKDAY,9,0.0000,0.2027,0.5753,0.1006,0.2742,3.0144,0.0000,1.1038,0.0787,0.1210,0.0042
3,WEEKDAY,10,0.0000,0.2732,0.5754,0.0982,0.2841,3.0492,0.0000,1.1038,0.0790,0.1210,0.0042
3,WEEKDAY,11,0.0000,0.3190,0.5756,0.0970,0.2839,3.0811,0.0000,1.1038,0.0791,0.1210,0.0042
3,WEEKDAY,12,0.0000,0.3606,0.5756,0.0967,0.2839,3.2180,0.0000,1.1038,0.0791,0.1210,0.0042
3,WEEKDAY,13,0.0000,0.3792,0.5758,0.0956,0.2703,3.2174,0.0000,1.1038,0.0791,0.1210,0.0042
3,WEEKDAY,14,0.0000,0.3855,0.5760,0.0968,0.2451,3.3553,0.0000,1.1033,0.0791,0.1210,0.0042
