Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0906,0.0033,0.1353,0.0234,0.0038,0.1521,0.2906,0.2700,0.0183,0.0313,0.0199,0.0072
1,WEEKDAY,1,0.1045,0.0024,0.1377,0.0234,0.0037,0.1520,0.2877,0.2547,0.0183,0.0310,0.0199,0.0072
1,WEEKDAY,2,0.1147,0.0016,0.1390,0.0234,0.0041,0.1520,0.2877,0.2616,0.0185,0.0310,0.0199,0.0072
1,WEEKDAY,3,0.1296,0.0012,0.1424,0.0235,0.0061,0.1521,0.2877,0.2829,0.0206,0.0315,0.0205,0.0075
1,WEEKDAY,4,0.1480,0.0010,0.1427,0.0247,0.0113,0.1527,0.2877,0.3469,0.0282,0.0351,0.0259,0.0110
1,WEEKDAY,5,0.1280,0.0016,0.1420,0.0283,0.0176,0.1601,0.2877,0.4306,0.0398,0.0514,0.0474,0.0271
1,WEEKDAY,6,0.1369,0.0019,0.1702,0.0372,0.0304,0.1604,0.1260,0.6081,0.0602,0.0841,0.0969,0.0640
1,WEEKDAY,7,0.1165,0.0279,0.2238,0.0532,0.0447,0.1608,0.0033,0.8557,0.0836,0.1295,0.1348,0.0891
1,WEEKDAY,8,0.2131,0.0609,0.2926,0.0856,0.0602,0.1618,0.0033,1.1254,0.1027,0.1723,0.1589,0.1059
1,WEEKDAY,9,0.1611,0.1786,0.3300,0.0933,0.0650,0.1714,0.0137,1.2027,0.1154,0.1907,0.1758,0.1210
1,WEEKDAY,10,0.0776,0.3025,0.3483,0.0974,0.0648,0.1736,0.0137,1.2633,0.1220,0.1983,0.1824,0.1270
1,WEEKDAY,11,0.0583,0.3923,0.3495,0.1029,0.0661,0.1759,0.0137,1.2592,0.1242,0.2017,0.1833,0.1278
1,WEEKDAY,12,0.0476,0.4851,0.3523,0.1025,0.0664,0.1833,0.0137,1.2627,0.1244,0.2018,0.1834,0.1278
1,WEEKDAY,13,0.0435,0.5372,0.3552,0.0982,0.0647,0.1837,0.0137,1.2664,0.1241,0.2018,0.1831,0.1276
1,WEEKDAY,14,0.0439,0.5542,0.3564,0.1003,0.0632,0.1900,0.0137,1.2690,0.1231,0.2009,0.1805,0.1256
1,WEEKDAY,15,0.0441,0.5290,0.3558,0.1008,0.0600,0.1894,0.0137,1.2582,0.1185,0.1985,0.1712,0.1185
1,WEEKDAY,16,0.0506,0.4463,0.3516,0.0962,0.0550,0.1816,0.0137,1.2125,0.1094,0.1874,0.1484,0.0997
1,WEEKDAY,17,0.0679,0.3585,0.3464,0.0885,0.0482,0.1796,0.1624,1.1458,0.0956,0.1729,0.1098,0.0661
1,WEEKDAY,18,0.0454,0.2857,0.3292,0.0788,0.0403,0.1715,0.2709,1.0155,0.0784,0.1489,0.0804,0.0414
1,WEEKDAY,19,0.0611,0.2184,0.3231,0.0691,0.0321,0.1701,0.3371,0.8629,0.0601,0.1286,0.0628,0.0276
1,WEEKDAY,20,0.0723,0.1511,0.3086,0.0559,0.0243,0.1693,0.3237,0.7834,0.0471,0.1051,0.0492,0.0178
1,WEEKDAY,21,0.0999,0.0681,0.2856,0.0331,0.0148,0.1613,0.3140,0.5528,0.0365,0.0711,0.0367,0.0115
1,WEEKDAY,22,0.0853,0.0116,0.2363,0.0267,0.0092,0.1601,0.2937,0.4046,0.0277,0.0483,0.0255,0.0075
1,WEEKDAY,23,0.0704,0.0037,0.1646,0.0240,0.0050,0.1523,0.2963,0.3040,0.0203,0.0392,0.0207,0.0072
1,SATURDAY,0,0.0598,0.0035,0.1287,0.0234,0.0038,0.1521,0.2906,0.2698,0.0183,0.0312,0.0199,0.0072
1,SATURDAY,1,0.0764,0.0025,0.1306,0.0234,0.0037,0.1520,0.2877,0.2546,0.0182,0.0310,0.0199,0.0072
1,SATURDAY,2,0.0876,0.0020,0.1293,0.0234,0.0038,0.1520,0.2877,0.2602,0.0183,0.0310,0.0199,0.0072
1,SATURDAY,3,0.0974,0.0016,0.1342,0.0235,0.0049,0.1520,0.2877,0.2734,0.0199,0.0311,0.0206,0.0075
1,SATURDAY,4,0.1120,0.0012,0.1347,0.0244,0.0080,0.1525,0.2877,0.3176,0.0258,0.0321,0.0247,0.0096
1,SATURDAY,5,0.0977,0.0019,0.1333,0.0270,0.0140,0.1598,0.2877,0.3999,0.0330,0.0365,0.0328,0.0142
1,SATURDAY,6,0.0880,0.0020,0.1683,0.0328,0.0231,0.1599,0.1260,0.5199,0.0446,0.0523,0.0566,0.0306
1,SATURDAY,7,0.0890,0.0079,0.2076,0.0435,0.0355,0.1597,0.0033,0.7031,0.0614,0.0936,0.1102,0.0703
1,SATURDAY,8,0.1319,0.0601,0.2725,0.0577,0.0482,0.1603,0.0033,0.9090,0.0797,0.1420,0.1433,0.0950
1,SATURDAY,9,0.1126,0.2126,0.3135,0.0794,0.0580,0.1700,0.0137,1.0949,0.0962,0.1745,0.1639,0.1121
1,SATURDAY,10,0.0617,0.3464,0.3366,0.0898,0.0604,0.1724,0.0137,1.2194,0.1072,0.1907,0.1741,0.1229
1,SATURDAY,11,0.0526,0.5068,0.3420,0.0953,0.0581,0.1744,0.0137,1.2064,0.1094,0.1922,0.1768,0.1262
1,SATURDAY,12,0.0461,0.5992,0.3439,0.0963,0.0553,0.1816,0.0137,1.1792,0.1075,0.1833,0.1742,0.1242
1,SATURDAY,13,0.0392,0.6534,0.3454,0.0935,0.0513,0.1818,0.0137,1.1583,0.1054,0.1695,0.1667,0.1182
1,SATURDAY,14,0.0379,0.6732,0.3483,0.0932,0.0478,0.1880,0.0137,1.1470,0.1031,0.1514,0.1537,0.1076
1,SATURDAY,15,0.0304,0.6465,0.3467,0.0908,0.0458,0.1876,0.0137,1.1272,0.0978,0.1322,0.1323,0.0900
1,SATURDAY,16,0.0311,0.5565,0.3414,0.0862,0.0419,0.1800,0.0137,1.0744,0.0851,0.1139,0.0981,0.0614
1,SATURDAY,17,0.0316,0.4265,0.3378,0.0808,0.0354,0.1782,0.1624,0.9764,0.0699,0.1110,0.0756,0.0408
1,SATURDAY,18,0.0335,0.3232,0.3215,0.0741,0.0280,0.1704,0.2709,0.8473,0.0578,0.1023,0.0612,0.0285
1,SATURDAY,19,0.0401,0.2374,0.3126,0.0657,0.0222,0.1692,0.3371,0.7689,0.0496,0.0856,0.0504,0.0182
1,SATURDAY,20,0.0513,0.1701,0.2982,0.0529,0.0176,0.1687,0.3237,0.6655,0.0432,0.0700,0.0407,0.0116
1,SATURDAY,21,0.0530,0.0865,0.2740,0.0358,0.0128,0.1611,0.3140,0.4947,0.0347,0.0563,0.0312,0.0084
1,SATURDAY,22,0.0373,0.0195,0.1874,0.0274,0.0090,0.1601,0.2937,0.3863,0.0272,0.0474,0.0233,0.0074
1,SATURDAY,23,0.0488,0.0053,0.1692,0.0240,0.0050,0.1523,0.2963,0.2946,0.0201,0.0387,0.0204,0.0072
1,SUNDAY,0,0.0607,0.0034,0.1448,0.0234,0.0037,0.1521,0.2906,0.2694,0.0182,0.0311,0.0202,0.0077
1,SUNDAY,1,0.0754,0.0023,0.1316,0.0234,0.0037,0.1520,0.2877,0.2546,0.0182,0.0310,0.0202,0.0077
1,SUNDAY,2,0.0840,0.0018,0.1337,0.0234,0.0037,0.1520,0.2877,0.2598,0.0182,0.0310,0.0202,0.0077
1,SUNDAY,3,0.1012,0.0013,0.1336,0.0235,0.0038,0.1519,0.2877,0.2677,0.0190,0.0310,0.0202,0.0077
1,SUNDAY,4,0.1206,0.0011,0.1339,0.0239,0.0043,0.1521,0.2877,0.2874,0.0227,0.0314,0.0204,0.0077
1,SUNDAY,5,0.1206,0.0018,0.1340,0.0249,0.0060,0.1591,0.2877,0.3183,0.0255,0.0336,0.0209,0.0079
