Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0000,0.0000,0.0335,0.0066,0.0001,0.0329,0.1371,0.0674,0.0080,0.0121,0.0203,0.0106
1,WEEKDAY,1,0.0000,0.0000,0.0483,0.0066,0.0001,0.0330,0.1371,0.0674,0.0081,0.0122,0.0203,0.0106
1,WEEKDAY,2,0.0000,0.0000,0.0346,0.0068,0.0002,0.0332,0.1371,0.0680,0.0086,0.0133,0.0203,0.0106
1,WEEKDAY,3,0.0000,0.0000,0.0494,0.0072,0.0003,0.0335,0.1371,0.1031,0.0101,0.0154,0.0208,0.0109
1,WEEKDAY,4,0.0000,0.0000,0.0382,0.0086,0.0009,0.0343,0.1371,0.2022,0.0163,0.0217,0.0249,0.0123
1,WEEKDAY,5,0.0000,0.0000,0.0514,0.0116,0.0023,0.0362,0.0978,0.3774,0.0278,0.0317,0.0352,0.0158
1,WEEKDAY,6,0.0571,0.0000,0.0674,0.0148,0.0039,0.0369,0.0978,0.5095,0.0404,0.0459,0.0475,0.0205
1,WEEKDAY,7,0.5619,0.0000,0.1546,0.0168,0.0060,0.0366,0.0017,0.5747,0.0512,0.0585,0.0636,0.0251
1,WEEKDAY,8,0.4701,0.0011,0.1455,0.0182,0.0072,0.0363,0.0000,0.5325,0.0562,0.0659,0.0711,0.0269
1,WEEKDAY,9,0.4180,0.0061,0.1335,0.0180,0.0075,0.0373,0.0000,0.5348,0.0579,0.0685,0.0743,0.0274
1,WEEKDAY,10,0.2581,0.0124,0.1173,0.0179,0.0076,0.0377,0.0000,0.5337,0.0584,0.0685,0.0769,0.0277
1,WEEKDAY,11,0.1816,0.0169,0.1107,0.0183,0.0076,0.0385,0.0000,0.5313,0.0585,0.0685,0.0840,0.0285
1,WEEKDAY,12,0.1773,0.0200,0.1090,0.0181,0.0075,0.0399,0.0000,0.5290,0.0584,0.0684,0.0840,0.0281
1,WEEKDAY,13,0.1685,0.0215,0.1071,0.0176,0.0074,0.0403,0.0000,0.5275,0.0578,0.0684,0.0840,0.0278
