Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0512,0.0047,0.0543,0.0453,0.0017,0.0655,0.3907,0.1306,0.0847,0.0423,0.0514,0.0298
1,WEEKDAY,1,0.0605,0.0057,0.0600,0.0453,0.0017,0.0655,0.3907,0.1283,0.0847,0.0423,0.0514,0.0298
1,WEEKDAY,2,0.0694,0.0047,0.0638,0.0453,0.0017,0.0655,0.3746,0.1281,0.0848,0.0426,0.0514,0.0298
1,WEEKDAY,3,0.0821,0.0035,0.0679,0.0454,0.0019,0.0656,0.3545,0.1312,0.0860,0.0440,0.0515,0.0301
1,WEEKDAY,4,0.0934,0.0090,0.0724,0.0458,0.0020,0.0657,0.3545,0.1462,0.0887,0.0454,0.1000,0.0312
1,WEEKDAY,5,0.1186,0.0087,0.0878,0.0471,0.0029,0.0661,0.3314,0.1870,0.0997,0.0525,0.1023,0.0358
1,WEEKDAY,6,0.1035,0.0075,0.1100,0.0524,0.0092,0.0671,0.2507,0.3524,0.1489,0.0861,0.1251,0.0609
1,WEEKDAY,7,0.2653,0.0167,0.1663,0.0641,0.0238,0.0699,0.0042,0.6435,0.2501,0.1489,0.2005,0.1408
1,WEEKDAY,8,0.2111,0.0883,0.2666,0.0775,0.0386,0.0733,0.0000,0.9180,0.3460,0.2101,0.2444,0.1838
1,WEEKDAY,9,0.1660,0.1853,0.2992,0.0876,0.0465,0.0758,0.0000,1.0706,0.4064,0.2430,0.2765,0.1991
1,WEEKDAY,10,0.1008,0.2921,0.3047,0.0884,0.0482,0.0766,0.0000,1.0950,0.4301,0.2507,0.2870,0.2046
1,WEEKDAY,11,0.0663,0.3982,0.3087,0.0876,0.0483,0.0767,0.0000,1.0698,0.4345,0.2511,0.2888,0.2042
1,WEEKDAY,12,0.0517,0.4974,0.3128,0.0884,0.0474,0.0767,0.0000,1.0591,0.4344,0.2497,0.2889,0.2011
1,WEEKDAY,13,0.0402,0.5649,0.3161,0.0867,0.0460,0.0763,0.0000,1.0673,0.4297,0.2476,0.2886,0.1981
1,WEEKDAY,14,0.0356,0.6061,0.3182,0.0850,0.0426,0.0755,0.0000,1.0662,0.4177,0.2398,0.2820,0.1885
1,WEEKDAY,15,0.0364,0.5543,0.3150,0.0824,0.0360,0.0741,0.0000,1.0057,0.3862,0.2174,0.2550,0.1609
1,WEEKDAY,16,0.0515,0.3569,0.2926,0.0778,0.0261,0.0718,0.0012,0.8407,0.3294,0.1778,0.2046,0.1128
1,WEEKDAY,17,0.0791,0.2007,0.2622,0.0698,0.0142,0.0692,0.2512,0.6739,0.2167,0.1250,0.1498,0.0650
1,WEEKDAY,18,0.0639,0.0516,0.1021,0.0586,0.0063,0.0671,0.3485,0.5067,0.1369,0.0869,0.1152,0.0417
1,WEEKDAY,19,0.0411,0.0243,0.0773,0.0489,0.0031,0.0663,0.3717,0.3740,0.1024,0.0624,0.1016,0.0348
1,WEEKDAY,20,0.0189,0.0165,0.0506,0.0463,0.0021,0.0660,0.4108,0.2730,0.0916,0.0480,0.0922,0.0308
1,WEEKDAY,21,0.0242,0.0125,0.0411,0.0455,0.0017,0.0656,0.4100,0.2039,0.0862,0.0430,0.0807,0.0303
1,WEEKDAY,22,0.0315,0.0122,0.0444,0.0454,0.0017,0.0655,0.4100,0.1605,0.0849,0.0423,0.0761,0.0302
1,WEEKDAY,23,0.0405,0.0078,0.0470,0.0454,0.0017,0.0655,0.4100,0.1361,0.0847,0.0423,0.0755,0.0302
1,SATURDAY,0,0.0319,0.0083,0.0380,0.0453,0.0017,0.0655,0.3907,0.1177,0.0847,0.0423,0.0514,0.0298
1,SATURDAY,1,0.0426,0.0039,0.0413,0.0453,0.0017,0.0655,0.3907,0.1177,0.0847,0.0423,0.0514,0.0298
1,SATURDAY,2,0.0438,0.0061,0.0450,0.0453,0.0017,0.0655,0.3746,0.1183,0.0847,0.0424,0.0514,0.0298
1,SATURDAY,3,0.0536,0.0056,0.0502,0.0454,0.0018,0.0655,0.3545,0.1219,0.0854,0.0429,0.0515,0.0301
1,SATURDAY,4,0.0623,0.0035,0.0542,0.0454,0.0021,0.0656,0.3545,0.1287,0.0875,0.0450,0.1007,0.0321
1,SATURDAY,5,0.0847,0.0059,0.0722,0.0456,0.0031,0.0657,0.3314,0.1524,0.0969,0.0501,0.1040,0.0441
1,SATURDAY,6,0.0874,0.0048,0.0881,0.0472,0.0062,0.0660,0.2507,0.2086,0.1205,0.0644,0.1128,0.0817
1,SATURDAY,7,0.1458,0.0121,0.1236,0.0490,0.0111,0.0663,0.0042,0.2979,0.1501,0.0878,0.1328,0.1108
1,SATURDAY,8,0.1466,0.0346,0.1449,0.0506,0.0151,0.0666,0.0000,0.3885,0.1747,0.1073,0.1332,0.1188
1,SATURDAY,9,0.1150,0.0861,0.1578,0.0512,0.0166,0.0668,0.0000,0.4308,0.1891,0.1169,0.1479,0.1216
1,SATURDAY,10,0.0699,0.1400,0.1639,0.0511,0.0164,0.0668,0.0000,0.4268,0.1922,0.1170,0.1502,0.1209
1,SATURDAY,11,0.0451,0.1841,0.1669,0.0511,0.0138,0.0667,0.0000,0.3904,0.1760,0.1063,0.1453,0.1157
1,SATURDAY,12,0.0444,0.2158,0.1687,0.0504,0.0089,0.0665,0.0000,0.3306,0.1444,0.0854,0.1311,0.1050
1,SATURDAY,13,0.0398,0.2200,0.1550,0.0490,0.0049,0.0662,0.0000,0.2618,0.1163,0.0684,0.1147,0.0913
1,SATURDAY,14,0.0387,0.1670,0.1148,0.0477,0.0028,0.0661,0.0000,0.2081,0.0994,0.0594,0.1029,0.0770
1,SATURDAY,15,0.0236,0.1155,0.0904,0.0460,0.0022,0.0659,0.0000,0.1721,0.0912,0.0517,0.0963,0.0596
1,SATURDAY,16,0.0191,0.0467,0.0552,0.0457,0.0020,0.0658,0.0012,0.1498,0.0878,0.0454,0.0921,0.0426
1,SATURDAY,17,0.0247,0.0292,0.0363,0.0455,0.0018,0.0658,0.2512,0.1414,0.0864,0.0441,0.0875,0.0322
1,SATURDAY,18,0.0217,0.0169,0.0328,0.0454,0.0018,0.0657,0.3485,0.1353,0.0858,0.0435,0.0841,0.0306
1,SATURDAY,19,0.0222,0.0074,0.0285,0.0454,0.0017,0.0656,0.3717,0.1295,0.0854,0.0430,0.0813,0.0305
1,SATURDAY,20,0.0225,0.0081,0.0298,0.0454,0.0017,0.0656,0.4108,0.1268,0.0850,0.0425,0.0786,0.0302
1,SATURDAY,21,0.0355,0.0073,0.0328,0.0454,0.0017,0.0655,0.4100,0.1206,0.0847,0.0423,0.0760,0.0302
1,SATURDAY,22,0.0401,0.0075,0.0352,0.0453,0.0017,0.0655,0.4100,0.1188,0.0847,0.0423,0.0755,0.0302
1,SATURDAY,23,0.0467,0.0071,0.0427,0.0453,0.0017,0.0655,0.4100,0.1186,0.0847,0.0423,0.0755,0.0302
1,SUNDAY,0,0.0408,0.0027,0.0292,0.0453,0.0017,0.0655,0.3907,0.1168,0.0847,0.0423,0.0514,0.0300
1,SUNDAY,1,0.0507,0.0026,0.0371,0.0453,0.0017,0.0655,0.3907,0.1168,0.0847,0.0423,0.0514,0.0300
1,SUNDAY,2,0.0556,0.0024,0.0369,0.0453,0.0017,0.0655,0.3746,0.1174,0.0847,0.0424,0.0514,0.0301
1,SUNDAY,3,0.0611,0.0023,0.0483,0.0454,0.0018,0.0655,0.3545,0.1205,0.0854,0.0429,0.0514,0.0302
1,SUNDAY,4,0.0760,0.0023,0.0424,0.0454,0.0020,0.0656,0.3545,0.1222,0.0862,0.0444,0.0999,0.0321
1,SUNDAY,5,0.0915,0.0022,0.0559,0.0454,0.0020,0.0657,0.3314,0.1250,0.0868,0.0452,0.0999,0.0435
1,SUNDAY,6,0.0907,0.0022,0.0517,0.0455,0.0022,0.0657,0.2507,0.1334,0.0884,0.0469,0.1014,0.0798
1,SUNDAY,7,0.0871,0.0023,0.0573,0.0457,0.0025,0.0657,0.0042,0.1478,0.0908,0.0488,0.1111,0.1074
1,SUNDAY,8,0.0651,0.0039,0.0290,0.0458,0.0026,0.0658,0.0000,0.1607,0.0927,0.0497,0.0981,0.1144
1,SUNDAY,9,0.0368,0.0254,0.0289,0.0459,0.0027,0.0658,0.0000,0.1660,0.0937,0.0501,0.1011,0.1165
1,SUNDAY,10,0.0282,0.0468,0.0347,0.0459,0.0027,0.0659,0.0000,0.1672,0.0943,0.0501,0.1016,0.1158
1,SUNDAY,11,0.0181,0.0611,0.0369,0.0458,0.0027,0.0659,0.0000,0.1665,0.0942,0.0499,0.1004,0.1109
1,SUNDAY,12,0.0173,0.0779,0.0394,0.0459,0.0026,0.0659,0.0000,0.1641,0.0929,0.0491,0.0972,0.1011
1,SUNDAY,13,0.0160,0.0857,0.0431,0.0459,0.0024,0.0659,0.0000,0.1558,0.0907,0.0482,0.0950,0.0888
1,SUNDAY,14,0.0185,0.0856,0.0457,0.0458,0.0022,0.0659,0.0000,0.1437,0.0888,0.0471,0.0931,0.0754
1,SUNDAY,15,0.0229,0.0702,0.0408,0.0457,0.0020,0.0659,0.0000,0.1328,0.0872,0.0458,0.0912,0.0587
1,SUNDAY,16,0.0231,0.0271,0.0267,0.0457,0.0019,0.0658,0.0012,0.1260,0.0862,0.0445,0.0892,0.0423
1,SUNDAY,17,0.0168,0.0185,0.0248,0.0455,0.0018,0.0657,0.2512,0.1236,0.0856,0.0440,0.0866,0.0322
1,SUNDAY,18,0.0219,0.0095,0.0205,0.0454,0.0017,0.0656,0.3485,0.1220,0.0853,0.0435,0.0840,0.0307
1,SUNDAY,19,0.0262,0.0035,0.0184,0.0454,0.0017,0.0656,0.3717,0.1195,0.0851,0.0430,0.0813,0.0306
1,SUNDAY,20,0.0288,0.0049,0.0208,0.0454,0.0017,0.0656,0.4108,0.1180,0.0847,0.0424,0.0786,0.0302
1,SUNDAY,21,0.0332,0.0021,0.0246,0.0454,0.0017,0.0655,0.4100,0.1175,0.0847,0.0423,0.0760,0.0304
1,SUNDAY,22,0.0481,0.0022,0.0293,0.0453,0.0017,0.0655,0.4100,0.1169,0.0847,0.0423,0.0755,0.0305
1,SUNDAY,23,0.0541,0.0020,0.0354,0.0453,0.0017,0.0655,0.4100,0.1168,0.0847,0.0423,0.0755,0.0305
