Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.2268,0.0402,0.2304,0.0246,0.0185,0.1777,0.2576,0.2520,0.1321,0.0580,0.1041,0.0423,0.0123
1,WEEKDAY,1,0.2438,0.0376,0.2265,0.0228,0.0135,0.1767,0.2399,0.2366,0.1315,0.0536,0.1031,0.0404,0.0095
1,WEEKDAY,2,0.2545,0.0367,0.2295,0.0227,0.0132,0.1764,0.2384,0.2369,0.1324,0.0555,0.1030,0.0416,0.0096
1,WEEKDAY,3,0.2695,0.0369,0.2325,0.0237,0.0164,0.1771,0.2283,0.2593,0.1374,0.0665,0.1058,0.0492,0.0136
1,WEEKDAY,4,0.2677,0.0445,0.2398,0.0279,0.0270,0.1788,0.2267,0.3260,0.1458,0.0845,0.1219,0.0703,0.0233
1,WEEKDAY,5,0.3065,0.0504,0.2784,0.0346,0.0485,0.1870,0.2251,0.4193,0.1620,0.1057,0.1657,0.1023,0.0382
1,WEEKDAY,6,0.3556,0.0676,0.3460,0.0457,0.0725,0.1884,0.1753,0.5454,0.1881,0.1337,0.2182,0.1348,0.0603
1,WEEKDAY,7,0.5051,0.0746,0.4163,0.0564,0.0933,0.1895,0.0013,0.6688,0.2198,0.1621,0.3135,0.1821,0.0805
1,WEEKDAY,8,0.4434,0.0884,0.4513,0.0658,0.1070,0.1896,0.0011,0.7702,0.2472,0.1859,0.3582,0.2084,0.0909
1,WEEKDAY,9,0.3669,0.1107,0.4771,0.0700,0.1145,0.1965,0.0011,0.8091,0.2658,0.2011,0.3737,0.2230,0.0960
1,WEEKDAY,10,0.3353,0.1340,0.4779,0.0700,0.1283,0.1983,0.0012,0.8131,0.2727,0.2058,0.3789,0.2291,0.0974
1,WEEKDAY,11,0.2786,0.1544,0.4760,0.0715,0.1358,0.2006,0.0012,0.8090,0.2738,0.2047,0.3794,0.2296,0.0977
1,WEEKDAY,12,0.2471,0.1767,0.4741,0.0713,0.1334,0.2077,0.0012,0.8076,0.2731,0.2017,0.3794,0.2318,0.0993
1,WEEKDAY,13,0.2202,0.1892,0.4738,0.0688,0.1238,0.2092,0.0012,0.8017,0.2680,0.2009,0.3788,0.2316,0.0996
1,WEEKDAY,14,0.2075,0.1974,0.4719,0.0661,0.1106,0.2156,0.0012,0.7847,0.2577,0.1986,0.3699,0.2294,0.0993
1,WEEKDAY,15,0.2015,0.1903,0.4651,0.0629,0.1058,0.2166,0.0106,0.7530,0.2409,0.1957,0.3304,0.2122,0.0924
1,WEEKDAY,16,0.2300,0.1665,0.4459,0.0576,0.1021,0.2110,0.0108,0.7059,0.2198,0.1857,0.2367,0.1850,0.0770
1,WEEKDAY,17,0.1927,0.1407,0.4033,0.0519,0.1032,0.2088,0.1752,0.6411,0.1922,0.1699,0.1825,0.1522,0.0603
1,WEEKDAY,18,0.1589,0.1064,0.3357,0.0466,0.1009,0.2005,0.2643,0.5740,0.1677,0.1509,0.1530,0.1269,0.0462
1,WEEKDAY,19,0.1724,0.0806,0.3005,0.0426,0.1002,0.1975,0.2757,0.5096,0.1537,0.1324,0.1442,0.0995,0.0333
1,WEEKDAY,20,0.1825,0.0665,0.2905,0.0392,0.0889,0.1955,0.2757,0.4484,0.1458,0.1150,0.1391,0.0862,0.0277
1,WEEKDAY,21,0.1953,0.0554,0.2628,0.0352,0.0728,0.1882,0.2679,0.3768,0.1392,0.0991,0.1335,0.0744,0.0231
1,WEEKDAY,22,0.2005,0.0468,0.2322,0.0313,0.0545,0.1866,0.2629,0.3254,0.1355,0.0833,0.1250,0.0614,0.0187
1,WEEKDAY,23,0.2174,0.0417,0.2320,0.0271,0.0339,0.1793,0.2654,0.2787,0.1334,0.0630,0.1073,0.0466,0.0116
1,SATURDAY,0,0.2233,0.0325,0.2215,0.0242,0.0241,0.1779,0.2576,0.2497,0.1321,0.0585,0.1046,0.0465,0.0129
1,SATURDAY,1,0.2574,0.0306,0.2150,0.0226,0.0150,0.1768,0.2399,0.2373,0.1316,0.0545,0.1048,0.0442,0.0118
1,SATURDAY,2,0.2863,0.0297,0.2161,0.0222,0.0122,0.1763,0.2384,0.2318,0.1319,0.0542,0.1052,0.0441,0.0120
1,SATURDAY,3,0.2788,0.0299,0.2148,0.0226,0.0138,0.1767,0.2283,0.2372,0.1343,0.0580,0.1073,0.0478,0.0137
1,SATURDAY,4,0.2938,0.0300,0.2205,0.0237,0.0212,0.1780,0.2267,0.2624,0.1374,0.0730,0.1176,0.0565,0.0176
1,SATURDAY,5,0.3288,0.0350,0.2336,0.0273,0.0373,0.1855,0.2251,0.3080,0.1431,0.0891,0.1428,0.0745,0.0258
1,SATURDAY,6,0.3318,0.0467,0.2829,0.0334,0.0547,0.1861,0.1753,0.3677,0.1521,0.1093,0.1664,0.0907,0.0397
1,SATURDAY,7,0.3830,0.0477,0.3136,0.0392,0.0744,0.1858,0.0013,0.4286,0.1651,0.1319,0.1907,0.1185,0.0548
1,SATURDAY,8,0.3178,0.0513,0.3496,0.0432,0.0860,0.1844,0.0011,0.4837,0.1773,0.1498,0.1965,0.1356,0.0617
1,SATURDAY,9,0.3200,0.0615,0.3736,0.0453,0.0921,0.1904,0.0011,0.5254,0.1853,0.1599,0.1968,0.1473,0.0648
1,SATURDAY,10,0.2777,0.0633,0.3720,0.0456,0.1054,0.1919,0.0012,0.5367,0.1883,0.1642,0.1928,0.1523,0.0647
1,SATURDAY,11,0.2450,0.0766,0.3660,0.0468,0.1125,0.1941,0.0012,0.5348,0.1858,0.1626,0.1769,0.1521,0.0604
1,SATURDAY,12,0.2293,0.0799,0.3553,0.0466,0.1099,0.2013,0.0012,0.5292,0.1807,0.1578,0.1664,0.1505,0.0565
1,SATURDAY,13,0.2134,0.0906,0.3549,0.0455,0.1013,0.2030,0.0012,0.5220,0.1744,0.1544,0.1582,0.1480,0.0527
1,SATURDAY,14,0.2058,0.0886,0.3492,0.0455,0.0916,0.2100,0.0012,0.5106,0.1680,0.1509,0.1523,0.1441,0.0490
1,SATURDAY,15,0.2025,0.0904,0.3445,0.0461,0.0900,0.2115,0.0106,0.4942,0.1617,0.1473,0.1502,0.1348,0.0446
1,SATURDAY,16,0.2112,0.0844,0.3278,0.0454,0.0903,0.2069,0.0108,0.4739,0.1572,0.1413,0.1493,0.1278,0.0396
1,SATURDAY,17,0.2290,0.0764,0.3186,0.0432,0.0953,0.2059,0.1752,0.4486,0.1525,0.1351,0.1481,0.1176,0.0345
1,SATURDAY,18,0.2216,0.0701,0.3159,0.0402,0.0967,0.1984,0.2643,0.4262,0.1473,0.1276,0.1459,0.1112,0.0304
1,SATURDAY,19,0.2375,0.0619,0.3121,0.0378,0.0984,0.1961,0.2757,0.4037,0.1428,0.1177,0.1434,0.1016,0.0266
1,SATURDAY,20,0.2482,0.0480,0.2881,0.0350,0.0883,0.1946,0.2757,0.3729,0.1390,0.1048,0.1406,0.0872,0.0228
1,SATURDAY,21,0.2510,0.0442,0.2708,0.0319,0.0736,0.1876,0.2679,0.3335,0.1364,0.0938,0.1374,0.0752,0.0192
1,SATURDAY,22,0.2547,0.0384,0.2488,0.0288,0.0565,0.1863,0.2629,0.2965,0.1341,0.0807,0.1299,0.0628,0.0151
1,SATURDAY,23,0.2547,0.0364,0.2430,0.0259,0.0418,0.1793,0.2654,0.2684,0.1328,0.0621,0.1090,0.0513,0.0119
1,SUNDAY,0,0.2663,0.0344,0.2198,0.0240,0.0224,0.1774,0.2576,0.2467,0.1320,0.0582,0.1054,0.0488,0.0146
1,SUNDAY,1,0.2805,0.0337,0.2148,0.0225,0.0142,0.1765,0.2399,0.2352,0.1313,0.0528,0.1046,0.0461,0.0122
1,SUNDAY,2,0.2770,0.0339,0.2150,0.0221,0.0124,0.1762,0.2384,0.2287,0.1315,0.0511,0.1040,0.0450,0.0112
1,SUNDAY,3,0.2824,0.0342,0.2191,0.0224,0.0152,0.1767,0.2283,0.2344,0.1337,0.0546,0.1034,0.0469,0.0112
1,SUNDAY,4,0.2934,0.0359,0.2155,0.0234,0.0218,0.1780,0.2267,0.2628,0.1365,0.0681,0.1030,0.0535,0.0124
1,SUNDAY,5,0.3035,0.0384,0.2304,0.0264,0.0357,0.1854,0.2251,0.2971,0.1409,0.0815,0.1031,0.0686,0.0158
1,SUNDAY,6,0.3142,0.0497,0.2523,0.0312,0.0513,0.1857,0.1753,0.3428,0.1457,0.0960,0.1039,0.0813,0.0217
1,SUNDAY,7,0.3287,0.0458,0.2820,0.0353,0.0685,0.1851,0.0013,0.3947,0.1523,0.1102,0.1046,0.1022,0.0271
1,SUNDAY,8,0.3195,0.0521,0.2887,0.0386,0.0808,0.1834,0.0011,0.4424,0.1582,0.1221,0.1051,0.1128,0.0306
1,SUNDAY,9,0.2627,0.0603,0.2964,0.0396,0.0874,0.1892,0.0011,0.4794,0.1620,0.1289,0.1056,0.1206,0.0328
1,SUNDAY,10,0.2373,0.0723,0.2957,0.0394,0.0994,0.1906,0.0012,0.4861,0.1636,0.1327,0.1057,0.1241,0.0335
1,SUNDAY,11,0.1987,0.0865,0.3012,0.0404,0.1040,0.1929,0.0012,0.4822,0.1634,0.1332,0.1058,0.1252,0.0337
1,SUNDAY,12,0.1566,0.0986,0.2827,0.0403,0.1029,0.2001,0.0012,0.4773,0.1625,0.1324,0.1059,0.1263,0.0338
1,SUNDAY,13,0.1173,0.1098,0.2778,0.0394,0.0945,0.2019,0.0012,0.4731,0.1612,0.1314,0.1066,0.1280,0.0348
1,SUNDAY,14,0.1083,0.1142,0.2790,0.0391,0.0849,0.2088,0.0012,0.4687,0.1597,0.1304,0.1078,0.1291,0.0364
1,SUNDAY,15,0.0998,0.1190,0.2719,0.0393,0.0842,0.2104,0.0106,0.4599,0.1574,0.1307,0.1081,0.1243,0.0366
1,SUNDAY,16,0.1229,0.1026,0.2678,0.0388,0.0846,0.2059,0.0108,0.4466,0.1540,0.1275,0.1080,0.1204,0.0348
1,SUNDAY,17,0.1455,0.0900,0.2740,0.0378,0.0893,0.2048,0.1752,0.4248,0.1502,0.1227,0.1078,0.1118,0.0322
1,SUNDAY,18,0.1772,0.0777,0.2714,0.0363,0.0902,0.1975,0.2643,0.3920,0.1455,0.1167,0.1077,0.1061,0.0286
1,SUNDAY,19,0.1850,0.0682,0.2637,0.0349,0.0920,0.1952,0.2757,0.3657,0.1414,0.1098,0.1077,0.0964,0.0253
1,SUNDAY,20,0.2014,0.0494,0.2469,0.0331,0.0821,0.1937,0.2757,0.3419,0.1382,0.1018,0.1076,0.0834,0.0231
1,SUNDAY,21,0.2064,0.0442,0.2397,0.0309,0.0685,0.1867,0.2679,0.3165,0.1362,0.0922,0.1074,0.0753,0.0217
1,SUNDAY,22,0.2141,0.0391,0.2284,0.0284,0.0534,0.1856,0.2629,0.2910,0.1346,0.0810,0.1070,0.0658,0.0193
1,SUNDAY,23,0.2206,0.0363,0.2261,0.0257,0.0342,0.1786,0.2654,0.2618,0.1331,0.0627,0.1064,0.0541,0.0146
1,HOLIDAY,0,0.2060,0.0393,0.1982,0.0241,0.0181,0.1775,0.2576,0.2472,0.1318,0.0561,0.1041,0.0419,0.0113
1,HOLIDAY,1,0.2054,0.0395,0.2029,0.0225,0.0132,0.1766,0.2399,0.2344,0.1312,0.0527,0.1031,0.0400,0.0092
1,HOLIDAY,2,0.2104,0.0376,0.1951,0.0223,0.0122,0.1763,0.2384,0.2312,0.1318,0.0540,0.1029,0.0411,0.0091
1,HOLIDAY,3,0.2134,0.0384,0.2016,0.0230,0.0142,0.1768,0.2283,0.2419,0.1353,0.0621,0.1043,0.0460,0.0108
1,HOLIDAY,4,0.2245,0.0385,0.2058,0.0260,0.0219,0.1782,0.2267,0.2761,0.1403,0.0764,0.1124,0.0579,0.0159
1,HOLIDAY,5,0.2442,0.0439,0.2227,0.0300,0.0384,0.1857,0.2251,0.3252,0.1483,0.0916,0.1343,0.0754,0.0242
1,HOLIDAY,6,0.2561,0.0476,0.2424,0.0365,0.0548,0.1864,0.1753,0.3836,0.1584,0.1102,0.1686,0.0923,0.0364
1,HOLIDAY,7,0.3132,0.0506,0.2683,0.0417,0.0695,0.1861,0.0013,0.4394,0.1701,0.1280,0.2482,0.1184,0.0474
1,HOLIDAY,8,0.2694,0.0499,0.2828,0.0457,0.0785,0.1847,0.0011,0.4924,0.1799,0.1423,0.2830,0.1333,0.0531
1,HOLIDAY,9,0.2615,0.0658,0.2930,0.0468,0.0836,0.1906,0.0011,0.5099,0.1859,0.1515,0.2940,0.1415,0.0557
1,HOLIDAY,10,0.2157,0.0727,0.2873,0.0466,0.0962,0.1920,0.0012,0.5118,0.1887,0.1550,0.2981,0.1451,0.0563
1,HOLIDAY,11,0.1832,0.0879,0.2761,0.0478,0.1032,0.1943,0.0012,0.5111,0.1893,0.1552,0.2983,0.1456,0.0564
1,HOLIDAY,12,0.1633,0.0988,0.2746,0.0478,0.1012,0.2014,0.0012,0.5114,0.1890,0.1545,0.2983,0.1470,0.0572
1,HOLIDAY,13,0.1443,0.1051,0.2694,0.0468,0.0938,0.2032,0.0012,0.5122,0.1880,0.1546,0.2983,0.1472,0.0574
1,HOLIDAY,14,0.1357,0.1212,0.2667,0.0465,0.0851,0.2101,0.0012,0.5110,0.1856,0.1540,0.2934,0.1466,0.0574
1,HOLIDAY,15,0.1375,0.1240,0.2729,0.0464,0.0844,0.2116,0.0106,0.5024,0.1804,0.1536,0.2677,0.1394,0.0545
1,HOLIDAY,16,0.1548,0.1061,0.2835,0.0447,0.0844,0.2070,0.0108,0.4879,0.1729,0.1485,0.1878,0.1282,0.0478
1,HOLIDAY,17,0.1426,0.1002,0.2694,0.0424,0.0892,0.2058,0.1752,0.4632,0.1623,0.1398,0.1492,0.1143,0.0406
1,HOLIDAY,18,0.1401,0.0831,0.2530,0.0399,0.0903,0.1982,0.2643,0.4381,0.1523,0.1295,0.1305,0.1036,0.0347
1,HOLIDAY,19,0.1456,0.0739,0.2557,0.0379,0.0921,0.1959,0.2757,0.4158,0.1458,0.1190,0.1259,0.0878,0.0281
1,HOLIDAY,20,0.1745,0.0617,0.2416,0.0356,0.0826,0.1943,0.2757,0.3861,0.1414,0.1069,0.1233,0.0778,0.0241
1,HOLIDAY,21,0.1825,0.0550,0.2347,0.0321,0.0686,0.1872,0.2679,0.3381,0.1367,0.0929,0.1204,0.0688,0.0200
1,HOLIDAY,22,0.1972,0.0484,0.2105,0.0289,0.0524,0.1860,0.2629,0.3032,0.1341,0.0793,0.1157,0.0584,0.0162
1,HOLIDAY,23,0.1950,0.0441,0.2115,0.0258,0.0319,0.1789,0.2654,0.2687,0.1325,0.0613,0.1058,0.0457,0.0108
2,WEEKDAY,0,0.1602,0.0450,0.2024,0.0252,0.0185,0.1820,0.2576,0.2501,0.1320,0.0581,0.1041,0.0424,0.0123
2,WEEKDAY,1,0.1717,0.0412,0.1979,0.0233,0.0135,0.1808,0.2399,0.2361,0.1315,0.0537,0.1031,0.0404,0.0095
2,WEEKDAY,2,0.1846,0.0386,0.2025,0.0233,0.0132,0.1802,0.2384,0.2369,0.1324,0.0555,0.1030,0.0416,0.0096
2,WEEKDAY,3,0.1988,0.0393,0.2073,0.0243,0.0164,0.1806,0.2283,0.2593,0.1374,0.0666,0.1058,0.0492,0.0136
2,WEEKDAY,4,0.2024,0.0473,0.2167,0.0286,0.0270,0.1821,0.2267,0.3258,0.1458,0.0845,0.1220,0.0703,0.0233
2,WEEKDAY,5,0.2309,0.0582,0.2571,0.0355,0.0485,0.1902,0.2251,0.4195,0.1621,0.1058,0.1658,0.1022,0.0381
2,WEEKDAY,6,0.2777,0.0741,0.3325,0.0469,0.0725,0.1916,0.1753,0.5454,0.1882,0.1337,0.2184,0.1346,0.0603
2,WEEKDAY,7,0.3900,0.0821,0.4051,0.0579,0.0933,0.1924,0.0013,0.6677,0.2198,0.1621,0.3134,0.1819,0.0804
2,WEEKDAY,8,0.3254,0.1118,0.4452,0.0675,0.1070,0.1939,0.0011,0.7704,0.2472,0.1862,0.3581,0.2083,0.0909
2,WEEKDAY,9,0.2634,0.1474,0.4711,0.0718,0.1145,0.2028,0.0011,0.8101,0.2659,0.2009,0.3737,0.2230,0.0960
2,WEEKDAY,10,0.2305,0.1849,0.4721,0.0718,0.1283,0.2053,0.0012,0.8144,0.2728,0.2057,0.3789,0.2291,0.0974
2,WEEKDAY,11,0.1926,0.2185,0.4726,0.0733,0.1358,0.2078,0.0012,0.8104,0.2739,0.2045,0.3794,0.2296,0.0976
2,WEEKDAY,12,0.1701,0.2426,0.4722,0.0732,0.1334,0.2151,0.0012,0.8090,0.2731,0.2015,0.3794,0.2317,0.0993
2,WEEKDAY,13,0.1512,0.2762,0.4734,0.0706,0.1238,0.2166,0.0012,0.8031,0.2680,0.2007,0.3787,0.2315,0.0996
2,WEEKDAY,14,0.1409,0.2981,0.4733,0.0678,0.1106,0.2231,0.0012,0.7861,0.2578,0.1984,0.3695,0.2294,0.0992
2,WEEKDAY,15,0.1397,0.2922,0.4657,0.0645,0.1058,0.2237,0.0106,0.7542,0.2410,0.1944,0.3293,0.2121,0.0923
2,WEEKDAY,16,0.1502,0.2635,0.4473,0.0592,0.1021,0.2176,0.0108,0.7054,0.2198,0.1857,0.2364,0.1850,0.0770
2,WEEKDAY,17,0.1405,0.2066,0.4002,0.0533,0.1033,0.2160,0.0286,0.6414,0.1922,0.1699,0.1824,0.1522,0.0603
2,WEEKDAY,18,0.1111,0.1516,0.3331,0.0479,0.1009,0.2073,0.2643,0.5742,0.1677,0.1509,0.1530,0.1268,0.0463
2,WEEKDAY,19,0.1185,0.1104,0.2892,0.0438,0.1003,0.2039,0.2757,0.5088,0.1536,0.1324,0.1442,0.0994,0.0334
2,WEEKDAY,20,0.1284,0.0893,0.2727,0.0402,0.0889,0.2012,0.2757,0.4455,0.1456,0.1150,0.1391,0.0861,0.0278
2,WEEKDAY,21,0.1386,0.0723,0.2473,0.0361,0.0728,0.1933,0.2679,0.3736,0.1390,0.0992,0.1335,0.0743,0.0231
2,WEEKDAY,22,0.1451,0.0586,0.2127,0.0321,0.0545,0.1915,0.2629,0.3236,0.1353,0.0833,0.1250,0.0614,0.0187
2,WEEKDAY,23,0.1514,0.0513,0.2074,0.0277,0.0340,0.1838,0.2654,0.2765,0.1333,0.0630,0.1073,0.0466,0.0116
2,SATURDAY,0,0.1692,0.0419,0.1973,0.0248,0.0241,0.1822,0.2576,0.2497,0.1321,0.0585,0.1046,0.0465,0.0129
2,SATURDAY,1,0.1842,0.0361,0.1949,0.0232,0.0150,0.1809,0.2399,0.2376,0.1317,0.0545,0.1048,0.0442,0.0118
2,SATURDAY,2,0.1936,0.0343,0.1955,0.0228,0.0122,0.1801,0.2384,0.2340,0.1321,0.0542,0.1052,0.0441,0.0120
2,SATURDAY,3,0.1980,0.0361,0.1968,0.0232,0.0138,0.1802,0.2283,0.2410,0.1346,0.0580,0.1073,0.0478,0.0137
2,SATURDAY,4,0.2072,0.0370,0.2001,0.0244,0.0212,0.1813,0.2267,0.2666,0.1377,0.0730,0.1176,0.0565,0.0176
2,SATURDAY,5,0.2267,0.0409,0.2162,0.0281,0.0373,0.1888,0.2251,0.3123,0.1435,0.0891,0.1428,0.0744,0.0258
2,SATURDAY,6,0.2326,0.0531,0.2643,0.0343,0.0547,0.1892,0.1753,0.3722,0.1525,0.1094,0.1664,0.0906,0.0397
2,SATURDAY,7,0.2727,0.0556,0.2949,0.0403,0.0744,0.1887,0.0013,0.4322,0.1655,0.1319,0.1907,0.1184,0.0548
2,SATURDAY,8,0.1972,0.0687,0.3222,0.0444,0.0860,0.1887,0.0011,0.4884,0.1777,0.1501,0.1965,0.1356,0.0617
2,SATURDAY,9,0.1729,0.0987,0.3366,0.0465,0.0921,0.1966,0.0011,0.5307,0.1858,0.1598,0.1968,0.1473,0.0648
2,SATURDAY,10,0.1434,0.1237,0.3486,0.0469,0.1054,0.1989,0.0012,0.5422,0.1887,0.1640,0.1928,0.1523,0.0647
2,SATURDAY,11,0.1202,0.1399,0.3432,0.0481,0.1125,0.2014,0.0012,0.5401,0.1863,0.1624,0.1769,0.1521,0.0604
2,SATURDAY,12,0.1045,0.1562,0.3370,0.0479,0.1099,0.2087,0.0012,0.5346,0.1811,0.1576,0.1664,0.1505,0.0565
2,SATURDAY,13,0.0953,0.1703,0.3415,0.0467,0.1013,0.2104,0.0012,0.5273,0.1748,0.1543,0.1582,0.1480,0.0527
2,SATURDAY,14,0.0861,0.1734,0.3329,0.0467,0.0916,0.2174,0.0012,0.5159,0.1684,0.1507,0.1523,0.1441,0.0490
2,SATURDAY,15,0.0924,0.1727,0.3283,0.0474,0.0900,0.2187,0.0106,0.4989,0.1621,0.1461,0.1502,0.1348,0.0446
2,SATURDAY,16,0.0893,0.1513,0.2988,0.0466,0.0903,0.2136,0.0108,0.4760,0.1575,0.1414,0.1493,0.1278,0.0396
2,SATURDAY,17,0.1068,0.1238,0.2770,0.0444,0.0953,0.2130,0.0286,0.4494,0.1526,0.1352,0.1481,0.1176,0.0345
2,SATURDAY,18,0.1136,0.1049,0.2732,0.0413,0.0967,0.2053,0.2643,0.4277,0.1475,0.1276,0.1459,0.1111,0.0304
2,SATURDAY,19,0.1248,0.0885,0.2627,0.0388,0.0984,0.2026,0.2757,0.4039,0.1428,0.1178,0.1434,0.1016,0.0266
2,SATURDAY,20,0.1380,0.0655,0.2422,0.0360,0.0883,0.2003,0.2757,0.3729,0.1390,0.1048,0.1406,0.0872,0.0228
2,SATURDAY,21,0.1493,0.0555,0.2316,0.0327,0.0736,0.1928,0.2679,0.3335,0.1364,0.0939,0.1374,0.0752,0.0192
2,SATURDAY,22,0.1536,0.0459,0.2055,0.0296,0.0565,0.1912,0.2629,0.2965,0.1341,0.0807,0.1299,0.0628,0.0151
2,SATURDAY,23,0.1644,0.0421,0.2057,0.0266,0.0418,0.1837,0.2654,0.2684,0.1328,0.0621,0.1090,0.0513,0.0119
2,SUNDAY,0,0.1632,0.0347,0.1823,0.0247,0.0224,0.1817,0.2576,0.2467,0.1320,0.0582,0.1054,0.0488,0.0146
2,SUNDAY,1,0.1729,0.0332,0.1834,0.0231,0.0142,0.1806,0.2399,0.2355,0.1313,0.0529,0.1046,0.0461,0.0122
2,SUNDAY,2,0.1847,0.0327,0.1870,0.0227,0.0124,0.1800,0.2384,0.2308,0.1316,0.0511,0.1040,0.0450,0.0112
2,SUNDAY,3,0.1858,0.0327,0.1861,0.0231,0.0152,0.1802,0.2283,0.2381,0.1340,0.0546,0.1034,0.0469,0.0112
2,SUNDAY,4,0.1990,0.0343,0.1933,0.0240,0.0218,0.1813,0.2267,0.2670,0.1369,0.0682,0.1030,0.0535,0.0124
2,SUNDAY,5,0.2143,0.0392,0.2080,0.0272,0.0357,0.1886,0.2251,0.3014,0.1412,0.0815,0.1031,0.0685,0.0158
2,SUNDAY,6,0.2218,0.0518,0.2287,0.0321,0.0513,0.1888,0.1753,0.3474,0.1461,0.0960,0.1039,0.0812,0.0217
2,SUNDAY,7,0.2459,0.0471,0.2592,0.0363,0.0685,0.1880,0.0013,0.3985,0.1527,0.1102,0.1046,0.1022,0.0271
2,SUNDAY,8,0.2082,0.0616,0.2590,0.0397,0.0808,0.1877,0.0011,0.4474,0.1586,0.1224,0.1051,0.1128,0.0306
2,SUNDAY,9,0.1619,0.0839,0.2698,0.0407,0.0874,0.1955,0.0011,0.4848,0.1624,0.1287,0.1056,0.1206,0.0328
2,SUNDAY,10,0.1511,0.1066,0.2792,0.0404,0.0994,0.1977,0.0012,0.4916,0.1640,0.1326,0.1057,0.1241,0.0335
2,SUNDAY,11,0.1196,0.1225,0.2821,0.0415,0.1040,0.2001,0.0012,0.4876,0.1638,0.1330,0.1058,0.1252,0.0337
2,SUNDAY,12,0.1061,0.1393,0.2812,0.0414,0.1029,0.2075,0.0012,0.4827,0.1629,0.1322,0.1059,0.1263,0.0338
2,SUNDAY,13,0.0907,0.1518,0.2825,0.0405,0.0945,0.2092,0.0012,0.4786,0.1616,0.1313,0.1066,0.1280,0.0348
2,SUNDAY,14,0.0882,0.1669,0.2828,0.0401,0.0849,0.2162,0.0012,0.4741,0.1602,0.1302,0.1078,0.1291,0.0364
2,SUNDAY,15,0.0864,0.1713,0.2805,0.0404,0.0842,0.2176,0.0106,0.4651,0.1578,0.1294,0.1081,0.1243,0.0366
2,SUNDAY,16,0.0807,0.1529,0.2631,0.0399,0.0846,0.2125,0.0108,0.4495,0.1543,0.1276,0.1080,0.1204,0.0348
2,SUNDAY,17,0.1018,0.1241,0.2556,0.0388,0.0893,0.2120,0.0286,0.4256,0.1503,0.1228,0.1078,0.1118,0.0322
2,SUNDAY,18,0.1082,0.1025,0.2459,0.0373,0.0902,0.2043,0.2643,0.3935,0.1457,0.1168,0.1077,0.1061,0.0286
2,SUNDAY,19,0.1222,0.0852,0.2299,0.0359,0.0920,0.2017,0.2757,0.3660,0.1414,0.1098,0.1077,0.0963,0.0253
2,SUNDAY,20,0.1341,0.0653,0.2155,0.0340,0.0821,0.1994,0.2757,0.3419,0.1382,0.1018,0.1076,0.0834,0.0231
2,SUNDAY,21,0.1424,0.0552,0.2080,0.0317,0.0685,0.1919,0.2679,0.3165,0.1362,0.0922,0.1074,0.0753,0.0217
2,SUNDAY,22,0.1469,0.0471,0.1960,0.0291,0.0534,0.1904,0.2629,0.2910,0.1346,0.0810,0.1070,0.0658,0.0193
