Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.1549,0.0431,0.1374,0.0309,0.0007,0.0572,0.1945,0.1430,0.2174,0.0898,0.0266,0.0262,0.0105
1,WEEKDAY,1,0.1735,0.0422,0.1467,0.0307,0.0007,0.0572,0.1929,0.1408,0.2174,0.0893,0.0266,0.0252,0.0097
1,WEEKDAY,2,0.1982,0.0415,0.1493,0.0308,0.0007,0.0572,0.1929,0.1404,0.2181,0.0893,0.0266,0.0253,0.0097
1,WEEKDAY,3,0.2025,0.0422,0.1555,0.0310,0.0008,0.0573,0.1929,0.1434,0.2216,0.0901,0.0266,0.0280,0.0109
1,WEEKDAY,4,0.2128,0.0424,0.1592,0.0312,0.0009,0.0574,0.1929,0.1621,0.2266,0.0927,0.0284,0.0330,0.0131
1,WEEKDAY,5,0.2259,0.0425,0.1544,0.0319,0.0015,0.0576,0.1929,0.2128,0.2490,0.1014,0.0484,0.0434,0.0181
1,WEEKDAY,6,0.2127,0.0513,0.1896,0.0341,0.0048,0.0587,0.1863,0.3898,0.3335,0.1286,0.1127,0.0623,0.0363
1,WEEKDAY,7,1.0570,0.0799,0.2486,0.0408,0.0118,0.0615,0.0633,0.6736,0.4580,0.1736,0.1707,0.0926,0.0844
1,WEEKDAY,8,0.8065,0.0832,0.3022,0.0495,0.0185,0.0646,0.0000,0.9086,0.5505,0.2170,0.1982,0.1116,0.1102
1,WEEKDAY,9,0.4670,0.1062,0.3097,0.0581,0.0218,0.0665,0.0000,1.0002,0.5987,0.2413,0.2078,0.1191,0.1223
1,WEEKDAY,10,0.3647,0.1293,0.3100,0.0600,0.0226,0.0669,0.0000,1.0110,0.6134,0.2480,0.2112,0.1216,0.1277
1,WEEKDAY,11,0.2621,0.1586,0.3101,0.0591,0.0225,0.0670,0.0000,0.9909,0.6112,0.2484,0.2117,0.1220,0.1286
1,WEEKDAY,12,0.2155,0.1897,0.3107,0.0599,0.0221,0.0668,0.0000,0.9876,0.6079,0.2481,0.2117,0.1221,0.1289
1,WEEKDAY,13,0.1848,0.2218,0.3120,0.0590,0.0215,0.0666,0.0000,0.9932,0.6014,0.2474,0.2112,0.1219,0.1288
1,WEEKDAY,14,0.1601,0.2438,0.3130,0.0580,0.0201,0.0659,0.0000,0.9930,0.5864,0.2420,0.2064,0.1197,0.1255
1,WEEKDAY,15,0.1714,0.2190,0.3103,0.0565,0.0172,0.0648,0.0000,0.9497,0.5447,0.2257,0.1914,0.1100,0.1113
1,WEEKDAY,16,0.2407,0.1548,0.3050,0.0540,0.0128,0.0628,0.0025,0.8295,0.4677,0.1966,0.1619,0.0890,0.0825
1,WEEKDAY,17,0.2551,0.1156,0.2554,0.0497,0.0072,0.0605,0.1625,0.6734,0.3463,0.1580,0.1165,0.0643,0.0501
1,WEEKDAY,18,0.1582,0.0682,0.1344,0.0431,0.0031,0.0585,0.1686,0.4906,0.2596,0.1201,0.0628,0.0450,0.0275
1,WEEKDAY,19,0.1745,0.0626,0.1239,0.0363,0.0015,0.0577,0.2151,0.3513,0.2278,0.0990,0.0355,0.0355,0.0168
1,WEEKDAY,20,0.0897,0.0606,0.1088,0.0324,0.0011,0.0575,0.2177,0.2558,0.2212,0.0925,0.0283,0.0310,0.0130
1,WEEKDAY,21,0.0985,0.0577,0.1178,0.0313,0.0010,0.0573,0.2024,0.2046,0.2181,0.0913,0.0268,0.0286,0.0119
1,WEEKDAY,22,0.1127,0.0526,0.1213,0.0311,0.0009,0.0573,0.2008,0.1775,0.2175,0.0909,0.0266,0.0276,0.0114
1,WEEKDAY,23,0.1263,0.0488,0.1285,0.0310,0.0009,0.0573,0.2008,0.1525,0.2175,0.0901,0.0266,0.0257,0.0101
1,SATURDAY,0,0.1005,0.0433,0.1217,0.0308,0.0007,0.0572,0.1945,0.1376,0.2174,0.0897,0.0266,0.0262,0.0102
1,SATURDAY,1,0.1398,0.0410,0.1235,0.0307,0.0007,0.0572,0.1929,0.1372,0.2174,0.0893,0.0266,0.0252,0.0095
1,SATURDAY,2,0.1603,0.0393,0.1302,0.0307,0.0007,0.0572,0.1929,0.1389,0.2180,0.0893,0.0266,0.0254,0.0095
1,SATURDAY,3,0.1811,0.0394,0.1358,0.0308,0.0008,0.0573,0.1929,0.1457,0.2211,0.0895,0.0266,0.0266,0.0100
1,SATURDAY,4,0.1854,0.0394,0.1402,0.0309,0.0009,0.0573,0.1929,0.1497,0.2225,0.0897,0.0266,0.0274,0.0105
1,SATURDAY,5,0.2230,0.0393,0.1396,0.0310,0.0011,0.0573,0.1929,0.1567,0.2250,0.0906,0.0266,0.0288,0.0129
1,SATURDAY,6,0.2112,0.0397,0.1491,0.0314,0.0020,0.0574,0.1863,0.1801,0.2343,0.0963,0.0266,0.0317,0.0191
1,SATURDAY,7,0.2127,0.0404,0.1487,0.0327,0.0039,0.0577,0.0633,0.2426,0.2546,0.1119,0.0266,0.0345,0.0276
1,SATURDAY,8,0.2332,0.0424,0.1358,0.0343,0.0060,0.0580,0.0000,0.3176,0.2787,0.1345,0.0266,0.0386,0.0380
1,SATURDAY,9,0.2948,0.0533,0.1429,0.0356,0.0071,0.0583,0.0000,0.3717,0.2951,0.1514,0.0266,0.0423,0.0432
1,SATURDAY,10,0.2235,0.0710,0.1654,0.0360,0.0073,0.0584,0.0000,0.3863,0.3040,0.1577,0.0266,0.0432,0.0444
1,SATURDAY,11,0.1937,0.0817,0.1632,0.0360,0.0066,0.0583,0.0000,0.3761,0.3030,0.1521,0.0266,0.0432,0.0438
1,SATURDAY,12,0.1665,0.0879,0.1677,0.0358,0.0048,0.0581,0.0000,0.3455,0.2890,0.1359,0.0266,0.0429,0.0415
1,SATURDAY,13,0.1350,0.0890,0.1642,0.0351,0.0032,0.0579,0.0000,0.3040,0.2688,0.1239,0.0266,0.0424,0.0388
1,SATURDAY,14,0.1414,0.0913,0.1571,0.0342,0.0022,0.0578,0.0000,0.2555,0.2525,0.1146,0.0266,0.0417,0.0357
1,SATURDAY,15,0.1394,0.0865,0.1534,0.0330,0.0015,0.0576,0.0000,0.2179,0.2412,0.1051,0.0266,0.0407,0.0322
1,SATURDAY,16,0.1549,0.0775,0.1231,0.0323,0.0012,0.0575,0.0025,0.1966,0.2323,0.0997,0.0266,0.0395,0.0287
1,SATURDAY,17,0.1887,0.0618,0.1274,0.0317,0.0010,0.0575,0.1625,0.1815,0.2281,0.0959,0.0266,0.0377,0.0248
1,SATURDAY,18,0.2383,0.0551,0.1349,0.0313,0.0008,0.0574,0.1686,0.1627,0.2238,0.0930,0.0266,0.0333,0.0172
1,SATURDAY,19,0.2635,0.0509,0.1351,0.0311,0.0007,0.0573,0.2151,0.1490,0.2206,0.0913,0.0266,0.0306,0.0130
