Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0380,0.1776,0.3873,0.1057,0.2590,0.9963,0.3492,0.3400,0.0369,0.0378,0.1090,0.0004
1,WEEKDAY,1,0.0541,0.1414,0.3538,0.0855,0.2329,0.9855,0.3309,0.3157,0.0340,0.0342,0.1143,0.0000
1,WEEKDAY,2,0.0453,0.1005,0.3312,0.0673,0.2142,0.9797,0.2907,0.3045,0.0329,0.0292,0.1212,0.0000
1,WEEKDAY,3,0.0485,0.0739,0.2975,0.0598,0.2399,0.9774,0.2907,0.3153,0.0327,0.0269,0.1250,0.0017
1,WEEKDAY,4,0.0647,0.0773,0.3084,0.0634,0.3337,0.9870,0.2907,0.3787,0.0364,0.0325,0.1470,0.0159
1,WEEKDAY,5,0.0541,0.1150,0.3489,0.0807,0.5458,1.0272,0.3310,0.4849,0.0463,0.0486,0.1936,0.0522
1,WEEKDAY,6,0.1076,0.1785,0.4255,0.1286,0.8230,1.0506,0.2238,0.6121,0.0644,0.0719,0.2657,0.0884
1,WEEKDAY,7,0.1351,0.2822,0.4830,0.1938,0.9703,1.0682,0.0403,0.7146,0.0778,0.0908,0.2996,0.0990
1,WEEKDAY,8,0.1140,0.4042,0.5703,0.2629,1.0772,1.0819,0.0403,0.8175,0.0867,0.1053,0.3064,0.1020
1,WEEKDAY,9,0.0584,0.5953,0.6945,0.3418,1.2273,1.1214,0.0403,0.9648,0.1000,0.1200,0.3102,0.1025
1,WEEKDAY,10,0.0302,0.8647,0.7599,0.4134,1.4594,1.1476,0.0403,1.1930,0.1201,0.1344,0.3145,0.1025
1,WEEKDAY,11,0.0184,1.1520,0.7985,0.4483,1.6065,1.1655,0.0403,1.3120,0.1314,0.1423,0.3164,0.1025
1,WEEKDAY,12,0.0203,1.2981,0.8061,0.4601,1.5806,1.1874,0.0403,1.3577,0.1322,0.1448,0.3081,0.1025
1,WEEKDAY,13,0.0201,1.3679,0.8120,0.4615,1.4463,1.1865,0.0403,1.3795,0.1278,0.1454,0.2741,0.1025
1,WEEKDAY,14,0.0207,1.3722,0.8161,0.4719,1.3950,1.2006,0.0403,1.4015,0.1240,0.1459,0.2447,0.1025
1,WEEKDAY,15,0.0259,1.3320,0.8159,0.4664,1.4225,1.1969,0.0403,1.4135,0.1200,0.1468,0.2226,0.1025
1,WEEKDAY,16,0.0163,1.1977,0.8125,0.4687,1.5124,1.1727,0.1158,1.4153,0.1170,0.1466,0.2077,0.1025
1,WEEKDAY,17,0.0192,1.0650,0.8099,0.4705,1.6094,1.1596,0.4210,1.4489,0.1140,0.1437,0.2038,0.1025
1,WEEKDAY,18,0.0248,0.9705,0.8033,0.4625,1.5265,1.1314,0.5033,1.3758,0.1086,0.1365,0.1979,0.1025
1,WEEKDAY,19,0.0316,0.8586,0.7511,0.4412,1.3579,1.1162,0.5052,1.2909,0.1017,0.1246,0.1897,0.1012
1,WEEKDAY,20,0.0468,0.7330,0.7378,0.3874,1.0861,1.1017,0.4810,1.1774,0.0917,0.1072,0.1792,0.0908
1,WEEKDAY,21,0.0822,0.5641,0.7014,0.3039,0.8293,1.0675,0.4647,0.9877,0.0771,0.0842,0.1614,0.0646
1,WEEKDAY,22,0.1685,0.3941,0.5870,0.2208,0.6122,1.0477,0.3925,0.7759,0.0603,0.0625,0.1363,0.0287
1,WEEKDAY,23,0.0479,0.2750,0.4707,0.1524,0.4093,1.0125,0.3740,0.5657,0.0455,0.0465,0.1150,0.0057
1,SATURDAY,0,0.0326,0.2340,0.3964,0.1077,0.2711,0.9969,0.3492,0.3690,0.0372,0.0381,0.1106,0.0021
1,SATURDAY,1,0.0397,0.1549,0.3795,0.0857,0.2342,0.9857,0.3309,0.3257,0.0340,0.0342,0.1146,0.0000
1,SATURDAY,2,0.0427,0.1036,0.3296,0.0673,0.2142,0.9796,0.2907,0.3168,0.0329,0.0292,0.1212,0.0000
1,SATURDAY,3,0.0455,0.0799,0.2862,0.0593,0.2379,0.9773,0.2907,0.3245,0.0327,0.0269,0.1250,0.0008
1,SATURDAY,4,0.0477,0.0762,0.3043,0.0588,0.3155,0.9867,0.2907,0.3765,0.0364,0.0318,0.1467,0.0110
1,SATURDAY,5,0.0462,0.1113,0.3579,0.0680,0.4930,1.0260,0.3310,0.4753,0.0463,0.0469,0.1937,0.0480
1,SATURDAY,6,0.0948,0.1815,0.4241,0.1128,0.7561,1.0491,0.2238,0.5987,0.0645,0.0693,0.2665,0.0877
1,SATURDAY,7,0.1278,0.2909,0.4814,0.1769,0.8916,1.0669,0.0403,0.6960,0.0781,0.0872,0.3008,0.0990
1,SATURDAY,8,0.1118,0.3818,0.5677,0.2458,0.9899,1.0805,0.0403,0.7943,0.0872,0.1010,0.3078,0.1020
1,SATURDAY,9,0.0603,0.5668,0.6657,0.3244,1.1360,1.1201,0.0403,0.9383,0.1006,0.1153,0.3119,0.1025
1,SATURDAY,10,0.0249,0.8571,0.7509,0.3957,1.3647,1.1467,0.0403,1.1699,0.1208,0.1297,0.3166,0.1025
1,SATURDAY,11,0.0099,1.2317,0.7915,0.4300,1.5108,1.1653,0.0403,1.3071,0.1322,0.1381,0.3189,0.1025
1,SATURDAY,12,0.0076,1.4178,0.7998,0.4410,1.5000,1.1873,0.0403,1.3641,0.1330,0.1409,0.3108,0.1025
1,SATURDAY,13,0.0074,1.5598,0.8077,0.4411,1.3636,1.1860,0.0403,1.3858,0.1286,0.1414,0.2764,0.1025
