Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0632,0.0937,0.2323,0.0189,0.0017,0.0329,0.0514,0.2647,0.2740,0.0285,0.0053,0.0434,0.0055
1,WEEKDAY,1,0.0641,0.0834,0.2279,0.0188,0.0017,0.0329,0.0514,0.2625,0.2740,0.0282,0.0053,0.0432,0.0055
1,WEEKDAY,2,0.0646,0.0794,0.2280,0.0188,0.0020,0.0329,0.0514,0.2625,0.2742,0.0275,0.0053,0.0433,0.0055
1,WEEKDAY,3,0.0656,0.0775,0.2289,0.0190,0.0039,0.0330,0.0514,0.2686,0.2773,0.0280,0.0053,0.0447,0.0059
1,WEEKDAY,4,0.0719,0.0867,0.2511,0.0199,0.0053,0.0332,0.0514,0.3045,0.2833,0.0291,0.0053,0.0507,0.0066
1,WEEKDAY,5,0.0769,0.0797,0.2789,0.0228,0.0087,0.0336,0.0499,0.3962,0.3127,0.0328,0.0053,0.0710,0.0091
1,WEEKDAY,6,0.1414,0.1044,0.3753,0.0283,0.0169,0.0346,0.0368,0.5745,0.3893,0.0429,0.0068,0.1152,0.0135
1,WEEKDAY,7,0.1754,0.1862,0.5001,0.0331,0.0271,0.0363,0.0052,0.7387,0.4624,0.0528,0.0126,0.1699,0.0193
1,WEEKDAY,8,0.1903,0.1976,0.5113,0.0361,0.0337,0.0376,0.0021,0.8091,0.5159,0.0584,0.0150,0.1969,0.0222
1,WEEKDAY,9,0.1800,0.2529,0.5018,0.0359,0.0358,0.0383,0.0021,0.8305,0.5380,0.0612,0.0156,0.2068,0.0232
1,WEEKDAY,10,0.1740,0.2815,0.4979,0.0354,0.0362,0.0384,0.0021,0.8292,0.5456,0.0615,0.0158,0.2106,0.0235
1,WEEKDAY,11,0.1655,0.3116,0.5031,0.0361,0.0361,0.0384,0.0021,0.8222,0.5460,0.0615,0.0159,0.2110,0.0236
1,WEEKDAY,12,0.1578,0.3506,0.5032,0.0355,0.0356,0.0384,0.0021,0.8220,0.5453,0.0615,0.0159,0.2110,0.0236
1,WEEKDAY,13,0.1532,0.3691,0.5106,0.0350,0.0349,0.0383,0.0021,0.8240,0.5391,0.0614,0.0158,0.2107,0.0236
1,WEEKDAY,14,0.1508,0.3816,0.5085,0.0344,0.0335,0.0380,0.0021,0.8252,0.5308,0.0604,0.0155,0.2066,0.0231
1,WEEKDAY,15,0.1555,0.3800,0.5072,0.0335,0.0309,0.0375,0.0021,0.8097,0.5105,0.0580,0.0137,0.1919,0.0215
