Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.1283,0.0376,0.2896,0.0185,0.1189,2.5070,0.2033,0.4243,0.0151,0.0558,0.0688,0.0181
1,WEEKDAY,1,0.1364,0.0356,0.2894,0.0172,0.0995,2.5036,0.2033,0.3618,0.0126,0.0481,0.0346,0.0181
1,WEEKDAY,2,0.1422,0.0344,0.2894,0.0174,0.0967,2.5032,0.2033,0.3555,0.0119,0.0456,0.0265,0.0181
1,WEEKDAY,3,0.1460,0.0336,0.2894,0.0192,0.1350,2.5102,0.2033,0.3610,0.0129,0.0549,0.0273,0.0181
1,WEEKDAY,4,0.1478,0.0334,0.2894,0.0261,0.1994,2.5251,0.2033,0.4323,0.0168,0.0921,0.0387,0.0203
1,WEEKDAY,5,0.1503,0.0366,0.3770,0.0422,0.2866,2.6741,0.2033,0.6907,0.0242,0.1230,0.0719,0.0270
1,WEEKDAY,6,0.1537,0.0390,0.4299,0.0646,0.3301,2.6710,0.1851,0.9048,0.0314,0.1416,0.0989,0.0391
1,WEEKDAY,7,0.1496,0.0446,0.4650,0.0803,0.4173,2.6074,0.0206,1.0486,0.0377,0.1511,0.1156,0.0523
1,WEEKDAY,8,0.1156,0.0528,0.4660,0.0838,0.4568,2.5465,0.0028,1.1203,0.0447,0.1537,0.1231,0.0591
1,WEEKDAY,9,0.0821,0.0775,0.4663,0.0831,0.4754,2.6867,0.0028,1.1350,0.0461,0.1538,0.1251,0.0602
1,WEEKDAY,10,0.0571,0.0989,0.4663,0.0813,0.4719,2.7282,0.0000,1.1362,0.0463,0.1538,0.1253,0.0602
1,WEEKDAY,11,0.0441,0.1224,0.4665,0.0804,0.4713,2.7827,0.0000,1.1362,0.0463,0.1538,0.1253,0.0602
1,WEEKDAY,12,0.0369,0.1609,0.4666,0.0801,0.4668,2.9553,0.0000,1.1362,0.0466,0.1538,0.1253,0.0602
1,WEEKDAY,13,0.0269,0.1978,0.4666,0.0793,0.4506,3.0005,0.0000,1.1362,0.0466,0.1538,0.1253,0.0602
1,WEEKDAY,14,0.0244,0.2234,0.4666,0.0802,0.4285,3.1632,0.0000,1.1351,0.0466,0.1538,0.1253,0.0602
1,WEEKDAY,15,0.0214,0.2268,0.4666,0.0815,0.4152,3.1917,0.0000,1.1277,0.0466,0.1538,0.1253,0.0602
1,WEEKDAY,16,0.0341,0.1902,0.4665,0.0832,0.4174,3.0736,0.0000,1.1153,0.0465,0.1537,0.1253,0.0602
1,WEEKDAY,17,0.0478,0.1604,0.4664,0.0837,0.4129,3.0502,0.1851,1.1121,0.0449,0.1529,0.1253,0.0602
1,WEEKDAY,18,0.0653,0.1321,0.4662,0.0820,0.4095,2.8905,0.1851,1.1190,0.0433,0.1483,0.1248,0.0580
1,WEEKDAY,19,0.0852,0.1086,0.4661,0.0739,0.3775,2.8519,0.1917,1.1050,0.0407,0.1382,0.1229,0.0546
1,WEEKDAY,20,0.0953,0.0887,0.4659,0.0602,0.3257,2.8305,0.2025,1.0405,0.0360,0.1199,0.1184,0.0484
1,WEEKDAY,21,0.1058,0.0604,0.4658,0.0447,0.2294,2.6870,0.2099,0.9004,0.0288,0.1002,0.1114,0.0391
1,WEEKDAY,22,0.1160,0.0485,0.4301,0.0292,0.1726,2.6825,0.2099,0.7233,0.0233,0.0810,0.1007,0.0237
1,WEEKDAY,23,0.1261,0.0433,0.3943,0.0215,0.1340,2.5214,0.2099,0.6547,0.0188,0.0645,0.0879,0.0181
1,SATURDAY,0,0.1369,0.0420,0.2907,0.0191,0.1104,2.5082,0.2033,0.4185,0.0153,0.0540,0.0688,0.0181
1,SATURDAY,1,0.1605,0.0360,0.2894,0.0175,0.0997,2.5048,0.2033,0.3629,0.0129,0.0489,0.0346,0.0181
1,SATURDAY,2,0.1696,0.0353,0.2894,0.0174,0.0983,2.5032,0.2033,0.3556,0.0120,0.0459,0.0265,0.0181
1,SATURDAY,3,0.1688,0.0347,0.2894,0.0191,0.1356,2.5101,0.2033,0.3620,0.0128,0.0557,0.0273,0.0181
1,SATURDAY,4,0.1722,0.0347,0.2894,0.0261,0.1996,2.5249,0.2033,0.4329,0.0168,0.0922,0.0387,0.0203
1,SATURDAY,5,0.1816,0.0385,0.3765,0.0421,0.2867,2.6738,0.2033,0.6905,0.0242,0.1230,0.0719,0.0270
1,SATURDAY,6,0.1753,0.0419,0.4296,0.0647,0.3301,2.6708,0.1851,0.9039,0.0314,0.1416,0.0989,0.0391
1,SATURDAY,7,0.1658,0.0491,0.4649,0.0803,0.4173,2.6073,0.0206,1.0459,0.0377,0.1511,0.1156,0.0523
1,SATURDAY,8,0.1379,0.0566,0.4658,0.0839,0.4568,2.5465,0.0028,1.1198,0.0447,0.1537,0.1231,0.0591
1,SATURDAY,9,0.1102,0.0783,0.4660,0.0831,0.4754,2.6867,0.0028,1.1350,0.0461,0.1538,0.1251,0.0602
1,SATURDAY,10,0.0965,0.0954,0.4662,0.0813,0.4719,2.7282,0.0000,1.1362,0.0463,0.1538,0.1253,0.0602
1,SATURDAY,11,0.0821,0.1101,0.4664,0.0804,0.4714,2.7827,0.0000,1.1362,0.0463,0.1538,0.1253,0.0602
1,SATURDAY,12,0.0664,0.1289,0.4665,0.0801,0.4668,2.9553,0.0000,1.1362,0.0466,0.1538,0.1253,0.0602
1,SATURDAY,13,0.0599,0.1547,0.4665,0.0793,0.4504,3.0005,0.0000,1.1362,0.0466,0.1538,0.1253,0.0602
1,SATURDAY,14,0.0612,0.1793,0.4665,0.0802,0.4280,3.1632,0.0000,1.1351,0.0466,0.1538,0.1253,0.0602
1,SATURDAY,15,0.0581,0.1784,0.4665,0.0815,0.4149,3.1917,0.0000,1.1276,0.0466,0.1538,0.1253,0.0602
