Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0480,0.0934,0.2514,0.0221,0.0021,0.0420,0.1486,0.2837,0.2698,0.0345,0.7235,0.0250,0.0061
1,WEEKDAY,1,0.0522,0.0941,0.2589,0.0221,0.0021,0.0420,0.1486,0.2725,0.2697,0.0344,0.7090,0.0250,0.0061
1,WEEKDAY,2,0.0544,0.0900,0.2636,0.0222,0.0022,0.0419,0.1482,0.2705,0.2708,0.0345,0.7090,0.0252,0.0062
1,WEEKDAY,3,0.0553,0.0880,0.2671,0.0225,0.0025,0.0420,0.1367,0.2816,0.2779,0.0351,0.7090,0.0262,0.0068
1,WEEKDAY,4,0.0581,0.0997,0.2848,0.0237,0.0042,0.0422,0.1395,0.3412,0.2909,0.0376,0.7300,0.0319,0.0078
1,WEEKDAY,5,0.0785,0.1251,0.3131,0.0283,0.0097,0.0431,0.1352,0.5022,0.3375,0.0456,0.8399,0.0543,0.0110
1,WEEKDAY,6,0.1104,0.1922,0.3907,0.0345,0.0172,0.0447,0.0923,0.6991,0.4249,0.0642,0.8885,0.0995,0.0193
1,WEEKDAY,7,0.1660,0.2685,0.4600,0.0401,0.0238,0.0464,0.0173,0.8406,0.5111,0.0847,0.9083,0.1494,0.0319
1,WEEKDAY,8,0.1221,0.3280,0.4929,0.0430,0.0275,0.0477,0.0173,0.8921,0.5636,0.0998,0.9173,0.1754,0.0384
1,WEEKDAY,9,0.1083,0.4240,0.5071,0.0431,0.0285,0.0487,0.0173,0.9126,0.5925,0.1065,0.9213,0.1849,0.0405
1,WEEKDAY,10,0.0868,0.5194,0.5177,0.0428,0.0286,0.0489,0.0173,0.9094,0.6021,0.1076,0.9225,0.1880,0.0413
1,WEEKDAY,11,0.0712,0.6063,0.5264,0.0433,0.0285,0.0491,0.0173,0.9010,0.6033,0.1079,0.9226,0.1884,0.0414
1,WEEKDAY,12,0.0607,0.6733,0.5354,0.0427,0.0282,0.0494,0.0173,0.9011,0.6027,0.1079,0.9226,0.1884,0.0414
1,WEEKDAY,13,0.0554,0.7029,0.5422,0.0421,0.0270,0.0493,0.0173,0.9036,0.5939,0.1073,0.9226,0.1882,0.0413
1,WEEKDAY,14,0.0536,0.7099,0.5439,0.0414,0.0253,0.0493,0.0173,0.9045,0.5821,0.1047,0.9224,0.1838,0.0403
