Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0489,0.0569,0.1706,0.0322,0.0019,0.0514,0.2306,0.2209,0.1939,0.0376,0.7235,0.0298,0.0099
1,WEEKDAY,1,0.0545,0.0578,0.1773,0.0321,0.0020,0.0514,0.2306,0.2134,0.1939,0.0376,0.7090,0.0298,0.0099
1,WEEKDAY,2,0.0586,0.0549,0.1817,0.0322,0.0020,0.0514,0.2248,0.2121,0.1946,0.0378,0.7090,0.0299,0.0100
1,WEEKDAY,3,0.0629,0.0533,0.1855,0.0324,0.0023,0.0515,0.2104,0.2200,0.1992,0.0387,0.7090,0.0308,0.0106
1,WEEKDAY,4,0.0681,0.0624,0.1977,0.0333,0.0033,0.0517,0.2123,0.2613,0.2081,0.0407,0.7300,0.0441,0.0116
1,WEEKDAY,5,0.0899,0.0772,0.2207,0.0364,0.0070,0.0524,0.2016,0.3730,0.2400,0.0484,0.8399,0.0629,0.0150
1,WEEKDAY,6,0.1085,0.1163,0.2756,0.0422,0.0140,0.0537,0.1459,0.5570,0.3118,0.0731,0.8885,0.1041,0.0260
1,WEEKDAY,7,0.1941,0.1650,0.3396,0.0505,0.0238,0.0559,0.0128,0.7598,0.4041,0.1106,0.9083,0.1586,0.0496
1,WEEKDAY,8,0.1474,0.2295,0.4002,0.0579,0.0319,0.0580,0.0114,0.9028,0.4745,0.1443,0.9173,0.1878,0.0620
1,WEEKDAY,9,0.1246,0.3259,0.4219,0.0623,0.0356,0.0596,0.0114,0.9774,0.5162,0.1615,0.9213,0.2013,0.0662
1,WEEKDAY,10,0.0907,0.4259,0.4304,0.0624,0.0364,0.0601,0.0114,0.9855,0.5316,0.1653,0.9225,0.2058,0.0677
1,WEEKDAY,11,0.0698,0.5207,0.4372,0.0624,0.0364,0.0602,0.0114,0.9702,0.5341,0.1656,0.9226,0.2064,0.0677
1,WEEKDAY,12,0.0582,0.6010,0.4441,0.0624,0.0358,0.0603,0.0114,0.9659,0.5337,0.1651,0.9226,0.2065,0.0672
1,WEEKDAY,13,0.0511,0.6462,0.4495,0.0614,0.0346,0.0602,0.0114,0.9707,0.5266,0.1639,0.9226,0.2063,0.0667
1,WEEKDAY,14,0.0485,0.6672,0.4514,0.0602,0.0322,0.0598,0.0114,0.9707,0.5148,0.1592,0.9224,0.2015,0.0643
1,WEEKDAY,15,0.0509,0.6251,0.4441,0.0584,0.0281,0.0590,0.0114,0.9343,0.4861,0.1460,0.9213,0.1842,0.0570
1,WEEKDAY,16,0.0672,0.4782,0.4205,0.0551,0.0218,0.0574,0.0120,0.8372,0.4347,0.1235,0.9184,0.1512,0.0434
1,WEEKDAY,17,0.0913,0.3559,0.3960,0.0495,0.0140,0.0555,0.1424,0.7322,0.3480,0.0936,0.9146,0.1077,0.0271
1,WEEKDAY,18,0.0794,0.2080,0.2720,0.0415,0.0071,0.0536,0.1984,0.6076,0.2673,0.0688,0.9065,0.0659,0.0170
1,WEEKDAY,19,0.0353,0.1314,0.2077,0.0352,0.0039,0.0526,0.2232,0.4942,0.2231,0.0520,0.8942,0.0449,0.0126
1,WEEKDAY,20,0.0319,0.0909,0.1795,0.0336,0.0030,0.0522,0.2384,0.3963,0.2089,0.0434,0.8799,0.0390,0.0111
