Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors
1,WEEKDAY,19,0.1342,0.0904,0.4615,0.2656,0.2937,2.6483,0.1882,1.1811,0.0528,0.0831,0.0122
1,WEEKDAY,20,0.2077,0.0807,0.4409,0.2416,0.2538,2.6439,0.1882,1.1640,0.0476,0.0715,0.0100
1,WEEKDAY,21,0.3408,0.0685,0.4384,0.1912,0.1955,2.5134,0.1882,1.0761,0.0387,0.0592,0.0079
1,WEEKDAY,22,0.5412,0.0154,0.2585,0.1328,0.1497,2.5302,0.1882,0.8112,0.0303,0.0471,0.0054
1,WEEKDAY,23,0.7693,0.0119,0.2587,0.1047,0.0814,2.3866,0.1882,0.7103,0.0234,0.0369,0.0046
1,SATURDAY,0,0.2659,0.0120,0.2148,0.0911,0.0557,2.3841,0.1846,0.6241,0.0212,0.0284,0.0044
1,SATURDAY,1,0.5793,0.0109,0.2149,0.0743,0.0627,2.3842,0.1846,0.5343,0.0184,0.0228,0.0043
1,SATURDAY,2,0.8963,0.0104,0.2002,0.0595,0.0551,2.3861,0.1846,0.4892,0.0161,0.0196,0.0039
1,SATURDAY,3,1.2317,0.0102,0.1997,0.0654,0.1248,2.3918,0.1846,0.5391,0.0154,0.0288,0.0039
1,SATURDAY,4,1.3659,0.0103,0.2144,0.1024,0.2230,2.3999,0.1846,0.6294,0.0167,0.0472,0.0048
1,SATURDAY,5,1.2192,0.0115,0.2143,0.1484,0.3749,2.5388,0.1721,0.7044,0.0205,0.0665,0.0064
1,SATURDAY,6,1.1765,0.0801,0.2733,0.2417,0.4359,2.5334,0.1771,0.7758,0.0255,0.0822,0.0090
1,SATURDAY,7,1.1120,0.0769,0.3380,0.2869,0.4531,2.4832,0.0384,0.9688,0.0344,0.0914,0.0120
1,SATURDAY,8,1.0318,0.0580,0.4614,0.2879,0.4554,2.4287,0.0294,1.1587,0.0461,0.0943,0.0145
1,SATURDAY,9,0.7488,0.0637,0.4621,0.2839,0.4966,2.5333,0.0294,1.1997,0.0534,0.0947,0.0154
1,SATURDAY,10,0.5119,0.0720,0.4620,0.2773,0.4855,2.5441,0.0294,1.2069,0.0555,0.0947,0.0156
1,SATURDAY,11,0.3098,0.0863,0.4618,0.2742,0.4849,2.5723,0.0294,1.2069,0.0557,0.0947,0.0156
1,SATURDAY,12,0.1983,0.0969,0.4622,0.2739,0.4776,2.7078,0.0294,1.2069,0.0561,0.0947,0.0156
1,SATURDAY,13,0.1206,0.1101,0.4624,0.2704,0.4491,2.7368,0.0294,1.2068,0.0561,0.0947,0.0156
1,SATURDAY,14,0.1158,0.1168,0.4626,0.2739,0.4134,2.8872,0.0294,1.2064,0.0561,0.0947,0.0156
1,SATURDAY,15,0.0950,0.1155,0.4624,0.2767,0.3915,2.9201,0.0294,1.1986,0.0561,0.1126,0.0156
1,SATURDAY,16,0.0860,0.1067,0.4617,0.2794,0.3772,2.8126,0.0294,1.1801,0.0561,0.1231,0.0155
1,SATURDAY,17,0.0727,0.0968,0.4611,0.2740,0.3214,2.7997,0.1563,1.1709,0.0556,0.1115,0.0151
1,SATURDAY,18,0.1228,0.0872,0.4610,0.2752,0.3051,2.6741,0.1882,1.1760,0.0551,0.0903,0.0140
1,SATURDAY,19,0.1384,0.0765,0.4611,0.2656,0.2938,2.6484,0.1882,1.1802,0.0529,0.0831,0.0122
1,SATURDAY,20,0.1821,0.0701,0.4406,0.2416,0.2538,2.6444,0.1882,1.1635,0.0480,0.0715,0.0100
1,SATURDAY,21,0.2127,0.0602,0.4382,0.1912,0.1955,2.5143,0.1882,1.0769,0.0397,0.0592,0.0079
1,SATURDAY,22,0.3767,0.0148,0.2651,0.1328,0.1497,2.5314,0.1882,0.8635,0.0321,0.0471,0.0054
1,SATURDAY,23,0.6775,0.0122,0.2590,0.1047,0.0813,2.3883,0.1882,0.7623,0.0257,0.0359,0.0046
1,SUNDAY,0,1.1006,0.0107,0.2150,0.0587,0.0807,2.3804,0.1846,0.5583,0.0172,0.0217,0.0044
1,SUNDAY,1,1.2559,0.0102,0.2146,0.0637,0.0870,2.3809,0.1846,0.5024,0.0155,0.0215,0.0042
1,SUNDAY,2,1.6705,0.0098,0.1999,0.0595,0.1110,2.3838,0.1846,0.4860,0.0151,0.0212,0.0039
1,SUNDAY,3,1.8810,0.0093,0.1999,0.0607,0.1794,2.3920,0.1846,0.6107,0.0156,0.0281,0.0045
1,SUNDAY,4,2.0479,0.0095,0.2161,0.0849,0.2591,2.4005,0.1846,0.6437,0.0171,0.0445,0.0058
1,SUNDAY,5,1.8551,0.0109,0.2387,0.1436,0.3581,2.5387,0.1721,0.6708,0.0208,0.0604,0.0080
1,SUNDAY,6,1.7803,0.0861,0.2736,0.2371,0.3840,2.5320,0.1771,0.7909,0.0256,0.0690,0.0103
1,SUNDAY,7,1.6961,0.0825,0.2934,0.2743,0.3921,2.4789,0.0384,1.0016,0.0332,0.0722,0.0125
1,SUNDAY,8,1.2474,0.0632,0.4612,0.2715,0.3931,2.4224,0.0294,1.1137,0.0442,0.0729,0.0145
1,SUNDAY,9,0.9211,0.0702,0.4617,0.2677,0.4343,2.5256,0.0294,1.1252,0.0514,0.0730,0.0154
1,SUNDAY,10,0.4964,0.0807,0.4620,0.2617,0.4231,2.5354,0.0294,1.1298,0.0535,0.0730,0.0156
1,SUNDAY,11,0.2594,0.0969,0.4620,0.2589,0.4226,2.5635,0.0294,1.1298,0.0537,0.0730,0.0156
1,SUNDAY,12,0.1605,0.1169,0.4623,0.2587,0.4164,2.6989,0.0294,1.1298,0.0541,0.0730,0.0156
1,SUNDAY,13,0.1721,0.1301,0.4626,0.2557,0.3911,2.7279,0.0294,1.1297,0.0541,0.0730,0.0156
1,SUNDAY,14,0.0588,0.1383,0.4628,0.2586,0.3607,2.8783,0.0294,1.1293,0.0541,0.0730,0.0156
1,SUNDAY,15,0.0298,0.1393,0.4625,0.2610,0.3450,2.9113,0.0294,1.1224,0.0541,0.0908,0.0156
1,SUNDAY,16,0.0163,0.1285,0.4618,0.2631,0.3350,2.8040,0.0294,1.1033,0.0541,0.1014,0.0155
1,SUNDAY,17,0.0383,0.1110,0.4613,0.2572,0.2818,2.7911,0.1563,1.0956,0.0536,0.0902,0.0151
1,SUNDAY,18,0.0734,0.0967,0.4611,0.2588,0.2689,2.6661,0.1882,1.1028,0.0531,0.0703,0.0140
1,SUNDAY,19,0.1095,0.0866,0.4610,0.2515,0.2616,2.6416,0.1882,1.1063,0.0511,0.0664,0.0122
1,SUNDAY,20,0.1472,0.0770,0.4404,0.2324,0.2257,2.6387,0.1882,1.0900,0.0462,0.0590,0.0099
1,SUNDAY,21,0.2925,0.0657,0.4382,0.1880,0.1748,2.5100,0.1882,1.0104,0.0375,0.0506,0.0078
1,SUNDAY,22,0.4979,0.0149,0.2587,0.1251,0.1482,2.5279,0.1882,0.7160,0.0290,0.0406,0.0055
1,SUNDAY,23,0.7412,0.0117,0.2590,0.0654,0.1000,2.3845,0.1882,0.6291,0.0214,0.0263,0.0046
1,HOLIDAY,0,0.0000,0.0123,0.1941,0.0911,0.0451,2.3795,0.1846,0.5732,0.0174,0.0257,0.0044
1,HOLIDAY,1,0.0000,0.0143,0.1938,0.0742,0.0513,2.3801,0.1846,0.5155,0.0156,0.0218,0.0043
1,HOLIDAY,2,0.1245,0.0123,0.1790,0.0587,0.0420,2.3832,0.1846,0.4874,0.0151,0.0202,0.0039
1,HOLIDAY,3,0.3391,0.0125,0.1791,0.0635,0.1050,2.3894,0.1846,0.5399,0.0153,0.0278,0.0039
1,HOLIDAY,4,0.4068,0.0130,0.1938,0.0979,0.1708,2.3955,0.1846,0.6175,0.0163,0.0408,0.0048
1,HOLIDAY,5,0.5146,0.0153,0.1936,0.1365,0.2883,2.5309,0.1721,0.6833,0.0196,0.0548,0.0064
1,HOLIDAY,6,0.4188,0.0894,0.2528,0.2228,0.3411,2.5219,0.1771,0.7495,0.0241,0.0649,0.0090
1,HOLIDAY,7,0.3806,0.0916,0.3151,0.2588,0.3554,2.4675,0.0384,0.9338,0.0322,0.0700,0.0120
1,HOLIDAY,8,0.3368,0.0762,0.4387,0.2559,0.3571,2.4096,0.0294,1.1207,0.0434,0.0719,0.0145
1,HOLIDAY,9,0.0857,0.0840,0.4394,0.2520,0.3983,2.5117,0.0294,1.1613,0.0505,0.0722,0.0154
1,HOLIDAY,10,0.0000,0.1021,0.4398,0.2462,0.3872,2.5211,0.0294,1.1685,0.0526,0.0722,0.0156
1,HOLIDAY,11,0.0000,0.1215,0.4411,0.2437,0.3868,2.5490,0.0294,1.1685,0.0528,0.0722,0.0156
1,HOLIDAY,12,0.0000,0.1550,0.4415,0.2434,0.3816,2.6845,0.0294,1.1685,0.0532,0.0722,0.0156
1,HOLIDAY,13,0.0000,0.1574,0.4413,0.2400,0.3617,2.7135,0.0294,1.1685,0.0532,0.0722,0.0156
1,HOLIDAY,14,0.0000,0.1635,0.4415,0.2427,0.3320,2.8642,0.0294,1.1680,0.0532,0.0722,0.0156
1,HOLIDAY,15,0.0000,0.1623,0.4414,0.2451,0.3130,2.8974,0.0294,1.1588,0.0532,0.0901,0.0156
1,HOLIDAY,16,0.0000,0.1521,0.4407,0.2509,0.3022,2.7922,0.0294,1.1435,0.0532,0.1007,0.0155
1,HOLIDAY,17,0.0000,0.1304,0.4404,0.2534,0.2536,2.7824,0.1563,1.1386,0.0526,0.0892,0.0151
1,HOLIDAY,18,0.0000,0.1202,0.4403,0.2577,0.2446,2.6587,0.1882,1.1404,0.0519,0.0688,0.0140
1,HOLIDAY,19,0.0000,0.1061,0.4400,0.2513,0.2380,2.6351,0.1882,1.1249,0.0497,0.0643,0.0122
1,HOLIDAY,20,0.0000,0.0984,0.4191,0.2324,0.1989,2.6330,0.1882,1.1008,0.0447,0.0567,0.0100
1,HOLIDAY,21,0.0000,0.0878,0.4182,0.1881,0.1792,2.5051,0.1882,1.0202,0.0362,0.0484,0.0079
1,HOLIDAY,22,0.0000,0.0241,0.2379,0.1321,0.1364,2.5243,0.1882,0.7478,0.0281,0.0401,0.0054
1,HOLIDAY,23,0.0000,0.0184,0.2381,0.1046,0.0705,2.3827,0.1882,0.6492,0.0216,0.0315,0.0046
2,WEEKDAY,0,0.4117,0.0140,0.2145,0.0939,0.0560,2.4362,0.1846,0.6135,0.0188,0.0355,0.0044
2,WEEKDAY,1,0.5734,0.0129,0.2142,0.0767,0.0629,2.4343,0.1846,0.5245,0.0164,0.0404,0.0043
2,WEEKDAY,2,0.7758,0.0121,0.1995,0.0615,0.0554,2.4345,0.1846,0.4876,0.0153,0.0500,0.0039
2,WEEKDAY,3,0.9805,0.0114,0.1994,0.0682,0.1252,2.4374,0.1846,0.5414,0.0154,0.0682,0.0039
2,WEEKDAY,4,1.1502,0.0112,0.2142,0.1070,0.2244,2.4467,0.1846,0.6330,0.0169,0.0913,0.0048
2,WEEKDAY,5,0.9811,0.0133,0.2140,0.1550,0.3758,2.5858,0.1721,0.7083,0.0207,0.1121,0.0064
2,WEEKDAY,6,0.8391,0.0916,0.2732,0.2504,0.4362,2.5787,0.1771,0.7802,0.0259,0.1279,0.0090
2,WEEKDAY,7,0.6661,0.0889,0.3384,0.2962,0.4531,2.5280,0.0302,0.9727,0.0346,0.1371,0.0120
2,WEEKDAY,8,0.5208,0.0764,0.4603,0.2971,0.4545,2.4956,0.0294,1.1622,0.0463,0.1400,0.0145
2,WEEKDAY,9,0.3384,0.0906,0.4626,0.2930,0.4945,2.6201,0.0294,1.2031,0.0537,0.1404,0.0154
2,WEEKDAY,10,0.1984,0.1125,0.4634,0.2865,0.4828,2.6281,0.0294,1.2101,0.0558,0.1404,0.0156
2,WEEKDAY,11,0.0823,0.1330,0.4636,0.2833,0.4819,2.6539,0.0294,1.2102,0.0560,0.1404,0.0156
2,WEEKDAY,12,0.0411,0.1540,0.4639,0.2821,0.4744,2.7938,0.0294,1.2100,0.0564,0.1404,0.0156
2,WEEKDAY,13,0.0167,0.1698,0.4644,0.2769,0.4460,2.8226,0.0294,1.2095,0.0564,0.1404,0.0156
2,WEEKDAY,14,0.0103,0.1797,0.4649,0.2799,0.4100,2.9780,0.0294,1.2085,0.0564,0.1388,0.0156
2,WEEKDAY,15,0.0000,0.1823,0.4648,0.2823,0.3874,3.0031,0.0294,1.2000,0.0563,0.1452,0.0156
2,WEEKDAY,16,0.0000,0.1743,0.4642,0.2848,0.3733,2.8873,0.0294,1.1797,0.0562,0.1350,0.0155
2,WEEKDAY,17,0.0000,0.1534,0.4629,0.2809,0.3189,2.8836,0.0093,1.1702,0.0557,0.1147,0.0151
2,WEEKDAY,18,0.0130,0.1289,0.4623,0.2827,0.3040,2.7450,0.1882,1.1762,0.0551,0.0907,0.0140
2,WEEKDAY,19,0.0187,0.1145,0.4617,0.2730,0.2937,2.7168,0.1882,1.1810,0.0528,0.0831,0.0122
2,WEEKDAY,20,0.0345,0.1019,0.4409,0.2485,0.2538,2.7097,0.1882,1.1640,0.0476,0.0715,0.0100
2,WEEKDAY,21,0.0524,0.0882,0.4394,0.1969,0.1955,2.5787,0.1882,1.0761,0.0387,0.0592,0.0079
2,WEEKDAY,22,0.1309,0.0221,0.2590,0.1368,0.1497,2.5890,0.1882,0.8101,0.0304,0.0471,0.0054
2,WEEKDAY,23,0.2217,0.0168,0.2584,0.1078,0.0814,2.4435,0.1882,0.7093,0.0235,0.0369,0.0046
2,SATURDAY,0,0.4924,0.0142,0.2146,0.0938,0.0557,2.4379,0.1846,0.6241,0.0212,0.0284,0.0044
2,SATURDAY,1,0.6921,0.0126,0.2147,0.0764,0.0627,2.4361,0.1846,0.5343,0.0184,0.0228,0.0043
2,SATURDAY,2,1.1300,0.0118,0.2001,0.0610,0.0551,2.4356,0.1846,0.4892,0.0161,0.0196,0.0039
2,SATURDAY,3,1.3946,0.0108,0.1996,0.0671,0.1248,2.4369,0.1846,0.5391,0.0154,0.0288,0.0039
2,SATURDAY,4,1.4136,0.0109,0.2143,0.1052,0.2230,2.4453,0.1846,0.6294,0.0167,0.0472,0.0048
2,SATURDAY,5,1.3741,0.0121,0.2383,0.1524,0.3749,2.5838,0.1721,0.7044,0.0205,0.0665,0.0064
2,SATURDAY,6,1.2406,0.0867,0.2974,0.2482,0.4359,2.5762,0.1771,0.7758,0.0255,0.0822,0.0090
2,SATURDAY,7,1.1072,0.0838,0.3390,0.2944,0.4531,2.5255,0.0302,0.9688,0.0344,0.0914,0.0120
2,SATURDAY,8,0.8845,0.0725,0.4606,0.2954,0.4554,2.4932,0.0294,1.1587,0.0461,0.0943,0.0145
2,SATURDAY,9,0.5855,0.0870,0.4629,0.2912,0.4966,2.6177,0.0294,1.1997,0.0534,0.0947,0.0154
2,SATURDAY,10,0.3334,0.1069,0.4630,0.2845,0.4855,2.6259,0.0294,1.2069,0.0555,0.0947,0.0156
2,SATURDAY,11,0.1307,0.1227,0.4632,0.2813,0.4849,2.6518,0.0294,1.2069,0.0557,0.0947,0.0156
2,SATURDAY,12,0.1002,0.1417,0.4633,0.2810,0.4776,2.7921,0.0294,1.2069,0.0561,0.0947,0.0156
2,SATURDAY,13,0.0000,0.1547,0.4636,0.2774,0.4491,2.8215,0.0294,1.2068,0.0561,0.0947,0.0156
2,SATURDAY,14,0.0000,0.1580,0.4637,0.2810,0.4134,2.9773,0.0294,1.2064,0.0561,0.0947,0.0156
2,SATURDAY,15,0.0000,0.1584,0.4635,0.2839,0.3915,3.0029,0.0294,1.1986,0.0561,0.1126,0.0156
2,SATURDAY,16,0.0000,0.1491,0.4629,0.2867,0.3772,2.8877,0.0294,1.1801,0.0561,0.1231,0.0155
2,SATURDAY,17,0.0000,0.1312,0.4620,0.2815,0.3214,2.8840,0.0093,1.1709,0.0556,0.1115,0.0151
2,SATURDAY,18,0.0000,0.1148,0.4617,0.2828,0.3051,2.7452,0.1882,1.1760,0.0551,0.0903,0.0140
2,SATURDAY,19,0.0000,0.1016,0.4613,0.2731,0.2938,2.7169,0.1882,1.1802,0.0529,0.0831,0.0122
2,SATURDAY,20,0.0438,0.0903,0.4405,0.2485,0.2538,2.7101,0.1882,1.1635,0.0480,0.0715,0.0100
2,SATURDAY,21,0.0800,0.0769,0.4388,0.1969,0.1955,2.5795,0.1882,1.0769,0.0397,0.0592,0.0079
2,SATURDAY,22,0.1548,0.0178,0.2648,0.1368,0.1497,2.5902,0.1882,0.8635,0.0321,0.0471,0.0054
2,SATURDAY,23,0.2524,0.0143,0.2586,0.1078,0.0813,2.4450,0.1882,0.7623,0.0257,0.0359,0.0046
2,SUNDAY,0,0.5613,0.0130,0.2148,0.0602,0.0807,2.4343,0.1846,0.5583,0.0172,0.0217,0.0044
2,SUNDAY,1,0.9017,0.0120,0.2143,0.0654,0.0870,2.4328,0.1846,0.5024,0.0155,0.0215,0.0042
2,SUNDAY,2,1.2257,0.0111,0.1997,0.0610,0.1110,2.4333,0.1846,0.4860,0.0151,0.0212,0.0039
2,SUNDAY,3,1.5485,0.0106,0.1996,0.0622,0.1794,2.4370,0.1846,0.6107,0.0156,0.0281,0.0045
2,SUNDAY,4,1.6998,0.0106,0.2142,0.0871,0.2591,2.4459,0.1846,0.6437,0.0171,0.0445,0.0058
2,SUNDAY,5,1.5899,0.0119,0.2142,0.1475,0.3581,2.5838,0.1721,0.6708,0.0208,0.0604,0.0080
2,SUNDAY,6,1.5184,0.0918,0.2734,0.2436,0.3840,2.5748,0.1771,0.7909,0.0256,0.0690,0.0103
2,SUNDAY,7,1.3421,0.0884,0.2943,0.2818,0.3921,2.5212,0.0302,1.0016,0.0332,0.0722,0.0125
2,SUNDAY,8,1.0296,0.0735,0.4604,0.2790,0.3931,2.4869,0.0294,1.1137,0.0442,0.0729,0.0145
2,SUNDAY,9,0.6347,0.0888,0.4646,0.2750,0.4343,2.6100,0.0294,1.1252,0.0514,0.0730,0.0154
2,SUNDAY,10,0.3920,0.1180,0.4646,0.2688,0.4231,2.6173,0.0294,1.1298,0.0535,0.0730,0.0156
2,SUNDAY,11,0.2332,0.1331,0.4639,0.2660,0.4226,2.6430,0.0294,1.1298,0.0537,0.0730,0.0156
2,SUNDAY,12,0.1097,0.1536,0.4639,0.2658,0.4164,2.7832,0.0294,1.1298,0.0541,0.0730,0.0156
2,SUNDAY,13,0.0518,0.1701,0.4640,0.2626,0.3911,2.8126,0.0294,1.1297,0.0541,0.0730,0.0156
2,SUNDAY,14,0.0235,0.1733,0.4641,0.2657,0.3607,2.9684,0.0294,1.1293,0.0541,0.0730,0.0156
2,SUNDAY,15,0.0237,0.1705,0.4641,0.2681,0.3450,2.9941,0.0294,1.1224,0.0541,0.0908,0.0156
2,SUNDAY,16,0.0265,0.1602,0.4632,0.2704,0.3350,2.8791,0.0294,1.1033,0.0541,0.1014,0.0155
2,SUNDAY,17,0.0857,0.1395,0.4622,0.2647,0.2818,2.8753,0.0093,1.0956,0.0536,0.0902,0.0151
2,SUNDAY,18,0.0887,0.1219,0.4618,0.2664,0.2689,2.7372,0.1882,1.1028,0.0531,0.0703,0.0140
2,SUNDAY,19,0.1864,0.1074,0.4614,0.2589,0.2616,2.7101,0.1882,1.1063,0.0511,0.0664,0.0122
2,SUNDAY,20,0.1622,0.0939,0.4405,0.2393,0.2257,2.7044,0.1882,1.0900,0.0462,0.0590,0.0099
2,SUNDAY,21,0.2064,0.0802,0.4387,0.1936,0.1748,2.5752,0.1882,1.0104,0.0375,0.0506,0.0078
2,SUNDAY,22,0.3749,0.0192,0.2584,0.1288,0.1482,2.5867,0.1882,0.7160,0.0290,0.0406,0.0055
2,SUNDAY,23,0.5586,0.0150,0.2586,0.0671,0.1000,2.4413,0.1882,0.6291,0.0214,0.0263,0.0046
2,HOLIDAY,0,1.3411,0.0101,0.2152,0.0938,0.0558,2.4356,0.1846,0.6104,0.0182,0.0355,0.0044
2,HOLIDAY,1,1.6543,0.0096,0.2147,0.0766,0.0627,2.4337,0.1846,0.5214,0.0159,0.0403,0.0043
2,HOLIDAY,2,1.7244,0.0093,0.2000,0.0614,0.0552,2.4340,0.1846,0.4869,0.0151,0.0500,0.0039
2,HOLIDAY,3,1.7369,0.0092,0.2000,0.0682,0.1249,2.4372,0.1846,0.5414,0.0154,0.0682,0.0039
2,HOLIDAY,4,2.0050,0.0094,0.2148,0.1069,0.2231,2.4466,0.1846,0.6328,0.0169,0.0913,0.0048
2,HOLIDAY,5,1.5302,0.0105,0.2146,0.1543,0.3750,2.5855,0.1721,0.7083,0.0207,0.1121,0.0064
2,HOLIDAY,6,1.1062,0.0835,0.2737,0.2501,0.4360,2.5783,0.1771,0.7802,0.0259,0.1279,0.0090
2,HOLIDAY,7,0.9222,0.0807,0.3382,0.2964,0.4533,2.5276,0.0302,0.9727,0.0346,0.1371,0.0120
2,HOLIDAY,8,0.8750,0.0655,0.4614,0.2973,0.4555,2.4954,0.0294,1.1622,0.0463,0.1400,0.0145
2,HOLIDAY,9,0.6953,0.0726,0.4607,0.2931,0.4968,2.6200,0.0294,1.2031,0.0537,0.1404,0.0154
2,HOLIDAY,10,0.5133,0.0838,0.4612,0.2863,0.4856,2.6282,0.0294,1.2102,0.0558,0.1404,0.0156
2,HOLIDAY,11,0.2211,0.0963,0.4616,0.2832,0.4851,2.6541,0.0294,1.2102,0.0560,0.1404,0.0156
2,HOLIDAY,12,0.0000,0.1069,0.4623,0.2828,0.4777,2.7943,0.0294,1.2102,0.0564,0.1404,0.0156
2,HOLIDAY,13,0.0000,0.1150,0.4624,0.2792,0.4492,2.8238,0.0294,1.2101,0.0564,0.1404,0.0156
2,HOLIDAY,14,0.0000,0.1189,0.4623,0.2828,0.4135,2.9794,0.0294,1.2096,0.0564,0.1389,0.0156
2,HOLIDAY,15,0.0000,0.1193,0.4620,0.2854,0.3916,3.0046,0.0294,1.2013,0.0563,0.1452,0.0156
2,HOLIDAY,16,0.0000,0.1131,0.4615,0.2872,0.3773,2.8884,0.0294,1.1807,0.0562,0.1350,0.0155
2,HOLIDAY,17,0.0000,0.1054,0.4608,0.2816,0.3215,2.8842,0.0093,1.1705,0.0557,0.1147,0.0151
2,HOLIDAY,18,0.0000,0.0979,0.4605,0.2828,0.3051,2.7454,0.1882,1.1763,0.0551,0.0907,0.0140
2,HOLIDAY,19,0.0000,0.0904,0.4603,0.2731,0.2938,2.7170,0.1882,1.1812,0.0528,0.0831,0.0122
2,HOLIDAY,20,0.1062,0.0839,0.4397,0.2485,0.2538,2.7096,0.1882,1.1641,0.0475,0.0715,0.0100
2,HOLIDAY,21,0.2539,0.0762,0.4380,0.1969,0.1955,2.5785,0.1882,1.0761,0.0385,0.0592,0.0079
2,HOLIDAY,22,0.4065,0.0177,0.2588,0.1368,0.1497,2.5887,0.1882,0.7968,0.0299,0.0471,0.0054
2,HOLIDAY,23,0.5602,0.0130,0.2590,0.1078,0.0813,2.4430,0.1882,0.6952,0.0229,0.0369,0.0046
3,WEEKDAY,0,0.2062,0.0184,0.2142,0.0928,0.0560,2.4755,0.1846,0.6139,0.0189,0.0355,0.0044
3,WEEKDAY,1,0.2976,0.0164,0.2139,0.0758,0.0629,2.4738,0.1846,0.5249,0.0165,0.0404,0.0043
3,WEEKDAY,2,0.4632,0.0146,0.1992,0.0609,0.0553,2.4719,0.1846,0.4877,0.0153,0.0500,0.0039
3,WEEKDAY,3,0.6118,0.0138,0.1991,0.0676,0.1252,2.4745,0.1846,0.5414,0.0154,0.0682,0.0039
3,WEEKDAY,4,0.7934,0.0132,0.2139,0.1059,0.2242,2.4821,0.1846,0.6329,0.0169,0.0913,0.0048
3,WEEKDAY,5,0.7505,0.0149,0.2138,0.1535,0.3757,2.6215,0.1721,0.7083,0.0207,0.1121,0.0064
3,WEEKDAY,6,0.6474,0.0983,0.2731,0.2476,0.4362,2.6147,0.0302,0.7802,0.0259,0.1279,0.0090
3,WEEKDAY,7,0.4704,0.1009,0.3406,0.2930,0.4531,2.5813,0.0302,0.9727,0.0346,0.1371,0.0120
3,WEEKDAY,8,0.2687,0.0935,0.4588,0.2940,0.4546,2.5911,0.0294,1.1622,0.0463,0.1400,0.0145
3,WEEKDAY,9,0.1103,0.1182,0.4638,0.2900,0.4947,2.7140,0.0294,1.2031,0.0537,0.1404,0.0154
3,WEEKDAY,10,0.0530,0.1503,0.4655,0.2835,0.4831,2.7202,0.0294,1.2102,0.0558,0.1404,0.0156
3,WEEKDAY,11,0.0285,0.1734,0.4655,0.2803,0.4822,2.7480,0.0294,1.2102,0.0560,0.1404,0.0156
3,WEEKDAY,12,0.0192,0.2024,0.4662,0.2792,0.4747,2.8960,0.0294,1.2100,0.0564,0.1404,0.0156
3,WEEKDAY,13,0.0000,0.2283,0.4669,0.2742,0.4463,2.9279,0.0294,1.2095,0.0564,0.1404,0.0156
3,WEEKDAY,14,0.0000,0.2489,0.4675,0.2772,0.4103,3.0819,0.0294,1.2087,0.0564,0.1388,0.0156
