Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.1088,0.0016,0.0635,0.0053,0.0002,0.0441,0.1484,0.0882,0.0411,0.0058,0.0036,0.0006
1,WEEKDAY,1,0.1158,0.0011,0.0690,0.0053,0.0003,0.0441,0.1484,0.0882,0.0411,0.0058,0.0036,0.0007
1,WEEKDAY,2,0.1215,0.0022,0.0716,0.0053,0.0007,0.0440,0.1484,0.0887,0.0411,0.0059,0.0036,0.0014
1,WEEKDAY,3,0.1278,0.0012,0.0782,0.0054,0.0017,0.0441,0.1484,0.0960,0.0412,0.0071,0.0036,0.0060
1,WEEKDAY,4,0.1317,0.0023,0.0817,0.0061,0.0043,0.0443,0.1484,0.1397,0.0420,0.0100,0.0038,0.0127
1,WEEKDAY,5,0.1235,0.0043,0.0737,0.0087,0.0112,0.0453,0.1484,0.2547,0.0472,0.0119,0.0055,0.0189
1,WEEKDAY,6,0.1498,0.0173,0.1580,0.0139,0.0216,0.0471,0.0264,0.4854,0.0617,0.0149,0.0118,0.0265
1,WEEKDAY,7,0.1885,0.0421,0.2295,0.0196,0.0328,0.0496,0.0000,0.7185,0.0854,0.0185,0.0229,0.0328
1,WEEKDAY,8,0.1658,0.0765,0.2761,0.0265,0.0397,0.0516,0.0000,0.8414,0.1162,0.0227,0.0308,0.0386
1,WEEKDAY,9,0.1029,0.1366,0.2757,0.0323,0.0432,0.0531,0.0000,0.8918,0.1454,0.0268,0.0340,0.0434
1,WEEKDAY,10,0.0700,0.1909,0.2779,0.0320,0.0424,0.0534,0.0000,0.9021,0.1520,0.0279,0.0347,0.0444
1,WEEKDAY,11,0.0457,0.2389,0.2813,0.0330,0.0418,0.0534,0.0000,0.9016,0.1504,0.0273,0.0346,0.0434
1,WEEKDAY,12,0.0319,0.2863,0.2855,0.0336,0.0406,0.0534,0.0000,0.8938,0.1484,0.0247,0.0333,0.0398
1,WEEKDAY,13,0.0252,0.3000,0.2861,0.0309,0.0360,0.0526,0.0000,0.8503,0.1357,0.0214,0.0300,0.0369
1,WEEKDAY,14,0.0247,0.2707,0.2827,0.0241,0.0268,0.0515,0.0000,0.7236,0.1076,0.0180,0.0229,0.0328
1,WEEKDAY,15,0.0163,0.1668,0.2188,0.0163,0.0169,0.0504,0.0000,0.5251,0.0789,0.0151,0.0158,0.0273
1,WEEKDAY,16,0.0232,0.0668,0.1347,0.0105,0.0097,0.0485,0.0186,0.3822,0.0564,0.0116,0.0077,0.0158
1,WEEKDAY,17,0.0297,0.0087,0.0204,0.0075,0.0057,0.0465,0.0516,0.2893,0.0443,0.0083,0.0047,0.0067
1,WEEKDAY,18,0.0381,0.0021,0.0220,0.0061,0.0029,0.0453,0.1670,0.1873,0.0414,0.0062,0.0038,0.0015
1,WEEKDAY,19,0.0533,0.0015,0.0272,0.0055,0.0009,0.0448,0.1670,0.1087,0.0411,0.0058,0.0036,0.0007
1,WEEKDAY,20,0.0693,0.0012,0.0340,0.0054,0.0003,0.0447,0.1670,0.0983,0.0411,0.0058,0.0036,0.0006
1,WEEKDAY,21,0.0794,0.0011,0.0414,0.0053,0.0002,0.0444,0.1670,0.0964,0.0411,0.0058,0.0036,0.0006
1,WEEKDAY,22,0.0916,0.0012,0.0470,0.0053,0.0002,0.0444,0.1540,0.0911,0.0411,0.0058,0.0036,0.0006
1,WEEKDAY,23,0.0976,0.0011,0.0523,0.0053,0.0002,0.0441,0.1484,0.0882,0.0411,0.0058,0.0036,0.0006
1,SATURDAY,0,0.0793,0.0010,0.0270,0.0053,0.0002,0.0441,0.1484,0.0869,0.0421,0.0058,0.0036,0.0006
1,SATURDAY,1,0.0957,0.0009,0.0377,0.0053,0.0002,0.0440,0.1484,0.0869,0.0421,0.0058,0.0036,0.0006
1,SATURDAY,2,0.1007,0.0008,0.0416,0.0053,0.0002,0.0440,0.1484,0.0871,0.0421,0.0059,0.0036,0.0014
1,SATURDAY,3,0.1068,0.0007,0.0461,0.0053,0.0002,0.0440,0.1484,0.0888,0.0421,0.0072,0.0036,0.0061
1,SATURDAY,4,0.1155,0.0019,0.0517,0.0053,0.0002,0.0441,0.1484,0.0943,0.0421,0.0102,0.0036,0.0127
1,SATURDAY,5,0.1236,0.0018,0.0560,0.0053,0.0003,0.0444,0.1484,0.0965,0.0421,0.0114,0.0036,0.0178
1,SATURDAY,6,0.1276,0.0006,0.0676,0.0053,0.0003,0.0444,0.0264,0.0976,0.0421,0.0121,0.0036,0.0221
1,SATURDAY,7,0.1280,0.0030,0.0596,0.0053,0.0004,0.0443,0.0000,0.0979,0.0421,0.0125,0.0036,0.0242
1,SATURDAY,8,0.1036,0.0008,0.0379,0.0053,0.0004,0.0443,0.0000,0.0979,0.0421,0.0127,0.0036,0.0257
1,SATURDAY,9,0.0847,0.0010,0.0298,0.0053,0.0004,0.0446,0.0000,0.1091,0.0421,0.0128,0.0036,0.0260
1,SATURDAY,10,0.0725,0.0013,0.0209,0.0053,0.0004,0.0447,0.0000,0.1090,0.0421,0.0129,0.0036,0.0261
1,SATURDAY,11,0.0502,0.0017,0.0107,0.0053,0.0004,0.0448,0.0000,0.1088,0.0421,0.0129,0.0036,0.0262
1,SATURDAY,12,0.0404,0.0022,0.0073,0.0053,0.0004,0.0450,0.0000,0.1085,0.0421,0.0129,0.0036,0.0262
1,SATURDAY,13,0.0265,0.0031,0.0068,0.0053,0.0003,0.0450,0.0000,0.1079,0.0421,0.0128,0.0036,0.0262
1,SATURDAY,14,0.0281,0.0037,0.0067,0.0053,0.0003,0.0453,0.0000,0.1069,0.0421,0.0127,0.0036,0.0259
1,SATURDAY,15,0.0250,0.0101,0.0066,0.0053,0.0002,0.0453,0.0000,0.1054,0.0421,0.0123,0.0036,0.0231
1,SATURDAY,16,0.0331,0.0035,0.0079,0.0053,0.0002,0.0450,0.0186,0.1034,0.0421,0.0103,0.0036,0.0141
1,SATURDAY,17,0.0358,0.0029,0.0105,0.0053,0.0002,0.0449,0.0516,0.0881,0.0421,0.0077,0.0036,0.0062
1,SATURDAY,18,0.0435,0.0014,0.0151,0.0053,0.0002,0.0446,0.1670,0.0870,0.0421,0.0060,0.0036,0.0014
1,SATURDAY,19,0.0467,0.0013,0.0206,0.0053,0.0002,0.0446,0.1670,0.0869,0.0421,0.0058,0.0036,0.0006
1,SATURDAY,20,0.0600,0.0012,0.0226,0.0053,0.0002,0.0447,0.1670,0.0869,0.0421,0.0058,0.0036,0.0006
1,SATURDAY,21,0.0666,0.0011,0.0282,0.0053,0.0002,0.0444,0.1670,0.0869,0.0421,0.0058,0.0036,0.0006
1,SATURDAY,22,0.0728,0.0010,0.0276,0.0053,0.0002,0.0444,0.1540,0.0869,0.0421,0.0058,0.0036,0.0006
1,SATURDAY,23,0.0822,0.0009,0.0410,0.0053,0.0002,0.0441,0.1484,0.0869,0.0421,0.0058,0.0036,0.0006
1,SUNDAY,0,0.0941,0.0020,0.0445,0.0053,0.0002,0.0441,0.1484,0.0869,0.0421,0.0058,0.0036,0.0006
1,SUNDAY,1,0.1028,0.0007,0.0460,0.0053,0.0002,0.0440,0.1484,0.0869,0.0421,0.0058,0.0036,0.0006
1,SUNDAY,2,0.1104,0.0006,0.0583,0.0053,0.0002,0.0440,0.1484,0.0870,0.0421,0.0059,0.0036,0.0014
1,SUNDAY,3,0.1163,0.0030,0.0558,0.0053,0.0002,0.0440,0.1484,0.0885,0.0421,0.0072,0.0036,0.0061
1,SUNDAY,4,0.1208,0.0005,0.0647,0.0053,0.0002,0.0441,0.1484,0.0942,0.0421,0.0101,0.0036,0.0127
1,SUNDAY,5,0.1247,0.0017,0.0669,0.0053,0.0003,0.0444,0.1484,0.0963,0.0421,0.0114,0.0036,0.0178
1,SUNDAY,6,0.1318,0.0017,0.0711,0.0053,0.0003,0.0444,0.0264,0.0972,0.0421,0.0121,0.0036,0.0221
1,SUNDAY,7,0.1300,0.0029,0.0622,0.0053,0.0004,0.0443,0.0000,0.0977,0.0421,0.0125,0.0036,0.0242
1,SUNDAY,8,0.1158,0.0007,0.0455,0.0053,0.0004,0.0443,0.0000,0.0978,0.0421,0.0127,0.0036,0.0257
1,SUNDAY,9,0.0967,0.0008,0.0310,0.0053,0.0004,0.0446,0.0000,0.1090,0.0421,0.0128,0.0036,0.0260
1,SUNDAY,10,0.0729,0.0010,0.0202,0.0053,0.0004,0.0447,0.0000,0.1091,0.0421,0.0129,0.0036,0.0261
