Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.2873,0.1374,0.2869,0.0346,0.0042,0.0299,0.0827,0.3059,0.4833,0.0413,0.0268,0.0138,0.0042
1,WEEKDAY,1,0.2955,0.1347,0.2916,0.0342,0.0042,0.0299,0.0827,0.3042,0.4831,0.0413,0.0268,0.0138,0.0042
1,WEEKDAY,2,0.2950,0.1338,0.2951,0.0340,0.0043,0.0299,0.0827,0.3164,0.4855,0.0414,0.0268,0.0146,0.0056
1,WEEKDAY,3,0.3252,0.1320,0.3069,0.0347,0.0050,0.0301,0.0827,0.3497,0.5000,0.0421,0.0268,0.0189,0.0126
1,WEEKDAY,4,0.3125,0.1308,0.3129,0.0372,0.0069,0.0304,0.0827,0.4485,0.5192,0.0433,0.1102,0.0286,0.0161
1,WEEKDAY,5,0.3941,0.1539,0.4147,0.0442,0.0117,0.0313,0.0827,0.5559,0.5592,0.0476,0.5464,0.0564,0.0205
1,WEEKDAY,6,0.3737,0.1952,0.4954,0.0524,0.0172,0.0323,0.0445,0.6890,0.6123,0.0564,0.7374,0.0849,0.0254
1,WEEKDAY,7,0.5665,0.2145,0.6138,0.0591,0.0213,0.0333,0.0055,0.7892,0.6621,0.0698,0.8150,0.1187,0.0298
1,WEEKDAY,8,0.4566,0.2406,0.6281,0.0618,0.0235,0.0340,0.0055,0.8341,0.7007,0.0761,0.8503,0.1404,0.0320
1,WEEKDAY,9,0.4264,0.2779,0.6563,0.0626,0.0243,0.0345,0.0055,0.8496,0.7236,0.0790,0.8664,0.1498,0.0327
1,WEEKDAY,10,0.3840,0.2951,0.6568,0.0627,0.0244,0.0346,0.0055,0.8474,0.7325,0.0794,0.8709,0.1529,0.0330
1,WEEKDAY,11,0.3599,0.3103,0.6539,0.0635,0.0243,0.0347,0.0055,0.8426,0.7340,0.0794,0.8713,0.1534,0.0330
1,WEEKDAY,12,0.3370,0.3206,0.6556,0.0629,0.0241,0.0348,0.0055,0.8457,0.7332,0.0794,0.8713,0.1534,0.0330
1,WEEKDAY,13,0.3205,0.3249,0.6534,0.0625,0.0236,0.0348,0.0055,0.8497,0.7265,0.0793,0.8713,0.1531,0.0330
1,WEEKDAY,14,0.3062,0.3353,0.6530,0.0616,0.0228,0.0347,0.0055,0.8518,0.7171,0.0783,0.8705,0.1490,0.0326
1,WEEKDAY,15,0.3009,0.3370,0.6513,0.0599,0.0211,0.0344,0.0055,0.8365,0.6943,0.0759,0.8644,0.1339,0.0312
1,WEEKDAY,16,0.3234,0.3171,0.6475,0.0567,0.0185,0.0337,0.0055,0.7991,0.6559,0.0719,0.8531,0.1039,0.0285
1,WEEKDAY,17,0.3024,0.2947,0.5913,0.0514,0.0147,0.0328,0.0480,0.7521,0.6034,0.0663,0.8345,0.0700,0.0237
1,WEEKDAY,18,0.2311,0.2035,0.3618,0.0434,0.0101,0.0316,0.0862,0.6692,0.5465,0.0594,0.7838,0.0384,0.0177
1,WEEKDAY,19,0.2385,0.1593,0.3229,0.0379,0.0075,0.0310,0.0862,0.5582,0.5148,0.0537,0.7231,0.0235,0.0123
1,WEEKDAY,20,0.2597,0.1349,0.3077,0.0364,0.0055,0.0307,0.0862,0.4703,0.5006,0.0485,0.6404,0.0179,0.0081
1,WEEKDAY,21,0.2653,0.1400,0.2598,0.0357,0.0044,0.0304,0.0862,0.4032,0.4868,0.0462,0.5355,0.0149,0.0050
1,WEEKDAY,22,0.2625,0.1404,0.2617,0.0355,0.0043,0.0303,0.0827,0.3653,0.4841,0.0458,0.3854,0.0144,0.0044
1,WEEKDAY,23,0.2745,0.1390,0.2716,0.0351,0.0042,0.0300,0.0827,0.3211,0.4836,0.0458,0.0840,0.0140,0.0042
1,SATURDAY,0,0.2495,0.1136,0.2349,0.0331,0.0041,0.0299,0.0827,0.3010,0.4815,0.0412,0.0268,0.0138,0.0042
1,SATURDAY,1,0.2599,0.1107,0.2433,0.0330,0.0041,0.0298,0.0827,0.2977,0.4815,0.0412,0.0268,0.0139,0.0042
1,SATURDAY,2,0.2855,0.1088,0.2415,0.0330,0.0041,0.0299,0.0827,0.2982,0.4833,0.0413,0.0268,0.0146,0.0043
1,SATURDAY,3,0.2766,0.1093,0.2425,0.0332,0.0043,0.0299,0.0827,0.3046,0.4924,0.0418,0.0334,0.0164,0.0044
1,SATURDAY,4,0.2772,0.1076,0.2540,0.0334,0.0045,0.0299,0.0827,0.3108,0.5001,0.0424,0.1273,0.0185,0.0047
1,SATURDAY,5,0.2983,0.1107,0.2583,0.0342,0.0053,0.0302,0.0827,0.3244,0.5115,0.0441,0.4733,0.0232,0.0055
1,SATURDAY,6,0.3176,0.1091,0.3107,0.0365,0.0080,0.0303,0.0445,0.3580,0.5277,0.0485,0.7165,0.0300,0.0069
1,SATURDAY,7,0.3935,0.1269,0.3398,0.0383,0.0129,0.0304,0.0055,0.3947,0.5520,0.0603,0.8334,0.0400,0.0097
1,SATURDAY,8,0.2947,0.1137,0.3730,0.0401,0.0167,0.0305,0.0055,0.4380,0.5749,0.0692,0.8677,0.0515,0.0125
1,SATURDAY,9,0.3433,0.1337,0.3608,0.0402,0.0180,0.0307,0.0055,0.4596,0.5876,0.0739,0.8713,0.0588,0.0132
1,SATURDAY,10,0.2689,0.1266,0.3543,0.0399,0.0179,0.0307,0.0055,0.4598,0.5900,0.0746,0.8711,0.0599,0.0132
1,SATURDAY,11,0.2532,0.1564,0.3465,0.0391,0.0164,0.0307,0.0055,0.4446,0.5819,0.0746,0.8696,0.0586,0.0130
1,SATURDAY,12,0.2488,0.1454,0.3158,0.0375,0.0127,0.0308,0.0055,0.4217,0.5675,0.0744,0.8650,0.0533,0.0124
1,SATURDAY,13,0.2348,0.1620,0.3184,0.0360,0.0088,0.0307,0.0055,0.3991,0.5515,0.0736,0.8543,0.0454,0.0114
1,SATURDAY,14,0.2274,0.1400,0.2844,0.0343,0.0066,0.0308,0.0055,0.3805,0.5390,0.0722,0.8422,0.0387,0.0102
1,SATURDAY,15,0.2273,0.1470,0.2833,0.0339,0.0052,0.0308,0.0055,0.3660,0.5300,0.0697,0.8303,0.0346,0.0094
1,SATURDAY,16,0.2310,0.1524,0.2434,0.0338,0.0047,0.0307,0.0055,0.3532,0.5227,0.0651,0.8182,0.0313,0.0088
1,SATURDAY,17,0.2422,0.1518,0.2558,0.0337,0.0044,0.0306,0.0480,0.3436,0.5169,0.0590,0.8022,0.0282,0.0080
1,SATURDAY,18,0.2578,0.1500,0.2635,0.0336,0.0042,0.0304,0.0862,0.3311,0.5059,0.0541,0.7653,0.0235,0.0059
1,SATURDAY,19,0.2658,0.1389,0.2702,0.0335,0.0041,0.0303,0.0862,0.3198,0.4932,0.0488,0.7243,0.0190,0.0048
1,SATURDAY,20,0.2721,0.1332,0.2741,0.0334,0.0041,0.0302,0.0862,0.3094,0.4840,0.0463,0.6831,0.0153,0.0045
1,SATURDAY,21,0.2805,0.1293,0.2534,0.0333,0.0041,0.0301,0.0862,0.3068,0.4821,0.0458,0.6421,0.0145,0.0045
1,SATURDAY,22,0.2869,0.1254,0.2651,0.0333,0.0041,0.0301,0.0827,0.3061,0.4819,0.0457,0.5249,0.0143,0.0044
1,SATURDAY,23,0.2920,0.1224,0.2636,0.0332,0.0041,0.0299,0.0827,0.3021,0.4816,0.0457,0.1088,0.0139,0.0043
1,SUNDAY,0,0.2813,0.1216,0.2534,0.0329,0.0041,0.0298,0.0827,0.2971,0.4815,0.0412,0.0268,0.0239,0.0070
1,SUNDAY,1,0.2852,0.1225,0.2442,0.0329,0.0041,0.0298,0.0827,0.2971,0.4815,0.0412,0.0268,0.0240,0.0070
1,SUNDAY,2,0.2887,0.1236,0.2543,0.0330,0.0041,0.0299,0.0827,0.2982,0.4833,0.0413,0.0268,0.0246,0.0070
1,SUNDAY,3,0.2862,0.1253,0.2581,0.0332,0.0043,0.0299,0.0827,0.3046,0.4924,0.0418,0.0268,0.0255,0.0071
1,SUNDAY,4,0.2874,0.1207,0.2581,0.0333,0.0044,0.0299,0.0827,0.3104,0.4997,0.0424,0.0268,0.0263,0.0071
1,SUNDAY,5,0.2892,0.1217,0.2577,0.0333,0.0049,0.0301,0.0827,0.3195,0.5079,0.0440,0.0268,0.0277,0.0073
1,SUNDAY,6,0.2918,0.1199,0.2598,0.0334,0.0061,0.0301,0.0445,0.3319,0.5137,0.0480,0.0268,0.0293,0.0077
1,SUNDAY,7,0.2914,0.1185,0.2517,0.0335,0.0082,0.0301,0.0055,0.3460,0.5223,0.0593,0.0268,0.0316,0.0085
1,SUNDAY,8,0.2784,0.1146,0.2523,0.0337,0.0098,0.0301,0.0055,0.3614,0.5293,0.0677,0.0268,0.0337,0.0093
1,SUNDAY,9,0.2384,0.1253,0.2274,0.0339,0.0102,0.0302,0.0055,0.3676,0.5319,0.0723,0.0268,0.0343,0.0096
1,SUNDAY,10,0.2103,0.1251,0.2145,0.0339,0.0103,0.0302,0.0055,0.3684,0.5330,0.0729,0.0268,0.0343,0.0096
1,SUNDAY,11,0.1866,0.1292,0.2009,0.0339,0.0101,0.0303,0.0055,0.3681,0.5331,0.0729,0.0268,0.0343,0.0096
