Month,Weekend,Hour,Heating,Cooling,Ventilation,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,SATURDAY,23,0.0884,0.1271,0.1982,0.0202,0.1032,0.1637,0.3420,0.0179,0.1364,0.0383,0.0019
1,SUNDAY,0,0.0997,0.1116,0.1956,0.0146,0.1000,0.1637,0.3043,0.0156,0.1215,0.0333,0.0017
1,SUNDAY,1,0.1098,0.0990,0.1954,0.0123,0.0964,0.1637,0.2739,0.0142,0.1139,0.0257,0.0014
1,SUNDAY,2,0.1216,0.0919,0.1952,0.0116,0.0948,0.1637,0.2652,0.0131,0.1082,0.0230,0.0013
1,SUNDAY,3,0.1303,0.0865,0.1953,0.0119,0.0948,0.1637,0.2674,0.0132,0.1088,0.0236,0.0014
1,SUNDAY,4,0.1417,0.0820,0.1960,0.0205,0.0996,0.1629,0.2783,0.0148,0.1120,0.0306,0.0021
1,SUNDAY,5,0.1477,0.0818,0.1998,0.0615,0.1062,0.1629,0.3202,0.0213,0.1330,0.0572,0.0038
1,SUNDAY,6,0.1493,0.0822,0.2060,0.1038,0.1099,0.1091,0.3999,0.0276,0.1498,0.0746,0.0048
1,SUNDAY,7,0.1414,0.0909,0.2032,0.1207,0.1126,0.0010,0.4509,0.0323,0.1585,0.0812,0.0053
1,SUNDAY,8,0.1023,0.1221,0.2017,0.1147,0.1150,0.0010,0.4877,0.0349,0.1628,0.0828,0.0055
1,SUNDAY,9,0.0742,0.1602,0.2062,0.1041,0.1177,0.0010,0.4691,0.0349,0.1674,0.0817,0.0055
1,SUNDAY,10,0.0567,0.1959,0.2107,0.0993,0.1187,0.0010,0.4443,0.0333,0.1705,0.0796,0.0054
1,SUNDAY,11,0.0530,0.2244,0.2122,0.1099,0.1189,0.0010,0.4209,0.0327,0.1758,0.0787,0.0054
1,SUNDAY,12,0.0440,0.2624,0.2146,0.1167,0.1195,0.0010,0.4164,0.0319,0.1758,0.0787,0.0054
1,SUNDAY,13,0.0402,0.2941,0.2187,0.1108,0.1196,0.0010,0.4160,0.0325,0.1768,0.0786,0.0054
1,SUNDAY,14,0.0410,0.3192,0.2187,0.0983,0.1200,0.0010,0.4168,0.0348,0.1777,0.0796,0.0055
1,SUNDAY,15,0.0426,0.3037,0.2167,0.0971,0.1200,0.0010,0.4224,0.0353,0.1836,0.0810,0.0055
1,SUNDAY,16,0.0465,0.2542,0.2120,0.1137,0.1195,0.0059,0.4470,0.0347,0.1896,0.0792,0.0054
1,SUNDAY,17,0.0524,0.2159,0.2109,0.1426,0.1187,0.1074,0.4719,0.0331,0.1927,0.0762,0.0052
1,SUNDAY,18,0.0561,0.1987,0.2097,0.1427,0.1168,0.1620,0.5173,0.0312,0.1941,0.0947,0.0058
1,SUNDAY,19,0.0585,0.1873,0.2082,0.1193,0.1158,0.1686,0.5465,0.0296,0.1937,0.0977,0.0057
1,SUNDAY,20,0.0641,0.1728,0.2076,0.1019,0.1139,0.1686,0.5576,0.0270,0.1805,0.0973,0.0054
1,SUNDAY,21,0.0730,0.1537,0.2067,0.0886,0.1102,0.1686,0.5337,0.0255,0.1616,0.0873,0.0046
1,SUNDAY,22,0.0788,0.1355,0.2020,0.0680,0.1063,0.1637,0.4084,0.0230,0.1435,0.0560,0.0027
1,SUNDAY,23,0.0977,0.1158,0.1975,0.0202,0.1032,0.1637,0.3416,0.0180,0.1364,0.0383,0.0019
1,HOLIDAY,0,0.1267,0.0992,0.1952,0.0145,0.1001,0.1637,0.3037,0.0166,0.1214,0.0332,0.0017
1,HOLIDAY,1,0.1261,0.0854,0.1956,0.0121,0.0964,0.1637,0.2739,0.0152,0.1136,0.0255,0.0014
1,HOLIDAY,2,0.1400,0.0746,0.1926,0.0114,0.0948,0.1637,0.2651,0.0142,0.1078,0.0227,0.0013
1,HOLIDAY,3,0.1524,0.0721,0.1931,0.0117,0.0948,0.1637,0.2671,0.0145,0.1084,0.0231,0.0014
1,HOLIDAY,4,0.1615,0.0689,0.1945,0.0204,0.0996,0.1629,0.2851,0.0162,0.1114,0.0300,0.0022
1,HOLIDAY,5,0.1615,0.0756,0.1982,0.0614,0.1062,0.1629,0.3725,0.0228,0.1324,0.0566,0.0038
1,HOLIDAY,6,0.1641,0.0776,0.2063,0.1038,0.1101,0.1091,0.4295,0.0292,0.1493,0.0742,0.0049
1,HOLIDAY,7,0.1599,0.0825,0.2075,0.1207,0.1127,0.0010,0.4642,0.0339,0.1584,0.0812,0.0054
1,HOLIDAY,8,0.1228,0.0996,0.2004,0.1147,0.1151,0.0010,0.4888,0.0365,0.1628,0.0828,0.0055
1,HOLIDAY,9,0.0917,0.1305,0.1983,0.1041,0.1179,0.0010,0.4698,0.0365,0.1675,0.0815,0.0055
1,HOLIDAY,10,0.0715,0.1483,0.1977,0.0993,0.1188,0.0010,0.4446,0.0348,0.1705,0.0794,0.0055
1,HOLIDAY,11,0.0609,0.1800,0.1998,0.1099,0.1191,0.0010,0.4211,0.0342,0.1758,0.0784,0.0054
1,HOLIDAY,12,0.0535,0.1881,0.2027,0.1168,0.1197,0.0010,0.4165,0.0334,0.1758,0.0784,0.0054
1,HOLIDAY,13,0.0529,0.2020,0.2047,0.1110,0.1197,0.0010,0.4162,0.0340,0.1768,0.0783,0.0054
1,HOLIDAY,14,0.0522,0.2107,0.2044,0.0986,0.1202,0.0010,0.4171,0.0363,0.1777,0.0793,0.0055
1,HOLIDAY,15,0.0541,0.2070,0.2028,0.0974,0.1202,0.0010,0.4225,0.0368,0.1834,0.0807,0.0055
1,HOLIDAY,16,0.0617,0.1887,0.2037,0.1138,0.1196,0.0059,0.4466,0.0362,0.1892,0.0787,0.0054
1,HOLIDAY,17,0.0700,0.1641,0.2086,0.1427,0.1188,0.1074,0.4715,0.0346,0.1922,0.0757,0.0053
1,HOLIDAY,18,0.0673,0.1554,0.2079,0.1431,0.1170,0.1620,0.5176,0.0327,0.1938,0.0945,0.0058
1,HOLIDAY,19,0.0731,0.1456,0.2072,0.1200,0.1160,0.1686,0.5472,0.0310,0.1937,0.0976,0.0057
1,HOLIDAY,20,0.0753,0.1376,0.2074,0.1026,0.1141,0.1686,0.5583,0.0284,0.1809,0.0972,0.0053
1,HOLIDAY,21,0.0800,0.1304,0.2073,0.0890,0.1104,0.1686,0.5342,0.0266,0.1617,0.0871,0.0044
1,HOLIDAY,22,0.0939,0.1167,0.2035,0.0682,0.1065,0.1637,0.4087,0.0240,0.1435,0.0559,0.0027
1,HOLIDAY,23,0.1052,0.1029,0.1962,0.0201,0.1033,0.1637,0.3423,0.0190,0.1363,0.0383,0.0019
2,WEEKDAY,0,0.0852,0.1279,0.1939,0.0145,0.1002,0.1637,0.3037,0.0166,0.1214,0.0332,0.0017
2,WEEKDAY,1,0.0967,0.1144,0.1940,0.0121,0.0965,0.1637,0.2739,0.0152,0.1136,0.0255,0.0014
2,WEEKDAY,2,0.1057,0.1064,0.1936,0.0114,0.0949,0.1637,0.2651,0.0142,0.1078,0.0227,0.0013
2,WEEKDAY,3,0.1151,0.0975,0.1939,0.0117,0.0949,0.1637,0.2671,0.0145,0.1084,0.0231,0.0014
2,WEEKDAY,4,0.1243,0.0911,0.1939,0.0203,0.0997,0.1629,0.2851,0.0162,0.1114,0.0300,0.0022
2,WEEKDAY,5,0.1270,0.0933,0.1977,0.0614,0.1063,0.1629,0.3725,0.0228,0.1324,0.0566,0.0038
2,WEEKDAY,6,0.1285,0.0958,0.2025,0.1038,0.1102,0.0958,0.4295,0.0292,0.1493,0.0742,0.0049
2,WEEKDAY,7,0.1079,0.1130,0.1999,0.1207,0.1128,0.0010,0.4642,0.0339,0.1584,0.0812,0.0054
2,WEEKDAY,8,0.0767,0.1580,0.2056,0.1147,0.1153,0.0010,0.4888,0.0365,0.1628,0.0828,0.0055
2,WEEKDAY,9,0.0603,0.2034,0.2108,0.1041,0.1181,0.0010,0.4698,0.0365,0.1675,0.0815,0.0055
2,WEEKDAY,10,0.0494,0.2473,0.2151,0.0993,0.1189,0.0010,0.4446,0.0348,0.1705,0.0794,0.0055
2,WEEKDAY,11,0.0448,0.2851,0.2184,0.1099,0.1191,0.0010,0.4211,0.0342,0.1758,0.0784,0.0054
2,WEEKDAY,12,0.0403,0.3226,0.2214,0.1168,0.1197,0.0010,0.4165,0.0334,0.1758,0.0784,0.0054
2,WEEKDAY,13,0.0379,0.3561,0.2243,0.1110,0.1197,0.0010,0.4162,0.0340,0.1768,0.0783,0.0054
2,WEEKDAY,14,0.0360,0.3784,0.2259,0.0986,0.1202,0.0010,0.4171,0.0363,0.1777,0.0793,0.0055
2,WEEKDAY,15,0.0366,0.3849,0.2252,0.0974,0.1202,0.0010,0.4225,0.0368,0.1834,0.0807,0.0055
2,WEEKDAY,16,0.0382,0.3506,0.2209,0.1138,0.1196,0.0059,0.4466,0.0362,0.1892,0.0787,0.0054
2,WEEKDAY,17,0.0412,0.2802,0.2145,0.1427,0.1189,0.0993,0.4715,0.0346,0.1922,0.0757,0.0053
2,WEEKDAY,18,0.0462,0.2417,0.2122,0.1431,0.1171,0.1620,0.5176,0.0327,0.1938,0.0945,0.0058
2,WEEKDAY,19,0.0494,0.2213,0.2106,0.1200,0.1161,0.1686,0.5472,0.0310,0.1937,0.0976,0.0057
2,WEEKDAY,20,0.0535,0.2045,0.2093,0.1026,0.1142,0.1686,0.5583,0.0284,0.1809,0.0972,0.0053
2,WEEKDAY,21,0.0581,0.1859,0.2077,0.0890,0.1105,0.1686,0.5343,0.0266,0.1617,0.0871,0.0044
2,WEEKDAY,22,0.0657,0.1604,0.2041,0.0682,0.1065,0.1637,0.4091,0.0240,0.1435,0.0559,0.0027
2,WEEKDAY,23,0.0739,0.1411,0.1979,0.0201,0.1034,0.1637,0.3424,0.0190,0.1363,0.0383,0.0019
2,SATURDAY,0,0.0955,0.1153,0.1941,0.0146,0.1001,0.1637,0.3043,0.0156,0.1215,0.0332,0.0017
2,SATURDAY,1,0.1045,0.1070,0.1938,0.0123,0.0965,0.1637,0.2739,0.0142,0.1139,0.0256,0.0014
2,SATURDAY,2,0.1128,0.1009,0.1927,0.0116,0.0949,0.1637,0.2652,0.0131,0.1082,0.0230,0.0013
2,SATURDAY,3,0.1228,0.0945,0.1940,0.0119,0.0949,0.1637,0.2673,0.0132,0.1088,0.0235,0.0014
2,SATURDAY,4,0.1325,0.0889,0.1943,0.0205,0.0997,0.1629,0.2783,0.0148,0.1120,0.0305,0.0021
2,SATURDAY,5,0.1372,0.0904,0.1987,0.0615,0.1062,0.1629,0.3203,0.0214,0.1330,0.0572,0.0038
2,SATURDAY,6,0.1402,0.0908,0.2042,0.1038,0.1100,0.0958,0.4000,0.0277,0.1498,0.0745,0.0048
2,SATURDAY,7,0.1198,0.1060,0.2005,0.1207,0.1127,0.0010,0.4512,0.0324,0.1585,0.0812,0.0053
2,SATURDAY,8,0.0857,0.1410,0.2028,0.1147,0.1151,0.0010,0.4880,0.0350,0.1628,0.0828,0.0055
2,SATURDAY,9,0.0662,0.1765,0.2077,0.1041,0.1179,0.0010,0.4694,0.0350,0.1674,0.0814,0.0055
2,SATURDAY,10,0.0592,0.2147,0.2111,0.0993,0.1188,0.0010,0.4445,0.0334,0.1705,0.0793,0.0054
2,SATURDAY,11,0.0510,0.2423,0.2124,0.1099,0.1190,0.0010,0.4211,0.0328,0.1758,0.0784,0.0054
2,SATURDAY,12,0.0443,0.2769,0.2163,0.1167,0.1195,0.0010,0.4165,0.0320,0.1758,0.0784,0.0054
2,SATURDAY,13,0.0428,0.3057,0.2214,0.1108,0.1195,0.0010,0.4160,0.0325,0.1768,0.0783,0.0054
2,SATURDAY,14,0.0383,0.3346,0.2245,0.0983,0.1200,0.0010,0.4168,0.0348,0.1777,0.0793,0.0055
2,SATURDAY,15,0.0388,0.3457,0.2250,0.0971,0.1200,0.0010,0.4224,0.0353,0.1836,0.0808,0.0055
2,SATURDAY,16,0.0413,0.3148,0.2200,0.1137,0.1195,0.0059,0.4470,0.0346,0.1896,0.0791,0.0054
2,SATURDAY,17,0.0473,0.2464,0.2132,0.1426,0.1187,0.0993,0.4719,0.0330,0.1927,0.0761,0.0052
2,SATURDAY,18,0.0523,0.2152,0.2114,0.1427,0.1169,0.1620,0.5173,0.0311,0.1941,0.0947,0.0058
2,SATURDAY,19,0.0565,0.2016,0.2097,0.1193,0.1159,0.1686,0.5465,0.0294,0.1937,0.0977,0.0057
2,SATURDAY,20,0.0592,0.1893,0.2093,0.1019,0.1140,0.1686,0.5577,0.0269,0.1805,0.0973,0.0054
2,SATURDAY,21,0.0647,0.1735,0.2078,0.0887,0.1103,0.1686,0.5342,0.0254,0.1616,0.0873,0.0046
2,SATURDAY,22,0.0779,0.1418,0.2051,0.0680,0.1064,0.1637,0.4102,0.0229,0.1436,0.0560,0.0027
2,SATURDAY,23,0.0835,0.1288,0.1978,0.0202,0.1033,0.1637,0.3420,0.0179,0.1364,0.0383,0.0019
2,SUNDAY,0,0.0941,0.1211,0.1952,0.0146,0.1001,0.1637,0.3043,0.0156,0.1215,0.0333,0.0017
2,SUNDAY,1,0.1050,0.1107,0.1948,0.0123,0.0965,0.1637,0.2739,0.0142,0.1139,0.0257,0.0014
2,SUNDAY,2,0.1216,0.0931,0.1952,0.0116,0.0949,0.1637,0.2652,0.0131,0.1082,0.0230,0.0013
2,SUNDAY,3,0.1297,0.0883,0.1954,0.0119,0.0949,0.1637,0.2674,0.0132,0.1088,0.0236,0.0014
2,SUNDAY,4,0.1367,0.0843,0.1949,0.0205,0.0997,0.1629,0.2783,0.0148,0.1120,0.0306,0.0021
2,SUNDAY,5,0.1473,0.0818,0.1994,0.0615,0.1062,0.1629,0.3202,0.0213,0.1330,0.0572,0.0038
2,SUNDAY,6,0.1447,0.0869,0.2051,0.1038,0.1100,0.0958,0.3999,0.0276,0.1498,0.0746,0.0048
2,SUNDAY,7,0.1245,0.1035,0.2020,0.1207,0.1127,0.0010,0.4509,0.0323,0.1585,0.0812,0.0053
2,SUNDAY,8,0.0925,0.1429,0.2057,0.1147,0.1151,0.0010,0.4877,0.0349,0.1628,0.0828,0.0055
2,SUNDAY,9,0.0706,0.1853,0.2116,0.1041,0.1179,0.0010,0.4691,0.0349,0.1674,0.0817,0.0055
2,SUNDAY,10,0.0582,0.2316,0.2131,0.0993,0.1188,0.0010,0.4443,0.0333,0.1705,0.0796,0.0054
2,SUNDAY,11,0.0495,0.2604,0.2151,0.1099,0.1190,0.0010,0.4209,0.0327,0.1758,0.0787,0.0054
2,SUNDAY,12,0.0450,0.2890,0.2175,0.1167,0.1195,0.0010,0.4164,0.0319,0.1758,0.0787,0.0054
2,SUNDAY,13,0.0407,0.3247,0.2218,0.1108,0.1195,0.0010,0.4160,0.0325,0.1768,0.0786,0.0054
2,SUNDAY,14,0.0393,0.3477,0.2242,0.0983,0.1200,0.0010,0.4168,0.0348,0.1777,0.0796,0.0055
2,SUNDAY,15,0.0392,0.3616,0.2267,0.0971,0.1200,0.0010,0.4224,0.0353,0.1836,0.0810,0.0055
2,SUNDAY,16,0.0423,0.3190,0.2219,0.1137,0.1195,0.0059,0.4470,0.0347,0.1896,0.0792,0.0054
2,SUNDAY,17,0.0486,0.2510,0.2146,0.1426,0.1187,0.0993,0.4719,0.0331,0.1927,0.0762,0.0052
2,SUNDAY,18,0.0548,0.2168,0.2122,0.1427,0.1169,0.1620,0.5173,0.0312,0.1941,0.0947,0.0058
2,SUNDAY,19,0.0589,0.2009,0.2110,0.1193,0.1159,0.1686,0.5465,0.0296,0.1937,0.0977,0.0057
2,SUNDAY,20,0.0615,0.1851,0.2095,0.1019,0.1140,0.1686,0.5576,0.0270,0.1805,0.0973,0.0054
2,SUNDAY,21,0.0670,0.1697,0.2079,0.0886,0.1103,0.1686,0.5337,0.0255,0.1616,0.0873,0.0046
2,SUNDAY,22,0.0782,0.1441,0.2033,0.0680,0.1064,0.1637,0.4084,0.0230,0.1435,0.0560,0.0027
2,SUNDAY,23,0.0876,0.1313,0.1975,0.0202,0.1033,0.1637,0.3416,0.0180,0.1364,0.0383,0.0019
2,HOLIDAY,0,0.1447,0.0823,0.1950,0.0145,0.1002,0.1637,0.3037,0.0166,0.1214,0.0332,0.0017
2,HOLIDAY,1,0.1535,0.0746,0.1941,0.0121,0.0965,0.1637,0.2739,0.0152,0.1136,0.0255,0.0014
2,HOLIDAY,2,0.1732,0.0723,0.1946,0.0114,0.0949,0.1637,0.2651,0.0142,0.1078,0.0227,0.0013
2,HOLIDAY,3,0.1782,0.0684,0.1951,0.0117,0.0949,0.1637,0.2671,0.0145,0.1084,0.0231,0.0014
2,HOLIDAY,4,0.1924,0.0658,0.1960,0.0204,0.0997,0.1629,0.2851,0.0162,0.1114,0.0300,0.0022
2,HOLIDAY,5,0.1883,0.0697,0.1997,0.0614,0.1063,0.1629,0.3725,0.0228,0.1324,0.0566,0.0038
2,HOLIDAY,6,0.1831,0.0727,0.2047,0.1038,0.1102,0.0958,0.4295,0.0292,0.1493,0.0742,0.0049
2,HOLIDAY,7,0.1359,0.0872,0.2001,0.1207,0.1128,0.0010,0.4642,0.0339,0.1584,0.0812,0.0054
2,HOLIDAY,8,0.1016,0.1350,0.2044,0.1147,0.1153,0.0010,0.4888,0.0364,0.1628,0.0828,0.0055
2,HOLIDAY,9,0.0855,0.1572,0.2103,0.1041,0.1181,0.0010,0.4698,0.0364,0.1675,0.0815,0.0055
2,HOLIDAY,10,0.0699,0.1824,0.2142,0.0993,0.1189,0.0010,0.4446,0.0348,0.1705,0.0794,0.0055
2,HOLIDAY,11,0.0654,0.2001,0.2123,0.1099,0.1191,0.0010,0.4211,0.0342,0.1758,0.0784,0.0054
2,HOLIDAY,12,0.0621,0.2038,0.2122,0.1168,0.1197,0.0010,0.4165,0.0334,0.1758,0.0784,0.0054
2,HOLIDAY,13,0.0632,0.1968,0.2109,0.1110,0.1197,0.0010,0.4162,0.0340,0.1768,0.0783,0.0054
2,HOLIDAY,14,0.0552,0.2369,0.2228,0.0986,0.1202,0.0010,0.4171,0.0363,0.1777,0.0793,0.0055
2,HOLIDAY,15,0.0585,0.2318,0.2143,0.0974,0.1202,0.0010,0.4225,0.0368,0.1834,0.0807,0.0055
2,HOLIDAY,16,0.0638,0.2120,0.2110,0.1138,0.1196,0.0059,0.4466,0.0362,0.1892,0.0787,0.0054
2,HOLIDAY,17,0.0693,0.1791,0.2085,0.1427,0.1189,0.0993,0.4715,0.0346,0.1922,0.0757,0.0053
2,HOLIDAY,18,0.0858,0.1520,0.2088,0.1431,0.1171,0.1620,0.5176,0.0327,0.1938,0.0945,0.0058
2,HOLIDAY,19,0.0811,0.1466,0.2078,0.1200,0.1161,0.1686,0.5472,0.0311,0.1937,0.0976,0.0057
2,HOLIDAY,20,0.0891,0.1380,0.2072,0.1026,0.1142,0.1686,0.5583,0.0284,0.1809,0.0972,0.0053
2,HOLIDAY,21,0.1031,0.1224,0.2063,0.0890,0.1105,0.1686,0.5342,0.0266,0.1617,0.0871,0.0044
2,HOLIDAY,22,0.1200,0.1061,0.2018,0.0682,0.1065,0.1637,0.4087,0.0239,0.1435,0.0559,0.0027
2,HOLIDAY,23,0.1300,0.0937,0.1977,0.0201,0.1034,0.1637,0.3423,0.0188,0.1363,0.0383,0.0019
3,WEEKDAY,0,0.0595,0.1493,0.1936,0.0145,0.1004,0.1637,0.3037,0.0166,0.1214,0.0332,0.0017
3,WEEKDAY,1,0.0680,0.1376,0.1937,0.0121,0.0967,0.1637,0.2739,0.0152,0.1136,0.0255,0.0014
3,WEEKDAY,2,0.0777,0.1258,0.1939,0.0114,0.0951,0.1637,0.2651,0.0142,0.1078,0.0227,0.0013
3,WEEKDAY,3,0.0854,0.1167,0.1937,0.0117,0.0951,0.1637,0.2671,0.0145,0.1084,0.0231,0.0014
3,WEEKDAY,4,0.0948,0.1069,0.1938,0.0203,0.0999,0.1629,0.2851,0.0162,0.1114,0.0300,0.0022
3,WEEKDAY,5,0.0970,0.1100,0.1981,0.0614,0.1065,0.1629,0.3725,0.0228,0.1324,0.0566,0.0038
3,WEEKDAY,6,0.0904,0.1168,0.2003,0.1038,0.1104,0.0076,0.4295,0.0292,0.1493,0.0742,0.0049
3,WEEKDAY,7,0.0692,0.1507,0.2034,0.1207,0.1131,0.0010,0.4642,0.0339,0.1584,0.0812,0.0054
3,WEEKDAY,8,0.0558,0.2054,0.2108,0.1147,0.1157,0.0010,0.4888,0.0365,0.1628,0.0828,0.0055
3,WEEKDAY,9,0.0430,0.2593,0.2167,0.1041,0.1185,0.0010,0.4698,0.0365,0.1675,0.0815,0.0055
3,WEEKDAY,10,0.0372,0.3023,0.2181,0.0993,0.1193,0.0010,0.4446,0.0348,0.1705,0.0794,0.0055
3,WEEKDAY,11,0.0346,0.3345,0.2204,0.1099,0.1194,0.0010,0.4211,0.0342,0.1758,0.0784,0.0054
3,WEEKDAY,12,0.0317,0.3748,0.2239,0.1168,0.1199,0.0010,0.4165,0.0334,0.1758,0.0784,0.0054
3,WEEKDAY,13,0.0312,0.4119,0.2276,0.1110,0.1199,0.0010,0.4162,0.0340,0.1768,0.0783,0.0054
3,WEEKDAY,14,0.0302,0.4425,0.2303,0.0986,0.1204,0.0010,0.4171,0.0363,0.1777,0.0793,0.0055
