Month,Weekend,Hour,Heating,Cooling,Ventilation,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors
8,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,WEEKDAY,0,0.0000,0.4354,0.3612,0.0334,0.1785,0.2090,0.4389,0.0132,0.2436,0.0083
9,WEEKDAY,1,0.0000,0.3956,0.3612,0.0333,0.1765,0.2090,0.4349,0.0123,0.2208,0.0075
9,WEEKDAY,2,0.0000,0.3770,0.3612,0.0333,0.1763,0.2090,0.4349,0.0123,0.2208,0.0075
9,WEEKDAY,3,0.0001,0.3662,0.3612,0.0446,0.1816,0.2090,0.4389,0.0135,0.2285,0.0091
9,WEEKDAY,4,0.0001,0.3890,0.3612,0.0942,0.1922,0.1816,0.4776,0.0186,0.2970,0.0236
9,WEEKDAY,5,0.0000,0.4081,0.3612,0.1265,0.1964,0.0597,0.5318,0.0234,0.3511,0.0292
9,WEEKDAY,6,0.0000,0.4742,0.3616,0.1638,0.2017,0.0000,0.6970,0.0272,0.3745,0.0341
9,WEEKDAY,7,0.0000,0.6975,0.3834,0.1618,0.2067,0.0000,0.7228,0.0291,0.3904,0.0358
9,WEEKDAY,8,0.0000,0.9183,0.3877,0.1563,0.2170,0.0000,0.6472,0.0291,0.3938,0.0404
9,WEEKDAY,9,0.0000,1.1126,0.3929,0.1629,0.2195,0.0000,0.6018,0.0278,0.4046,0.0397
9,WEEKDAY,10,0.0000,1.2900,0.3981,0.1742,0.2200,0.0000,0.5551,0.0273,0.4116,0.0422
9,WEEKDAY,11,0.0000,1.3754,0.4010,0.1833,0.2244,0.0000,0.5527,0.0267,0.4116,0.0422
9,WEEKDAY,12,0.0000,1.3973,0.4013,0.1769,0.2245,0.0000,0.5074,0.0271,0.4156,0.0465
9,WEEKDAY,13,0.0000,1.3887,0.4016,0.1692,0.2288,0.0000,0.5096,0.0290,0.4194,0.0469
9,WEEKDAY,14,0.0000,1.3644,0.3999,0.1674,0.2284,0.0000,0.5116,0.0294,0.4422,0.0473
9,WEEKDAY,15,0.0000,1.3067,0.3970,0.1755,0.2226,0.0000,0.5309,0.0290,0.4651,0.0598
9,WEEKDAY,16,0.0000,1.1995,0.3927,0.1840,0.2205,0.0000,0.5869,0.0278,0.4846,0.0587
9,WEEKDAY,17,0.0000,0.9929,0.3871,0.1784,0.2127,0.1219,0.6507,0.0264,0.4887,0.0645
9,WEEKDAY,18,0.0000,0.8675,0.3856,0.1707,0.2116,0.2090,0.7695,0.0254,0.4888,0.0653
9,WEEKDAY,19,0.0000,0.7918,0.3842,0.1552,0.2089,0.2090,0.8214,0.0237,0.4358,0.0571
9,WEEKDAY,20,0.0000,0.7206,0.3832,0.1360,0.2005,0.2090,0.7714,0.0227,0.3742,0.0541
9,WEEKDAY,21,0.0000,0.6572,0.3828,0.1112,0.1948,0.2090,0.6745,0.0209,0.3360,0.0508
9,WEEKDAY,22,0.0000,0.5512,0.3825,0.0460,0.1872,0.2090,0.6127,0.0169,0.3127,0.0138
9,WEEKDAY,23,0.0000,0.4615,0.3613,0.0357,0.1827,0.2090,0.5143,0.0144,0.2740,0.0109
9,SATURDAY,0,0.0000,0.3679,0.3612,0.0333,0.1785,0.2090,0.4389,0.0132,0.2431,0.0083
9,SATURDAY,1,0.0000,0.3538,0.3612,0.0333,0.1765,0.2090,0.4349,0.0123,0.2208,0.0075
9,SATURDAY,2,0.0000,0.3534,0.3612,0.0333,0.1763,0.2090,0.4349,0.0123,0.2208,0.0075
9,SATURDAY,3,0.0000,0.3500,0.3612,0.0443,0.1816,0.2090,0.4349,0.0135,0.2283,0.0091
9,SATURDAY,4,0.0000,0.3610,0.3612,0.0925,0.1922,0.1816,0.4477,0.0184,0.2954,0.0237
9,SATURDAY,5,0.0000,0.3683,0.3612,0.1237,0.1963,0.0597,0.5152,0.0230,0.3483,0.0293
9,SATURDAY,6,0.0000,0.4387,0.3613,0.1599,0.2012,0.0000,0.6857,0.0267,0.3711,0.0341
9,SATURDAY,7,0.0000,0.6395,0.3817,0.1546,0.2057,0.0000,0.7184,0.0285,0.3866,0.0351
9,SATURDAY,8,0.0000,0.8442,0.3855,0.1501,0.2157,0.0000,0.6385,0.0285,0.3898,0.0402
9,SATURDAY,9,0.0000,1.0072,0.3900,0.1586,0.2183,0.0000,0.5931,0.0272,0.4005,0.0397
9,SATURDAY,10,0.0000,1.1336,0.3943,0.1705,0.2188,0.0000,0.5464,0.0268,0.4074,0.0419
9,SATURDAY,11,0.0000,1.2598,0.3974,0.1804,0.2233,0.0000,0.5440,0.0262,0.4075,0.0420
9,SATURDAY,12,0.0000,1.2837,0.3975,0.1748,0.2233,0.0000,0.5059,0.0267,0.4114,0.0457
9,SATURDAY,13,0.0000,1.2846,0.3981,0.1676,0.2277,0.0000,0.5082,0.0286,0.4151,0.0461
9,SATURDAY,14,0.0000,1.2797,0.3972,0.1662,0.2273,0.0000,0.5101,0.0289,0.4374,0.0466
9,SATURDAY,15,0.0000,1.2499,0.3942,0.1748,0.2215,0.0000,0.5362,0.0285,0.4598,0.0596
9,SATURDAY,16,0.0000,1.1113,0.3900,0.1839,0.2194,0.0000,0.5999,0.0272,0.4789,0.0585
9,SATURDAY,17,0.0000,0.9190,0.3851,0.1789,0.2117,0.1219,0.6778,0.0257,0.4830,0.0643
9,SATURDAY,18,0.0000,0.7658,0.3838,0.1715,0.2107,0.2090,0.7966,0.0245,0.4831,0.0652
9,SATURDAY,19,0.0000,0.7208,0.3831,0.1562,0.2080,0.2090,0.8570,0.0226,0.4313,0.0585
9,SATURDAY,20,0.0000,0.6829,0.3826,0.1364,0.1997,0.2090,0.8218,0.0216,0.3709,0.0559
9,SATURDAY,21,0.0000,0.6031,0.3824,0.1104,0.1941,0.2090,0.7093,0.0199,0.3336,0.0520
9,SATURDAY,22,0.0000,0.5231,0.3823,0.0453,0.1866,0.2090,0.6238,0.0162,0.3107,0.0152
9,SATURDAY,23,0.0000,0.3999,0.3612,0.0352,0.1828,0.2090,0.5302,0.0142,0.2728,0.0111
9,SUNDAY,0,0.0000,0.4867,0.3613,0.0333,0.1785,0.2090,0.4431,0.0132,0.2446,0.0083
9,SUNDAY,1,0.0000,0.4267,0.3612,0.0333,0.1765,0.2090,0.4349,0.0123,0.2208,0.0075
9,SUNDAY,2,0.0000,0.3811,0.3612,0.0333,0.1763,0.2090,0.4349,0.0123,0.2208,0.0075
9,SUNDAY,3,0.0000,0.3853,0.3612,0.0451,0.1816,0.2090,0.4349,0.0136,0.2288,0.0091
9,SUNDAY,4,0.0000,0.3883,0.3612,0.0972,0.1922,0.1816,0.4477,0.0189,0.3004,0.0234
9,SUNDAY,5,0.0000,0.3713,0.3613,0.1307,0.1963,0.0597,0.5152,0.0240,0.3569,0.0290
9,SUNDAY,6,0.0000,0.4667,0.3617,0.1687,0.2012,0.0000,0.6988,0.0280,0.3811,0.0338
9,SUNDAY,7,0.0000,0.7513,0.3828,0.1625,0.2057,0.0000,0.7529,0.0298,0.3976,0.0348
9,SUNDAY,8,0.0000,0.9636,0.3888,0.1573,0.2157,0.0000,0.6646,0.0298,0.4011,0.0388
9,SUNDAY,9,0.0000,1.1992,0.3957,0.1663,0.2183,0.0000,0.6193,0.0284,0.4125,0.0384
9,SUNDAY,10,0.0000,1.3861,0.4005,0.1791,0.2188,0.0000,0.5725,0.0279,0.4200,0.0419
9,SUNDAY,11,0.0000,1.4792,0.4042,0.1898,0.2233,0.0000,0.5702,0.0273,0.4200,0.0420
9,SUNDAY,12,0.0000,1.4601,0.4036,0.1837,0.2233,0.0000,0.5103,0.0279,0.4242,0.0479
9,SUNDAY,13,0.0000,1.4777,0.4037,0.1759,0.2277,0.0000,0.5125,0.0299,0.4282,0.0483
9,SUNDAY,14,0.0000,1.4522,0.4024,0.1744,0.2273,0.0000,0.5145,0.0303,0.4520,0.0488
9,SUNDAY,15,0.0000,1.3947,0.3998,0.1837,0.2215,0.0000,0.5266,0.0299,0.4759,0.0601
9,SUNDAY,16,0.0000,1.3009,0.3953,0.1935,0.2194,0.0000,0.5823,0.0287,0.4962,0.0591
9,SUNDAY,17,0.0000,1.0957,0.3896,0.1882,0.2117,0.1219,0.6342,0.0272,0.5005,0.0649
9,SUNDAY,18,0.0000,0.9481,0.3872,0.1803,0.2107,0.2090,0.7296,0.0261,0.5006,0.0658
9,SUNDAY,19,0.0000,0.8618,0.3856,0.1639,0.2080,0.2090,0.7474,0.0242,0.4453,0.0550
9,SUNDAY,20,0.0000,0.7481,0.3842,0.1428,0.1997,0.2090,0.7157,0.0231,0.3810,0.0523
9,SUNDAY,21,0.0000,0.6840,0.3837,0.1151,0.1941,0.2090,0.6657,0.0213,0.3411,0.0518
9,SUNDAY,22,0.0000,0.6098,0.3832,0.0453,0.1866,0.2090,0.6099,0.0170,0.3167,0.0152
9,SUNDAY,23,0.0000,0.5041,0.3617,0.0352,0.1828,0.2090,0.5163,0.0145,0.2763,0.0111
9,HOLIDAY,0,0.0000,0.6040,0.3618,0.0334,0.1785,0.2090,0.4389,0.0135,0.2506,0.0083
9,HOLIDAY,1,0.0000,0.4851,0.3612,0.0333,0.1765,0.2090,0.4349,0.0123,0.2208,0.0075
9,HOLIDAY,2,0.0000,0.4738,0.3612,0.0333,0.1763,0.2090,0.4349,0.0123,0.2208,0.0075
9,HOLIDAY,3,0.0000,0.4783,0.3612,0.0486,0.1816,0.2090,0.4389,0.0140,0.2308,0.0091
9,HOLIDAY,4,0.0000,0.4967,0.3613,0.1162,0.1922,0.1816,0.4776,0.0211,0.3204,0.0223
9,HOLIDAY,5,0.0000,0.5311,0.3619,0.1591,0.1964,0.0597,0.5318,0.0279,0.3909,0.0280
9,HOLIDAY,6,0.0000,0.7400,0.3656,0.2046,0.2017,0.0000,0.7580,0.0330,0.4213,0.0329
9,HOLIDAY,7,0.0000,1.1479,0.3950,0.1985,0.2067,0.0000,0.7838,0.0354,0.4419,0.0345
9,HOLIDAY,8,0.0000,1.4386,0.4050,0.1901,0.2170,0.0000,0.7691,0.0354,0.4465,0.0340
9,HOLIDAY,9,0.0000,1.6734,0.4131,0.1990,0.2195,0.0000,0.7237,0.0335,0.4607,0.0333
9,HOLIDAY,10,0.0000,1.8380,0.4190,0.2144,0.2200,0.0000,0.6770,0.0328,0.4701,0.0422
9,HOLIDAY,11,0.0000,1.8473,0.4214,0.2269,0.2244,0.0000,0.6746,0.0320,0.4701,0.0422
9,HOLIDAY,12,0.0000,1.8352,0.4194,0.2184,0.2245,0.0000,0.5277,0.0326,0.4753,0.0568
9,HOLIDAY,13,0.0000,1.7686,0.4190,0.2079,0.2288,0.0000,0.5299,0.0353,0.4802,0.0571
9,HOLIDAY,14,0.0000,1.8053,0.4177,0.2057,0.2284,0.0000,0.5319,0.0358,0.5101,0.0575
9,HOLIDAY,15,0.0000,1.6566,0.4140,0.2169,0.2226,0.0000,0.5496,0.0353,0.5399,0.0623
9,HOLIDAY,16,0.0000,1.5481,0.4094,0.2289,0.2205,0.0000,0.5836,0.0336,0.5653,0.0613
9,HOLIDAY,17,0.0000,1.4258,0.4031,0.2216,0.2127,0.1219,0.6439,0.0317,0.5705,0.0670
9,HOLIDAY,18,0.0000,1.2958,0.3975,0.2117,0.2116,0.2090,0.7428,0.0303,0.5707,0.0679
9,HOLIDAY,19,0.0000,1.0855,0.3928,0.1912,0.2089,0.2090,0.7926,0.0280,0.5012,0.0405
9,HOLIDAY,20,0.0000,0.9862,0.3896,0.1660,0.2005,0.2090,0.7588,0.0266,0.4209,0.0374
9,HOLIDAY,21,0.0000,0.9135,0.3875,0.1332,0.1948,0.2090,0.6657,0.0238,0.3711,0.0495
9,HOLIDAY,22,0.0000,0.8238,0.3864,0.0460,0.1872,0.2090,0.6099,0.0179,0.3408,0.0138
9,HOLIDAY,23,0.0000,0.7089,0.3628,0.0357,0.1829,0.2090,0.5163,0.0151,0.2903,0.0109
10,WEEKDAY,0,0.0016,0.1549,0.3612,0.0107,0.1747,0.2090,0.4132,0.0116,0.2383,0.0088
10,WEEKDAY,1,0.0032,0.1392,0.3612,0.0103,0.1724,0.2090,0.3965,0.0108,0.2175,0.0076
10,WEEKDAY,2,0.0053,0.1284,0.3613,0.0102,0.1721,0.2090,0.3958,0.0107,0.2140,0.0075
10,WEEKDAY,3,0.0083,0.1225,0.3613,0.0187,0.1765,0.2090,0.3991,0.0115,0.2195,0.0088
10,WEEKDAY,4,0.0112,0.1271,0.3614,0.0580,0.1864,0.1864,0.4317,0.0151,0.2695,0.0215
10,WEEKDAY,5,0.0079,0.1486,0.3614,0.0905,0.1916,0.0809,0.4953,0.0191,0.3185,0.0288
10,WEEKDAY,6,0.0019,0.1657,0.3613,0.1248,0.1966,0.0104,0.6364,0.0225,0.3434,0.0338
10,WEEKDAY,7,0.0000,0.2783,0.3696,0.1301,0.2018,0.0000,0.6849,0.0245,0.3583,0.0360
10,WEEKDAY,8,0.0000,0.5093,0.3735,0.1260,0.2100,0.0000,0.6053,0.0248,0.3631,0.0420
10,WEEKDAY,9,0.0000,0.7118,0.3787,0.1302,0.2135,0.0000,0.5501,0.0239,0.3711,0.0426
10,WEEKDAY,10,0.0000,0.8600,0.3834,0.1397,0.2147,0.0000,0.5036,0.0234,0.3777,0.0422
10,WEEKDAY,11,0.0000,0.9537,0.3858,0.1483,0.2187,0.0000,0.4936,0.0229,0.3788,0.0422
10,WEEKDAY,12,0.0000,1.0020,0.3877,0.1450,0.2194,0.0000,0.4917,0.0231,0.3816,0.0422
10,WEEKDAY,13,0.0000,1.0143,0.3891,0.1381,0.2229,0.0000,0.4932,0.0244,0.3849,0.0424
10,WEEKDAY,14,0.0000,0.9814,0.3880,0.1355,0.2233,0.0000,0.4952,0.0250,0.4017,0.0428
10,WEEKDAY,15,0.0000,0.8796,0.3853,0.1412,0.2184,0.0000,0.5116,0.0247,0.4215,0.0559
10,WEEKDAY,16,0.0000,0.7388,0.3815,0.1489,0.2154,0.0000,0.5580,0.0239,0.4388,0.0578
10,WEEKDAY,17,0.0000,0.6052,0.3797,0.1459,0.2089,0.1500,0.6198,0.0227,0.4447,0.0624
10,WEEKDAY,18,0.0000,0.4963,0.3795,0.1391,0.2064,0.2043,0.7396,0.0219,0.4455,0.0641
10,WEEKDAY,19,0.0000,0.4233,0.3794,0.1260,0.2040,0.2090,0.8077,0.0206,0.4077,0.0643
10,WEEKDAY,20,0.0000,0.3408,0.3790,0.1088,0.1966,0.2090,0.7704,0.0196,0.3558,0.0617
10,WEEKDAY,21,0.0000,0.2711,0.3784,0.0868,0.1909,0.2090,0.6797,0.0182,0.3193,0.0530
10,WEEKDAY,22,0.0000,0.2271,0.3774,0.0334,0.1836,0.2090,0.6122,0.0152,0.2970,0.0203
10,WEEKDAY,23,0.0006,0.1749,0.3633,0.0144,0.1789,0.2090,0.4985,0.0128,0.2657,0.0114
10,SATURDAY,0,0.0010,0.1629,0.3612,0.0102,0.1740,0.2090,0.3998,0.0114,0.2337,0.0083
10,SATURDAY,1,0.0036,0.1505,0.3613,0.0102,0.1721,0.2090,0.3958,0.0107,0.2140,0.0075
10,SATURDAY,2,0.0062,0.1336,0.3614,0.0102,0.1721,0.2090,0.3958,0.0107,0.2140,0.0075
10,SATURDAY,3,0.0088,0.1239,0.3614,0.0205,0.1774,0.2090,0.3958,0.0117,0.2207,0.0091
10,SATURDAY,4,0.0112,0.1098,0.3614,0.0657,0.1883,0.1816,0.4085,0.0158,0.2799,0.0242
10,SATURDAY,5,0.0069,0.1408,0.3614,0.0952,0.1922,0.0597,0.4907,0.0198,0.3267,0.0297
10,SATURDAY,6,0.0000,0.1621,0.3612,0.1300,0.1970,0.0000,0.6566,0.0230,0.3468,0.0346
10,SATURDAY,7,0.0000,0.2577,0.3694,0.1254,0.2016,0.0000,0.6893,0.0246,0.3605,0.0356
10,SATURDAY,8,0.0000,0.5086,0.3728,0.1213,0.2103,0.0000,0.5876,0.0246,0.3634,0.0425
10,SATURDAY,9,0.0000,0.6926,0.3773,0.1294,0.2126,0.0000,0.5422,0.0236,0.3726,0.0420
10,SATURDAY,10,0.0000,0.8481,0.3821,0.1407,0.2137,0.0000,0.4955,0.0232,0.3788,0.0419
10,SATURDAY,11,0.0000,0.9163,0.3831,0.1500,0.2183,0.0000,0.4931,0.0227,0.3788,0.0420
10,SATURDAY,12,0.0000,0.9355,0.3848,0.1448,0.2182,0.0000,0.4913,0.0231,0.3823,0.0420
10,SATURDAY,13,0.0000,0.9829,0.3871,0.1380,0.2225,0.0000,0.4936,0.0247,0.3856,0.0424
10,SATURDAY,14,0.0000,0.9640,0.3851,0.1368,0.2221,0.0000,0.4955,0.0250,0.4052,0.0429
10,SATURDAY,15,0.0000,0.8736,0.3834,0.1448,0.2164,0.0000,0.5216,0.0246,0.4250,0.0587
10,SATURDAY,16,0.0000,0.7344,0.3805,0.1533,0.2140,0.0000,0.5803,0.0235,0.4419,0.0576
10,SATURDAY,17,0.0000,0.6074,0.3795,0.1486,0.2067,0.1816,0.6582,0.0222,0.4455,0.0634
10,SATURDAY,18,0.0000,0.5227,0.3797,0.1416,0.2052,0.2090,0.7891,0.0211,0.4456,0.0643
10,SATURDAY,19,0.0000,0.4398,0.3798,0.1271,0.2026,0.2090,0.8521,0.0195,0.4000,0.0645
10,SATURDAY,20,0.0000,0.3534,0.3797,0.1083,0.1943,0.2090,0.8120,0.0186,0.3467,0.0618
10,SATURDAY,21,0.0000,0.2667,0.3794,0.0836,0.1892,0.2090,0.6995,0.0172,0.3136,0.0525
10,SATURDAY,22,0.0001,0.2323,0.3773,0.0222,0.1817,0.2090,0.6140,0.0140,0.2934,0.0152
10,SATURDAY,23,0.0004,0.1697,0.3612,0.0121,0.1781,0.2090,0.4910,0.0123,0.2599,0.0111
10,SUNDAY,0,0.0020,0.1618,0.3613,0.0107,0.1750,0.2090,0.4257,0.0117,0.2402,0.0090
10,SUNDAY,1,0.0037,0.1443,0.3613,0.0102,0.1726,0.2090,0.3978,0.0109,0.2189,0.0077
10,SUNDAY,2,0.0085,0.1118,0.3615,0.0102,0.1721,0.2090,0.3958,0.0107,0.2140,0.0075
10,SUNDAY,3,0.0139,0.1101,0.3616,0.0180,0.1761,0.2090,0.3958,0.0114,0.2190,0.0087
10,SUNDAY,4,0.0186,0.1143,0.3617,0.0544,0.1856,0.1885,0.4053,0.0148,0.2651,0.0204
10,SUNDAY,5,0.0119,0.1437,0.3616,0.0878,0.1912,0.0902,0.4701,0.0188,0.3150,0.0283
10,SUNDAY,6,0.0037,0.1414,0.3614,0.1213,0.1958,0.0149,0.6151,0.0222,0.3418,0.0333
10,SUNDAY,7,0.0000,0.2866,0.3686,0.1266,0.2005,0.0000,0.6972,0.0242,0.3571,0.0353
10,SUNDAY,8,0.0000,0.5842,0.3739,0.1223,0.2081,0.0000,0.6184,0.0245,0.3627,0.0408
10,SUNDAY,9,0.0000,0.7618,0.3788,0.1274,0.2120,0.0000,0.5536,0.0238,0.3703,0.0421
10,SUNDAY,10,0.0000,0.9213,0.3843,0.1379,0.2134,0.0000,0.5072,0.0232,0.3772,0.0419
10,SUNDAY,11,0.0000,1.0310,0.3865,0.1477,0.2171,0.0000,0.4937,0.0228,0.3788,0.0420
10,SUNDAY,12,0.0000,1.0792,0.3887,0.1461,0.2182,0.0000,0.4918,0.0230,0.3814,0.0420
10,SUNDAY,13,0.0000,1.0971,0.3901,0.1397,0.2214,0.0000,0.4930,0.0243,0.3847,0.0423
10,SUNDAY,14,0.0000,1.0654,0.3895,0.1371,0.2222,0.0000,0.4950,0.0249,0.4003,0.0428
10,SUNDAY,15,0.0000,0.9759,0.3865,0.1428,0.2178,0.0000,0.5046,0.0248,0.4201,0.0547
10,SUNDAY,16,0.0000,0.8338,0.3821,0.1512,0.2146,0.0000,0.5489,0.0240,0.4377,0.0579
10,SUNDAY,17,0.0000,0.6593,0.3795,0.1498,0.2085,0.1362,0.6016,0.0228,0.4446,0.0620
10,SUNDAY,18,0.0000,0.5643,0.3793,0.1433,0.2056,0.2022,0.6986,0.0219,0.4456,0.0641
10,SUNDAY,19,0.0000,0.4600,0.3792,0.1307,0.2033,0.2090,0.7417,0.0206,0.4114,0.0644
10,SUNDAY,20,0.0000,0.3779,0.3791,0.1130,0.1964,0.2090,0.7161,0.0196,0.3600,0.0625
10,SUNDAY,21,0.0000,0.2788,0.3784,0.0898,0.1905,0.2090,0.6684,0.0182,0.3219,0.0548
10,SUNDAY,22,0.0000,0.2266,0.3778,0.0376,0.1836,0.2090,0.6141,0.0153,0.2985,0.0245
10,SUNDAY,23,0.0006,0.1835,0.3635,0.0147,0.1790,0.2090,0.5079,0.0129,0.2683,0.0122
10,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,WEEKDAY,0,0.1421,0.0152,0.3685,0.0127,0.1723,0.2090,0.4771,0.0124,0.2599,0.0109
11,WEEKDAY,1,0.2086,0.0116,0.3709,0.0103,0.1682,0.2090,0.3998,0.0114,0.2337,0.0083
11,WEEKDAY,2,0.2640,0.0071,0.3734,0.0102,0.1665,0.2090,0.3958,0.0107,0.2140,0.0075
11,WEEKDAY,3,0.3081,0.0064,0.3754,0.0102,0.1665,0.2090,0.3958,0.0107,0.2140,0.0075
11,WEEKDAY,4,0.3459,0.0060,0.3772,0.0205,0.1718,0.2090,0.3998,0.0117,0.2207,0.0091
11,WEEKDAY,5,0.3606,0.0099,0.3779,0.0658,0.1827,0.1816,0.4385,0.0158,0.2798,0.0242
11,WEEKDAY,6,0.3636,0.0153,0.3790,0.0957,0.1863,0.0597,0.5073,0.0198,0.3267,0.0298
11,WEEKDAY,7,0.0795,0.0256,0.3657,0.1310,0.1901,0.0000,0.6636,0.0231,0.3469,0.0347
11,WEEKDAY,8,0.0026,0.1869,0.3628,0.1300,0.1960,0.0000,0.6893,0.0248,0.3607,0.0363
11,WEEKDAY,9,0.0000,0.3326,0.3643,0.1252,0.2054,0.0000,0.5876,0.0248,0.3636,0.0432
11,WEEKDAY,10,0.0000,0.4950,0.3670,0.1312,0.2079,0.0000,0.5422,0.0237,0.3728,0.0425
11,WEEKDAY,11,0.0000,0.6117,0.3703,0.1415,0.2095,0.0000,0.4955,0.0233,0.3788,0.0422
11,WEEKDAY,12,0.0000,0.6721,0.3718,0.1498,0.2141,0.0000,0.4931,0.0228,0.3788,0.0422
11,WEEKDAY,13,0.0000,0.6621,0.3736,0.1439,0.2142,0.0000,0.4913,0.0232,0.3822,0.0421
11,WEEKDAY,14,0.0000,0.6103,0.3745,0.1369,0.2181,0.0000,0.4936,0.0247,0.3855,0.0425
11,WEEKDAY,15,0.0000,0.5294,0.3737,0.1352,0.2176,0.0000,0.4955,0.0250,0.4052,0.0429
11,WEEKDAY,16,0.0000,0.4268,0.3707,0.1425,0.2119,0.0000,0.5154,0.0247,0.4249,0.0587
11,WEEKDAY,17,0.0000,0.3151,0.3693,0.1502,0.2088,0.0597,0.5683,0.0237,0.4418,0.0576
11,WEEKDAY,18,0.0016,0.2422,0.3692,0.1450,0.2021,0.1816,0.6333,0.0225,0.4454,0.0634
11,WEEKDAY,19,0.0044,0.1977,0.3698,0.1378,0.1998,0.2090,0.7655,0.0217,0.4455,0.0642
11,WEEKDAY,20,0.0126,0.1721,0.3705,0.1235,0.1971,0.2090,0.8206,0.0203,0.3998,0.0643
11,WEEKDAY,21,0.0371,0.1250,0.3718,0.1057,0.1890,0.2090,0.7655,0.0195,0.3466,0.0612
