Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.1950,0.0070,0.2091,0.0395,0.0113,0.1420,0.5953,0.1542,0.0342,0.1135,0.1050,0.0973,0.0361
1,WEEKDAY,1,0.2220,0.0046,0.1981,0.0347,0.0095,0.1413,0.4990,0.1316,0.0340,0.0985,0.1023,0.0888,0.0218
1,WEEKDAY,2,0.2405,0.0046,0.1983,0.0340,0.0101,0.1415,0.4990,0.1341,0.0347,0.1064,0.1022,0.0899,0.0191
1,WEEKDAY,3,0.2406,0.0090,0.2013,0.0360,0.0133,0.1431,0.4894,0.1705,0.0382,0.1526,0.1096,0.1067,0.0246
1,WEEKDAY,4,0.2457,0.0159,0.2038,0.0383,0.0180,0.1453,0.4894,0.2188,0.0425,0.2171,0.1363,0.1666,0.0513
1,WEEKDAY,5,0.2720,0.0227,0.2333,0.0435,0.0233,0.1503,0.4894,0.3164,0.0510,0.2708,0.1764,0.2355,0.0875
1,WEEKDAY,6,0.2942,0.0247,0.2756,0.0562,0.0311,0.1530,0.4126,0.4879,0.0662,0.3348,0.2626,0.3002,0.1447
1,WEEKDAY,7,0.5460,0.0246,0.3737,0.0776,0.0450,0.1553,0.0000,0.6205,0.0850,0.3932,0.4727,0.4191,0.2044
1,WEEKDAY,8,0.6227,0.0322,0.4060,0.0875,0.0587,0.1566,0.0000,0.7120,0.1010,0.4391,0.5647,0.4763,0.2318
1,WEEKDAY,9,0.3670,0.0547,0.4005,0.0918,0.0668,0.1601,0.0000,0.7433,0.1109,0.4683,0.5923,0.5119,0.2445
1,WEEKDAY,10,0.4251,0.0816,0.3617,0.0945,0.0701,0.1613,0.0002,0.7407,0.1156,0.4782,0.6029,0.5299,0.2482
1,WEEKDAY,11,0.2619,0.1058,0.3441,0.0966,0.0714,0.1626,0.0002,0.7292,0.1177,0.4707,0.6036,0.5321,0.2489
1,WEEKDAY,12,0.2366,0.1321,0.3335,0.0969,0.0723,0.1653,0.0002,0.7289,0.1182,0.4605,0.6035,0.5462,0.2571
1,WEEKDAY,13,0.1761,0.1555,0.3364,0.0958,0.0708,0.1659,0.0002,0.7292,0.1166,0.4593,0.6018,0.5481,0.2592
1,WEEKDAY,14,0.1751,0.1646,0.3301,0.0964,0.0664,0.1684,0.0002,0.7084,0.1125,0.4572,0.5789,0.5501,0.2616
1,WEEKDAY,15,0.1784,0.1545,0.3327,0.0938,0.0604,0.1683,0.0002,0.6568,0.1036,0.4486,0.4860,0.5146,0.2441
1,WEEKDAY,16,0.2437,0.1190,0.3282,0.0856,0.0523,0.1649,0.0002,0.5815,0.0889,0.4323,0.2658,0.4785,0.2026
1,WEEKDAY,17,0.1460,0.0845,0.2790,0.0762,0.0438,0.1630,0.4684,0.4806,0.0712,0.4050,0.1646,0.4215,0.1597
1,WEEKDAY,18,0.1238,0.0628,0.2398,0.0701,0.0353,0.1590,0.6827,0.3941,0.0555,0.3683,0.1188,0.3837,0.1301
1,WEEKDAY,19,0.1346,0.0513,0.2275,0.0664,0.0297,0.1566,0.6838,0.3358,0.0476,0.3312,0.1112,0.2949,0.0936
1,WEEKDAY,20,0.1542,0.0421,0.2250,0.0625,0.0248,0.1549,0.6838,0.2890,0.0431,0.2850,0.1104,0.2561,0.0861
1,WEEKDAY,21,0.1666,0.0326,0.2128,0.0575,0.0213,0.1506,0.6410,0.2579,0.0387,0.2423,0.1102,0.2210,0.0803
1,WEEKDAY,22,0.1929,0.0191,0.2161,0.0509,0.0180,0.1483,0.6197,0.2181,0.0359,0.1893,0.1086,0.1767,0.0661
1,WEEKDAY,23,0.1883,0.0104,0.2094,0.0430,0.0142,0.1435,0.6335,0.1637,0.0346,0.1196,0.1034,0.1142,0.0317
1,SATURDAY,0,0.2283,0.0063,0.2159,0.0401,0.0140,0.1423,0.5953,0.1695,0.0369,0.1185,0.1065,0.1185,0.0399
1,SATURDAY,1,0.2766,0.0036,0.1948,0.0352,0.0105,0.1414,0.4990,0.1484,0.0366,0.1051,0.1077,0.1074,0.0338
1,SATURDAY,2,0.3042,0.0034,0.1975,0.0341,0.0102,0.1414,0.4990,0.1428,0.0364,0.1035,0.1088,0.1024,0.0343
