Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0665,0.0064,0.1456,0.0764,0.2253,0.9371,0.3154,0.2565,0.0165,0.0508,0.0000,0.0424,0.0258
1,WEEKDAY,1,0.0666,0.0038,0.1298,0.0768,0.1899,0.9247,0.3126,0.1858,0.0138,0.0466,0.0000,0.0423,0.0093
1,WEEKDAY,2,0.0758,0.0025,0.1173,0.0783,0.1891,0.9177,0.2780,0.1675,0.0113,0.0432,0.0000,0.0428,0.0054
1,WEEKDAY,3,0.0884,0.0024,0.1203,0.0878,0.2431,0.9162,0.2780,0.1603,0.0109,0.0368,0.0000,0.0445,0.0050
1,WEEKDAY,4,0.0659,0.0025,0.1342,0.1307,0.3268,0.9224,0.2780,0.1942,0.0125,0.0371,0.0000,0.0493,0.0081
1,WEEKDAY,5,0.0292,0.0037,0.1455,0.2024,0.4695,0.9488,0.2905,0.2441,0.0162,0.0495,0.0000,0.0542,0.0178
1,WEEKDAY,6,0.2553,0.0197,0.1831,0.2732,0.6723,0.9625,0.2712,0.3307,0.0223,0.0674,0.0000,0.0607,0.0307
1,WEEKDAY,7,0.1564,0.0425,0.2262,0.3368,0.8450,0.9786,0.0327,0.4271,0.0371,0.0857,0.0000,0.0903,0.0402
1,WEEKDAY,8,0.0822,0.0667,0.2458,0.3889,1.0788,0.9940,0.0125,0.5711,0.0487,0.1021,0.2622,0.1411,0.0452
1,WEEKDAY,9,0.0653,0.0994,0.2988,0.4266,1.3684,1.0284,0.0125,0.7423,0.0664,0.1212,0.5193,0.2026,0.0603
1,WEEKDAY,10,0.0161,0.1831,0.3333,0.4531,1.6808,1.0582,0.0125,0.9222,0.0908,0.1444,0.5193,0.2641,0.0863
1,WEEKDAY,11,0.0086,0.3190,0.3774,0.4664,1.8912,1.0789,0.0125,1.0178,0.1067,0.1595,0.5193,0.3009,0.1030
1,WEEKDAY,12,0.0021,0.4056,0.3873,0.4689,1.8983,1.0987,0.0125,1.0505,0.1101,0.1670,0.5193,0.3106,0.1068
1,WEEKDAY,13,0.0005,0.4460,0.3892,0.4547,1.7727,1.1048,0.0125,1.0752,0.1107,0.1721,0.5193,0.3120,0.1070
1,WEEKDAY,14,0.0005,0.4393,0.3898,0.4579,1.7140,1.1194,0.0125,1.0958,0.1108,0.1761,0.5193,0.3121,0.1070
1,WEEKDAY,15,0.0019,0.4521,0.3913,0.4535,1.7224,1.1209,0.0125,1.1052,0.1111,0.1792,0.5193,0.3120,0.1070
1,WEEKDAY,16,0.1251,0.4161,0.3964,0.3963,1.8001,1.1062,0.0364,1.1018,0.1105,0.1794,0.5193,0.3113,0.1070
1,WEEKDAY,17,0.1141,0.3632,0.3893,0.3326,1.8968,1.0961,0.3120,1.0868,0.1089,0.1754,0.2622,0.3037,0.1070
1,WEEKDAY,18,0.1108,0.3211,0.3856,0.2844,1.8585,1.0730,0.4030,1.0554,0.1042,0.1670,0.0000,0.2913,0.1070
