Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.2082,0.0875,0.2419,0.0529,0.0005,0.0887,0.1906,0.1422,0.0839,0.1360,0.2884,0.0090
1,WEEKDAY,1,0.2100,0.0863,0.2653,0.0529,0.0005,0.0887,0.1906,0.1421,0.0839,0.1360,0.2884,0.0090
1,WEEKDAY,2,0.2147,0.0859,0.2520,0.0529,0.0005,0.0887,0.1906,0.1421,0.0839,0.1360,0.2884,0.0090
1,WEEKDAY,3,0.2155,0.0852,0.2745,0.0529,0.0005,0.0887,0.1906,0.1430,0.0839,0.1360,0.2884,0.0090
1,WEEKDAY,4,0.2172,0.0846,0.2646,0.0530,0.0006,0.0887,0.1906,0.1539,0.0845,0.1362,0.2884,0.0096
1,WEEKDAY,5,0.2199,0.0841,0.2763,0.0533,0.0009,0.0890,0.1906,0.1955,0.0900,0.1386,0.2884,0.0153
1,WEEKDAY,6,0.2211,0.0841,0.2729,0.0542,0.0029,0.0902,0.1906,0.2859,0.1199,0.1609,0.3036,0.0366
1,WEEKDAY,7,0.3311,0.0865,0.1215,0.0582,0.0075,0.0942,0.0000,0.4622,0.1833,0.2067,0.3645,0.0517
1,WEEKDAY,8,0.2541,0.0882,0.2107,0.0739,0.0125,0.0992,0.0000,0.7003,0.2462,0.2570,0.3892,0.0547
1,WEEKDAY,9,0.2128,0.0936,0.2798,0.0933,0.0151,0.1028,0.0000,0.8656,0.2853,0.2860,0.3956,0.0559
1,WEEKDAY,10,0.1875,0.1042,0.2704,0.1048,0.0158,0.1037,0.0000,0.8960,0.3004,0.2917,0.3985,0.0564
1,WEEKDAY,11,0.1654,0.1363,0.2655,0.1040,0.0158,0.1038,0.0000,0.8775,0.3031,0.2921,0.3985,0.0565
1,WEEKDAY,12,0.1475,0.1691,0.2622,0.1054,0.0156,0.1038,0.0000,0.8729,0.3032,0.2921,0.3985,0.0601
1,WEEKDAY,13,0.1410,0.2025,0.2607,0.1039,0.0150,0.1034,0.0000,0.8799,0.3010,0.2910,0.3985,0.0599
1,WEEKDAY,14,0.1378,0.2158,0.2602,0.1022,0.0135,0.1023,0.0000,0.8796,0.2940,0.2812,0.3945,0.0590
1,WEEKDAY,15,0.1391,0.1986,0.2598,0.1001,0.0108,0.1001,0.0000,0.8398,0.2748,0.2556,0.3759,0.0560
1,WEEKDAY,16,0.1468,0.1434,0.2619,0.0967,0.0074,0.0968,0.0000,0.7304,0.2404,0.2194,0.3406,0.0502
1,WEEKDAY,17,0.1688,0.1059,0.1710,0.0910,0.0043,0.0932,0.1897,0.5855,0.1779,0.1812,0.3049,0.0413
1,WEEKDAY,18,0.1783,0.0986,0.0811,0.0800,0.0017,0.0903,0.1906,0.4539,0.1116,0.1495,0.2884,0.0307
