Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors
1,WEEKDAY,0,0.0000,0.0000,0.2654,0.0182,0.0597,1.5756,0.2080,0.5250,0.0075,0.0292,0.0220
1,WEEKDAY,1,0.0000,0.0000,0.2654,0.0179,0.0214,1.5761,0.2080,0.5163,0.0068,0.0265,0.0035
1,WEEKDAY,2,0.0000,0.0000,0.2654,0.0179,0.0186,1.5792,0.2080,0.5172,0.0070,0.0269,0.0019
1,WEEKDAY,3,0.0000,0.0048,0.2703,0.0183,0.0499,1.5824,0.2080,0.5197,0.0077,0.0312,0.0051
1,WEEKDAY,4,0.0000,0.0049,0.2702,0.0212,0.1158,1.5923,0.2080,0.5345,0.0098,0.0458,0.0301
1,WEEKDAY,5,0.0000,0.0037,0.2696,0.0278,0.2067,1.6709,0.2080,0.6220,0.0136,0.0637,0.0842
1,WEEKDAY,6,0.0000,0.0033,0.2704,0.0435,0.2728,1.6685,0.0552,0.7448,0.0201,0.0843,0.1298
1,WEEKDAY,7,1.3306,0.0048,0.3004,0.0747,0.3516,1.6681,0.0000,0.9338,0.0337,0.1040,0.1576
1,WEEKDAY,8,0.3413,0.0301,0.2917,0.0887,0.3637,1.7038,0.0000,1.0839,0.0441,0.1160,0.1694
1,WEEKDAY,9,0.1506,0.2507,0.3292,0.0892,0.3668,1.8422,0.0000,1.1415,0.0496,0.1205,0.1723
1,WEEKDAY,10,0.0000,0.5516,0.3878,0.0872,0.3636,1.8838,0.0000,1.1548,0.0514,0.1212,0.1726
1,WEEKDAY,11,0.0324,0.8027,0.4116,0.0858,0.3610,1.9127,0.0000,1.1519,0.0516,0.1212,0.1726
1,WEEKDAY,12,0.0334,0.9318,0.4253,0.0853,0.2881,1.9944,0.0000,1.1547,0.0511,0.1203,0.1726
1,WEEKDAY,13,0.0767,0.9530,0.4306,0.0847,0.2412,1.9943,0.0000,1.1429,0.0473,0.1167,0.1726
1,WEEKDAY,14,0.0427,0.8640,0.4176,0.0858,0.2015,2.0592,0.0000,1.1034,0.0409,0.1117,0.1726
1,WEEKDAY,15,0.0000,0.6410,0.3899,0.0877,0.1784,2.0458,0.0000,1.0645,0.0391,0.1095,0.1726
1,WEEKDAY,16,0.0000,0.5351,0.3742,0.0891,0.1618,1.9527,0.0000,1.0537,0.0378,0.1048,0.1726
1,WEEKDAY,17,0.0000,0.4039,0.3570,0.0889,0.1488,1.9146,0.1213,1.0298,0.0354,0.0936,0.1726
1,WEEKDAY,18,0.0000,0.3015,0.3099,0.0821,0.1369,1.8102,0.2183,0.9700,0.0318,0.0793,0.1715
1,WEEKDAY,19,0.0000,0.1749,0.2864,0.0645,0.1308,1.7723,0.3712,0.8970,0.0285,0.0683,0.1653
1,WEEKDAY,20,0.0000,0.1258,0.2859,0.0412,0.1164,1.7548,0.3050,0.8245,0.0241,0.0578,0.1549
1,WEEKDAY,21,0.0000,0.0723,0.2815,0.0307,0.1085,1.6686,0.2263,0.7399,0.0187,0.0484,0.1390
1,WEEKDAY,22,0.0000,0.0101,0.2671,0.0244,0.0932,1.6563,0.2263,0.6349,0.0132,0.0403,0.1156
1,WEEKDAY,23,0.0000,0.0000,0.2654,0.0201,0.0830,1.5733,0.2219,0.5700,0.0094,0.0336,0.0800
1,SATURDAY,0,0.0000,0.0000,0.2654,0.0182,0.0596,1.5761,0.2080,0.5260,0.0077,0.0296,0.0220
1,SATURDAY,1,0.0000,0.0000,0.2654,0.0179,0.0209,1.5761,0.2080,0.5161,0.0068,0.0264,0.0035
1,SATURDAY,2,0.0000,0.0000,0.2654,0.0179,0.0177,1.5788,0.2080,0.5158,0.0067,0.0261,0.0019
1,SATURDAY,3,0.0000,0.0068,0.2710,0.0183,0.0485,1.5816,0.2080,0.5167,0.0070,0.0291,0.0051
1,SATURDAY,4,0.0000,0.0069,0.2708,0.0212,0.1136,1.5906,0.2080,0.5291,0.0085,0.0413,0.0301
1,SATURDAY,5,0.0000,0.0057,0.2701,0.0278,0.2017,1.6682,0.2080,0.6081,0.0116,0.0571,0.0842
1,SATURDAY,6,0.0000,0.0068,0.2709,0.0435,0.2574,1.6638,0.0552,0.6935,0.0164,0.0756,0.1298
1,SATURDAY,7,0.0000,0.0075,0.2748,0.0747,0.3335,1.6579,0.0000,0.8536,0.0235,0.0920,0.1576
1,SATURDAY,8,0.0000,0.0325,0.2859,0.0887,0.3455,1.6896,0.0000,0.9939,0.0309,0.1033,0.1694
1,SATURDAY,9,0.0000,0.1925,0.3161,0.0892,0.3495,1.8270,0.0000,1.0485,0.0361,0.1078,0.1723
1,SATURDAY,10,0.0000,0.4221,0.3665,0.0872,0.3499,1.8685,0.0000,1.0624,0.0379,0.1085,0.1726
1,SATURDAY,11,0.0000,0.6489,0.3888,0.0858,0.3329,1.8977,0.0000,1.0637,0.0381,0.1085,0.1726
1,SATURDAY,12,0.0000,0.8001,0.4009,0.0853,0.2439,1.9800,0.0000,1.0637,0.0381,0.1085,0.1726
1,SATURDAY,13,0.0000,0.8361,0.4053,0.0847,0.2074,1.9831,0.0000,1.0623,0.0381,0.1085,0.1726
1,SATURDAY,14,0.0000,0.8096,0.4036,0.0858,0.1812,2.0531,0.0000,1.0552,0.0381,0.1085,0.1726
1,SATURDAY,15,0.0000,0.7534,0.4006,0.0877,0.1608,2.0416,0.0000,1.0541,0.0380,0.1079,0.1726
1,SATURDAY,16,0.0000,0.6530,0.3861,0.0891,0.1464,1.9481,0.0000,1.0516,0.0372,0.1030,0.1726
1,SATURDAY,17,0.0000,0.4857,0.3642,0.0889,0.1406,1.9057,0.1213,1.0174,0.0342,0.0895,0.1726
1,SATURDAY,18,0.0000,0.2812,0.2879,0.0821,0.1268,1.7978,0.2183,0.8989,0.0304,0.0750,0.1715
1,SATURDAY,19,0.0000,0.2195,0.2836,0.0645,0.1208,1.7640,0.3712,0.8012,0.0285,0.0667,0.1653
1,SATURDAY,20,0.0000,0.1526,0.2830,0.0412,0.1138,1.7498,0.3050,0.7847,0.0256,0.0590,0.1549
1,SATURDAY,21,0.0000,0.1091,0.2821,0.0307,0.1081,1.6663,0.2263,0.7561,0.0212,0.0513,0.1390
1,SATURDAY,22,0.0000,0.0485,0.2748,0.0244,0.0932,1.6557,0.2263,0.6922,0.0158,0.0434,0.1156
1,SATURDAY,23,0.0000,0.0000,0.2654,0.0201,0.0830,1.5741,0.2219,0.5856,0.0108,0.0362,0.0800
1,SUNDAY,0,0.0000,0.0000,0.2654,0.0182,0.0210,1.5736,0.2080,0.5165,0.0069,0.0265,0.0035
1,SUNDAY,1,0.0000,0.0000,0.2654,0.0179,0.0176,1.5756,0.2080,0.5158,0.0067,0.0261,0.0019
1,SUNDAY,2,0.0000,0.0000,0.2654,0.0179,0.0469,1.5794,0.2080,0.5162,0.0070,0.0283,0.0051
1,SUNDAY,3,0.0000,0.0082,0.2706,0.0183,0.1064,1.5837,0.2080,0.5258,0.0081,0.0374,0.0300
1,SUNDAY,4,0.0000,0.0070,0.2712,0.0212,0.1440,1.5931,0.2080,0.5652,0.0102,0.0472,0.0831
1,SUNDAY,5,0.0000,0.0032,0.2708,0.0278,0.2125,1.6702,0.2080,0.6211,0.0131,0.0598,0.1243
1,SUNDAY,6,0.0000,0.0075,0.2716,0.0435,0.2605,1.6653,0.0552,0.7030,0.0173,0.0765,0.1517
1,SUNDAY,7,0.0000,0.0077,0.2752,0.0747,0.3339,1.6588,0.0000,0.8563,0.0240,0.0924,0.1671
1,SUNDAY,8,0.0000,0.0322,0.2858,0.0887,0.3455,1.6902,0.0000,0.9971,0.0310,0.1033,0.1720
1,SUNDAY,9,0.0000,0.1685,0.3168,0.0892,0.3495,1.8272,0.0000,1.0491,0.0361,0.1078,0.1726
1,SUNDAY,10,0.0000,0.3891,0.3679,0.0872,0.3498,1.8686,0.0000,1.0624,0.0379,0.1085,0.1726
1,SUNDAY,11,0.0000,0.6149,0.3915,0.0858,0.3328,1.8977,0.0000,1.0637,0.0381,0.1085,0.1726
1,SUNDAY,12,0.0000,0.7069,0.4033,0.0853,0.2434,1.9800,0.0000,1.0637,0.0381,0.1085,0.1726
1,SUNDAY,13,0.0000,0.7435,0.4089,0.0847,0.2048,1.9830,0.0000,1.0629,0.0381,0.1085,0.1726
1,SUNDAY,14,0.0000,0.7235,0.4051,0.0858,0.1773,2.0520,0.0000,1.0574,0.0380,0.1081,0.1726
1,SUNDAY,15,0.0000,0.6621,0.3923,0.0877,0.1570,2.0376,0.0000,1.0444,0.0373,0.1050,0.1726
