Month,Daytype,Hour,Heating,Cooling,Ventilation,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
5,WEEKDAY,3,0.0045,0.1331,0.2201,0.0202,0.1767,0.3223,0.4081,0.1296,0.1024,0.1864,0.0441,0.0349
5,WEEKDAY,4,0.0130,0.1989,0.2376,0.0497,0.1822,0.3223,0.4502,0.1749,0.1203,0.2326,0.0574,0.0438
5,WEEKDAY,5,0.0034,0.2310,0.2415,0.0621,0.1895,0.0000,0.8557,0.2292,0.1471,0.3022,0.0770,0.0572
5,WEEKDAY,6,0.0011,0.3302,0.2503,0.0617,0.1979,0.0000,1.0148,0.2982,0.1936,0.4120,0.1084,0.0784
5,WEEKDAY,7,0.0002,0.4952,0.2713,0.0585,0.2049,0.0000,1.1143,0.3772,0.2428,0.4693,0.1332,0.0904
5,WEEKDAY,8,0.0000,0.6102,0.3006,0.0606,0.2096,0.0000,1.1487,0.4353,0.2643,0.4857,0.1415,0.0940
5,WEEKDAY,9,0.0000,0.7064,0.3230,0.0647,0.2115,0.0000,1.1533,0.4518,0.2671,0.4874,0.1424,0.0944
5,WEEKDAY,10,0.0000,0.8011,0.3375,0.0662,0.2118,0.0000,1.1533,0.4533,0.2671,0.4874,0.1424,0.0944
5,WEEKDAY,11,0.0000,0.8672,0.3423,0.0648,0.2119,0.0000,1.1533,0.4508,0.2668,0.4874,0.1424,0.0944
5,WEEKDAY,12,0.0000,0.9126,0.3442,0.0612,0.2115,0.0000,1.1532,0.4334,0.2632,0.4863,0.1422,0.0942
5,WEEKDAY,13,0.0000,0.9634,0.3512,0.0613,0.2090,0.0000,1.1377,0.3885,0.2486,0.4720,0.1393,0.0916
5,WEEKDAY,14,0.0000,0.9771,0.3501,0.0599,0.2032,0.0000,1.0539,0.2870,0.2363,0.4233,0.1293,0.0826
5,WEEKDAY,15,0.0000,0.9753,0.3451,0.0656,0.1985,0.0000,0.9848,0.2546,0.2204,0.3720,0.1188,0.0732
5,WEEKDAY,16,0.0000,0.9372,0.3255,0.0707,0.1930,0.0000,0.7857,0.2371,0.1983,0.3153,0.1066,0.0627
5,WEEKDAY,17,0.0000,0.8688,0.3067,0.0646,0.1873,0.0000,0.7430,0.2022,0.1772,0.2361,0.0890,0.0480
5,WEEKDAY,18,0.0000,0.7663,0.2748,0.0526,0.1819,0.0978,0.6987,0.1518,0.1607,0.1509,0.0693,0.0321
5,WEEKDAY,19,0.0000,0.6709,0.2666,0.0462,0.1760,0.4201,0.6604,0.0995,0.1477,0.1041,0.0568,0.0232
5,WEEKDAY,20,0.0000,0.5767,0.2498,0.0395,0.1731,0.4201,0.5336,0.0839,0.1334,0.0975,0.0489,0.0212
5,WEEKDAY,21,0.0000,0.4948,0.2355,0.0252,0.1716,0.4201,0.4131,0.0742,0.1100,0.0975,0.0399,0.0202
5,WEEKDAY,22,0.0000,0.3843,0.2223,0.0076,0.1705,0.4201,0.3529,0.0588,0.0895,0.0975,0.0289,0.0189
5,WEEKDAY,23,0.0004,0.2992,0.2201,0.0008,0.1698,0.4201,0.3529,0.0440,0.0807,0.0975,0.0240,0.0184
5,SATURDAY,0,0.0000,0.2479,0.2136,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SATURDAY,1,0.0000,0.2008,0.2136,0.0000,0.1695,0.4201,0.3529,0.0416,0.0796,0.0975,0.0234,0.0183
5,SATURDAY,2,0.0010,0.1876,0.2136,0.0002,0.1695,0.4201,0.3529,0.0431,0.0798,0.0975,0.0234,0.0183
5,SATURDAY,3,0.0013,0.1297,0.2136,0.0024,0.1695,0.3223,0.3529,0.0478,0.0817,0.0975,0.0240,0.0184
5,SATURDAY,4,0.0028,0.0742,0.1896,0.0092,0.1697,0.3223,0.3529,0.0530,0.0855,0.0975,0.0255,0.0185
5,SATURDAY,5,0.0094,0.0713,0.2144,0.0122,0.1699,0.0000,0.6842,0.0589,0.0916,0.0975,0.0282,0.0188
5,SATURDAY,6,0.0011,0.1410,0.2167,0.0125,0.1701,0.0000,0.7745,0.0638,0.0991,0.0975,0.0312,0.0192
5,SATURDAY,7,0.0000,0.2293,0.2537,0.0120,0.1703,0.0000,0.8046,0.0675,0.1028,0.0975,0.0327,0.0194
5,SATURDAY,8,0.0000,0.4799,0.2761,0.0118,0.1705,0.0000,0.8046,0.0701,0.1038,0.0975,0.0331,0.0194
5,SATURDAY,9,0.0000,0.5915,0.3002,0.0123,0.1705,0.0000,0.8046,0.0713,0.1039,0.0975,0.0332,0.0194
5,SATURDAY,10,0.0000,0.6816,0.3231,0.0131,0.1706,0.0000,0.8046,0.0715,0.1039,0.0975,0.0332,0.0194
5,SATURDAY,11,0.0000,0.7699,0.3245,0.0132,0.1707,0.0000,0.8046,0.0715,0.1039,0.0975,0.0332,0.0194
5,SATURDAY,12,0.0000,0.8179,0.3264,0.0122,0.1708,0.0000,0.8046,0.0715,0.1038,0.0975,0.0332,0.0194
5,SATURDAY,13,0.0000,0.8722,0.3385,0.0116,0.1709,0.0000,0.8046,0.0706,0.1023,0.0975,0.0329,0.0194
5,SATURDAY,14,0.0000,0.9048,0.3337,0.0121,0.1709,0.0000,0.8046,0.0653,0.0986,0.0975,0.0320,0.0193
5,SATURDAY,15,0.0000,0.9035,0.3256,0.0154,0.1706,0.0000,0.8046,0.0584,0.0952,0.0975,0.0302,0.0191
5,SATURDAY,16,0.0000,0.8726,0.2962,0.0160,0.1704,0.0000,0.6540,0.0532,0.0907,0.0975,0.0272,0.0187
5,SATURDAY,17,0.0000,0.8154,0.2780,0.0129,0.1701,0.0000,0.6540,0.0481,0.0839,0.0975,0.0247,0.0185
5,SATURDAY,18,0.0000,0.6485,0.2376,0.0114,0.1700,0.0978,0.6540,0.0433,0.0801,0.0975,0.0235,0.0183
5,SATURDAY,19,0.0028,0.5901,0.2376,0.0095,0.1699,0.4201,0.6540,0.0416,0.0796,0.0975,0.0234,0.0183
5,SATURDAY,20,0.0000,0.5328,0.2376,0.0059,0.1698,0.4201,0.5336,0.0415,0.0796,0.0975,0.0234,0.0183
5,SATURDAY,21,0.0000,0.4856,0.2376,0.0015,0.1697,0.4201,0.4131,0.0415,0.0796,0.0975,0.0234,0.0183
5,SATURDAY,22,0.0000,0.4393,0.2256,0.0001,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SATURDAY,23,0.0068,0.1770,0.1288,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,0,0.0000,0.1592,0.1168,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,1,0.0000,0.0791,0.1048,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,2,0.0000,0.0394,0.1048,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,3,0.0000,0.0379,0.1048,0.0000,0.1694,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,4,0.0000,0.0000,0.0928,0.0000,0.1695,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,5,0.0000,0.0000,0.1048,0.0000,0.1696,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,6,0.0000,0.0414,0.1288,0.0000,0.1696,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,7,0.0000,0.0924,0.1408,0.0000,0.1696,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,8,0.0000,0.1516,0.1408,0.0000,0.1698,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,9,0.0000,0.2292,0.1408,0.0000,0.1698,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,10,0.0000,0.2643,0.1408,0.0000,0.1699,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,11,0.0000,0.3119,0.1408,0.0000,0.1700,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,12,0.0000,0.3539,0.1408,0.0000,0.1701,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,13,0.0000,0.3868,0.1408,0.0000,0.1702,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,14,0.0000,0.4158,0.1408,0.0000,0.1702,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,15,0.0000,0.4271,0.1408,0.0000,0.1701,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,16,0.0000,0.4128,0.1408,0.0000,0.1701,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,17,0.0000,0.3985,0.1408,0.0000,0.1700,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,18,0.0000,0.3609,0.1408,0.0000,0.1700,0.0978,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,19,0.0000,0.3093,0.1408,0.0000,0.1699,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,20,0.0000,0.2719,0.1408,0.0000,0.1698,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,21,0.0000,0.2383,0.1408,0.0000,0.1697,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,22,0.0000,0.1994,0.1288,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,SUNDAY,23,0.0000,0.2578,0.2014,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,0,0.0000,0.1590,0.1408,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,1,0.0000,0.0000,0.0928,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,2,0.0000,0.0000,0.0928,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,3,0.0000,0.0000,0.0928,0.0000,0.1694,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,4,0.0000,0.0000,0.0928,0.0000,0.1695,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,5,0.0000,0.0000,0.0928,0.0000,0.1696,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,6,0.0000,0.0000,0.1408,0.0000,0.1696,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,7,0.0000,0.1646,0.1408,0.0000,0.1696,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,8,0.0000,0.1760,0.1408,0.0000,0.1698,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,9,0.0000,0.2183,0.1408,0.0000,0.1698,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,10,0.0000,0.2597,0.1408,0.0000,0.1699,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,11,0.0000,0.3171,0.1408,0.0000,0.1700,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,12,0.0000,0.3477,0.1408,0.0000,0.1701,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,13,0.0000,0.3761,0.1408,0.0000,0.1702,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,14,0.0000,0.4025,0.1408,0.0000,0.1702,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,15,0.0000,0.4124,0.1408,0.0000,0.1701,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,16,0.0000,0.4322,0.1408,0.0000,0.1701,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,17,0.0000,0.4085,0.1408,0.0000,0.1700,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,18,0.0000,0.3627,0.1408,0.0000,0.1700,0.0978,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,19,0.0000,0.3077,0.1408,0.0000,0.1699,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,20,0.0000,0.2522,0.1408,0.0000,0.1698,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,21,0.0000,0.2222,0.1408,0.0000,0.1697,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,22,0.0000,0.1866,0.1408,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
5,HOLIDAY,23,0.0000,0.3849,0.2376,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
6,WEEKDAY,0,0.0007,0.4862,0.2134,0.0001,0.1698,0.4201,0.3329,0.0448,0.0802,0.1012,0.0234,0.0189
6,WEEKDAY,1,0.0027,0.4348,0.2182,0.0012,0.1711,0.4201,0.3436,0.0653,0.0842,0.1236,0.0280,0.0230
6,WEEKDAY,2,0.0000,0.4104,0.2182,0.0050,0.1733,0.4201,0.3623,0.0928,0.0906,0.1519,0.0341,0.0282
6,WEEKDAY,3,0.0000,0.3622,0.2182,0.0180,0.1767,0.3223,0.3865,0.1277,0.1014,0.1864,0.0429,0.0348
6,WEEKDAY,4,0.0000,0.3913,0.2182,0.0420,0.1821,0.3223,0.4285,0.1701,0.1176,0.2326,0.0554,0.0436
6,WEEKDAY,5,0.0000,0.4377,0.2267,0.0520,0.1894,0.0000,0.7678,0.2211,0.1420,0.3022,0.0740,0.0569
6,WEEKDAY,6,0.0000,0.5399,0.2527,0.0515,0.1975,0.0000,0.9088,0.2860,0.1844,0.4120,0.1036,0.0779
6,WEEKDAY,7,0.0000,0.6579,0.2859,0.0490,0.2043,0.0000,1.0022,0.3601,0.2270,0.4693,0.1257,0.0896
6,WEEKDAY,8,0.0000,0.7826,0.3074,0.0507,0.2088,0.0000,1.0366,0.4130,0.2453,0.4857,0.1331,0.0931
6,WEEKDAY,9,0.0000,0.9076,0.3166,0.0542,0.2107,0.0000,1.0413,0.4279,0.2476,0.4874,0.1339,0.0934
6,WEEKDAY,10,0.0000,1.0130,0.3215,0.0553,0.2109,0.0000,1.0413,0.4293,0.2476,0.4874,0.1339,0.0934
6,WEEKDAY,11,0.0000,1.0840,0.3229,0.0542,0.2111,0.0000,1.0413,0.4270,0.2474,0.4874,0.1339,0.0934
6,WEEKDAY,12,0.0000,1.1400,0.3236,0.0512,0.2107,0.0000,1.0412,0.4109,0.2438,0.4863,0.1336,0.0932
6,WEEKDAY,13,0.0000,1.1866,0.3262,0.0517,0.2082,0.0000,1.0257,0.3655,0.2292,0.4720,0.1307,0.0906
6,WEEKDAY,14,0.0000,1.1960,0.3262,0.0502,0.2024,0.0000,0.9419,0.2670,0.2176,0.4233,0.1208,0.0817
6,WEEKDAY,15,0.0000,1.1884,0.3253,0.0543,0.1977,0.0000,0.8728,0.2351,0.2031,0.3720,0.1102,0.0722
6,WEEKDAY,16,0.0000,1.1585,0.3204,0.0579,0.1922,0.0000,0.7038,0.2169,0.1826,0.3153,0.0982,0.0618
6,WEEKDAY,17,0.0000,1.1136,0.3116,0.0525,0.1866,0.0000,0.6611,0.1849,0.1623,0.2361,0.0808,0.0471
6,WEEKDAY,18,0.0000,1.0316,0.2841,0.0424,0.1812,0.0978,0.6168,0.1386,0.1463,0.1509,0.0616,0.0312
6,WEEKDAY,19,0.0000,0.9389,0.2704,0.0370,0.1754,0.4201,0.5785,0.0893,0.1343,0.1041,0.0497,0.0224
6,WEEKDAY,20,0.0000,0.8415,0.2505,0.0316,0.1726,0.4201,0.4758,0.0754,0.1226,0.0975,0.0431,0.0206
6,WEEKDAY,21,0.0000,0.7457,0.2347,0.0202,0.1713,0.4201,0.3794,0.0677,0.1039,0.0975,0.0359,0.0197
6,WEEKDAY,22,0.0000,0.6128,0.2182,0.0061,0.1704,0.4201,0.3312,0.0553,0.0875,0.0975,0.0271,0.0187
6,WEEKDAY,23,0.0011,0.5184,0.2134,0.0006,0.1698,0.4201,0.3258,0.0435,0.0805,0.0975,0.0232,0.0183
6,SATURDAY,0,0.0000,0.4141,0.2182,0.0000,0.1696,0.4201,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SATURDAY,1,0.0000,0.3195,0.2182,0.0000,0.1696,0.4201,0.3312,0.0416,0.0796,0.0975,0.0227,0.0182
6,SATURDAY,2,0.0000,0.2935,0.2086,0.0002,0.1695,0.4201,0.3312,0.0428,0.0798,0.0975,0.0227,0.0182
6,SATURDAY,3,0.0000,0.1800,0.2182,0.0019,0.1696,0.3223,0.3312,0.0465,0.0813,0.0975,0.0232,0.0183
6,SATURDAY,4,0.0000,0.1679,0.2086,0.0074,0.1698,0.3223,0.3312,0.0507,0.0843,0.0975,0.0244,0.0184
6,SATURDAY,5,0.0000,0.0732,0.2099,0.0097,0.1699,0.0000,0.5962,0.0554,0.0892,0.0975,0.0265,0.0187
6,SATURDAY,6,0.0055,0.2635,0.2236,0.0100,0.1701,0.0000,0.6685,0.0593,0.0952,0.0975,0.0290,0.0189
6,SATURDAY,7,0.0000,0.4032,0.2474,0.0096,0.1702,0.0000,0.6926,0.0623,0.0981,0.0975,0.0302,0.0191
6,SATURDAY,8,0.0000,0.4964,0.2701,0.0094,0.1705,0.0000,0.6926,0.0643,0.0989,0.0975,0.0305,0.0191
6,SATURDAY,9,0.0000,0.6118,0.2898,0.0099,0.1705,0.0000,0.6926,0.0653,0.0990,0.0975,0.0305,0.0191
6,SATURDAY,10,0.0000,0.6969,0.3048,0.0104,0.1706,0.0000,0.6926,0.0655,0.0990,0.0975,0.0305,0.0191
6,SATURDAY,11,0.0000,0.7814,0.3074,0.0105,0.1707,0.0000,0.6926,0.0655,0.0990,0.0975,0.0305,0.0191
6,SATURDAY,12,0.0000,0.8294,0.3076,0.0097,0.1708,0.0000,0.6926,0.0655,0.0989,0.0975,0.0305,0.0191
6,SATURDAY,13,0.0000,0.8959,0.3138,0.0093,0.1709,0.0000,0.6926,0.0648,0.0977,0.0975,0.0303,0.0191
6,SATURDAY,14,0.0000,0.9133,0.3139,0.0097,0.1709,0.0000,0.6926,0.0605,0.0948,0.0975,0.0296,0.0190
6,SATURDAY,15,0.0000,0.9236,0.3111,0.0123,0.1706,0.0000,0.6926,0.0550,0.0921,0.0975,0.0281,0.0188
6,SATURDAY,16,0.0000,0.8895,0.2892,0.0128,0.1705,0.0000,0.5721,0.0508,0.0885,0.0975,0.0257,0.0186
6,SATURDAY,17,0.0000,0.8598,0.2735,0.0103,0.1702,0.0000,0.5721,0.0468,0.0830,0.0975,0.0238,0.0183
6,SATURDAY,18,0.0000,0.6900,0.2182,0.0091,0.1701,0.0978,0.5721,0.0429,0.0800,0.0975,0.0228,0.0182
6,SATURDAY,19,0.0034,0.6206,0.2182,0.0076,0.1700,0.4201,0.5721,0.0416,0.0796,0.0975,0.0227,0.0182
6,SATURDAY,20,0.0000,0.5520,0.2182,0.0047,0.1698,0.4201,0.4758,0.0415,0.0796,0.0975,0.0227,0.0182
6,SATURDAY,21,0.0000,0.5056,0.2182,0.0012,0.1698,0.4201,0.3794,0.0415,0.0796,0.0975,0.0227,0.0182
6,SATURDAY,22,0.0000,0.4571,0.2182,0.0001,0.1696,0.4201,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SATURDAY,23,0.0000,0.2224,0.1408,0.0000,0.1696,0.4201,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,0,0.0000,0.2267,0.1408,0.0000,0.1696,0.4201,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,1,0.0000,0.1503,0.1216,0.0000,0.1696,0.4201,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,2,0.0000,0.1313,0.1216,0.0000,0.1695,0.4201,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,3,0.0000,0.1195,0.1120,0.0000,0.1695,0.3223,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,4,0.0000,0.1098,0.1120,0.0000,0.1696,0.3223,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,5,0.0000,0.0788,0.1312,0.0000,0.1696,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,6,0.0000,0.1321,0.1408,0.0000,0.1697,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,7,0.0000,0.1646,0.1408,0.0000,0.1697,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,8,0.0000,0.2736,0.1408,0.0000,0.1699,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,9,0.0000,0.3065,0.1408,0.0000,0.1700,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,10,0.0000,0.3426,0.1408,0.0000,0.1700,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,11,0.0000,0.3884,0.1408,0.0000,0.1702,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,12,0.0000,0.4174,0.1408,0.0000,0.1702,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,13,0.0000,0.4421,0.1408,0.0000,0.1703,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,14,0.0000,0.4693,0.1408,0.0000,0.1704,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,15,0.0000,0.4764,0.1408,0.0000,0.1702,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,16,0.0000,0.4575,0.1408,0.0000,0.1702,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,17,0.0000,0.4565,0.1408,0.0000,0.1700,0.0000,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,18,0.0000,0.4165,0.1408,0.0000,0.1701,0.0978,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,19,0.0000,0.3750,0.1408,0.0000,0.1700,0.4201,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,20,0.0000,0.3440,0.1408,0.0000,0.1698,0.4201,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,21,0.0000,0.3171,0.1408,0.0000,0.1698,0.4201,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,22,0.0000,0.2783,0.1312,0.0000,0.1696,0.4201,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,SUNDAY,23,0.0000,0.4423,0.2086,0.0000,0.1696,0.4201,0.3312,0.0415,0.0796,0.0975,0.0227,0.0182
6,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,WEEKDAY,0,0.0005,0.5915,0.2071,0.0001,0.1699,0.4201,0.3201,0.0448,0.0802,0.1012,0.0230,0.0188
7,WEEKDAY,1,0.0000,0.5550,0.2068,0.0012,0.1712,0.4201,0.3308,0.0653,0.0842,0.1236,0.0276,0.0230
7,WEEKDAY,2,0.0010,0.5107,0.2068,0.0049,0.1733,0.4201,0.3495,0.0926,0.0905,0.1519,0.0336,0.0282
7,WEEKDAY,3,0.0000,0.4909,0.2068,0.0166,0.1768,0.3223,0.3736,0.1266,0.1008,0.1864,0.0422,0.0347
7,WEEKDAY,4,0.0004,0.5297,0.2068,0.0374,0.1821,0.3223,0.4157,0.1673,0.1160,0.2326,0.0542,0.0435
