SegID,Mth,Dy,Hr,Heating,Cooling,Vent,WaterHeat,Cooking,Refrig,ExtLight,IntLight,OfficeEquip,Misc,Process,Motors,AirComp,GasHeating,GasCooling,GasHotWater,GasCooking,GasMisc,GasProcess
FCZ01_SOFF,1,10,1,2455.28833,0,1063.331543,304.4070435,1.421480179,748.3241577,1985.403809,528.072998,660.6758423,434.9325867,0,97.53565216,0,81721.46875,0,0,0,0,0
FCZ01_SOFF,1,10,2,2517.046631,0,1072.840088,304.4070435,1.421480179,748.3241577,1985.403809,528.072998,660.6758423,434.9325867,0,97.53565216,0,83254.39844,0,0,0,0,0
FCZ01_SOFF,1,10,3,2603.73291,0,1082.268066,304.4070435,1.421480179,748.3241577,1985.403809,528.072998,660.6758423,434.9325867,0,97.53565216,0,84656.42969,0,0,0,0,0
FCZ01_SOFF,1,10,4,2639.503174,0,1089.900269,304.4070435,1.421480179,748.3241577,1985.403809,532.2149048,660.6758423,434.9325867,0,97.53565216,0,86207.75781,0,0,0,0,0
FCZ01_SOFF,1,10,5,2749.955322,0,1102.132202,306.1957092,1.753741503,748.3493652,1985.403809,576.5422363,664.1488647,435.9986572,0,97.53565216,0,88011.60938,0,0,0,0,0
FCZ01_SOFF,1,10,6,2790.117188,0,1115.184082,317.10672,4.457752228,748.6644287,1985.403809,733.6882324,693.1921387,443.1959839,0,97.53565216,0,89355.49219,0,0,0,0,0
FCZ01_SOFF,1,10,7,2759.75415,0,1091.98938,330.9083557,24.51794243,759.0429077,1985.403809,1582.154297,1598.014038,454.8717651,0,97.53565216,0,85898.48438,0,0,0,0,0
FCZ01_SOFF,1,10,8,2541.732178,0,1017.305054,403.4086914,68.17261505,798.3327637,1264.663574,3552.87085,3584.078857,463.7930603,0,97.53565216,0,75448.36719,0,0,0,0,0
FCZ01_SOFF,1,10,9,4478.428223,0,1049.869507,484.246582,108.544136,843.4949341,0,5988.240234,4909.632324,468.6847839,0,97.53565216,0,37034.82813,0,0,0,0,0
FCZ01_SOFF,1,10,10,3057.583008,205.6416473,949.8570557,582.5053711,128.0797729,873.2775269,0,7462.887207,5659.012207,470.4242249,0,97.53565216,0,21238.75586,0,0,0,0,0
FCZ01_SOFF,1,10,11,2352.734619,258.20755,872.717041,597.4061279,132.1386261,879.6004028,0,7728.477051,5900.129395,470.6385498,0,97.53565216,0,16417.00195,0,0,0,0,0
FCZ01_SOFF,1,10,12,1833.279419,113.1807861,775.5827637,582.0849609,132.2898712,880.2855225,0,7510.058105,5927.671387,470.6385498,0,97.53565216,0,12746.43164,0,0,0,0,0
FCZ01_SOFF,1,10,13,1498.031982,184.3881226,755.9154053,597.6367798,129.9403687,878.5287476,0,7475.254395,5929.200684,470.6385498,0,97.53565216,0,10293.83594,0,0,0,0,0
FCZ01_SOFF,1,10,14,1137.558228,432.056427,766.5548706,584.09198,126.2999725,874.7401733,0,7566.490234,5920.097168,470.2917175,0,97.53565216,0,10419.15527,0,0,0,0,0
FCZ01_SOFF,1,10,15,919.6836548,654.5169067,785.9725952,574.9591064,116.7770081,864.3026733,0,7573.384766,5759.65918,467.6799011,0,97.53565216,0,9859.550781,0,0,0,0,0
FCZ01_SOFF,1,10,16,1037.167847,523.9543457,802.871521,558.3376465,96.40820313,848.715271,0,7008.755859,5301.650391,461.6201477,0,97.53565216,0,13784.01465,0,0,0,0,0
FCZ01_SOFF,1,10,17,1585.928223,97.44924927,835.0307007,526.0005493,63.24941635,816.6367188,0,5305.691406,4480.025391,452.3927917,0,97.53565216,0,24954.45117,0,0,0,0,0
FCZ01_SOFF,1,10,18,2483.526367,0,963.1011963,462.7253113,21.58938599,776.2584229,2296.0271,3786.48999,1657.427368,441.6247864,0,97.53565216,0,44096.59375,0,0,0,0,0
FCZ01_SOFF,1,10,19,1761.789917,0,942.3277588,382.2127991,3.447931528,750.5062866,2296.0271,2568.025635,712.838623,435.7640381,0,97.53565216,0,56796.69141,0,0,0,0,0
FCZ01_SOFF,1,10,20,1924.359741,0,973.7774048,311.8589172,1.561266422,748.4680176,1985.403809,1721.170288,663.9816895,434.9325867,0,97.53565216,0,63075.84766,0,0,0,0,0
FCZ01_SOFF,1,10,21,2031.292847,0,992.4986572,305.0762024,1.421480179,748.3241577,1985.403809,1157.07666,660.6758423,434.9325867,0,97.53565216,0,67614.96875,0,0,0,0,0
FCZ01_SOFF,1,10,22,2112.186523,0,1009.108826,304.4070435,1.421480179,748.3241577,1985.403809,812.8633423,660.6758423,434.9325867,0,97.53565216,0,71346.34375,0,0,0,0,0
FCZ01_SOFF,1,10,23,2188.529541,0,1024.691406,304.4070435,1.421480179,748.3241577,1985.403809,592.1879272,660.6758423,434.9325867,0,97.53565216,0,74872.59375,0,0,0,0,0
FCZ01_SOFF,1,10,24,2259.62207,0,1036.036133,304.4070435,1.421480179,748.3241577,1985.403809,535.2775879,660.6758423,434.9325867,0,97.53565216,0,77289.34375,0,0,0,0,0
