Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0129,0.0021,0.0417,0.0129,0.0049,0.0568,0.1509,0.1431,0.0296,0.0168,0.0143,0.0057
1,WEEKDAY,1,0.0140,0.0024,0.0456,0.0129,0.0049,0.0568,0.1464,0.1433,0.0296,0.0168,0.0143,0.0057
1,WEEKDAY,2,0.0140,0.0020,0.0470,0.0129,0.0054,0.0568,0.1464,0.1436,0.0296,0.0169,0.0145,0.0057
1,WEEKDAY,3,0.0149,0.0027,0.0502,0.0130,0.0067,0.0568,0.1464,0.1466,0.0297,0.0172,0.0151,0.0057
1,WEEKDAY,4,0.0174,0.0017,0.0786,0.0141,0.0098,0.0570,0.1464,0.1666,0.0304,0.0178,0.0166,0.0060
1,WEEKDAY,5,0.0185,0.0031,0.0782,0.0213,0.0167,0.0584,0.1235,0.2450,0.0342,0.0208,0.0214,0.0076
1,WEEKDAY,6,0.1627,0.0265,0.1641,0.0383,0.0302,0.0599,0.0974,0.4046,0.0478,0.0304,0.0292,0.0109
1,WEEKDAY,7,0.3546,0.0601,0.3119,0.0674,0.0459,0.0623,0.0000,0.6554,0.0754,0.0525,0.0382,0.0151
1,WEEKDAY,8,0.3130,0.0519,0.3392,0.1009,0.0608,0.0651,0.0000,0.8206,0.1142,0.0793,0.0453,0.0187
1,WEEKDAY,9,0.2006,0.1026,0.3379,0.1121,0.0699,0.0676,0.0000,0.8876,0.1474,0.1028,0.0488,0.0202
1,WEEKDAY,10,0.1123,0.1668,0.3454,0.1071,0.0690,0.0684,0.0000,0.9040,0.1548,0.1105,0.0496,0.0204
1,WEEKDAY,11,0.0740,0.2609,0.3474,0.1129,0.0676,0.0688,0.0000,0.9044,0.1530,0.1069,0.0494,0.0204
1,WEEKDAY,12,0.0580,0.3180,0.3472,0.1152,0.0650,0.0693,0.0000,0.8834,0.1511,0.0934,0.0479,0.0196
1,WEEKDAY,13,0.0618,0.3555,0.3486,0.1049,0.0571,0.0686,0.0000,0.8417,0.1404,0.0734,0.0439,0.0169
1,WEEKDAY,14,0.0681,0.3207,0.3416,0.0874,0.0449,0.0680,0.0000,0.7317,0.1110,0.0535,0.0380,0.0137
1,WEEKDAY,15,0.0664,0.2306,0.2858,0.0640,0.0310,0.0665,0.0000,0.5944,0.0781,0.0401,0.0335,0.0116
1,WEEKDAY,16,0.0351,0.1156,0.1879,0.0426,0.0205,0.0635,0.0000,0.4824,0.0527,0.0302,0.0281,0.0099
1,WEEKDAY,17,0.0313,0.0400,0.1063,0.0302,0.0137,0.0614,0.1122,0.3741,0.0382,0.0242,0.0230,0.0079
1,WEEKDAY,18,0.0173,0.0195,0.0718,0.0219,0.0088,0.0594,0.1716,0.2903,0.0323,0.0209,0.0174,0.0064
1,WEEKDAY,19,0.0169,0.0070,0.0351,0.0168,0.0061,0.0587,0.1980,0.2247,0.0304,0.0197,0.0150,0.0059
1,WEEKDAY,20,0.0182,0.0054,0.0247,0.0143,0.0051,0.0585,0.1969,0.1894,0.0297,0.0194,0.0144,0.0057
1,WEEKDAY,21,0.0079,0.0103,0.0271,0.0132,0.0049,0.0577,0.1969,0.1723,0.0295,0.0168,0.0144,0.0057
1,WEEKDAY,22,0.0097,0.0022,0.0281,0.0129,0.0049,0.0576,0.1969,0.1611,0.0295,0.0168,0.0143,0.0057
1,WEEKDAY,23,0.0102,0.0014,0.0313,0.0129,0.0049,0.0568,0.1937,0.1468,0.0295,0.0168,0.0143,0.0057
1,SATURDAY,0,0.0075,0.0023,0.0279,0.0129,0.0048,0.0568,0.1509,0.1421,0.0288,0.0160,0.0143,0.0057
1,SATURDAY,1,0.0076,0.0015,0.0292,0.0129,0.0048,0.0568,0.1464,0.1421,0.0288,0.0160,0.0143,0.0057
1,SATURDAY,2,0.0102,0.0013,0.0329,0.0129,0.0048,0.0568,0.1464,0.1422,0.0288,0.0160,0.0143,0.0057
1,SATURDAY,3,0.0127,0.0011,0.0367,0.0129,0.0049,0.0568,0.1464,0.1425,0.0288,0.0161,0.0144,0.0057
1,SATURDAY,4,0.0129,0.0011,0.0375,0.0129,0.0051,0.0568,0.1464,0.1444,0.0288,0.0162,0.0147,0.0057
1,SATURDAY,5,0.0138,0.0006,0.0371,0.0131,0.0053,0.0575,0.1235,0.1496,0.0290,0.0165,0.0156,0.0057
1,SATURDAY,6,0.0506,0.0011,0.0657,0.0137,0.0054,0.0574,0.0974,0.1577,0.0295,0.0169,0.0176,0.0057
1,SATURDAY,7,0.0394,0.0038,0.0664,0.0140,0.0056,0.0572,0.0000,0.1655,0.0299,0.0171,0.0193,0.0057
1,SATURDAY,8,0.0327,0.0279,0.0665,0.0142,0.0059,0.0571,0.0000,0.1748,0.0309,0.0174,0.0216,0.0057
1,SATURDAY,9,0.0170,0.0274,0.0594,0.0144,0.0063,0.0580,0.0000,0.1862,0.0331,0.0178,0.0248,0.0057
1,SATURDAY,10,0.0068,0.0355,0.0556,0.0146,0.0066,0.0584,0.0000,0.1982,0.0359,0.0184,0.0287,0.0057
1,SATURDAY,11,0.0059,0.0475,0.0547,0.0145,0.0066,0.0589,0.0000,0.1982,0.0363,0.0183,0.0291,0.0057
1,SATURDAY,12,0.0088,0.0522,0.0530,0.0144,0.0064,0.0597,0.0000,0.1937,0.0357,0.0180,0.0280,0.0057
1,SATURDAY,13,0.0054,0.0609,0.0530,0.0142,0.0061,0.0598,0.0000,0.1867,0.0342,0.0175,0.0262,0.0057
1,SATURDAY,14,0.0068,0.0401,0.0438,0.0140,0.0059,0.0604,0.0000,0.1783,0.0325,0.0171,0.0242,0.0057
1,SATURDAY,15,0.0053,0.0346,0.0425,0.0141,0.0055,0.0604,0.0000,0.1690,0.0311,0.0166,0.0221,0.0057
1,SATURDAY,16,0.0064,0.0229,0.0413,0.0142,0.0051,0.0597,0.0000,0.1607,0.0303,0.0163,0.0197,0.0057
1,SATURDAY,17,0.0106,0.0121,0.0244,0.0139,0.0049,0.0594,0.1122,0.1541,0.0298,0.0161,0.0177,0.0057
1,SATURDAY,18,0.0092,0.0045,0.0217,0.0133,0.0049,0.0586,0.1716,0.1479,0.0292,0.0160,0.0159,0.0057
1,SATURDAY,19,0.0093,0.0026,0.0264,0.0130,0.0048,0.0584,0.1980,0.1429,0.0288,0.0160,0.0145,0.0057
