Month,Weekend,Hour,Cooling,Ventilation,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous
3,HOLIDAY,5,0.0121,0.1214,0.2586,0.8051,0.6441,0.3837,0.0286,0.1982
3,HOLIDAY,6,0.0130,0.2293,0.5141,0.8137,0.0000,0.4411,0.0291,0.2521
3,HOLIDAY,7,0.0240,0.3758,0.6168,0.8185,0.0000,0.4432,0.0294,0.2901
3,HOLIDAY,8,0.0473,0.3758,0.6805,0.8265,0.0000,0.4568,0.0302,0.3006
3,HOLIDAY,9,0.0586,0.3758,0.8565,0.8541,0.0000,0.5293,0.0332,0.3021
3,HOLIDAY,10,0.3280,0.4904,1.0754,0.8760,0.0000,0.6368,0.0364,0.3021
3,HOLIDAY,11,0.5925,0.5493,1.1801,0.8926,0.0000,0.7236,0.0379,0.3021
3,HOLIDAY,12,0.9075,0.5493,1.1850,0.9156,0.0000,0.7797,0.0371,0.3021
3,HOLIDAY,13,1.0808,0.5493,1.1248,0.9207,0.0000,0.7974,0.0363,0.3021
3,HOLIDAY,14,1.1557,0.5493,1.0901,0.9411,0.0000,0.8112,0.0355,0.3021
3,HOLIDAY,15,1.2039,0.5493,1.0880,0.9447,0.0000,0.8174,0.0348,0.3021
3,HOLIDAY,16,1.2247,0.5493,1.1829,0.9280,0.0000,0.8200,0.0341,0.3021
3,HOLIDAY,17,1.1694,0.5493,1.2854,0.9249,0.0000,0.8182,0.0335,0.3021
3,HOLIDAY,18,0.8490,0.5493,1.2775,0.9010,0.6096,0.8061,0.0330,0.3018
3,HOLIDAY,19,0.4040,0.5493,1.1440,0.8849,0.6441,0.7690,0.0324,0.2911
3,HOLIDAY,20,0.3103,0.5493,0.9183,0.8723,0.6441,0.7115,0.0316,0.2704
3,HOLIDAY,21,0.2350,0.5493,0.6835,0.8415,0.6441,0.6134,0.0302,0.2245
3,HOLIDAY,22,0.0593,0.3758,0.4008,0.8262,0.6441,0.5078,0.0284,0.1660
3,HOLIDAY,23,0.0444,0.2293,0.1717,0.7961,0.6441,0.4388,0.0276,0.1213
4,WEEKDAY,0,0.0258,0.2774,0.1542,0.7965,0.6441,0.4640,0.0703,0.1053
4,WEEKDAY,1,0.0178,0.1635,0.1744,0.7822,0.6441,0.3720,0.0398,0.1048
4,WEEKDAY,2,0.0151,0.1214,0.2996,0.7769,0.6441,0.3516,0.0288,0.1048
4,WEEKDAY,3,0.0126,0.1214,0.4633,0.7880,0.6441,0.4250,0.0374,0.1290
4,WEEKDAY,4,0.0107,0.1311,0.5959,0.8219,0.6441,0.5024,0.0533,0.1841
4,WEEKDAY,5,0.0116,0.3180,0.8442,0.8437,0.6175,0.5947,0.0699,0.2399
4,WEEKDAY,6,0.0205,0.4096,1.0064,0.8612,0.1385,0.6492,0.0842,0.2815
4,WEEKDAY,7,0.0426,0.5186,1.0999,0.8742,0.0000,0.6974,0.0964,0.2982
4,WEEKDAY,8,0.0895,0.5319,1.2645,0.9020,0.0000,0.7846,0.1041,0.3018
4,WEEKDAY,9,0.2797,0.6100,1.4837,0.9274,0.0000,0.9151,0.1107,0.3021
4,WEEKDAY,10,0.5479,0.6920,1.6184,0.9452,0.0000,1.0281,0.1147,0.3021
4,WEEKDAY,11,0.7727,0.7054,1.6427,0.9670,0.0000,1.0866,0.1158,0.3021
4,WEEKDAY,12,0.9189,0.7054,1.5744,0.9758,0.0000,1.0987,0.1160,0.3021
4,WEEKDAY,13,1.0316,0.7054,1.5287,0.9922,0.0000,1.0997,0.1159,0.3021
4,WEEKDAY,14,1.1050,0.7054,1.5274,0.9978,0.0000,1.1001,0.1159,0.3021
4,WEEKDAY,15,1.1279,0.7054,1.5765,0.9824,0.0000,1.0978,0.1157,0.3021
4,WEEKDAY,16,1.0871,0.7054,1.5787,0.9722,0.0000,1.0816,0.1152,0.3021
4,WEEKDAY,17,0.9938,0.7054,1.4648,0.9500,0.0000,1.0569,0.1145,0.3019
4,WEEKDAY,18,0.7848,0.7054,1.2841,0.9295,0.0267,1.0248,0.1138,0.2935
4,WEEKDAY,19,0.5271,0.7054,1.0589,0.9117,0.5056,0.9830,0.1129,0.2751
4,WEEKDAY,20,0.3315,0.7054,0.8201,0.8805,0.6441,0.8953,0.1108,0.2349
4,WEEKDAY,21,0.1735,0.6496,0.5393,0.8585,0.6441,0.7806,0.1054,0.1793
4,WEEKDAY,22,0.0836,0.4575,0.2845,0.8286,0.6441,0.6810,0.0976,0.1315
4,WEEKDAY,23,0.0439,0.3285,0.1756,0.8114,0.6441,0.5504,0.0873,0.1102
4,SATURDAY,0,0.0220,0.3140,0.1521,0.7969,0.6441,0.4595,0.0707,0.1053
4,SATURDAY,1,0.0180,0.1604,0.1537,0.7824,0.6441,0.3698,0.0405,0.1048
4,SATURDAY,2,0.0155,0.1214,0.2448,0.7758,0.6441,0.3469,0.0288,0.1048
4,SATURDAY,3,0.0135,0.1214,0.4389,0.7855,0.6441,0.4139,0.0369,0.1283
4,SATURDAY,4,0.0112,0.1348,0.6341,0.8209,0.6441,0.5002,0.0528,0.1827
4,SATURDAY,5,0.0119,0.3058,0.9102,0.8448,0.6182,0.6004,0.0697,0.2386
4,SATURDAY,6,0.0217,0.3854,1.0906,0.8630,0.1524,0.6632,0.0842,0.2806
4,SATURDAY,7,0.0431,0.4953,1.1950,0.8765,0.0000,0.7129,0.0970,0.2980
4,SATURDAY,8,0.1018,0.5319,1.3660,0.9041,0.0000,0.7903,0.1060,0.3017
4,SATURDAY,9,0.3595,0.5605,1.5900,0.9300,0.0000,0.8993,0.1127,0.3021
4,SATURDAY,10,0.6395,0.6620,1.7306,0.9481,0.0000,0.9963,0.1157,0.3021
4,SATURDAY,11,0.9078,0.7054,1.7564,0.9697,0.0000,1.0629,0.1157,0.3021
4,SATURDAY,12,1.0209,0.7054,1.6832,0.9788,0.0000,1.0911,0.1149,0.3021
4,SATURDAY,13,1.2182,0.7054,1.6445,0.9944,0.0000,1.1060,0.1141,0.3021
4,SATURDAY,14,1.3063,0.7054,1.6111,0.9994,0.0000,1.1112,0.1133,0.3021
4,SATURDAY,15,1.3685,0.7054,1.5511,0.9829,0.0000,1.0968,0.1121,0.3021
4,SATURDAY,16,1.3416,0.7054,1.4935,0.9721,0.0000,1.0726,0.1109,0.3021
4,SATURDAY,17,1.2322,0.7054,1.4146,0.9505,0.0000,1.0423,0.1101,0.3019
4,SATURDAY,18,0.9855,0.7054,1.2750,0.9298,0.0259,1.0002,0.1093,0.2937
4,SATURDAY,19,0.6991,0.7054,1.0630,0.9120,0.4917,0.9447,0.1085,0.2756
4,SATURDAY,20,0.4851,0.7054,0.8256,0.8813,0.6441,0.8553,0.1068,0.2360
4,SATURDAY,21,0.2585,0.6039,0.5460,0.8589,0.6441,0.7477,0.1035,0.1806
4,SATURDAY,22,0.1081,0.4817,0.2900,0.8293,0.6441,0.6599,0.0973,0.1325
4,SATURDAY,23,0.0612,0.3409,0.1772,0.8110,0.6441,0.5424,0.0875,0.1105
4,SUNDAY,0,0.0281,0.2774,0.1450,0.7933,0.6441,0.4418,0.0661,0.1048
4,SUNDAY,1,0.0187,0.1580,0.1139,0.7786,0.6441,0.3393,0.0320,0.1048
4,SUNDAY,2,0.0161,0.1214,0.1353,0.7735,0.6441,0.3308,0.0275,0.1048
4,SUNDAY,3,0.0134,0.1214,0.2124,0.7846,0.6441,0.4042,0.0396,0.1361
4,SUNDAY,4,0.0121,0.1482,0.3029,0.8225,0.6441,0.4658,0.0562,0.1982
4,SUNDAY,5,0.0127,0.3718,0.5672,0.8382,0.6096,0.5568,0.0726,0.2521
4,SUNDAY,6,0.0249,0.4220,0.6760,0.8554,0.0000,0.5973,0.0862,0.2901
4,SUNDAY,7,0.0438,0.5319,0.7447,0.8664,0.0000,0.6459,0.0985,0.3006
4,SUNDAY,8,0.1034,0.5319,0.9236,0.8987,0.0000,0.7326,0.1064,0.3021
4,SUNDAY,9,0.3769,0.5892,1.1448,0.9218,0.0000,0.8490,0.1126,0.3021
4,SUNDAY,10,0.7043,0.7054,1.2505,0.9379,0.0000,0.9396,0.1146,0.3021
4,SUNDAY,11,0.9406,0.7054,1.2562,0.9614,0.0000,0.9981,0.1138,0.3021
4,SUNDAY,12,1.1681,0.7054,1.1962,0.9660,0.0000,1.0162,0.1130,0.3021
4,SUNDAY,13,1.3614,0.7054,1.1604,0.9862,0.0000,1.0300,0.1123,0.3021
4,SUNDAY,14,1.4265,0.7054,1.1580,0.9883,0.0000,1.0362,0.1115,0.3021
4,SUNDAY,15,1.4372,0.7054,1.2584,0.9696,0.0000,1.0388,0.1108,0.3021
4,SUNDAY,16,1.3931,0.7054,1.3668,0.9647,0.0000,1.0370,0.1102,0.3021
4,SUNDAY,17,1.2758,0.7054,1.3637,0.9397,0.0000,1.0249,0.1097,0.3018
4,SUNDAY,18,0.9612,0.7054,1.2326,0.9225,0.0345,0.9878,0.1092,0.2911
4,SUNDAY,19,0.5943,0.7054,1.0055,0.9062,0.6441,0.9300,0.1082,0.2704
4,SUNDAY,20,0.3570,0.7054,0.7656,0.8720,0.6441,0.8304,0.1063,0.2245
4,SUNDAY,21,0.1808,0.5319,0.4728,0.8543,0.6441,0.7202,0.1025,0.1660
4,SUNDAY,22,0.0741,0.4451,0.2291,0.8210,0.6441,0.6398,0.0955,0.1213
4,SUNDAY,23,0.0346,0.2774,0.1599,0.8077,0.6441,0.5201,0.0848,0.1069
4,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,WEEKDAY,0,0.0592,0.3180,0.1531,0.8095,0.6441,0.4476,0.0661,0.1048
5,WEEKDAY,1,0.0268,0.1532,0.1862,0.7941,0.6441,0.3505,0.0321,0.1048
5,WEEKDAY,2,0.0238,0.1596,0.3496,0.7915,0.6441,0.3537,0.0278,0.1048
5,WEEKDAY,3,0.0216,0.1341,0.5218,0.8065,0.6441,0.4495,0.0403,0.1361
5,WEEKDAY,4,0.0202,0.1634,0.6460,0.8464,0.6441,0.5226,0.0572,0.1982
5,WEEKDAY,5,0.0250,0.3557,0.9329,0.8680,0.0000,0.6212,0.0738,0.2521
5,WEEKDAY,6,0.0894,0.5064,1.0600,0.8866,0.0000,0.6629,0.0874,0.2901
5,WEEKDAY,7,0.1460,0.5319,1.1449,0.8989,0.0000,0.7131,0.0992,0.3006
5,WEEKDAY,8,0.3167,0.5319,1.3339,0.9341,0.0000,0.8112,0.1057,0.3021
5,WEEKDAY,9,0.8487,0.6669,1.5626,0.9587,0.0000,0.9512,0.1122,0.3021
5,WEEKDAY,10,1.2448,0.7054,1.6698,0.9742,0.0000,1.0563,0.1155,0.3021
5,WEEKDAY,11,1.4853,0.7054,1.6693,0.9991,0.0000,1.1010,0.1160,0.3021
5,WEEKDAY,12,1.6582,0.7054,1.5787,1.0038,0.0000,1.1035,0.1160,0.3021
5,WEEKDAY,13,1.7680,0.7054,1.5463,1.0245,0.0000,1.1041,0.1160,0.3021
5,WEEKDAY,14,1.8618,0.7054,1.5550,1.0249,0.0000,1.1044,0.1160,0.3021
5,WEEKDAY,15,1.9038,0.7054,1.6129,1.0024,0.0000,1.1011,0.1157,0.3021
5,WEEKDAY,16,1.8721,0.7054,1.5884,0.9942,0.0000,1.0797,0.1151,0.3021
5,WEEKDAY,17,1.7717,0.7054,1.4359,0.9651,0.0000,1.0521,0.1144,0.3018
5,WEEKDAY,18,1.5071,0.7054,1.2407,0.9485,0.0345,1.0172,0.1137,0.2911
5,WEEKDAY,19,1.1041,0.7054,1.0055,0.9272,0.6441,0.9729,0.1127,0.2704
5,WEEKDAY,20,0.7543,0.7054,0.7656,0.8904,0.6441,0.8725,0.1103,0.2245
5,WEEKDAY,21,0.4455,0.6464,0.4728,0.8708,0.6441,0.7536,0.1039,0.1660
5,WEEKDAY,22,0.1697,0.5144,0.2291,0.8375,0.6441,0.6596,0.0957,0.1213
5,WEEKDAY,23,0.1029,0.3746,0.1599,0.8235,0.6441,0.5179,0.0848,0.1069
5,SATURDAY,0,0.0416,0.2774,0.1494,0.8095,0.6441,0.4426,0.0661,0.1048
5,SATURDAY,1,0.0238,0.1580,0.1551,0.7938,0.6441,0.3456,0.0320,0.1048
5,SATURDAY,2,0.0206,0.1214,0.2748,0.7898,0.6441,0.3473,0.0277,0.1048
5,SATURDAY,3,0.0183,0.1214,0.4937,0.8037,0.6441,0.4361,0.0400,0.1361
5,SATURDAY,4,0.0169,0.1616,0.6809,0.8465,0.6441,0.5215,0.0571,0.1982
5,SATURDAY,5,0.0191,0.3311,0.9867,0.8691,0.0000,0.6266,0.0738,0.2521
5,SATURDAY,6,0.0555,0.5319,1.1253,0.8883,0.0000,0.6754,0.0877,0.2901
5,SATURDAY,7,0.1009,0.5319,1.2182,0.9009,0.0000,0.7253,0.1001,0.3006
5,SATURDAY,8,0.2322,0.5319,1.4153,0.9364,0.0000,0.8120,0.1080,0.3021
5,SATURDAY,9,0.7594,0.6612,1.6483,0.9611,0.0000,0.9284,0.1142,0.3021
5,SATURDAY,10,1.1131,0.7054,1.7581,0.9766,0.0000,1.0190,0.1162,0.3021
5,SATURDAY,11,1.4816,0.7054,1.7559,1.0016,0.0000,1.0775,0.1155,0.3021
5,SATURDAY,12,1.6885,0.7054,1.6590,1.0062,0.0000,1.0956,0.1147,0.3021
5,SATURDAY,13,1.8219,0.7054,1.6397,1.0263,0.0000,1.1094,0.1139,0.3021
5,SATURDAY,14,1.9070,0.7054,1.6016,1.0255,0.0000,1.1118,0.1130,0.3021
5,SATURDAY,15,1.9770,0.7054,1.5343,1.0015,0.0000,1.0918,0.1118,0.3021
5,SATURDAY,16,1.9884,0.7054,1.4799,0.9936,0.0000,1.0661,0.1107,0.3021
5,SATURDAY,17,1.8948,0.7054,1.3929,0.9648,0.0000,1.0344,0.1099,0.3018
5,SATURDAY,18,1.5425,0.7054,1.2357,0.9482,0.0345,0.9889,0.1092,0.2911
5,SATURDAY,19,1.0938,0.7054,1.0055,0.9270,0.6441,0.9300,0.1082,0.2704
5,SATURDAY,20,0.7012,0.7054,0.7656,0.8903,0.6441,0.8304,0.1063,0.2245
5,SATURDAY,21,0.3701,0.5892,0.4728,0.8707,0.6441,0.7202,0.1025,0.1660
5,SATURDAY,22,0.1386,0.5319,0.2291,0.8375,0.6441,0.6398,0.0955,0.1213
5,SATURDAY,23,0.0820,0.3409,0.1599,0.8229,0.6441,0.5100,0.0848,0.1069
5,SUNDAY,0,0.0381,0.3140,0.1450,0.8095,0.6441,0.4418,0.0661,0.1048
5,SUNDAY,1,0.0262,0.1946,0.1139,0.7937,0.6441,0.3393,0.0320,0.1048
5,SUNDAY,2,0.0216,0.1214,0.1353,0.7885,0.6441,0.3308,0.0275,0.1048
5,SUNDAY,3,0.0191,0.1214,0.2124,0.7992,0.6441,0.4042,0.0396,0.1361
5,SUNDAY,4,0.0169,0.1750,0.3029,0.8375,0.6441,0.4658,0.0562,0.1982
5,SUNDAY,5,0.0202,0.3311,0.5672,0.8581,0.0000,0.5568,0.0726,0.2521
5,SUNDAY,6,0.0532,0.4953,0.6760,0.8761,0.0000,0.5973,0.0862,0.2901
5,SUNDAY,7,0.0961,0.5319,0.7447,0.8878,0.0000,0.6459,0.0985,0.3006
5,SUNDAY,8,0.2398,0.5319,0.9236,0.9227,0.0000,0.7326,0.1064,0.3021
5,SUNDAY,9,0.7215,0.6178,1.1448,0.9470,0.0000,0.8490,0.1126,0.3021
5,SUNDAY,10,1.0902,0.7054,1.2505,0.9624,0.0000,0.9396,0.1146,0.3021
5,SUNDAY,11,1.3571,0.7054,1.2562,0.9874,0.0000,0.9981,0.1138,0.3021
5,SUNDAY,12,1.5181,0.7054,1.1962,0.9923,0.0000,1.0162,0.1130,0.3021
5,SUNDAY,13,1.6426,0.7054,1.1604,1.0132,0.0000,1.0300,0.1123,0.3021
5,SUNDAY,14,1.7468,0.7054,1.1580,1.0145,0.0000,1.0362,0.1115,0.3021
5,SUNDAY,15,1.8004,0.7054,1.2584,0.9938,0.0000,1.0388,0.1108,0.3021
5,SUNDAY,16,1.7535,0.7054,1.3668,0.9879,0.0000,1.0370,0.1102,0.3021
5,SUNDAY,17,1.6581,0.7054,1.3637,0.9607,0.0000,1.0249,0.1097,0.3018
5,SUNDAY,18,1.4504,0.7054,1.2326,0.9455,0.0345,0.9878,0.1092,0.2911
5,SUNDAY,19,1.0488,0.7054,1.0055,0.9256,0.6441,0.9300,0.1082,0.2704
5,SUNDAY,20,0.6228,0.7054,0.7656,0.8898,0.6441,0.8304,0.1063,0.2245
5,SUNDAY,21,0.3400,0.5892,0.4728,0.8707,0.6441,0.7202,0.1025,0.1660
5,SUNDAY,22,0.1362,0.4953,0.2291,0.8375,0.6441,0.6398,0.0955,0.1213
5,SUNDAY,23,0.0696,0.3409,0.1599,0.8229,0.6441,0.5201,0.0848,0.1069
5,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,WEEKDAY,0,0.1797,0.4044,0.1528,0.8215,0.6441,0.4475,0.0661,0.1048
6,WEEKDAY,1,0.0404,0.2540,0.1839,0.8056,0.6441,0.3502,0.0321,0.1048
6,WEEKDAY,2,0.0347,0.1900,0.3428,0.8029,0.6441,0.3530,0.0278,0.1048
6,WEEKDAY,3,0.0315,0.2120,0.5120,0.8173,0.6441,0.4481,0.0403,0.1361
6,WEEKDAY,4,0.0294,0.2263,0.6352,0.8571,0.6441,0.5208,0.0572,0.1982
6,WEEKDAY,5,0.0632,0.4052,0.9213,0.8800,0.0000,0.6191,0.0738,0.2521
6,WEEKDAY,6,0.2532,0.5319,1.0479,0.8982,0.0000,0.6608,0.0874,0.2901
6,WEEKDAY,7,0.3812,0.5319,1.1323,0.9123,0.0000,0.7110,0.0992,0.3006
6,WEEKDAY,8,0.6697,0.5319,1.3209,0.9502,0.0000,0.8091,0.1057,0.3021
6,WEEKDAY,9,1.4949,0.7024,1.5494,0.9759,0.0000,0.9491,0.1122,0.3021
6,WEEKDAY,10,1.9589,0.7054,1.6566,0.9909,0.0000,1.0542,0.1155,0.3021
6,WEEKDAY,11,2.2034,0.7054,1.6563,1.0168,0.0000,1.0989,0.1160,0.3021
6,WEEKDAY,12,2.3975,0.7054,1.5666,1.0222,0.0000,1.1014,0.1160,0.3021
6,WEEKDAY,13,2.5276,0.7054,1.5341,1.0431,0.0000,1.1020,0.1160,0.3021
6,WEEKDAY,14,2.6184,0.7054,1.5425,1.0432,0.0000,1.1024,0.1159,0.3021
6,WEEKDAY,15,2.6674,0.7054,1.6017,1.0195,0.0000,1.0992,0.1157,0.3021
6,WEEKDAY,16,2.6764,0.7054,1.5814,1.0108,0.0000,1.0783,0.1151,0.3021
6,WEEKDAY,17,2.6088,0.7054,1.4336,0.9803,0.0000,1.0515,0.1144,0.3018
6,WEEKDAY,18,2.3833,0.7054,1.2404,0.9675,0.0345,1.0171,0.1137,0.2911
6,WEEKDAY,19,1.9641,0.7054,1.0055,0.9445,0.6441,0.9729,0.1127,0.2704
6,WEEKDAY,20,1.4749,0.7054,0.7656,0.9054,0.6441,0.8725,0.1103,0.2245
6,WEEKDAY,21,1.0052,0.6582,0.4728,0.8835,0.6441,0.7536,0.1039,0.1660
6,WEEKDAY,22,0.4158,0.5319,0.2291,0.8501,0.6441,0.6596,0.0957,0.1213
6,WEEKDAY,23,0.2539,0.4936,0.1599,0.8358,0.6441,0.5181,0.0848,0.1069
6,SATURDAY,0,0.1234,0.3946,0.1494,0.8215,0.6441,0.4426,0.0661,0.1048
6,SATURDAY,1,0.0362,0.2386,0.1551,0.8054,0.6441,0.3456,0.0320,0.1048
6,SATURDAY,2,0.0320,0.1800,0.2748,0.8013,0.6441,0.3473,0.0277,0.1048
6,SATURDAY,3,0.0292,0.1507,0.4937,0.8147,0.6441,0.4361,0.0400,0.1361
6,SATURDAY,4,0.0274,0.2337,0.6809,0.8575,0.6441,0.5215,0.0571,0.1982
6,SATURDAY,5,0.0371,0.3604,0.9867,0.8814,0.0000,0.6266,0.0738,0.2521
6,SATURDAY,6,0.1693,0.5319,1.1253,0.9001,0.0000,0.6754,0.0877,0.2901
6,SATURDAY,7,0.2463,0.5319,1.2182,0.9146,0.0000,0.7253,0.1001,0.3006
6,SATURDAY,8,0.4486,0.5319,1.4153,0.9528,0.0000,0.8120,0.1080,0.3021
6,SATURDAY,9,1.0922,0.6818,1.6483,0.9787,0.0000,0.9284,0.1142,0.3021
6,SATURDAY,10,1.5440,0.7054,1.7581,0.9937,0.0000,1.0190,0.1162,0.3021
6,SATURDAY,11,1.7997,0.7054,1.7559,1.0197,0.0000,1.0775,0.1155,0.3021
6,SATURDAY,12,2.0215,0.7054,1.6590,1.0250,0.0000,1.0956,0.1147,0.3021
6,SATURDAY,13,2.1612,0.7054,1.6397,1.0453,0.0000,1.1094,0.1139,0.3021
6,SATURDAY,14,2.2338,0.7054,1.6016,1.0442,0.0000,1.1118,0.1130,0.3021
6,SATURDAY,15,2.2624,0.7054,1.5343,1.0189,0.0000,1.0918,0.1118,0.3021
6,SATURDAY,16,2.2163,0.7054,1.4799,1.0104,0.0000,1.0661,0.1107,0.3021
6,SATURDAY,17,2.0834,0.7054,1.3929,0.9801,0.0000,1.0344,0.1099,0.3018
6,SATURDAY,18,1.7803,0.7054,1.2357,0.9673,0.0345,0.9889,0.1092,0.2911
6,SATURDAY,19,1.3925,0.7054,1.0055,0.9444,0.6441,0.9300,0.1082,0.2704
6,SATURDAY,20,0.9316,0.7054,0.7656,0.9054,0.6441,0.8304,0.1063,0.2245
6,SATURDAY,21,0.5477,0.6235,0.4728,0.8835,0.6441,0.7202,0.1025,0.1660
6,SATURDAY,22,0.2281,0.5319,0.2291,0.8501,0.6441,0.6398,0.0955,0.1213
6,SATURDAY,23,0.1588,0.4191,0.1599,0.8358,0.6441,0.5100,0.0848,0.1069
6,SUNDAY,0,0.1017,0.3469,0.1450,0.8215,0.6441,0.4418,0.0661,0.1048
6,SUNDAY,1,0.0352,0.2201,0.1139,0.8052,0.6441,0.3393,0.0320,0.1048
6,SUNDAY,2,0.0301,0.1507,0.1353,0.8000,0.6441,0.3308,0.0275,0.1048
6,SUNDAY,3,0.0275,0.1507,0.2124,0.8102,0.6441,0.4042,0.0396,0.1361
6,SUNDAY,4,0.0257,0.2043,0.3029,0.8484,0.6441,0.4658,0.0562,0.1982
6,SUNDAY,5,0.0538,0.3713,0.5672,0.8704,0.0000,0.5568,0.0726,0.2521
6,SUNDAY,6,0.2208,0.5319,0.6760,0.8880,0.0000,0.5973,0.0862,0.2901
6,SUNDAY,7,0.3188,0.5319,0.7447,0.9015,0.0000,0.6459,0.0985,0.3006
6,SUNDAY,8,0.5371,0.5319,0.9236,0.9392,0.0000,0.7326,0.1064,0.3021
6,SUNDAY,9,1.2434,0.6936,1.1448,0.9646,0.0000,0.8490,0.1126,0.3021
6,SUNDAY,10,1.6429,0.7054,1.2505,0.9795,0.0000,0.9396,0.1146,0.3021
