Month,Weekend,Hour,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors
1,WEEKDAY,19,0.3105,0.3395,0.1148,2.2197,1.0070,0.4183,0.9584,0.0751,0.1885,0.3718
1,WEEKDAY,20,0.2402,0.3132,0.0912,1.8016,0.9880,0.5430,0.8828,0.0608,0.1517,0.2735
1,WEEKDAY,21,0.1616,0.3051,0.0737,1.1596,0.9587,0.5430,0.6708,0.0424,0.1142,0.1548
1,WEEKDAY,22,0.0704,0.2056,0.0657,0.5824,0.9398,0.5031,0.3944,0.0219,0.0854,0.0669
1,WEEKDAY,23,0.0208,0.1568,0.0658,0.2707,0.9107,0.4979,0.2651,0.0136,0.0712,0.0377
1,SATURDAY,0,0.0085,0.1437,0.0671,0.1741,0.8986,0.4979,0.2522,0.0115,0.0682,0.0345
1,SATURDAY,1,0.0030,0.1235,0.0675,0.1499,0.8859,0.4979,0.2042,0.0101,0.0665,0.0345
1,SATURDAY,2,0.0018,0.1280,0.0602,0.1079,0.8766,0.3682,0.1672,0.0095,0.0580,0.0345
1,SATURDAY,3,0.0016,0.1265,0.0363,0.1328,0.8715,0.3682,0.1241,0.0085,0.0337,0.0345
1,SATURDAY,4,0.0013,0.1265,0.0249,0.2014,0.8710,0.3682,0.1110,0.0082,0.0168,0.0345
1,SATURDAY,5,0.0024,0.1354,0.0330,0.3238,0.8878,0.3682,0.1473,0.0105,0.0199,0.0345
1,SATURDAY,6,0.0172,0.1431,0.0545,0.5569,0.8973,0.2991,0.2283,0.0169,0.0323,0.0416
1,SATURDAY,7,0.0691,0.1698,0.0825,0.8441,0.9085,0.0560,0.3215,0.0283,0.0501,0.0870
1,SATURDAY,8,0.1530,0.1809,0.1033,1.2497,0.9235,0.0000,0.4234,0.0448,0.0723,0.1560
1,SATURDAY,9,0.1899,0.2748,0.1081,1.6855,0.9616,0.0000,0.6016,0.0631,0.1029,0.2446
1,SATURDAY,10,0.2944,0.2958,0.1163,2.3476,0.9986,0.0000,0.7468,0.0767,0.1438,0.3447
1,SATURDAY,11,0.4165,0.3547,0.1281,2.8031,1.0268,0.0000,0.9549,0.0905,0.1748,0.4006
1,SATURDAY,12,0.4506,0.3593,0.1366,2.7175,1.0495,0.0000,0.9966,0.0918,0.1918,0.4119
1,SATURDAY,13,0.4728,0.3569,0.1392,2.4269,1.0558,0.0000,0.9985,0.0924,0.2048,0.4126
1,SATURDAY,14,0.4565,0.3606,0.1464,2.2482,1.0699,0.0000,1.0032,0.0921,0.2148,0.4126
1,SATURDAY,15,0.4428,0.3539,0.1496,2.0573,1.0708,0.0000,1.0068,0.0924,0.2221,0.4126
1,SATURDAY,16,0.3817,0.3468,0.1378,2.1822,1.0575,0.0560,1.0193,0.0913,0.2257,0.4126
1,SATURDAY,17,0.3376,0.3448,0.1226,2.5868,1.0489,0.3209,1.0090,0.0891,0.2226,0.4126
1,SATURDAY,18,0.3411,0.3501,0.1068,2.6510,1.0267,0.4133,0.9959,0.0822,0.2101,0.4083
1,SATURDAY,19,0.3100,0.3492,0.0899,2.3233,1.0092,0.4183,0.9612,0.0729,0.1876,0.3718
1,SATURDAY,20,0.2613,0.3267,0.0753,1.8809,0.9906,0.5430,0.8997,0.0609,0.1517,0.2735
1,SATURDAY,21,0.1726,0.3181,0.0660,1.2380,0.9623,0.5430,0.7125,0.0461,0.1157,0.1548
1,SATURDAY,22,0.0761,0.2174,0.0646,0.6952,0.9437,0.5031,0.4672,0.0276,0.0878,0.0669
1,SATURDAY,23,0.0337,0.1786,0.0658,0.3728,0.9143,0.4979,0.3356,0.0175,0.0728,0.0377
1,SUNDAY,0,0.0051,0.0783,0.0671,0.0802,0.8900,0.4979,0.1797,0.0102,0.0670,0.0345
1,SUNDAY,1,0.0034,0.0788,0.0675,0.0683,0.8809,0.4979,0.1561,0.0097,0.0658,0.0345
1,SUNDAY,2,0.0017,0.0736,0.0602,0.0873,0.8744,0.3682,0.1491,0.0094,0.0578,0.0345
1,SUNDAY,3,0.0016,0.0764,0.0363,0.1292,0.8707,0.3682,0.1189,0.0084,0.0336,0.0345
1,SUNDAY,4,0.0012,0.0734,0.0249,0.1813,0.8702,0.3682,0.1024,0.0081,0.0160,0.0345
1,SUNDAY,5,0.0010,0.0873,0.0330,0.2652,0.8852,0.3682,0.1263,0.0100,0.0181,0.0345
1,SUNDAY,6,0.0033,0.0849,0.0545,0.4131,0.8913,0.2991,0.1913,0.0156,0.0293,0.0399
1,SUNDAY,7,0.0420,0.1208,0.0825,0.5949,0.8989,0.0560,0.2671,0.0270,0.0442,0.0748
1,SUNDAY,8,0.1316,0.1341,0.1033,0.9719,0.9078,0.0000,0.3580,0.0439,0.0602,0.1295
1,SUNDAY,9,0.1863,0.2126,0.1081,1.2989,0.9380,0.0000,0.5151,0.0615,0.0760,0.2054
1,SUNDAY,10,0.3296,0.2358,0.1163,1.8993,0.9665,0.0000,0.6239,0.0750,0.0933,0.2975
1,SUNDAY,11,0.4431,0.3010,0.1281,2.3423,0.9915,0.0000,0.7419,0.0810,0.1092,0.3503
1,SUNDAY,12,0.5091,0.3037,0.1366,2.2734,1.0133,0.0000,0.8001,0.0826,0.1221,0.3612
1,SUNDAY,13,0.5397,0.3059,0.1392,2.0721,1.0200,0.0000,0.8052,0.0834,0.1354,0.3619
1,SUNDAY,14,0.5265,0.2976,0.1464,1.9033,1.0333,0.0000,0.8118,0.0839,0.1457,0.3619
1,SUNDAY,15,0.5264,0.2910,0.1496,1.6191,1.0343,0.0000,0.8165,0.0842,0.1533,0.3619
1,SUNDAY,16,0.4533,0.2825,0.1378,1.7047,1.0214,0.0560,0.8348,0.0830,0.1569,0.3619
1,SUNDAY,17,0.3794,0.2789,0.1226,2.0858,1.0138,0.3209,0.8273,0.0799,0.1543,0.3619
1,SUNDAY,18,0.3775,0.2832,0.1068,2.1347,0.9937,0.4133,0.8038,0.0729,0.1448,0.3576
1,SUNDAY,19,0.3152,0.2795,0.0899,1.8594,0.9789,0.4183,0.7672,0.0627,0.1303,0.3219
1,SUNDAY,20,0.2458,0.2531,0.0753,1.5095,0.9640,0.5430,0.6892,0.0484,0.1103,0.2295
1,SUNDAY,21,0.1601,0.2434,0.0660,0.9593,0.9397,0.5430,0.4780,0.0327,0.0916,0.1251
1,SUNDAY,22,0.0555,0.1456,0.0646,0.4638,0.9259,0.5031,0.3195,0.0195,0.0774,0.0550
1,SUNDAY,23,0.0177,0.1126,0.0658,0.1985,0.9014,0.4979,0.2316,0.0124,0.0694,0.0362
1,HOLIDAY,0,0.0036,0.1370,0.0671,0.0709,0.8892,0.4979,0.1687,0.0101,0.0670,0.0345
1,HOLIDAY,1,0.0076,0.1296,0.0675,0.0854,0.8802,0.4979,0.1496,0.0097,0.0658,0.0345
1,HOLIDAY,2,0.0031,0.1387,0.0602,0.1271,0.8746,0.3682,0.1469,0.0094,0.0578,0.0345
1,HOLIDAY,3,0.0024,0.1277,0.0363,0.1710,0.8719,0.3682,0.1221,0.0085,0.0336,0.0345
1,HOLIDAY,4,0.0028,0.1388,0.0249,0.2232,0.8725,0.3682,0.1122,0.0082,0.0164,0.0345
1,HOLIDAY,5,0.0027,0.1389,0.0327,0.3287,0.8880,0.3682,0.1383,0.0098,0.0186,0.0345
1,HOLIDAY,6,0.0432,0.1615,0.0516,0.5363,0.8946,0.2991,0.1939,0.0133,0.0273,0.0362
1,HOLIDAY,7,0.1193,0.1646,0.0749,0.8058,0.9027,0.0560,0.2534,0.0185,0.0390,0.0476
1,HOLIDAY,8,0.1372,0.1749,0.0924,1.0166,0.9110,0.0000,0.3147,0.0266,0.0540,0.0706
1,HOLIDAY,9,0.2285,0.2136,0.0951,1.3113,0.9390,0.0000,0.4301,0.0365,0.0785,0.1181
1,HOLIDAY,10,0.3155,0.2357,0.1019,1.6489,0.9673,0.0000,0.5199,0.0460,0.1154,0.1922
1,HOLIDAY,11,0.4756,0.2841,0.1128,1.8777,0.9904,0.0000,0.6951,0.0582,0.1441,0.2381
1,HOLIDAY,12,0.5933,0.2848,0.1208,1.9105,1.0111,0.0000,0.7174,0.0593,0.1608,0.2482
1,HOLIDAY,13,0.6403,0.2822,0.1233,1.7754,1.0169,0.0000,0.7223,0.0600,0.1744,0.2489
1,HOLIDAY,14,0.5540,0.2762,0.1296,1.7130,1.0299,0.0000,0.7282,0.0595,0.1848,0.2489
1,HOLIDAY,15,0.5732,0.2744,0.1317,1.7510,1.0307,0.0000,0.7325,0.0598,0.1923,0.2489
1,HOLIDAY,16,0.4837,0.2704,0.1192,1.8582,1.0178,0.0560,0.7506,0.0588,0.1961,0.2489
1,HOLIDAY,17,0.3931,0.2659,0.1039,1.8637,1.0103,0.3209,0.7396,0.0582,0.1953,0.2489
1,HOLIDAY,18,0.3521,0.2768,0.0889,1.8078,0.9911,0.4133,0.7381,0.0563,0.1885,0.2467
1,HOLIDAY,19,0.3244,0.2766,0.0754,1.5613,0.9773,0.4183,0.7181,0.0530,0.1722,0.2281
1,HOLIDAY,20,0.2446,0.2603,0.0671,1.2171,0.9640,0.5430,0.6735,0.0466,0.1421,0.1767
1,HOLIDAY,21,0.1640,0.2651,0.0631,0.7664,0.9396,0.5430,0.5389,0.0349,0.1090,0.1137
1,HOLIDAY,22,0.0806,0.1966,0.0642,0.3858,0.9254,0.5031,0.3120,0.0190,0.0831,0.0615
1,HOLIDAY,23,0.0309,0.1675,0.0658,0.1743,0.9006,0.4979,0.2107,0.0124,0.0702,0.0377
2,WEEKDAY,0,0.0095,0.1357,0.0688,0.1232,0.9004,0.4979,0.2087,0.0106,0.0675,0.0345
2,WEEKDAY,1,0.0051,0.1223,0.0691,0.1197,0.8884,0.4979,0.1792,0.0099,0.0661,0.0345
2,WEEKDAY,2,0.0036,0.1236,0.0617,0.1357,0.8807,0.3682,0.1612,0.0094,0.0579,0.0345
2,WEEKDAY,3,0.0026,0.1212,0.0379,0.1713,0.8769,0.3682,0.1300,0.0085,0.0337,0.0345
2,WEEKDAY,4,0.0022,0.1247,0.0308,0.2261,0.8775,0.3682,0.1202,0.0086,0.0171,0.0345
2,WEEKDAY,5,0.0041,0.1335,0.0477,0.3378,0.8934,0.3682,0.1501,0.0115,0.0206,0.0345
2,WEEKDAY,6,0.0729,0.1473,0.0783,0.5520,0.9011,0.2991,0.2224,0.0186,0.0336,0.0416
2,WEEKDAY,7,0.1250,0.1706,0.1020,0.8249,0.9118,0.0560,0.3149,0.0306,0.0515,0.0870
2,WEEKDAY,8,0.2009,0.1933,0.1072,1.2224,0.9286,0.0000,0.4175,0.0457,0.0724,0.1560
2,WEEKDAY,9,0.2870,0.2766,0.1107,1.6544,0.9674,0.0000,0.5889,0.0629,0.1018,0.2446
2,WEEKDAY,10,0.4427,0.3042,0.1201,2.3141,1.0032,0.0000,0.7404,0.0766,0.1425,0.3447
2,WEEKDAY,11,0.6256,0.3559,0.1309,2.7947,1.0300,0.0000,0.9392,0.0903,0.1732,0.4006
2,WEEKDAY,12,0.7686,0.3721,0.1393,2.6682,1.0526,0.0000,0.9800,0.0917,0.1901,0.4119
2,WEEKDAY,13,0.8296,0.3792,0.1423,2.4171,1.0598,0.0000,0.9906,0.0925,0.2038,0.4126
2,WEEKDAY,14,0.7804,0.3721,0.1467,2.2508,1.0744,0.0000,1.0024,0.0924,0.2142,0.4126
2,WEEKDAY,15,0.7945,0.3669,0.1539,2.1190,1.0760,0.0000,1.0165,0.0931,0.2221,0.4126
2,WEEKDAY,16,0.7669,0.3607,0.1578,2.2560,1.0632,0.0560,1.0381,0.0931,0.2269,0.4126
2,WEEKDAY,17,0.6462,0.3555,0.1560,2.6146,1.0551,0.1011,1.0237,0.0918,0.2243,0.4126
2,WEEKDAY,18,0.5674,0.3573,0.1411,2.6208,1.0319,0.4133,1.0038,0.0852,0.2118,0.4083
2,WEEKDAY,19,0.4523,0.3512,0.1173,2.2267,1.0134,0.4183,0.9602,0.0751,0.1887,0.3718
2,WEEKDAY,20,0.3424,0.3216,0.0933,1.8092,0.9939,0.5430,0.8848,0.0608,0.1518,0.2735
2,WEEKDAY,21,0.2219,0.3093,0.0755,1.1651,0.9643,0.5430,0.6724,0.0426,0.1143,0.1548
2,WEEKDAY,22,0.0944,0.2057,0.0673,0.5857,0.9450,0.5031,0.3966,0.0221,0.0855,0.0669
2,WEEKDAY,23,0.0356,0.1704,0.0674,0.2732,0.9160,0.4979,0.2671,0.0137,0.0712,0.0377
2,SATURDAY,0,0.0135,0.1511,0.0688,0.1741,0.9034,0.4979,0.2522,0.0115,0.0682,0.0345
2,SATURDAY,1,0.0055,0.1242,0.0691,0.1499,0.8905,0.4979,0.2042,0.0101,0.0665,0.0345
2,SATURDAY,2,0.0025,0.1250,0.0617,0.1079,0.8812,0.3682,0.1672,0.0095,0.0580,0.0345
2,SATURDAY,3,0.0021,0.1208,0.0372,0.1328,0.8760,0.3682,0.1241,0.0085,0.0337,0.0345
2,SATURDAY,4,0.0015,0.1236,0.0255,0.2014,0.8756,0.3682,0.1110,0.0082,0.0168,0.0345
2,SATURDAY,5,0.0032,0.1354,0.0338,0.3238,0.8923,0.3682,0.1473,0.0105,0.0199,0.0345
2,SATURDAY,6,0.0194,0.1461,0.0557,0.5569,0.9015,0.2991,0.2283,0.0169,0.0323,0.0416
2,SATURDAY,7,0.0816,0.1699,0.0843,0.8441,0.9124,0.0560,0.3215,0.0283,0.0501,0.0870
2,SATURDAY,8,0.1917,0.1963,0.1055,1.2497,0.9296,0.0000,0.4234,0.0448,0.0723,0.1560
2,SATURDAY,9,0.3029,0.2902,0.1104,1.6855,0.9697,0.0000,0.6016,0.0631,0.1029,0.2446
2,SATURDAY,10,0.4353,0.3094,0.1188,2.3476,1.0064,0.0000,0.7468,0.0767,0.1438,0.3447
2,SATURDAY,11,0.5556,0.3604,0.1309,2.8031,1.0341,0.0000,0.9549,0.0905,0.1748,0.4006
2,SATURDAY,12,0.6534,0.3721,0.1396,2.7175,1.0566,0.0000,0.9966,0.0918,0.1918,0.4119
2,SATURDAY,13,0.7026,0.3746,0.1423,2.4269,1.0628,0.0000,0.9985,0.0924,0.2048,0.4126
2,SATURDAY,14,0.6577,0.3682,0.1496,2.2482,1.0768,0.0000,1.0032,0.0921,0.2148,0.4126
2,SATURDAY,15,0.6661,0.3638,0.1529,2.0573,1.0768,0.0000,1.0068,0.0924,0.2221,0.4126
2,SATURDAY,16,0.6001,0.3585,0.1409,2.1822,1.0634,0.0560,1.0193,0.0913,0.2257,0.4126
2,SATURDAY,17,0.4770,0.3526,0.1254,2.5868,1.0559,0.1011,1.0090,0.0891,0.2226,0.4126
2,SATURDAY,18,0.4243,0.3551,0.1092,2.6510,1.0330,0.4133,0.9959,0.0822,0.2101,0.4083
2,SATURDAY,19,0.3684,0.3510,0.0919,2.3233,1.0152,0.4183,0.9612,0.0729,0.1876,0.3718
2,SATURDAY,20,0.2922,0.3256,0.0771,1.8809,0.9962,0.5430,0.8997,0.0609,0.1517,0.2735
2,SATURDAY,21,0.1953,0.3163,0.0676,1.2380,0.9677,0.5430,0.7125,0.0461,0.1157,0.1548
2,SATURDAY,22,0.0861,0.2153,0.0662,0.6952,0.9487,0.5031,0.4672,0.0276,0.0878,0.0669
2,SATURDAY,23,0.0396,0.1896,0.0674,0.3728,0.9194,0.4979,0.3356,0.0175,0.0728,0.0377
2,SUNDAY,0,0.0055,0.0760,0.0688,0.0802,0.8948,0.4979,0.1797,0.0102,0.0670,0.0345
2,SUNDAY,1,0.0038,0.0741,0.0691,0.0683,0.8856,0.4979,0.1561,0.0097,0.0658,0.0345
2,SUNDAY,2,0.0037,0.0736,0.0617,0.0873,0.8790,0.3682,0.1491,0.0094,0.0578,0.0345
2,SUNDAY,3,0.0033,0.0707,0.0372,0.1292,0.8752,0.3682,0.1189,0.0084,0.0336,0.0345
2,SUNDAY,4,0.0031,0.0761,0.0255,0.1813,0.8748,0.3682,0.1024,0.0081,0.0160,0.0345
2,SUNDAY,5,0.0030,0.0814,0.0338,0.2652,0.8897,0.3682,0.1263,0.0100,0.0181,0.0345
2,SUNDAY,6,0.0048,0.0836,0.0557,0.4131,0.8955,0.2991,0.1913,0.0156,0.0293,0.0399
2,SUNDAY,7,0.0465,0.1158,0.0843,0.5949,0.9028,0.0560,0.2671,0.0270,0.0442,0.0748
2,SUNDAY,8,0.1685,0.1371,0.1055,0.9719,0.9140,0.0000,0.3580,0.0439,0.0602,0.1295
2,SUNDAY,9,0.2428,0.2144,0.1104,1.2989,0.9461,0.0000,0.5151,0.0615,0.0760,0.2054
2,SUNDAY,10,0.3749,0.2363,0.1188,1.8993,0.9743,0.0000,0.6239,0.0750,0.0933,0.2975
2,SUNDAY,11,0.5094,0.3016,0.1309,2.3423,0.9989,0.0000,0.7419,0.0810,0.1092,0.3503
2,SUNDAY,12,0.6021,0.3074,0.1396,2.2734,1.0204,0.0000,0.8001,0.0826,0.1221,0.3612
2,SUNDAY,13,0.6478,0.3084,0.1423,2.0721,1.0269,0.0000,0.8052,0.0834,0.1354,0.3619
2,SUNDAY,14,0.6313,0.3045,0.1496,1.9033,1.0401,0.0000,0.8118,0.0839,0.1457,0.3619
2,SUNDAY,15,0.6278,0.3007,0.1529,1.6191,1.0403,0.0000,0.8165,0.0842,0.1533,0.3619
2,SUNDAY,16,0.5928,0.2954,0.1409,1.7047,1.0273,0.0560,0.8348,0.0830,0.1569,0.3619
2,SUNDAY,17,0.4808,0.2881,0.1254,2.0858,1.0208,0.1011,0.8273,0.0799,0.1543,0.3619
2,SUNDAY,18,0.4221,0.2894,0.1092,2.1347,1.0000,0.4133,0.8038,0.0729,0.1448,0.3576
2,SUNDAY,19,0.3521,0.2832,0.0919,1.8594,0.9849,0.4183,0.7672,0.0627,0.1303,0.3219
2,SUNDAY,20,0.2567,0.2546,0.0771,1.5095,0.9695,0.5430,0.6892,0.0484,0.1103,0.2295
2,SUNDAY,21,0.1683,0.2426,0.0676,0.9593,0.9450,0.5430,0.4780,0.0327,0.0916,0.1251
2,SUNDAY,22,0.0564,0.1427,0.0662,0.4638,0.9308,0.5031,0.3195,0.0195,0.0774,0.0550
2,SUNDAY,23,0.0206,0.1031,0.0674,0.1985,0.9065,0.4979,0.2316,0.0124,0.0694,0.0362
2,HOLIDAY,0,0.0014,0.1389,0.0688,0.0854,0.8979,0.4979,0.1756,0.0102,0.0670,0.0345
2,HOLIDAY,1,0.0012,0.1316,0.0691,0.0854,0.8871,0.4979,0.1555,0.0097,0.0658,0.0345
2,HOLIDAY,2,0.0013,0.1268,0.0617,0.1271,0.8802,0.3682,0.1504,0.0094,0.0578,0.0345
2,HOLIDAY,3,0.0010,0.1269,0.0379,0.1713,0.8769,0.3682,0.1258,0.0085,0.0337,0.0345
2,HOLIDAY,4,0.0008,0.1269,0.0308,0.2261,0.8775,0.3682,0.1169,0.0086,0.0171,0.0345
2,HOLIDAY,5,0.0008,0.1350,0.0477,0.3378,0.8934,0.3682,0.1472,0.0115,0.0206,0.0345
2,HOLIDAY,6,0.0367,0.1482,0.0783,0.5524,0.9012,0.2991,0.2212,0.0186,0.0336,0.0416
2,HOLIDAY,7,0.0963,0.1697,0.1020,0.8247,0.9118,0.0560,0.3158,0.0307,0.0504,0.0870
2,HOLIDAY,8,0.1396,0.1812,0.1072,1.2112,0.9270,0.0000,0.4175,0.0458,0.0694,0.1560
2,HOLIDAY,9,0.1787,0.2002,0.1107,1.6138,0.9613,0.0000,0.5606,0.0627,0.0967,0.2446
2,HOLIDAY,10,0.2974,0.2289,0.1201,2.1706,0.9897,0.0000,0.7135,0.0761,0.1355,0.3447
2,HOLIDAY,11,0.3709,0.2467,0.1309,2.4600,1.0084,0.0000,0.8553,0.0893,0.1645,0.4006
2,HOLIDAY,12,0.4205,0.2860,0.1393,2.2837,1.0271,0.0000,0.8827,0.0903,0.1808,0.4119
2,HOLIDAY,13,0.4143,0.2839,0.1423,2.0725,1.0337,0.0000,0.9142,0.0911,0.1944,0.4126
2,HOLIDAY,14,0.3656,0.2859,0.1467,1.9562,1.0505,0.0000,0.9260,0.0912,0.2053,0.4126
2,HOLIDAY,15,0.3892,0.3147,0.1539,2.0440,1.0583,0.0000,0.9411,0.0926,0.2142,0.4126
2,HOLIDAY,16,0.3521,0.3088,0.1578,2.1818,1.0482,0.0560,0.9775,0.0927,0.2193,0.4126
2,HOLIDAY,17,0.3024,0.3051,0.1560,2.3749,1.0413,0.1011,0.9631,0.0915,0.2168,0.4126
2,HOLIDAY,18,0.3011,0.3085,0.1411,2.4122,1.0196,0.4133,0.9431,0.0848,0.2046,0.4083
2,HOLIDAY,19,0.2628,0.3052,0.1173,2.0318,1.0025,0.4183,0.8993,0.0747,0.1826,0.3718
2,HOLIDAY,20,0.2029,0.2780,0.0933,1.5886,0.9847,0.5430,0.8212,0.0600,0.1477,0.2735
2,HOLIDAY,21,0.1177,0.2695,0.0755,1.0249,0.9568,0.5430,0.6414,0.0412,0.1118,0.1548
2,HOLIDAY,22,0.0526,0.1938,0.0673,0.5508,0.9392,0.5031,0.3611,0.0204,0.0841,0.0669
2,HOLIDAY,23,0.0127,0.1382,0.0674,0.2182,0.9119,0.4979,0.2269,0.0126,0.0705,0.0377
3,WEEKDAY,0,0.0151,0.1444,0.0681,0.1240,0.9039,0.4979,0.2094,0.0106,0.0675,0.0345
3,WEEKDAY,1,0.0079,0.1246,0.0684,0.1203,0.8917,0.4979,0.1794,0.0099,0.0661,0.0345
3,WEEKDAY,2,0.0039,0.1210,0.0611,0.1358,0.8837,0.3682,0.1612,0.0094,0.0579,0.0345
3,WEEKDAY,3,0.0030,0.1221,0.0375,0.1713,0.8798,0.3682,0.1299,0.0085,0.0337,0.0345
3,WEEKDAY,4,0.0025,0.1249,0.0305,0.2261,0.8800,0.3682,0.1201,0.0086,0.0171,0.0345
3,WEEKDAY,5,0.0048,0.1318,0.0473,0.3378,0.8959,0.3682,0.1499,0.0115,0.0206,0.0345
3,WEEKDAY,6,0.0812,0.1468,0.0777,0.5520,0.9036,0.0793,0.2222,0.0186,0.0336,0.0416
3,WEEKDAY,7,0.1577,0.1831,0.1012,0.8247,0.9159,0.0560,0.3146,0.0306,0.0515,0.0870
3,WEEKDAY,8,0.2589,0.2176,0.1063,1.2218,0.9370,0.0000,0.4173,0.0457,0.0723,0.1560
3,WEEKDAY,9,0.3628,0.2857,0.1098,1.6528,0.9764,0.0000,0.5878,0.0629,0.1016,0.2446
3,WEEKDAY,10,0.5700,0.3185,0.1191,2.3086,1.0121,0.0000,0.7394,0.0765,0.1422,0.3447
3,WEEKDAY,11,0.7926,0.3657,0.1298,2.7818,1.0383,0.0000,0.9360,0.0903,0.1728,0.4006
3,WEEKDAY,12,0.9685,0.3867,0.1381,2.6533,1.0613,0.0000,0.9762,0.0916,0.1898,0.4119
3,WEEKDAY,13,1.0349,0.3908,0.1411,2.4026,1.0681,0.0000,0.9878,0.0924,0.2034,0.4126
3,WEEKDAY,14,0.9804,0.3838,0.1454,2.2381,1.0829,0.0000,0.9996,0.0923,0.2139,0.4126
3,WEEKDAY,15,1.0055,0.3795,0.1525,2.1159,1.0847,0.0000,1.0136,0.0931,0.2218,0.4126
3,WEEKDAY,16,0.9877,0.3751,0.1564,2.2528,1.0708,0.0560,1.0358,0.0931,0.2266,0.4126
3,WEEKDAY,17,0.8870,0.3708,0.1546,2.6052,1.0628,0.1011,1.0214,0.0918,0.2241,0.4126
3,WEEKDAY,18,0.7382,0.3681,0.1398,2.6143,1.0385,0.4133,1.0015,0.0852,0.2115,0.4083
3,WEEKDAY,19,0.5443,0.3581,0.1162,2.2215,1.0187,0.4183,0.9579,0.0751,0.1885,0.3718
3,WEEKDAY,20,0.3967,0.3261,0.0924,1.8027,0.9983,0.5430,0.8827,0.0609,0.1517,0.2735
3,WEEKDAY,21,0.2638,0.3119,0.0747,1.1621,0.9683,0.5430,0.6729,0.0428,0.1143,0.1548
3,WEEKDAY,22,0.1135,0.2110,0.0666,0.5893,0.9487,0.5031,0.3983,0.0223,0.0856,0.0669
3,WEEKDAY,23,0.0443,0.1752,0.0668,0.2753,0.9196,0.4979,0.2685,0.0139,0.0713,0.0377
3,SATURDAY,0,0.0222,0.1570,0.0681,0.1741,0.9069,0.4979,0.2522,0.0115,0.0682,0.0345
3,SATURDAY,1,0.0110,0.1323,0.0684,0.1499,0.8937,0.4979,0.2042,0.0101,0.0665,0.0345
3,SATURDAY,2,0.0023,0.1197,0.0611,0.1079,0.8841,0.3682,0.1672,0.0095,0.0580,0.0345
3,SATURDAY,3,0.0020,0.1218,0.0369,0.1328,0.8788,0.3682,0.1241,0.0085,0.0337,0.0345
3,SATURDAY,4,0.0022,0.1305,0.0252,0.2014,0.8780,0.3682,0.1110,0.0082,0.0168,0.0345
3,SATURDAY,5,0.0046,0.1360,0.0335,0.3238,0.8948,0.3682,0.1473,0.0105,0.0199,0.0345
3,SATURDAY,6,0.0210,0.1436,0.0552,0.5569,0.9039,0.0793,0.2283,0.0169,0.0323,0.0416
3,SATURDAY,7,0.1068,0.1741,0.0837,0.8441,0.9165,0.0560,0.3215,0.0283,0.0501,0.0870
